Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
19,Kiko Calero,28.083,Apr 2,Oct 4 2009,1,STL,6.2,6-1,180,R,R,Jan 9 1975,Santurce PR,Drafted by the Kansas City Royals in the 27th round of the 1996 amateur draft. Player signed June 6 1996.,Miami Dade College (Miami FL) Miami Dade College Kendall Campus (Miami FL) St. Thomas University (Miami Gardens FL),University Garden HS (Rio Piedras Puerto Rico),Enrique Nomar,calerki01
20,Ron Calloway,26.208,Mar 31,Aug 26 2004,79H/8,MON,-1.3,6-1,210,L,L,Sep 4 1976,San Jose CA US,Drafted by the Arizona Diamondbacks in the 8th round of the 1997 amateur draft. Player signed June 3 1997.,Cañada College (Redwood City CA),James Lick HS (San Jose CA),Ronald Isiah,calloro01
21,Chris Capuano,24.258,May 4,May 25 2016,/1,ARI,8.9,6-2,225,L,L,Aug 19 1978,Springfield MA US,Drafted by the Arizona Diamondbacks in the 8th round of the 1999 amateur draft. Player signed August 24 1999.,Duke University (Durham NC),Our Lady of Hope Cathedral HS (Springfield MA),Christopher Frank,capuach01
22,D.J. Carrasco,25.355,Apr 2,May 16 2012,1,KCR,4.5,6-4,215,R,R,Apr 12 1977,Safford AZ US,Drafted by the Baltimore Orioles in the 26th round of the 1997 amateur draft. Player signed August 4 1997.,Chabot College (Hayward CA) Pima Community College (Tucson AZ),Hayward HS (Hayward CA),Daniel,carradj01
23,Juan Cerros,26.348,Sep 8,Sep 28 2003,1,CIN,0.0,6-1,200,R,R,Sep 25 1976,Monterrey Nuevo Leon MX,,,,R. Juan,cerroju01
24,Jim Chamblee,28.110,Aug 24,Aug 25 2003,/5H,CIN,-0.1,6-4,170,R,R,May 6 1975,Denton TX US,Drafted by the Boston Red Sox in the 12th round of the 1995 amateur draft. Player signed June 17 1995.,Odessa College (Odessa TX),Denton HS (Denton TX),James Nathaniel,chambji01
25,Travis Chapman,25.096,Sep 9,Sep 9 2003,/5H,PHI,-0.1,6-2,180,R,R,Jun 5 1978,Jacksonville FL US,Drafted by the Philadelphia Phillies in the 17th round of the 2000 amateur draft. Player signed June 18 2000.,Mississippi State University (Mississippi State MS),Bishop Kenny HS (Jacksonville FL),Travis Adrian,chapmtr01
26,Vinnie Chulk,24.263,Sep 8,May 18 2012,/1,TOR,1.3,6-2,200,R,R,Dec 19 1978,Miami FL US,Drafted by the Toronto Blue Jays in the 12th round of the 2000 amateur draft. Player signed June 12 2000.,St. Thomas University (Miami Gardens FL),Miami Palmetto HS (Pinecrest FL),Charles Vincent,chulkvi01
27,Brandon Claussen,24.058,Jun 28,Jun 16 2006,/1,NYY,0.3,6-2,200,R,L,May 1 1979,Rapid City SD US,Drafted by the New York Yankees in the 34th round of the 1998 amateur draft. Player signed May 20 1999.,Howard College (Big Spring TX),Goddard HS (Roswell NM),Brandon Allen Falker,clausbr01
28,Steve Colyer,24.040,Apr 3,May 5 2007,1,LAD,0.0,6-4,200,L,L,Feb 22 1979,St. Louis MO US,Drafted by the Los Angeles Dodgers in the 2nd round of the 1997 amateur draft. Player signed May 23 1998.,St. Louis Community College Meramec Campus (Kirkwood MO),Fort Zumwalt South HS (St. Peters MO),Stephen Edward,colyest01
29,José Contreras,31.115,Mar 31,May 27 2013,1,NYY,13.1,6-4,255,R,R,Dec 6 1971,Las Martinas Pinar del Rio CU,Signed by the New York Yankees as an amateur free agent in 2003.,,,José Ariel,contrjo01
30,Roy Corcoran,23.080,Jul 30,Jul 21 2009,/1,MON,0.1,5-10,190,R,R,May 11 1980,Baton Rouge LA US,Signed by the Montreal Expos as an amateur free agent in 2001.,Mississippi Gulf Coast Community College (Perkinston MS) Louisiana State University (Baton Rouge LA),Silliman Institute (Clinton LA),Roy Elliot,corcoro01
31,Chad Cordero,21.165,Aug 30,Jul 9 2010,1,MON,7.3,6-0,220,R,R,Mar 18 1982,Upland CA US,Drafted by the Montreal Expos in the 1st round (20th pick) of the 2003 amateur draft. Player signed June 27 2003.,California State University Fullerton (Fullerton CA),Don Antonio Lugo HS (Chino CA),Chad Patrick,cordech01
32,Kevin Correia,22.320,Jul 10,Jul 4 2015,1,SFG,3.6,6-3,200,R,R,Aug 24 1980,San Diego CA US,Drafted by the San Francisco Giants in the 4th round of the 2002 amateur draft. Player signed July 9 2002.,California Polytechnic State University San Luis Obispo (San Luis Obispo CA),Grossmont HS (La Mesa CA),Kevin John,correke01
33,Neal Cotts,23.140,Aug 12,Oct 3 2015,/1,CHW,5.2,6-2,200,L,L,Mar 25 1980,Lebanon IL US,Drafted by the Oakland Athletics in the 2nd round of the 2001 amateur draft. Player signed June 13 2001.,Illinois State University (Normal IL),Lebanon HS (Lebanon IL),Neal James,cottsne01
34,Bobby Crosby,23.233,Sep 2,Aug 21 2010,/6HD,OAK,5.4,6-3,210,R,R,Jan 12 1980,Lakewood CA US,Drafted by the Oakland Athletics in the 1st round (25th pick) of the 2001 amateur draft. Player signed July 3 2001.,California State University Long Beach (Long Beach CA),La Quinta HS (Westminster CA),Robert Edward,crosbbo01
35,Bubba Crosby,26.291,May 29,Aug 3 2006,/H7,LAD,-1.6,5-11,180,L,L,Aug 11 1976,Houston TX US,Drafted by the Los Angeles Dodgers in the 1st round (23rd pick) of the 1998 amateur draft. Player signed June 19 1998.,Rice University (Houston TX),Bellaire HS (Bellaire TX),Richard Stephen,crosbbu01
36,Enrique Cruz,21.132,Apr 2,Apr 16 2007,H6/45,MIL,-1.6,6-1,205,R,R,Nov 21 1981,Santo Domingo Distrito Nacional DO,Signed by the New York Mets as an amateur free agent in 1998.,,Santo Domingo (Santo Domingo Dominican Republic),Enrique Michael,cruzen01
37,Jorge De Paula,24.299,Sep 5,Sep 27 2005,/1,NYY,0.4,6-1,160,R,R,Nov 10 1978,Sabana Grande de Boya Monte Plata DO,Signed by the Colorado Rockies as an amateur free agent in 1997.,,,Jorge,depaujo01
38,Roger Deago,25.323,May 10,May 15 2003,/1,SDP,-0.3,5-10,180,R,L,Jun 21 1977,Monagrillo Herrera PA,Signed by the San Diego Padres as an amateur free agent in 2002.,,,Roger I.,deagoro01
39,David DeJesus,23.256,Sep 2,Sep 23 2015,/8H9,KCR,23.4,5-11,190,L,L,Dec 20 1979,Brooklyn NY US,Drafted by the Kansas City Royals in the 4th round of the 2000 amateur draft. Player signed August 22 2000.,Rutgers the State University of New Jersey (New Brunswick NJ),Manalapan HS (Englishtown NJ),David Christopher,dejesda01
40,Joe DePastino,29.335,Aug 5,Aug 6 2003,/H2,NYM,-0.1,6-2,210,R,R,Sep 4 1973,Philadelphia PA US,Drafted by the Boston Red Sox in the 7th round of the 1992 amateur draft. Player signed June 30 1992.,,Riverview HS (Riverview FL) Riverview HS (Sarasota FL),Joseph Bernard,depasjo01
41,Matt Diaz,25.138,Jul 19,May 18 2013,/HD7,TBD,3.8,6-0,215,R,R,Mar 3 1978,Portland OR US,Drafted by the Tampa Bay Devil Rays in the 17th round of the 1999 amateur draft. Player signed June 24 1999.,Florida State University (Tallahassee FL),Santa Fe Catholic HS (Lakeland FL),Matthew Edward,diazma02
42,Juan Domínguez,23.086,Aug 12,Oct 1 2005,/1,TEX,1.4,6-2,180,R,R,May 18 1980,Sanchez Ramirez DO,Signed by the Texas Rangers as an amateur free agent in 1999.,,Valverde (Valverde Dominican Republic),Juan Ramon,dominju01
43,Jeff Duncan,24.162,May 20,May 5 2004,8/H7,NYM,-0.9,6-2,180,L,L,Dec 9 1978,Harvey IL US,Drafted by the New York Mets in the 7th round of the 2000 amateur draft. Player signed June 24 2000.,Iowa State University (Ames IA) Arizona State University (Tempe AZ),Lemont Township HS (Lemont IL),Jeffrey Matthew,duncaje01
44,Mike Edwards,26.300,Sep 20,Jul 1 2006,/HD7,OAK,-0.4,6-1,180,R,R,Nov 24 1976,Goshen NY US,Drafted by the Cleveland Indians in the 9th round of the 1995 amateur draft. Player signed June 3 1995.,,Mechanicsburg Area HS (Mechanicsburg PA),Michael Donald,edwarmi02
45,Jason Ellison,25.035,May 9,Aug 24 2008,/7H8,SFG,-0.7,5-10,180,R,R,Apr 4 1978,Quincy CA US,Drafted by the San Francisco Giants in the 22nd round of the 2000 amateur draft. Player signed June 11 2000.,Bellevue College (Bellevue WA) Lewis-Clark State College (Lewiston ID),South Kitsap HS (Port Orchard WA),Jason Jerome,ellisja01
46,Anthony Ferrari,24.350,Jun 7,Jun 18 2003,/1,MON,0.0,5-9,160,L,L,Jun 22 1978,San Francisco CA US,Drafted by the Montreal Expos in the 44th round of the 2000 amateur draft. Player signed June 16 2000.,Lewis-Clark State College (Lewiston ID),Redwood HS (Larkspur CA),Anthony Michael,ferraan01
47,Jesse Foppert,22.278,Apr 14,Jun 24 2005,1,SFG,-0.5,6-6,210,R,R,Jul 10 1980,Reading PA US,Drafted by the San Francisco Giants in the 2nd round of the 2001 amateur draft. Player signed June 8 2001.,University of San Francisco (San Francisco CA),San Rafael HS (San Rafael CA),Jesse William,foppeje01
48,Lew Ford,26.290,May 29,Sep 29 2012,8H/79D,MIN,8.3,5-11,190,R,R,Aug 12 1976,Beaumont TX US,Drafted by the Boston Red Sox in the 12th round of the 1999 amateur draft. Player signed June 7 1999.,Seminole State College (Seminole OK) Texas A&M University (College Station TX) Dallas Baptist University (Dallas TX),Port Neches-Groves HS (Port Neches TX),Jon Lewis,fordle01
49,Matt Ford,21.359,Apr 2,Jul 20 2003,1,MIL,0.4,6-1,170,B,L,Apr 8 1981,Plantation FL US,Drafted by the Toronto Blue Jays in the 3rd round of the 1999 amateur draft. Player signed June 2 1999.,,Taravella HS (Coral Springs FL),Matthew Lee,fordma01
50,Mike Gallo,26.091,Jul 2,May 31 2006,1,HOU,0.7,6-0,170,L,L,Apr 2 1977,Long Beach CA US,Drafted by the Houston Astros in the 5th round of the 1999 amateur draft. Player signed June 3 1999.,Long Beach City College (Long Beach CA) California State University Long Beach (Long Beach CA),Millikan HS (Long Beach CA),Michael Dwain,gallomi01
51,Daniel Garcia,23.143,Sep 2,Oct 3 2004,4/7H,NYM,0.2,6-0,180,R,R,Apr 12 1980,Riverside CA US,Drafted by the New York Mets in the 5th round of the 2001 amateur draft. Player signed June 22 2001.,Pepperdine University (Malibu CA),John W. North HS (Riverside CA),Daniel Joseph,garcida03
52,Rosman García,24.106,Apr 19,Aug 8 2004,1,TEX,-0.4,6-2,215,R,R,Jan 3 1979,Maracay Aragua VE,Signed by the New York Yankees as an amateur free agent in 1996.,,San Joaquin (San Joaquin Venezuela),Rosman José,garciro01
53,Chad Gaudin,20.130,Aug 1,Aug 16 2013,1,TBD,2.4,5-10,190,R,R,Mar 24 1983,Metairie LA US,Drafted by the Tampa Bay Devil Rays in the 34th round of the 2001 amateur draft. Player signed August 23 2001.,,Crescent City Baptist HS (Harahan LA) Crescent City Christian HS (Metairie LA),Chad Edward,gaudich01
54,Geoff Geary,27.001,Aug 27,May 13 2009,/1,PHI,1.8,6-0,180,R,R,Aug 26 1976,Buffalo NY US,Drafted by the Philadelphia Phillies in the 15th round of the 1998 amateur draft. Player signed June 8 1998.,San Diego Mesa College (San Diego CA) University of Oklahoma (Norman OK),Grossmont HS (La Mesa CA),Geoffrey Michael,gearyge01
55,Jody Gerut,25.220,Apr 26,May 22 2010,*978D/H,CLE,7.2,6-0,190,L,L,Sep 18 1977,Elmhurst IL US,Drafted by the Colorado Rockies in the 2nd round of the 1998 amateur draft. Player signed August 8 1998.,Stanford University (Palo Alto CA),Willowbrook HS (Villa Park IL),Joseph Diego,gerutjo01
56,Jason Gilfillan,26.258,May 16,Jun 29 2003,1,KCR,-0.2,6-5,220,R,R,Aug 31 1976,Shelby NC US,Drafted by the Kansas City Royals in the 12th round of the 1997 amateur draft. Player signed June 4 1997.,Limestone University (Gaffney SC) College of Charleston (Charleston SC),Blacksburg HS (Blacksburg SC),Jason Edward,gilfija01
57,Mike Glavine,30.233,Sep 14,Sep 28 2003,/H3,NYM,-0.1,6-3,210,L,L,Jan 24 1973,Concord MA US,Drafted by the Cleveland Indians in the 22nd round of the 1995 amateur draft. Player signed June 3 1995.,Northeastern University (Boston MA),Billerica HS (Billerica MA),Michael Patrick,glavimi01
58,Jimmy Gobble,22.015,Aug 3,Jul 5 2009,/1,KCR,1.5,6-3,190,L,L,Jul 19 1981,Bristol TN US,Drafted by the Kansas City Royals in the 1st round (43rd pick) of the 1999 amateur draft. Player signed June 21 1999.,,Bristol HS (Bristol VA) John S. Battle HS (Bristol VA),Billy James,gobblji01
59,Jonny Gomes,22.294,Sep 12,Oct 4 2015,/DH,TBD,3.4,6-1,230,R,R,Nov 22 1980,Petaluma CA US,Drafted by the Tampa Bay Devil Rays in the 18th round of the 2001 amateur draft. Player signed June 13 2001.,Santa Rosa Junior College (Santa Rosa CA),Casa Grande HS (Petaluma CA),Jonathan Johnson,gomesjo01
60,Édgar González,20.098,Jun 1,May 25 2013,/1,ARI,-1.3,6-2,210,R,R,Feb 23 1983,San Nicolas de los Garza Nuevo Leon MX,Signed by the Arizona Diamondbacks as an amateur free agent in 2000.,,Preparatoria #16 (Nuevo Leon Mexico),Édgar Gerardo,gonzaed01
61,Mike Gonzalez,25.080,Aug 11,Sep 28 2013,1,PIT,7.7,6-2,200,R,L,May 23 1978,Corpus Christi TX US,Drafted by the Pittsburgh Pirates in the 30th round of the 1997 amateur draft. Player signed June 24 1997.,San Jacinto College (Pasadena TX) San Jacinto College North Campus (Houston TX),Faith Christian Academy HS (Pasadena TX) Harvest Christian Academy (Pasadena TX),Michael Vela,gonzami02
62,Andrew Good,23.211,Apr 18,Apr 20 2005,1,ARI,0.4,6-3,170,R,R,Sep 19 1979,San Diego CA US,Drafted by the Arizona Diamondbacks in the 8th round of the 1998 amateur draft. Player signed June 29 1998.,,Rochester HS (Rochester Hills MI),Andrew Richard,goodan01
63,John Grabow,24.314,Sep 14,Sep 20 2011,/1,PIT,1.9,6-1,205,L,L,Nov 4 1978,Arcadia CA US,Drafted by the Pittsburgh Pirates in the 3rd round of the 1997 amateur draft. Player signed June 12 1997.,,San Gabriel HS (San Gabriel CA),John William,grabojo02
64,Khalil Greene,23.317,Sep 3,Oct 4 2009,6/H,SDP,8.5,5-11,210,R,R,Oct 21 1979,Butler PA US,Drafted by the San Diego Padres in the 1st round (13th pick) of the 2002 amateur draft. Player signed June 30 2002.,Clemson University (Clemson SC),Key West HS (Key West FL),Khalil Thabit,greenkh01
65,Kevin Gregg,25.050,Aug 9,May 7 2015,/1,ANA,4.6,6-6,245,R,R,Jun 20 1978,Corvallis OR US,Drafted by the Oakland Athletics in the 15th round of the 1996 amateur draft. Player signed June 30 1996.,,Corvallis HS (Corvallis OR),Kevin Marschall,greggke01
66,Tom Gregorio,26.123,Sep 5,Sep 27 2003,2/H,ANA,-0.1,6-2,200,R,R,May 5 1977,Brooklyn NY US,Drafted by the Anaheim Angels in the 27th round of the 1999 amateur draft. Player signed June 5 1999.,Troy University (Troy AL),Tottenville HS (Staten Island NY),Thomas Andrew,gregoto01
67,Jeremy Griffiths,25.075,Jun 5,Jul 3 2004,/1,NYM,-0.8,6-6,240,R,R,Mar 22 1978,Fairview OH US,Drafted by the New York Mets in the 3rd round of the 1999 amateur draft. Player signed June 9 1999.,University of Toledo (Toledo OH),Avon Lake HS (Avon Lake OH),Jeremy Richard,griffje01
68,Josh Hall,22.229,Aug 2,Sep 24 2003,/1,CIN,-0.6,6-2,190,R,R,Dec 16 1980,Lynchburg VA US,Drafted by the Cincinnati Reds in the 7th round of the 1998 amateur draft. Player signed June 11 1998.,,E. C. Glass HS (Lynchburg VA),Joshua Alan,halljo03
69,Robby Hammock,25.333,Apr 11,Sep 28 2011,259/7HD,ARI,0.6,5-10,185,R,R,May 13 1977,Macon GA US,Drafted by the Arizona Diamondbacks in the 23rd round of the 1998 amateur draft. Player signed June 3 1998.,Georgia Perimeter College (Covington GA) University of Georgia (Athens GA),South Cobb HS (Austell GA),Robert Wade,hammoro01
70,Rich Harden,21.233,Jul 21,Sep 25 2011,1,OAK,17.7,6-1,190,L,R,Nov 30 1981,Victoria BC CA,Drafted by the Oakland Athletics in the 17th round of the 2000 amateur draft. Player signed May 18 2001.,Central Arizona College (Coolidge AZ),Claremont Secondary School (Victoria BC),James Richard,harderi01
71,Dan Haren,22.286,Jun 30,Oct 4 2015,1/H,STL,35.0,6-5,215,R,R,Sep 17 1980,Monterey Park CA US,Drafted by the St. Louis Cardinals in the 2nd round of the 2001 amateur draft. Player signed June 20 2001.,Pepperdine University (Malibu CA),Bishop Amat Memorial HS (La Puente CA),Daniel John,harenda01
72,Bo Hart,26.265,Jun 19,Apr 29 2004,4/H6,STL,1.1,5-11,170,R,R,Sep 27 1976,Creswell OR US,Drafted by the St. Louis Cardinals in the 33rd round of the 1999 amateur draft. Player signed June 6 1999.,Cabrillo College (Aptos CA) Gonzaga University (Spokane WA),Creswell HS (Creswell OR),Bodhi J.,hartbo01
73,Bryan Hebson,27.116,Jul 6,Jul 8 2003,/1,MON,-0.1,6-5,210,R,R,Mar 12 1976,Columbus GA US,Drafted by the Montreal Expos in the 1st round (44th pick) of the 1997 amateur draft. Player signed August 2 1997.,Auburn University (Auburn AL),Central HS (Phenix City AL),Bryan McCall,hebsobr01
74,Aaron Heilman,24.226,Jun 26,Jul 15 2011,1,NYM,1.6,6-5,230,R,R,Nov 12 1978,Logansport IN US,Drafted by the New York Mets in the 1st round (18th pick) of the 2001 amateur draft. Player signed July 17 2001.,University of Notre Dame (South Bend IN),Logansport HS (Logansport IN),Aaron Michael,heilmaa01
75,Michel Hernández,25.025,Sep 6,Aug 5 2009,/2H,NYY,-0.1,6-0,215,R,R,Aug 12 1978,La Habana La Habana CU,Signed by the New York Yankees as an amateur free agent in 1998.,,Caracas (Caracas Venezuela),Michel,hernami01
76,Mike Hessman,25.170,Aug 22,Oct 3 2010,/H7359,ATL,0.1,6-5,215,R,R,Mar 5 1978,Fountain Valley CA US,Drafted by the Atlanta Braves in the 15th round of the 1996 amateur draft. Player signed June 12 1996.,,Mater Dei HS (Santa Ana CA),Michael Steven,hessmmi01
77,Koyie Hill,24.180,Sep 5,Jul 20 2014,/H,LAD,-2.6,6-1,205,B,R,Mar 9 1979,Tulsa OK US,Drafted by the Los Angeles Dodgers in the 4th round of the 2000 amateur draft. Player signed June 22 2000.,Wichita State University (Wichita KS),Eisenhower HS (Lawton OK),Koyie Dolan,hillko01
78,J.R. House,23.320,Sep 27,Aug 19 2008,/H,PIT,-0.3,6-0,215,R,R,Nov 11 1979,Charleston WV US,Drafted by the Pittsburgh Pirates in the 5th round of the 1999 amateur draft. Player signed June 12 1999.,,Seabreeze HS (Daytona Beach FL),James Rodger,housejr01
79,Tim Hummel,24.281,Aug 26,Aug 13 2004,5/H64,CIN,-1.3,6-2,190,R,R,Nov 18 1978,Goshen NY US,Drafted by the Chicago White Sox in the 2nd round of the 2000 amateur draft. Player signed June 21 2000.,Old Dominion University (Norfolk VA),Burke Catholic HS (Goshen NY) Burke HS (Montgomery KY),Timothy Robert,hummeti01
80,Edwin Jackson,20.000,Sep 9,Sep 28 2019,/1,LAD,8.9,6-2,215,R,R,Sep 9 1983,Neu-Ulm Bavaria DE,Drafted by the Los Angeles Dodgers in the 6th round of the 2001 amateur draft. Player signed June 18 2001.,,Shaw HS (Columbus GA),Edwin,jacksed01
81,Gary Johnson,27.179,Apr 26,May 8 2003,/7H9,ANA,0.1,6-3,210,L,L,Oct 29 1975,Palo Alto CA US,Drafted by the Anaheim Angels in the 19th round of the 1999 amateur draft. Player signed June 2 1999.,University of California Berkeley (Berkeley CA) Brigham Young University (Provo UT),Menlo School (Atherton CA),Gerald Clyde,johnsga01
82,Reed Johnson,26.130,Apr 17,Oct 3 2015,*97H/8D,TOR,10.6,5-10,185,R,R,Dec 8 1976,Riverside CA US,Drafted by the Toronto Blue Jays in the 17th round of the 1999 amateur draft. Player signed June 19 1999.,California State University Fullerton (Fullerton CA),Riverside HS (Riverside CA),Reed Cameron,johnsre02
83,Rontrez Johnson,26.113,Mar 31,Apr 15 2003,/8HD,KCR,-0.1,5-10,160,R,R,Dec 8 1976,Marshall TX US,Drafted by the Boston Red Sox in the 16th round of the 1995 amateur draft. Player signed June 7 1995.,,Marshall HS (Marshall TX),Rontrez DeMon,johnsro06
84,Greg Jones,26.257,Jul 30,Aug 18 2007,1,ANA,0.0,6-2,190,R,R,Nov 15 1976,Clearwater FL US,Drafted by the California Angels in the 42nd round of the 1996 amateur draft. Player signed May 15 1997.,Pasco-Hernando State College (New Port Richey FL),Seminole HS (Seminole FL),Greg Alan,jonesgr01
85,Jason Jones,26.279,Jul 23,Sep 28 2003,79/HD3,TEX,-0.2,6-3,210,B,R,Oct 17 1976,Marietta GA US,Drafted by the Texas Rangers in the 13th round of the 1999 amateur draft. Player signed June 4 1999.,University of Southern California (Los Angeles CA) Kennesaw State University (Kennesaw GA),San Diego HS (San Diego CA),Jason Dewey,jonesja04
86,Jimmy Journell,25.182,Jun 29,May 2 2005,/1,STL,-0.4,6-4,200,R,R,Dec 29 1977,Springfield OH US,Drafted by the St. Louis Cardinals in the 4th round of the 1999 amateur draft. Player signed August 12 1999.,University of Illinois at Urbana-Champaign (Champaign IL),Springfield North HS (Springfield OH),James Richard,journji01
87,Matt Kata,25.093,Jun 15,Aug 11 2009,45/H6,ARI,-0.7,6-1,185,B,R,Mar 14 1978,Avon Lake OH US,Drafted by the Arizona Diamondbacks in the 9th round of the 1999 amateur draft. Player signed June 5 1999.,Vanderbilt University (Nashville TN),St. Ignatius HS (Cleveland OH),Matthew John,katama01
88,David Kelton,23.173,Jun 8,Jun 10 2004,/H7,CHC,-0.1,6-3,200,R,R,Dec 17 1979,Dothan AL US,Drafted by the Chicago Cubs in the 2nd round of the 1998 amateur draft. Player signed June 3 1998.,,Troup County HS (LaGrange GA),David Wayne,keltoda01
89,Graham Koonce,28.128,Sep 20,Sep 28 2003,/3H,OAK,0.0,6-4,220,L,L,May 15 1975,El Cajon CA US,Drafted by the Detroit Tigers in the 60th round of the 1993 amateur draft. Player signed September 5 1993.,University of California Los Angeles (Los Angeles CA),Julian HS (Julian CA),Graham Clinton,kooncgr01
