Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
26,Tim Byrdak,24.280,Aug 7,Sep 26 2013,/1,KCR,0.6,5-11,190,L,L,Oct 31 1973,Oak Lawn IL US,Drafted by the Kansas City Royals in the 5th round of the 1994 amateur draft. Player signed June 4 1994.,Rice University (Houston TX),Oak Forest HS (Oak Forest IL),Timothy Christopher,byrdati01
27,Jolbert Cabrera,25.125,Apr 12,Sep 28 2008,/6,CLE,-0.1,6-2,205,R,R,Dec 8 1972,Cartagena Bolivar CO,Signed by the Montreal Expos as an amateur free agent in 1990.,,Cartagena (Cartagena Colombia),Jolbert Alexis,cabrejo02
28,Mike Caruso,20.308,Mar 31,Aug 9 2002,*6/H,CHW,0.8,6-1,172,L,R,May 27 1977,Queens NY US,Drafted by the San Francisco Giants in the 2nd round of the 1996 amateur draft. Player signed June 17 1996.,,Marjory Stoneman Douglas HS (Parkland FL),Michael John,carusmi01
29,Eric Chavez,20.275,Sep 8,Jun 8 2014,5/H,OAK,38.3,6-1,215,L,R,Dec 7 1977,Los Angeles CA US,Drafted by the Oakland Athletics in the 1st round (10th pick) of the 1996 amateur draft. Player signed August 27 1996.,,Mount Carmel HS (San Diego CA),Eric Cesar,chaveer01
30,Bruce Chen,21.080,Sep 7,May 15 2015,/1,ATL,10.5,6-2,215,L,L,Jun 19 1977,Panama Panama PA,Signed by the Atlanta Braves as an amateur free agent in 1993.,,Instituto Panamericano (Panama Panama),Bruce Kastulo,chenbr01
31,Jin Ho Cho,22.322,Jul 4,Jul 30 1999,/1,BOS,-0.4,6-0,175,R,R,Aug 16 1975,Jeonju North Jeolla KR,Signed by the Boston Red Sox as an amateur free agent in 1998.,,,Jin Ho,choji01
32,Ryan Christenson,24.023,Apr 20,Sep 28 2003,*8/H97,OAK,0.2,5-11,175,R,R,Mar 28 1974,Redlands CA US,Drafted by the Oakland Athletics in the 10th round of the 1995 amateur draft. Player signed June 16 1995.,Pepperdine University (Malibu CA),Arlington HS (Riverside CA),Ryan Alan,chrisry01
33,Matt Clement,24.025,Sep 6,Jun 14 2006,/1,SDP,12.3,6-3,190,R,R,Aug 12 1974,McCandless PA US,Drafted by the San Diego Padres in the 3rd round of the 1993 amateur draft. Player signed August 24 1993.,,Butler Area HS (Butler PA),Matthew Paul,clemema01
34,Edgard Clemente,22.269,Sep 10,Jul 31 2000,/9H8,COL,-1.7,5-11,188,R,R,Dec 15 1975,Santurce PR,Drafted by the Colorado Rockies in the 10th round of the 1993 amateur draft. Player signed June 6 1993.,,Colegio Hostos (Guaynabo Puerto Rico) Eugenio Maria De Hostos HS (Mayaguez Puerto Rico),Edgard Alexis Velazquez,clemeed02
35,Steve Connelly,24.062,Jun 28,Jul 24 1998,/1,OAK,0.2,6-4,210,R,R,Apr 27 1974,Long Beach CA US,Drafted by the Oakland Athletics in the 24th round of the 1995 amateur draft. Player signed June 13 1995.,University of Oklahoma (Norman OK),Woodrow Wilson HS (Long Beach CA),Steven Lee,connest01
36,Alex Cora,22.232,Jun 7,Sep 28 2011,6/H4,LAD,7.0,6-0,200,L,R,Oct 18 1975,Caguas PR,Drafted by the Los Angeles Dodgers in the 3rd round of the 1996 amateur draft. Player signed June 14 1996.,University of Miami (Coral Gables FL),Colegio Bautista (Carolina Puerto Rico) Colegio Bautista de Caguas (Caguas Puerto Rico),Jose Alexander,coraal01
37,Bryan Corey,24.204,May 13,Aug 9 2008,/1,ARI,-0.1,5-10,170,R,R,Oct 21 1973,Thousand Oaks CA US,Drafted by the Detroit Tigers in the 12th round of the 1993 amateur draft. Player signed June 5 1993.,Los Angeles Pierce College (Woodland Hills CA),Thousand Oaks HS (Thousand Oaks CA),Bryan Scott,coreybr01
38,Rickey Cradle,25.011,Jul 1,Jul 12 1998,/H879,SEA,0.0,6-2,180,R,R,Jun 20 1973,Norfolk VA US,Drafted by the Toronto Blue Jays in the 5th round of the 1991 amateur draft. Player signed June 20 1991.,,Cerritos HS (Cerritos CA),Rickey Nelson,cradlri01
39,Rich Croushore,27.284,May 18,Oct 1 2000,1,STL,-0.1,6-4,210,R,R,Aug 7 1970,Lakehurst NJ US,Signed by the St. Louis Cardinals as an amateur free agent in 1993.,Hutchinson Community College (Hutchinson KS) James Madison University (Harrisonburg VA),Mount Vernon HS (Mount Vernon TX),Richard Steven,crousri01
40,Dean Crow,25.281,May 29,Sep 21 1998,1,DET,0.4,6-4,215,L,R,Aug 21 1972,Garland TX US,Drafted by the Seattle Mariners in the 10th round of the 1993 amateur draft. Player signed June 4 1993.,San Jacinto College (Pasadena TX) Baylor University (Waco TX),Stratford HS (Stratford TX),Paul Dean,crowde01
41,Vic Darensbourg,27.139,Apr 1,Sep 28 2005,1/H,FLA,-0.3,5-8,165,L,L,Nov 13 1970,Los Angeles CA US,Signed by the Florida Marlins as an amateur free agent in 1992.,Santa Monica College (Santa Monica CA) Lewis-Clark State College (Lewiston ID),Westchester HS (Los Angeles CA),Victor Anthony,darenvi01
42,Brian Daubach,26.211,Sep 10,Jul 8 2005,/H3,FLA,6.3,6-1,201,L,R,Feb 11 1972,Belleville IL US,Drafted by the New York Mets in the 17th round of the 1990 amateur draft. Player signed June 15 1990.,,Belleville Township HS West (Belleville IL),Brian Michael,daubabr01
43,Ben Davis,21.199,Sep 25,Oct 3 2004,/2,SDP,2.9,6-4,195,B,R,Mar 10 1977,Chester PA US,Drafted by the San Diego Padres in the 1st round (2nd pick) of the 1995 amateur draft. Player signed June 2 1995.,,Malvern Preparatory School (Malvern PA),Mark Christopher,davisbe01
44,Valerio De Los Santos,25.298,Jul 31,Aug 2 2008,1,MIL,0.9,6-2,225,L,L,Oct 6 1972,Las Matas de Farfan San Juan DO,Signed by the Milwaukee Brewers as an amateur free agent in 1993.,,Las Matas (La Matas Dominican Republic),Valerio Lorenzo,delosva01
45,Ryan Dempster,21.020,May 23,Sep 29 2013,1,FLA,18.6,6-2,215,R,R,May 3 1977,Sechelt BC CA,Drafted by the Texas Rangers in the 3rd round of the 1995 amateur draft. Player signed July 6 1995.,,Elphinstone HS (Gibsons BC) Gibsons HS (Gibsons BC),Ryan Scott,dempsry01
46,Mark DeRosa,23.188,Sep 2,Sep 29 2013,/6H,ATL,10.6,6-1,215,R,R,Feb 26 1975,Passaic NJ US,Drafted by the Atlanta Braves in the 7th round of the 1996 amateur draft. Player signed June 5 1996.,University of Pennsylvania (Philadelphia PA),Bergen Catholic HS (Oradell NJ),Mark Thomas,derosma01
47,Edwin Díaz,23.075,Mar 31,Aug 2 1999,/4H,ARI,-0.2,5-11,172,R,R,Jan 15 1975,Bayamon PR,Drafted by the Texas Rangers in the 2nd round of the 1993 amateur draft. Player signed June 3 1993.,,Ladislao Martinez HS (Vega Alta Puerto Rico) Vega Alta (Vega Alta Puerto Rico),Edwin,diazed03
48,Robert Dodd,25.075,May 28,Jun 16 1998,/1,PHI,-0.2,6-3,195,L,L,Mar 14 1973,Kansas City KS US,Drafted by the Philadelphia Phillies in the 14th round of the 1994 amateur draft. Player signed July 2 1994.,McLennan Community College (Waco TX) University of Florida (Gainesville FL),Plano HS (Plano TX),Robert Wayne,doddro01
49,J.D. Drew,22.292,Sep 8,Sep 28 2011,/79H8,STL,44.9,6-1,200,L,R,Nov 20 1975,Tallahassee FL US,Drafted by the St. Louis Cardinals in the 1st round (5th pick) of the 1998 amateur draft. Player signed July 3 1998.,Florida State University (Tallahassee FL),Lowndes HS (Valdosta GA),David Jonathan,drewj.01
50,Mike Duvall,23.346,Sep 22,Oct 4 2001,/1,TBD,0.6,6-0,185,R,L,Oct 11 1974,Warrenton VA US,Drafted by the Florida Marlins in the 19th round of the 1995 amateur draft. Player signed June 6 1995.,Potomac State College (Keyser WV),,Michael Alan,duvalmi01
51,Radhames Dykhoff,23.253,Jun 7,Jun 7 1998,/1,BAL,-0.1,6-0,205,L,L,Sep 27 1974,Paradera AW,Signed by the Baltimore Orioles as an amateur free agent in 1993.,,Parendera (Parendera Aruba),Radhames Alviro,dykhora01
52,Brian Edmondson,25.063,Apr 2,Sep 29 1999,1,ATL,-1.2,6-2,165,R,R,Jan 29 1973,Fontana CA US,Drafted by the Detroit Tigers in the 3rd round of the 1991 amateur draft. Player signed June 5 1991.,,Norte Vista HS (Riverside CA),Brian Christopher,edmonbr01
53,Scott Elarton,22.117,Jun 20,Jun 28 2008,1,HOU,2.6,6-7,240,R,R,Feb 23 1976,Lamar CO US,Drafted by the Houston Astros in the 1st round (25th pick) of the 1994 amateur draft. Player signed June 2 1994.,,Lamar HS (Lamar CO),Vincent Scott,elartsc01
54,Bart Evans,27.168,Jun 16,Aug 27 1998,/1,KCR,0.2,6-2,210,R,R,Dec 30 1970,Springfield MO US,Drafted by the Kansas City Royals in the 9th round of the 1992 amateur draft. Player signed June 8 1992.,Three Rivers Community College (Poplar Bluff MO) Missouri State University (Springfield MO),Mansfield HS (Mansfield MO),Bart Steven,evansba02
55,Carlos Febles,22.113,Sep 14,Aug 10 2003,4/H,KCR,3.5,5-11,170,R,R,May 24 1976,El Seibo El Seibo DO,Signed by the Kansas City Royals as an amateur free agent in 1993.,,La Romana (La Romana Dominican Republic),Carlos Manuel,febleca01
56,Robert Fick,24.188,Sep 19,Sep 29 2007,/2D3H,DET,2.2,6-1,189,L,R,Mar 15 1974,Torrance CA US,Drafted by the Detroit Tigers in the 5th round of the 1996 amateur draft. Player signed July 5 1996.,Ventura College (Ventura CA) California State University Northridge (Los Angeles CA),Newbury Park HS (Thousand Oaks CA),Robert Charles John,fickro01
57,Joe Fontenot,21.064,May 23,Jul 2 1998,/1,FLA,-0.8,6-2,185,R,R,Mar 20 1977,Scott LA US,Drafted by the San Francisco Giants in the 1st round (16th pick) of the 1995 amateur draft. Player signed July 16 1995.,,Acadiana HS (Lafayette LA),Joseph Daniel,fontejo01
58,P.J. Forbes,30.302,Jul 21,Oct 7 2001,/4H56,BAL,0.0,5-10,160,R,R,Sep 22 1967,Pittsburg KS US,Drafted by the California Angels in the 20th round of the 1990 amateur draft. Player signed June 7 1990.,Wichita State University (Wichita KS),St. Mary's Colgan HS (Pittsburg KS),Patrick Joseph,forbep.01
59,Ben Ford,23.005,Aug 20,Sep 26 2004,/1,ARI,-1.0,6-7,200,R,R,Aug 15 1975,Cedar Rapids IA US,Drafted by the New York Yankees in the 20th round of the 1994 amateur draft. Player signed June 6 1994.,Indian Hills Community College (Centerville IA),Washington HS (Cedar Rapids IA),Benjamin Cooper,fordbe01
60,Mike Frank,24.156,Jun 19,Jul 26 1998,8/97H,CIN,-0.3,6-2,185,L,L,Jan 14 1974,Pomona CA US,Drafted by the Cincinnati Reds in the 7th round of the 1997 amateur draft. Player signed June 6 1997.,Santa Clara University (Santa Clara CA),Escondido HS (Escondido CA),Stephen Michael,frankmi02
61,Chris Fussell,22.119,Sep 15,Oct 1 2000,/1,BAL,-1.6,6-2,185,R,R,May 19 1976,Oregon OH US,Drafted by the Baltimore Orioles in the 9th round of the 1994 amateur draft. Player signed June 14 1994.,,Clay HS (Oregon OH) Oregon HS (Oregon OH),Christopher Wren,fussech01
62,Steve Gajkowski,28.146,May 25,Sep 27 1998,/1,SEA,-0.2,6-2,200,R,R,Dec 30 1969,Seattle WA US,Drafted by the Cleveland Indians in the 18th round of the 1990 amateur draft. Player signed June 7 1990.,Bellevue College (Bellevue WA),Newport HS (Bellevue WA),Stephen Robert,gajkost01
63,Guillermo Garcia,26.106,Jul 19,Apr 11 1999,2/H,CIN,0.1,6-3,215,R,R,Apr 4 1972,Santiago Santiago DO,Signed by the New York Mets as an amateur free agent in 1989.,,Santiago (Santiago Dominican Republic),Guillermo Antonio,garcigu01
64,Jeremy Giambi,23.336,Sep 1,Aug 1 2003,/7DH,KCR,3.4,6-0,185,L,L,Sep 30 1974,San Jose CA US,Drafted by the Kansas City Royals in the 6th round of the 1996 amateur draft. Player signed June 10 1996.,California State University Fullerton (Fullerton CA),South Hills HS (West Covina CA),Jeremy Dean,giambje01
65,Derrick Gibson,23.215,Sep 8,Sep 26 1999,/7,COL,0.3,6-2,244,R,R,Feb 5 1975,Winter Haven FL US,Drafted by the Colorado Rockies in the 13th round of the 1993 amateur draft. Player signed June 11 1993.,,Haines City HS (Haines City FL),Derrick Lamont,gibsode01
66,Charles Gipson,25.105,Mar 31,Oct 2 2005,H798/5D,SEA,0.8,6-2,180,R,R,Dec 16 1972,Orange CA US,Drafted by the Seattle Mariners in the 63rd round of the 1991 amateur draft. Player signed May 14 1992.,Cypress College (Cypress CA),Loara HS (Anaheim CA),Charles Wells,gipsoch01
67,Keith Glauber,26.233,Sep 8,Sep 24 2000,/1,CIN,0.3,6-2,190,R,R,Jan 18 1972,Brooklyn NY US,Drafted by the St. Louis Cardinals in the 42nd round of the 1994 amateur draft. Player signed June 14 1994.,Coastal Carolina University (Conway SC) Montclair State University (Montclair NJ),Marlboro HS (Marlboro NJ),Keith Harris,glaubke01
68,Troy Glaus,21.362,Jul 31,Oct 1 2010,5,ANA,38.1,6-5,220,R,R,Aug 3 1976,Tarzana CA US,Drafted by the Anaheim Angels in the 1st round (3rd pick) of the 1997 amateur draft. Player signed September 29 1997.,University of California Los Angeles (Los Angeles CA),Carlsbad HS (Carlsbad CA),Troy Edward,glaustr01
69,Álex González,21.191,Aug 25,Apr 17 2014,6/H,FLA,9.4,6-1,210,R,R,Feb 15 1977,Cagua Aragua VE,Signed by the Florida Marlins as an amateur free agent in 1994.,,Liceo Ramon Bastidas (Aragua Venezuela),Alexander,gonzaal02
70,Gabe González,25.312,Apr 1,Apr 4 1998,/1,FLA,0.0,6-1,160,B,L,May 24 1972,Long Beach CA US,Drafted by the Florida Marlins in the 16th round of the 1995 amateur draft. Player signed June 2 1995.,California State University Long Beach (Long Beach CA),Woodrow Wilson HS (Long Beach CA),Gabriel,gonzaga02
71,Lariel González,22.120,Sep 22,Sep 22 1998,/1,COL,0.1,6-4,228,R,R,May 25 1976,San Cristobal San Cristobal DO,Signed by the Colorado Rockies as an amateur free agent in 1993.,,San Cristobal (San Cristobal Dominican Republic),Lariel Alfonso,gonzala02
72,Seth Greisinger,22.309,Jun 3,Jun 5 2005,1,DET,0.0,6-3,200,R,R,Jul 29 1975,Kansas City KS US,Drafted by the Detroit Tigers in the 1st round (6th pick) of the 1996 amateur draft. Player signed August 26 1996.,University of Virginia (Charlottesville VA),McLean HS (McLean VA),Seth Adam,greisse01
73,Mike Grzanich,25.263,May 14,May 14 1998,/1,HOU,-0.1,6-1,180,R,R,Aug 24 1972,Canton IL US,Drafted by the Houston Astros in the 19th round of the 1992 amateur draft. Player signed June 2 1992.,Parkland College (Champaign IL),Lewistown HS (Lewistown IL),Michael Edward,grzanmi01
74,Carlos Guillén,22.341,Sep 6,Sep 18 2011,4,SEA,27.7,6-1,215,B,R,Sep 30 1975,Maracay Aragua VE,Signed by the Houston Astros as an amateur free agent in 1992.,,Aragua (Aragua Venezuela),Carlos Alfonso,guillca01
75,Jerry Hairston,22.105,Sep 11,Sep 25 2013,/4H,BAL,13.2,5-10,195,R,R,May 29 1976,Des Moines IA US,Drafted by the Baltimore Orioles in the 11th round of the 1997 amateur draft. Player signed June 28 1997.,Southern Illinois University Carbondale (Carbondale IL),Naperville North HS (Naperville IL),Jerry Wayne,hairsje02
76,John Halama,26.039,Apr 2,Jun 10 2006,/1,HOU,5.6,6-5,215,L,L,Feb 22 1972,Brooklyn NY US,Drafted by the Houston Astros in the 23rd round of the 1994 amateur draft. Player signed June 4 1994.,St. Francis University (Brooklyn NY),Bishop Ford Central Catholic HS (Brooklyn NY),John Thadeuz,halamjo01
77,Roy Halladay,21.129,Sep 20,Sep 23 2013,/1,TOR,64.2,6-6,225,R,R,May 14 1977,Denver CO US,Drafted by the Toronto Blue Jays in the 1st round (17th pick) of the 1995 amateur draft. Player signed June 30 1995.,,Arvada West HS (Arvada CO),Harry Leroy,hallaro01
78,Denny Harriger,28.330,Jun 16,Jun 28 1998,/1,DET,-0.4,5-11,185,R,R,Jul 21 1969,Kittanning PA US,Drafted by the New York Mets in the 18th round of the 1987 amateur draft. Player signed June 13 1987.,,Ford City HS (Ford City PA),Dennis Scott,harride01
79,Chris Hatcher,29.242,Sep 6,Sep 26 1998,/7H,KCR,-0.2,6-3,220,R,R,Jan 7 1969,Anaheim CA US,Drafted by the Houston Astros in the 3rd round of the 1990 amateur draft. Player signed June 11 1990.,University of Iowa (Iowa City IA),Thomas Jefferson HS (Council Bluffs IA),Christopher Kenneth,hatchch01
80,Mike Heathcott,29.104,Aug 28,Aug 28 1998,/1,CHW,0.1,6-3,180,R,R,May 16 1969,Chicago IL US,Drafted by the Chicago White Sox in the 13th round of the 1991 amateur draft. Player signed June 11 1991.,Creighton University (Omaha NE),Fenwick HS (Oak Park IL),Michael Joseph,heathmi03
81,Wes Helms,22.116,Sep 5,Aug 13 2011,/5H,ATL,-1.7,6-4,230,R,R,May 12 1976,Gastonia NC US,Drafted by the Atlanta Braves in the 10th round of the 1994 amateur draft. Player signed June 15 1994.,,Ashbrook HS (Gastonia NC),Wesley Ray,helmswe01
82,Bob Henley,25.170,Jul 19,Sep 26 1998,2/H,MON,1.2,6-2,190,R,R,Jan 30 1973,Mobile AL US,Drafted by the Montreal Expos in the 26th round of the 1991 amateur draft. Player signed May 16 1992.,,Mobile County HS (Grand Bay AL),Robert Clifton,henlebo01
83,Orlando Hernández,32.235,Jun 3,Sep 30 2007,1,NYY,23.1,6-2,210,R,R,Oct 11 1965,Villa Clara CU,Signed by the New York Yankees as an amateur free agent in 1998.,,Villa Clara (Villa Clara Cuba),Orlando P.,hernaor01
84,A.J. Hinch,23.321,Apr 1,Sep 24 2004,*2/H,OAK,0.0,6-1,195,R,R,May 15 1974,Waverly IA US,Drafted by the Oakland Athletics in the 3rd round of the 1996 amateur draft. Player signed June 22 1996.,Stanford University (Palo Alto CA),Midwest City HS (Midwest City OK),Andrew Jay,hincha.01
85,David Holdridge,29.184,Aug 8,Sep 27 1998,/1,SEA,0.1,6-3,190,R,R,Feb 5 1969,Wayne MI US,Drafted by the California Angels in the 1st round (31st pick) of the 1987 amateur draft. Player signed August 20 1987.,,Ocean View HS (Huntington Beach CA),David Allen,holdrda01
86,Damon Hollins,23.316,Apr 24,Oct 1 2006,/79,ATL,0.2,5-11,180,R,L,Jun 12 1974,Fairfield CA US,Drafted by the Atlanta Braves in the 4th round of the 1992 amateur draft. Player signed June 7 1992.,,Vallejo HS (Vallejo CA),Damon Jamall,hollida02
87,Bob Howry,24.321,Jun 21,Jul 28 2010,1,CHW,10.7,6-5,215,L,R,Aug 4 1973,Phoenix AZ US,Drafted by the San Francisco Giants in the 5th round of the 1994 amateur draft. Player signed June 4 1994.,Yavapai College (Prescott AZ) McNeese State University (Lake Charles LA),Deer Valley HS (Glendale AZ),Bobby Dean,howrybo01
88,Bobby Hughes,27.023,Apr 2,Aug 22 1999,2H/9,MIL,-0.6,6-4,237,R,R,Mar 10 1971,Burbank CA US,Drafted by the Milwaukee Brewers in the 2nd round of the 1992 amateur draft. Player signed August 5 1992.,Los Angeles Valley College (Los Angeles CA) University of Southern California (Los Angeles CA),Notre Dame HS (Sherman Oaks CA),Robert E.,hughebo01
89,Ryan Jackson,26.136,Mar 31,Jun 18 2002,3H97/D,FLA,-2.0,6-2,195,L,L,Nov 15 1971,Orlando FL US,Drafted by the Florida Marlins in the 7th round of the 1994 amateur draft. Player signed June 9 1994.,Duke University (Durham NC),Cardinal Mooney Catholic HS (Sarasota FL),Ryan Dewitte,jacksry01
