Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
26,Hiram Burgos,25.259,Apr 20,May 21 2013,/1,MIL,-0.8,5-11,210,R,R,Aug 4 1987,Cayey PR,Drafted by the Milwaukee Brewers in the 6th round of the 2009 amateur draft. Player signed June 15 2009.,Bethune-Cookman University (Daytona Beach FL),Puerto Rico Baseball Academy (Gurabo Puerto Rico),Hiram Alexis,burgohi01
27,Nick Buss,26.273,Sep 14,Oct 2 2016,/7H98,LAD,-0.6,6-2,190,L,R,Dec 15 1986,Southfield MI US,Drafted by the Los Angeles Dodgers in the 8th round of the 2008 amateur draft. Player signed June 12 2008.,San Diego Mesa College (San Diego CA) University of Southern California (Los Angeles CA),De La Salle Collegiate HS (Warren MI),Nicholas Gregory,bussni01
28,Joey Butler,27.148,Aug 7,Oct 4 2015,/7HD9,TEX,0.7,6-2,220,R,R,Mar 12 1986,Pascagoula MS US,Drafted by the Texas Rangers in the 15th round of the 2008 amateur draft. Player signed June 13 2008.,Mississippi Gulf Coast Community College (Perkinston MS) University of New Orleans (New Orleans LA),Pascagoula HS (Pascagoula MS),Joseph Frank,butlejo04
29,Keith Butler,24.122,Jun 1,Apr 16 2014,1,STL,-0.1,6-0,170,R,R,Jan 30 1989,Bowling Green KY US,Drafted by the St. Louis Cardinals in the 24th round of the 2009 amateur draft. Player signed June 14 2009.,Wabash Valley College (Mount Carmel IL),Butler County HS (Morgantown KY),Keith Allen,butleke01
30,César Cabral,24.203,Sep 2,Jun 7 2015,/1,NYY,-0.1,6-3,250,L,L,Feb 11 1989,Sabana Grande de Palenque San Cristobal DO,Signed by the Boston Red Sox as an amateur free agent in 2005.,,,César Augusto,cabrace01
31,Arquimedes Caminero,26.061,Aug 16,Oct 2 2016,1,MIA,0.4,6-4,245,R,R,Jun 16 1987,Santo Domingo Distrito Nacional DO,Signed by the Florida Marlins as an amateur free agent in 2005.,,,Arquimedes Euclides,caminar01
32,Nick Castellanos,21.181,Sep 1,,/7HD,DET,13.9,6-3,203,R,R,Mar 4 1992,Hialeah FL US,Drafted by the Detroit Tigers in the 1st round (44th pick) of the 2010 amateur draft. Player signed August 16 2010.,,Archbishop McCarthy HS (Southwest Ranches FL),Nicholas Alexander,casteni01
33,Simón Castro,25.087,Jul 5,Sep 30 2017,/1,CHW,0.2,6-5,230,R,R,Apr 9 1988,San Jose de los Llanos San Pedro de Macoris DO,Signed by the San Diego Padres as an amateur free agent in 2006.,,,Simón,castrsi01
34,Juan Centeno,23.306,Sep 18,Sep 27 2019,/2,NYM,-0.5,5-9,195,L,R,Nov 16 1989,Arecibo PR,Drafted by the New York Mets in the 32nd round of the 2007 amateur draft. Player signed June 11 2007.,,Antonio Luchetti (Arecibo Puerto Rico),Juan Carlos,centeju01
35,Kevin Chapman,25.171,Aug 9,Oct 2 2016,1,HOU,0.4,6-3,230,L,L,Feb 19 1988,Coral Springs FL US,Drafted by the Kansas City Royals in the 4th round of the 2010 amateur draft. Player signed July 6 2010.,University of Florida (Gainesville FL),Westminster Academy (Fort Lauderdale FL),Kevin Allen,chapmke02
36,Michael Choice,23.296,Sep 2,Jun 24 2015,/98D7H,OAK,-2.0,6-0,230,R,R,Nov 10 1989,Fort Worth TX US,Drafted by the Oakland Athletics in the 1st round (10th pick) of the 2010 amateur draft. Player signed July 29 2010.,University of Texas at Arlington (Arlington TX),Mansfield Timberview HS (Arlington TX),Michael Blair,choicmi01
37,Nick Christiani,26.037,Aug 23,May 10 2014,/1,CIN,-0.1,6-0,190,R,R,Jul 17 1987,Elizabeth NJ US,Drafted by the Cincinnati Reds in the 13th round of the 2009 amateur draft. Player signed October 5 2009.,Vanderbilt University (Nashville TN),Seton Hall Preparatory School (West Orange NJ),Nicholas John,chrisni01
38,José Cisnero,24.011,Apr 22,Aug 17 2024,1,HOU,1.3,6-3,258,R,R,Apr 11 1989,Bajos de Haina San Cristobal DO,Signed by the Houston Astros as an amateur free agent in 2007.,,,José Luis,cisnejo01
39,Preston Claiborne,25.104,May 5,Jun 26 2017,1,NYY,0.3,6-2,225,R,R,Jan 21 1988,Dallas TX US,Drafted by the New York Yankees in the 17th round of the 2010 amateur draft. Player signed June 12 2010.,Tulane University (New Orleans LA),Newman Smith HS (Carrollton TX),Preston Michael,claibpr01
40,Cody Clark,31.343,Aug 23,Sep 25 2013,2/H,HOU,-0.3,6-3,200,R,R,Sep 14 1981,Fayetteville AR US,Drafted by the Texas Rangers in the 11th round of the 2003 amateur draft. Player signed June 13 2003.,University of Arkansas (Fayetteville AR) Wichita State University (Wichita KS),Fayetteville HS (Fayetteville AR),Douglas Cody,clarkco01
41,Zach Clark,29.294,May 1,May 1 2013,/1,BAL,-0.1,6-0,200,R,R,Jul 11 1983,Wilmington DE US,Signed by the Baltimore Orioles as an amateur free agent in 2006.,University of Maryland Baltimore County (Baltimore MD),Newark HS (Newark DE),Zachary Higgins,clarkza01
42,Paul Clemens,25.054,Apr 9,Oct 2 2016,1,HOU,-1.2,6-3,215,R,R,Feb 14 1988,Columbia SC US,Drafted by the Atlanta Braves in the 7th round of the 2008 amateur draft. Player signed June 8 2008.,Louisburg College (Louisburg NC),James W. Robinson Jr. SS (Fairfax VA),Paul Arthur,clemepa02
43,Chris Colabello,29.210,May 22,Apr 20 2016,3D9/H,MIN,-0.7,6-4,210,R,R,Oct 24 1983,Framingham MA US,Signed as a Free Agent with the Minnesota Twins in 2012.,Assumption University (Worcester MA),Milford HS (Milford MA),Christopher Adrian,colabch01
44,Gerrit Cole,22.276,Jun 11,Sep 26 2024,1,PIT,43.2,6-4,220,R,R,Sep 8 1990,Newport Beach CA US,Drafted by the Pittsburgh Pirates in the 1st round (1st pick) of the 2011 amateur draft. Player signed August 15 2011.,University of California Los Angeles (Los Angeles CA),Orange Lutheran HS (Orange CA),Gerrit Alan,colege01
45,Alex Colomé,24.150,May 30,May 7 2023,/1,TBR,5.7,6-2,240,R,R,Dec 31 1988,Santo Domingo Distrito Nacional DO,Signed by the Tampa Bay Devil Rays as an amateur free agent in 2007.,,,Alexander Manuel,colomal01
46,Jarred Cosart,23.048,Jul 12,Jun 4 2017,1,HOU,4.2,6-3,206,R,R,May 25 1990,League City TX US,Drafted by the Philadelphia Phillies in the 38th round of the 2008 amateur draft. Player signed August 15 2008.,,Clear Creek HS (League City TX),Jarred Lynn,cosarja01
47,Brandon Cumpton,24.211,Jun 15,Jul 31 2018,/1,PIT,0.1,6-2,215,R,R,Nov 16 1988,Augusta GA US,Drafted by the Pittsburgh Pirates in the 9th round of the 2010 amateur draft. Player signed August 9 2010.,Georgia Institute of Technology (Atlanta GA),Greenbrier HS (Evans GA),Brandon Tyler,cumptbr01
48,Todd Cunningham,24.132,Jul 30,Jul 25 2016,/7H9,ATL,-0.1,6-0,205,B,R,Mar 20 1989,Jacksonville AL US,Drafted by the Atlanta Braves in the 2nd round of the 2010 amateur draft. Player signed June 10 2010.,Jacksonville State University (Jacksonville AL),Jacksonville HS (Jacksonville AL),Thomas David,cunnito01
49,Jermaine Curtis,25.291,Apr 27,Aug 14 2013,/H7,STL,0.0,5-11,190,R,R,Jul 10 1987,Panorama City CA US,Drafted by the St. Louis Cardinals in the 5th round of the 2008 amateur draft. Player signed June 11 2008.,University of California Los Angeles (Los Angeles CA),A. B. Miller HS (Fontana CA),Jermaine Antwann,curtije01
50,Travis d'Arnaud,24.188,Aug 17,,2/H,NYM,8.7,6-0,210,R,R,Feb 10 1989,Long Beach CA US,Drafted by the Philadelphia Phillies in the 1st round (37th pick) of the 2007 amateur draft. Player signed June 16 2007.,,Lakewood HS (Lakewood CA),Travis E.,darnatr01
51,Matt Davidson,22.138,Aug 11,Jun 17 2022,5H,ARI,-0.9,6-3,230,R,R,Mar 26 1991,Yucaipa CA US,Drafted by the Arizona Diamondbacks in the 1st round (35th pick) of the 2009 amateur draft. Player signed June 15 2009.,,Yucaipa HS (Yucaipa CA),Matthew Glen,davidma02
52,Erik Davis,26.237,Jun 2,Sep 22 2013,1,WSN,0.1,6-3,205,R,R,Oct 8 1986,San Jose CA US,Drafted by the San Diego Padres in the 13th round of the 2008 amateur draft. Player signed June 28 2008.,Stanford University (Palo Alto CA),Mountain View HS (Mountain View CA),Erik Randall,daviser02
53,Khris Davis,25.101,Apr 1,Oct 3 2021,7H/D,MIL,10.7,5-11,205,R,R,Dec 21 1987,Lakewood CA US,Drafted by the Milwaukee Brewers in the 7th round of the 2009 amateur draft. Player signed June 26 2009.,California State University Fullerton (Fullerton CA),Deer Valley HS (Glendale AZ),Khristopher Adrian,daviskh01
54,Eury De La Rosa,23.140,Jul 14,Sep 26 2014,1,ARI,-0.2,5-9,165,L,L,Feb 24 1990,Santiago Santiago DO,Signed by the Arizona Diamondbacks as an amateur free agent in 2008.,,,Eury,delareu01
55,José De La Torre,27.207,May 12,Jul 29 2013,/1,BOS,-0.1,5-10,195,R,R,Oct 17 1985,San Juan PR,Signed by the Milwaukee Brewers as an amateur free agent in 2004.,Texarkana College (Texarkana TX),Escuela Superior Dr. Pedro Albizu Campos (Levittown Puerto Rico),José Hairam,delatjo01
56,Jorge De León,25.359,Aug 9,Sep 28 2014,1,HOU,-0.2,6-0,185,R,R,Aug 15 1987,La Vega La Vega DO,Signed by the Houston Astros as an amateur free agent in 2006.,,,Jorge Luis,deleojo02
57,Jaff Decker,23.117,Jun 20,May 8 2017,/7H,SDP,-1.5,5-9,190,L,L,Feb 23 1990,Phoenix AZ US,Drafted by the San Diego Padres in the 1st round (42nd pick) of the 2008 amateur draft. Player signed June 20 2008.,,Sunrise Mountain HS (Peoria AZ),Jaff Kyle,deckeja01
58,Matt den Dekker,26.019,Aug 29,Jul 26 2018,8/9H7,NYM,1.0,6-2,210,L,L,Aug 10 1987,Fort Lauderdale FL US,Drafted by the New York Mets in the 5th round of the 2010 amateur draft. Player signed July 22 2010.,University of Florida (Gainesville FL),Westminster Academy (Fort Lauderdale FL),Matthew Gerrit,dendema01
59,Jonathan Diaz,28.080,Jun 29,Oct 4 2015,/5H4,BOS,-0.2,5-9,155,R,R,Apr 10 1985,Miami Beach FL US,Drafted by the Toronto Blue Jays in the 12th round of the 2006 amateur draft. Player signed June 13 2006.,North Carolina State University (Raleigh NC),Coral Gables HS (Coral Gables FL),Jonathan,diazjo02
60,Corey Dickerson,24.031,Jun 22,Aug 2 2023,7H8/9D,COL,13.0,6-1,212,L,R,May 22 1989,McComb MS US,Drafted by the Colorado Rockies in the 8th round of the 2010 amateur draft. Player signed June 9 2010.,Meridian Community College (Meridian MS),Brookhaven Academy (Brookhaven MS),McKenzie Corey,dickeco01
61,Derek Dietrich,23.294,May 8,Sep 27 2020,4,MIA,5.3,6-2,205,L,R,Jul 18 1989,Cleveland OH US,Drafted by the Tampa Bay Rays in the 2nd round of the 2010 amateur draft. Player signed June 17 2010.,Georgia Institute of Technology (Atlanta GA),St. Ignatius HS (Cleveland OH),Derek Richard,dietrde01
62,José Domínguez,22.327,Jun 30,Oct 1 2016,/1,LAD,-0.4,6-0,200,R,R,Aug 7 1990,San Pedro de Macoris San Pedro de Macoris DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2007.,,,José Alfredo,dominjo01
63,Jake Dunning,24.308,Jun 16,May 5 2014,1,SFG,0.4,6-4,190,R,R,Aug 12 1988,Fort Stewart GA US,Drafted by the San Francisco Giants in the 33rd round of the 2009 amateur draft. Player signed July 8 2009.,Indiana University Bloomington (Bloomington IN),Clay HS (Green Cove Springs FL),Jake Austin,dunnija01
64,Chris Dwyer,25.167,Sep 24,Sep 28 2013,/1,KCR,0.1,6-3,210,R,L,Apr 10 1988,Boston MA US,Drafted by the Kansas City Royals in the 4th round of the 2009 amateur draft. Player signed August 13 2009.,Clemson University (Clemson SC),Salisbury School (Salisbury CT) St. Mary's HS (Lynn MA),Christopher Paul,dwyerch01
65,Robbie Erlin,22.204,Apr 30,May 9 2022,1,SDP,-0.8,5-11,200,R,L,Oct 8 1990,Oakland CA US,Drafted by the Texas Rangers in the 3rd round of the 2009 amateur draft. Player signed July 29 2009.,,Scotts Valley HS (Scotts Valley CA),Robert Joseph,erlinro01
66,José Fernández,20.250,Apr 7,Sep 20 2016,1,MIA,14.2,6-3,240,R,R,Jul 31 1992,Santa Clara Villa Clara CU,Drafted by the Florida Marlins in the 1st round (14th pick) of the 2011 amateur draft. Player signed August 15 2011.,,Braulio Alonso HS (Tampa FL),José Delfin,fernajo02
67,Josh Fields,27.226,Apr 2,Sep 26 2018,1/H,HOU,1.8,6-0,191,R,R,Aug 19 1985,Athens GA US,Drafted by the Seattle Mariners in the 1st round (20th pick) of the 2008 amateur draft.,University of Georgia (Athens GA),Prince Avenue Christian School (Bogart GA),Joshua David,fieldjo03
68,Wilmer Flores,22.000,Aug 6,,5/4H,NYM,9.5,6-3,225,R,R,Aug 6 1991,Valencia Carabobo VE,Signed by the New York Mets as an amateur free agent in 2007.,,Inra (Valencia Venezuela),Wilmer Alejandro,florewi01
69,Brian Flynn,23.138,Sep 4,Jul 25 2019,/1,MIA,1.1,6-8,245,L,L,Apr 19 1990,Tulsa OK US,Drafted by the Detroit Tigers in the 7th round of the 2011 amateur draft. Player signed June 16 2011.,Wichita State University (Wichita KS),Owasso HS (Owasso OK),Brian Anthony,flynnbr01
70,Nick Franklin,22.086,May 27,May 8 2018,4/H6D,SEA,1.3,6-1,190,B,R,Mar 2 1991,Sanford FL US,Drafted by the Seattle Mariners in the 1st round (27th pick) of the 2009 amateur draft. Player signed August 15 2009.,,Lake Brantley HS (Altamonte Springs FL),Nicholas Edward,frankni01
71,Justin Freeman,26.177,Apr 17,Apr 17 2013,/1,CIN,-0.1,5-11,175,R,R,Oct 22 1986,Macon GA US,Drafted by the Cincinnati Reds in the 32nd round of the 2008 amateur draft. Player signed June 9 2008.,Kennesaw State University (Kennesaw GA),Mary Persons HS (Forsyth GA),Justin Michael,freemju02
72,Nate Freiman,26.093,Apr 3,Sep 27 2014,3HD,OAK,0.0,6-8,245,R,R,Dec 31 1986,Washington DC US,Drafted by the San Diego Padres in the 8th round of the 2009 amateur draft. Player signed June 15 2009.,Duke University (Durham NC),Wellesley HS (Wellesley MA),Nathan Samuel,freimna01
73,Rey Fuentes,22.195,Aug 26,Sep 30 2017,8H/7,SDP,-0.6,6-0,160,L,L,Feb 12 1991,Orlando FL US,Drafted by the Boston Red Sox in the 1st round (28th pick) of the 2009 amateur draft. Player signed July 1 2009.,,Fernando Callejo HS (Manati Puerto Rico),Reymond Louis,fuentre01
74,Kyuji Fujikawa,32.254,Apr 1,May 15 2015,1,CHC,-0.4,6-0,190,L,R,Jul 21 1980,Kochi Kochi JP,Signed as a Free Agent with the Chicago Cubs in 2012.,,Kochi Shogyo HS (Japan),Kyuji,fujikky01
75,Leury García,22.019,Apr 6,Sep 20 2022,4/H56D,TEX,3.8,5-8,190,B,R,Mar 18 1991,Santiago Santiago DO,Signed by the Texas Rangers as an amateur free agent in 2007.,,Liceo Ercilia Pepin (San Francisco de Macoris Dominican Republic),Leury,garcile02
76,Luis García,26.161,Jul 10,,1,PHI,2.5,6-2,240,R,R,Jan 30 1987,Santo Domingo Distrito Nacional DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2004.,,,Luis Amado,garcilu03
77,Onelki García,24.040,Sep 11,Sep 2 2017,/1,LAD,-0.4,6-3,225,L,L,Aug 2 1989,Guantanamo Guantanamo CU,Drafted by the Los Angeles Dodgers in the 3rd round of the 2012 amateur draft. Player signed June 19 2012.,,,Onelki,garcion01
78,John Gast,24.087,May 14,May 25 2013,/1,STL,0.0,6-2,190,L,L,Feb 16 1989,Altamonte Springs FL US,Drafted by the St. Louis Cardinals in the 6th round of the 2010 amateur draft. Player signed July 6 2010.,Florida State University (Tallahassee FL),Lake Brantley HS (Altamonte Springs FL),John Walter,gastjo01
79,Evan Gattis,26.228,Apr 3,Sep 30 2018,72H/3D,ATL,8.2,6-4,270,R,R,Aug 18 1986,Dallas TX US,Drafted by the Atlanta Braves in the 23rd round of the 2010 amateur draft. Player signed June 10 2010.,University of Texas of the Permian Basin (Odessa TX),Bishop Lynch HS (Dallas TX),James Evan,gattiev01
80,Kevin Gausman,22.137,May 23,,1,BAL,24.8,6-2,205,L,R,Jan 6 1991,Centennial CO US,Drafted by the Baltimore Orioles in the 1st round (4th pick) of the 2012 amateur draft. Player signed July 13 2012.,Louisiana State University (Baton Rouge LA),Grandview HS (Aurora CO),Kevin John,gausmke01
81,Scooter Gennett,23.033,Jun 3,Aug 26 2019,4H,MIL,7.0,5-10,185,L,R,May 1 1990,Cincinnati OH US,Drafted by the Milwaukee Brewers in the 16th round of the 2009 amateur draft. Player signed August 17 2009.,,Sarasota HS (Sarasota FL),Ryan Joseph,gennesc01
82,Gonzalez Germen,25.292,Jul 12,Aug 10 2016,1,NYM,0.2,6-1,200,R,R,Sep 23 1987,Guaymate La Romana DO,Signed by the New York Mets as an amateur free agent in 2007.,,,Gonzalez German,germego01
83,Kyle Gibson,25.249,Jun 29,,1,MIN,14.5,6-6,200,R,R,Oct 23 1987,Greenfield IN US,Drafted by the Minnesota Twins in the 1st round (22nd pick) of the 2009 amateur draft. Player signed August 17 2009.,University of Missouri (Columbia MO),Greenfield Central HS (Greenfield IN),Kyle Benjamin,gibsoky01
84,Caleb Gindl,24.288,Jun 15,May 11 2014,7H/9,MIL,0.0,5-8,210,L,L,Aug 31 1988,Pensacola FL US,Drafted by the Milwaukee Brewers in the 5th round of the 2007 amateur draft. Player signed June 9 2007.,,Pace HS (Pace FL),Caleb Charles,gindlca01
85,Ryan Goins,25.191,Aug 23,Aug 29 2020,4/6H,TOR,3.6,5-10,180,L,R,Feb 13 1988,Temple TX US,Drafted by the Toronto Blue Jays in the 4th round of the 2009 amateur draft. Player signed July 16 2009.,Dallas Baptist University (Dallas TX),Stony Point HS (Round Rock TX),Ryan Matthew,goinsry01
86,Miguel González,22.281,Sep 10,Sep 28 2013,/2DH,CHW,0.0,5-11,220,R,R,Dec 3 1990,Porlamar Nueva Esparta VE,Signed by the Chicago White Sox as an amateur free agent in 2008.,,,Miguel Antonio,gonzami04
87,Tuffy Gosewisch,29.349,Aug 1,May 21 2017,2/H,ARI,-1.3,5-11,185,R,R,Aug 17 1983,Freeport IL US,Drafted by the Philadelphia Phillies in the 11th round of the 2005 amateur draft. Player signed June 30 2005.,Arizona State University (Tempe AZ),Horizon HS (Scottsdale AZ),James Benjamin,gosewtu01
88,Phil Gosselin,24.317,Aug 16,Aug 24 2022,/4H,ATL,-0.5,6-1,188,R,R,Oct 3 1988,Bryn Mawr PA US,Drafted by the Atlanta Braves in the 5th round of the 2010 amateur draft. Player signed June 20 2010.,University of Virginia (Charlottesville VA),Malvern Preparatory School (Malvern PA),Philip David,gosseph01
89,Sonny Gray,23.245,Jul 10,,1,OAK,32.5,5-10,190,R,R,Nov 7 1989,Smyrna TN US,Drafted by the Oakland Athletics in the 1st round (18th pick) of the 2011 amateur draft. Player signed July 25 2011.,Vanderbilt University (Nashville TN),Smyrna HS (Smyrna TN),Sonny Douglas,grayso01
90,Grant Green,25.284,Jul 8,Apr 20 2017,/4,OAK,-1.6,6-3,180,R,R,Sep 27 1987,Fullerton CA US,Drafted by the Oakland Athletics in the 1st round (13th pick) of the 2009 amateur draft. Player signed August 17 2009.,University of Southern California (Los Angeles CA),Canyon HS (Anaheim CA),Grant Thomas,greengr01
91,Robbie Grossman,23.220,Apr 24,Sep 28 2024,78/9D,HOU,10.2,6-0,209,B,L,Sep 16 1989,San Diego CA US,Drafted by the Pittsburgh Pirates in the 6th round of the 2008 amateur draft. Player signed August 14 2008.,,Cy-Fair HS (Cypress TX),Robert Edward,grossro01
92,Preston Guilmet,25.348,Jul 10,Oct 1 2021,/1,CLE,-1.2,6-2,200,R,R,Jul 27 1987,Roseville CA US,Drafted by the Cleveland Indians in the 9th round of the 2009 amateur draft. Player signed June 16 2009.,University of Arizona (Tucson AZ),Oakmont HS (Roseville CA),Preston Blake,guilmpr01
93,Jedd Gyorko,24.190,Apr 1,Sep 27 2020,*45/H,SDP,9.3,5-10,205,R,R,Sep 23 1988,Morgantown WV US,Drafted by the San Diego Padres in the 2nd round of the 2010 amateur draft. Player signed June 15 2010.,West Virginia University (Morgantown WV),University HS (Morgantown WV),Jedd Lindon,gyorkje01
