Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
24,Brian Broderick,24.214,Apr 3,May 13 2011,1,WSN,-0.2,6-6,205,R,R,Sep 1 1986,Phoenix AZ US,Drafted by the St. Louis Cardinals in the 21st round of the 2007 amateur draft. Player signed June 10 2007.,Grand Canyon University (Phoenix AZ),Washington HS (Phoenix AZ),Brian Michael,brodebr01
25,Rex Brothers,23.170,Jun 6,Sep 30 2021,1,COL,4.3,6-0,205,L,L,Dec 18 1987,Unionville TN US,Drafted by the Colorado Rockies in the 1st round (34th pick) of the 2009 amateur draft. Player signed July 9 2009.,Lipscomb University (Nashville TN),Shelbyville Central HS (Shelbyville TN),Rex Colman,brothre01
26,Andrew Brown,26.275,Jun 12,Jun 15 2014,/9H,STL,-0.2,6-0,200,R,R,Sep 10 1984,Dallas TX US,Drafted by the St. Louis Cardinals in the 18th round of the 2007 amateur draft. Player signed June 12 2007.,University of Nebraska-Lincoln (Lincoln NE),Newman Smith HS (Carrollton TX),Andrew Marshall,brownan02
27,Corey Brown,25.284,Sep 6,Aug 16 2014,/H,WSN,0.4,6-1,200,L,L,Nov 26 1985,Tampa FL US,Drafted by the Oakland Athletics in the 1st round (59th pick) of the 2007 amateur draft. Player signed June 19 2007.,Oklahoma State University (Stillwater OK),H. B. Plant HS (Tampa FL),Corey Allen,brownco01
28,Tony Campana,24.352,May 17,Sep 28 2014,H78/9D,CHC,1.3,5-8,170,L,L,May 30 1986,Kettering OH US,Drafted by the Chicago Cubs in the 13th round of the 2008 amateur draft. Player signed June 12 2008.,University of Cincinnati (Cincinnati OH) University of North Carolina at Asheville (Asheville NC),Springboro HS (Springboro OH),Anthony Edward,campato01
29,Russ Canzler,25.157,Sep 15,Oct 3 2012,/HD,TBR,0.1,6-2,220,R,R,Apr 11 1986,Berwick PA US,Drafted by the Chicago Cubs in the 30th round of the 2004 amateur draft. Player signed July 12 2004.,,Hazleton HS (Hazleton PA),Russell Michael,canzlru01
30,Andrew Carignan,25.041,Sep 2,Jun 5 2012,/1,OAK,0.0,5-11,235,R,R,Jul 23 1986,New London CT US,Drafted by the Oakland Athletics in the 5th round of the 2007 amateur draft. Player signed July 13 2007.,University of North Carolina at Chapel Hill (Chapel Hill NC),Norwich Free Academy (Norwich CT),Gary Andrew,carigan01
31,Chris Carpenter,25.170,Jun 14,Oct 3 2012,1,CHC,0.0,6-4,220,R,R,Dec 26 1985,Bryan OH US,Drafted by the Chicago Cubs in the 3rd round of the 2008 amateur draft. Player signed June 17 2008.,Kent State University (Kent OH),Bryan HS (Bryan OH),Christopher John,carpech02
32,David Carpenter,25.350,Jun 30,Aug 18 2019,1,HOU,1.9,6-3,230,R,R,Jul 15 1985,Morgantown WV US,Drafted by the St. Louis Cardinals in the 12th round of the 2006 amateur draft. Player signed June 13 2006.,West Virginia University (Morgantown WV),East Fairmont HS (Fairmont WV),Darrell David,carpeda01
33,Matt Carpenter,25.190,Jun 4,Sep 29 2024,/5H,STL,28.7,6-4,224,L,R,Nov 26 1985,Galveston TX US,Drafted by the St. Louis Cardinals in the 13th round of the 2009 amateur draft. Player signed June 14 2009.,Texas Christian University (Fort Worth TX),Lawrence E. Elkins HS (Missouri City TX),Matthew Martin,carpema01
34,Joel Carreño,24.169,Aug 23,Sep 28 2012,1,TOR,0.4,6-2,255,R,R,Mar 7 1987,San Cristobal San Cristobal DO,Signed by the Toronto Blue Jays as an amateur free agent in 2004.,,,Joel Fernando,carrejo01
35,Ezequiel Carrera,23.343,May 20,Oct 1 2017,8/7H9D,CLE,0.8,5-11,185,L,L,Jun 11 1987,Guiria Sucre VE,Signed by the New York Mets as an amateur free agent in 2005.,,Dr. Domingo Badarraco Bermudez (Sucre Venezuela),Ezequiel Manuel,carreez01
36,Xavier Cedeño,25.021,Sep 16,May 21 2019,/1,HOU,1.8,5-11,210,L,L,Aug 26 1986,Guayanilla PR,Drafted by the Colorado Rockies in the 31st round of the 2004 amateur draft. Player signed May 21 2005.,Miami Dade College North Campus (Miami FL),Asuncion Rodriguez (Guyanilla Puerto Rico) Asuncion Rodriguez De Sala School (Guayanilla Puerto Rico),Xavier,cedenxa01
37,Adron Chambers,24.333,Sep 6,Sep 29 2013,H/789,STL,-0.4,5-10,200,L,L,Oct 8 1986,Pensacola FL US,Drafted by the St. Louis Cardinals in the 38th round of the 2007 amateur draft. Player signed June 12 2007.,Pensacola State College (Pensacola FL),Pensacola HS (Pensacola FL),Adron Lamar,chambad01
38,Tyler Chatwood,21.116,Apr 11,Aug 24 2021,1,LAA,10.4,5-11,200,R,R,Dec 16 1989,Redlands CA US,Drafted by the Los Angeles Angels of Anaheim in the 2nd round of the 2008 amateur draft. Player signed June 13 2008.,,Redlands East Valley HS (Redlands CA),Tyler Cole,chatwty01
39,Robinson Chirinos,27.043,Jul 18,Oct 5 2022,2/H3,TBR,12.6,6-1,220,R,R,Jun 5 1984,Punto Fijo Falcon VE,Signed by the Chicago Cubs as an amateur free agent in 2000.,,,Robinson David,chiriro01
40,Lonnie Chisenhall,22.266,Jun 27,Jul 1 2018,5/HD,CLE,9.3,6-2,190,L,R,Oct 4 1988,Morehead City NC US,Drafted by the Cleveland Indians in the 1st round (29th pick) of the 2008 amateur draft. Player signed June 14 2008.,Pitt Community College (Winterville NC) University of South Carolina (Columbia SC),West Carteret HS (Morehead City NC),Lonnie David,chiselo01
41,Maikel Cleto,22.032,Jun 2,Sep 26 2014,/1,STL,-1.1,6-3,250,R,R,May 1 1989,Santo Domingo Distrito Nacional DO,Signed by the New York Mets as an amateur free agent in 2006.,,Escuela Nocturna (San Felipe Dominican Republic),Maikel Jose,cletoma01
42,Steve Clevenger,25.174,Sep 26,Jun 29 2016,/2H,CHC,-0.8,5-10,210,L,R,Apr 5 1986,Baltimore MD US,Drafted by the Chicago Cubs in the 7th round of the 2006 amateur draft. Player signed June 14 2006.,Chipola College (Marianna FL) Southeastern Louisiana University (Hammond LA),Mount St. Joseph HS (Baltimore MD),Steven Scott,clevest01
43,Alex Cobb,23.206,May 1,Sep 1 2024,/1,TBR,19.4,6-3,205,R,R,Oct 7 1987,Boston MA US,Drafted by the Tampa Bay Devil Rays in the 4th round of the 2006 amateur draft. Player signed July 20 2006.,,Vero Beach HS (Vero Beach FL),Alexander Miller,cobbal01
44,Louis Coleman,25.017,Apr 21,Sep 29 2018,1,KCR,3.8,6-4,205,R,R,Apr 4 1986,Greenwood MS US,Drafted by the Kansas City Royals in the 5th round of the 2009 amateur draft. Player signed July 9 2009.,Louisiana State University (Baton Rouge LA),Pillow Academy (Greenwood MS),Harold Louis,colemlo01
45,Tim Collins,21.222,Mar 31,Jul 23 2019,1,KCR,2.4,5-7,166,L,L,Aug 21 1989,Worcester MA US,Signed by the Toronto Blue Jays as an amateur free agent in 2007.,,Worcester Technical HS (Worcester MA),Timothy Michael,colliti01
46,Josh Collmenter,25.069,Apr 17,May 24 2017,1,ARI,7.3,6-3,240,R,R,Feb 7 1986,Homer MI US,Drafted by the Arizona Diamondbacks in the 15th round of the 2007 amateur draft. Player signed June 18 2007.,Central Michigan University (Mount Pleasant MI),Homer HS (Homer MI),Joshua Michael,collmjo01
47,José Constanza,27.331,Jul 29,Sep 26 2014,79H/8,ATL,0.8,5-9,185,L,L,Sep 1 1983,Santo Domingo Distrito Nacional DO,Signed by the Cleveland Indians as an amateur free agent in 2003.,,,José G.,constjo01
48,Ryan Cook,24.020,Jul 20,Sep 27 2018,1,ARI,3.3,6-1,227,R,R,Jun 30 1987,Clovis CA US,Drafted by the Arizona Diamondbacks in the 27th round of the 2008 amateur draft. Player signed July 29 2008.,University of Southern California (Los Angeles CA),Clovis HS (Clovis CA),Ryan William,cookry01
49,David Cooper,24.076,Apr 29,Aug 22 2012,3D/H,TOR,0.1,6-0,200,L,L,Feb 12 1987,Stockton CA US,Drafted by the Toronto Blue Jays in the 1st round (17th pick) of the 2008 amateur draft. Player signed June 11 2008.,California State University Fullerton (Fullerton CA) University of California Berkeley (Berkeley CA),Tokay HS (Lodi CA),David Fletcher,coopeda01
50,Collin Cowgill,25.065,Jul 26,Apr 19 2016,7H8,ARI,3.0,5-9,190,R,L,May 22 1986,Lexington KY US,Drafted by the Arizona Diamondbacks in the 5th round of the 2008 amateur draft. Player signed June 8 2008.,University of Kentucky (Lexington KY),Henry Clay HS (Lexington KY),Collin Brannen,cowgico01
51,Zack Cozart,25.329,Jul 7,May 26 2019,6/H,CIN,14.4,6-0,204,R,R,Aug 12 1985,Memphis TN US,Drafted by the Cincinnati Reds in the 2nd round of the 2007 amateur draft. Player signed June 21 2007.,University of Mississippi (Oxford MS),Collierville HS (Collierville TN),Zachary Warren,cozarza01
52,Brandon Crawford,24.126,May 27,Aug 10 2024,6/H,SFG,29.4,6-1,223,L,R,Jan 21 1987,Mountain View CA US,Drafted by the San Francisco Giants in the 4th round of the 2008 amateur draft. Player signed August 14 2008.,University of California Los Angeles (Los Angeles CA),Foothill HS (Pleasanton CA),Brandon Michael,crawfbr01
53,Michael Crotta,26.190,Apr 3,May 10 2011,1,PIT,-0.6,6-6,235,R,R,Sep 25 1984,Fort Lauderdale FL US,Drafted by the Pittsburgh Pirates in the 17th round of the 2006 amateur draft. Player signed June 8 2006.,Florida Atlantic University (Boca Raton FL),Martin County HS (Stuart FL),Michael John,crottmi01
54,Aaron Crow,24.141,Mar 31,Sep 28 2014,1,KCR,2.7,6-3,195,R,R,Nov 10 1986,Topeka KS US,Drafted by the Kansas City Royals in the 1st round (12th pick) of the 2009 amateur draft. Player signed September 17 2009.,University of Missouri (Columbia MO),Washburn Rural HS (Topeka KS),Aaron James,crowaa01
55,Tony Cruz,24.279,May 24,May 26 2018,2H/5394,STL,-2.9,5-11,215,R,R,Aug 18 1986,Palm Beach FL US,Drafted by the St. Louis Cardinals in the 26th round of the 2007 amateur draft. Player signed June 10 2007.,Okaloosa-Walton College (Niceville FL) Palm Beach State College (Lake Worth FL),Santaluces Community HS (Lantana FL),Arnoldi Anthony,cruzto03
56,Chase d'Arnaud,24.154,Jun 24,Sep 30 2018,65/H4,PIT,-0.7,6-1,197,R,R,Jan 21 1987,Torrance CA US,Drafted by the Pittsburgh Pirates in the 4th round of the 2008 amateur draft. Player signed June 16 2008.,Pepperdine University (Malibu CA),Los Alamitos HS (Los Alamitos CA),Chase Jonathan,darnach01
57,James Darnell,24.202,Aug 9,May 17 2012,5/H7,SDP,-0.6,6-2,205,R,R,Jan 19 1987,Fresno CA US,Drafted by the San Diego Padres in the 2nd round of the 2008 amateur draft. Player signed August 15 2008.,University of South Carolina (Columbia SC),San Ramon Valley HS (Danville CA),James Thomas,darneja01
58,Blake Davis,27.182,Jun 22,Aug 21 2011,4/H65,BAL,0.2,5-11,170,L,R,Dec 22 1983,Newport Beach CA US,Drafted by the Baltimore Orioles in the 4th round of the 2006 amateur draft. Player signed July 7 2006.,California State University Fullerton (Fullerton CA),Fountain Valley HS (Fountain Valley CA),Blake Jonathan,davisbl01
59,Justin De Fratus,23.332,Sep 18,Oct 3 2015,/1,PHI,0.7,6-4,225,B,R,Oct 21 1987,Oxnard CA US,Drafted by the Philadelphia Phillies in the 11th round of the 2007 amateur draft. Player signed June 9 2007.,Ventura College (Ventura CA),Rio Mesa HS (Oxnard CA),Justin Andrew,defraju01
60,Iván De Jesús,23.335,Apr 1,Oct 2 2016,4/H,LAD,-1.6,5-11,200,R,R,May 1 1987,Guaynabo PR,Drafted by the Los Angeles Dodgers in the 2nd round of the 2005 amateur draft. Player signed June 19 2005.,,American Military Academy (Guaynabo Puerto Rico),Iván,dejesiv02
61,Dane De La Rosa,28.169,Jul 20,Jun 16 2014,/1,TBR,0.8,6-7,245,R,R,Feb 1 1983,Torrance CA US,Drafted by the New York Yankees in the 24th round of the 2002 amateur draft. Player signed May 13 2003.,Riverside City College (Riverside CA),Elsinore HS (Wildomar CA),Dane David,delarda01
62,Rubby De La Rosa,22.081,May 24,Aug 1 2017,1,LAD,1.3,6-0,210,R,R,Mar 4 1989,Santo Domingo Distrito Nacional DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2007.,,El Bonito (Santo Domingo Dominican Republic),Rubby Carlos,delarru01
63,Fautino De Los Santos,25.109,Jun 4,Apr 23 2012,1,OAK,0.0,6-2,225,R,R,Feb 15 1986,Samana Samana DO,Signed by the Chicago White Sox as an amateur free agent in 2005.,,,Fautino,delosfa01
64,Steve Delabar,28.056,Sep 11,May 21 2016,/1,SEA,0.8,6-5,215,R,R,Jul 17 1983,Fort Knox KY US,Drafted by the San Diego Padres in the 29th round of the 2003 amateur draft. Player signed May 12 2004.,Volunteer State Community College (Gallatin TN),Central Hardin HS (Cecilia KY),Steven Edward,delabst01
65,Randall Delgado,21.128,Jun 17,Sep 28 2018,/1,ATL,2.3,6-4,220,R,R,Feb 9 1990,Las Tablas Los Santos PA,Signed by the Atlanta Braves as an amateur free agent in 2006.,,,Randall Enrique,delgara01
66,Scott Diamond,24.353,Jul 18,Jun 13 2016,/1,MIN,2.1,6-3,205,L,L,Jul 30 1986,Guelph ON CA,Signed by the Atlanta Braves as an amateur free agent in 2007.,State University of New York at Binghamton (Binghamton NY),Centennial Collegiate Vocational Institute (Guelph ON),Scott Michael,diamosc01
67,Brandon Dickson,26.241,Jul 2,Sep 3 2021,/1,STL,-0.1,6-5,190,R,R,Nov 3 1984,Montgomery AL US,Signed by the St. Louis Cardinals as an amateur free agent in 2006.,Tusculum University (Greenville TN),Marbury HS (Deatsville AL),Brandon Lee,dicksbr01
68,Brian Dinkelman,27.206,Jun 4,Sep 28 2011,4/79DH,MIN,-0.2,5-11,195,L,R,Nov 10 1983,Centralia IL US,Drafted by the Minnesota Twins in the 8th round of the 2006 amateur draft. Player signed June 8 2006.,McKendree University (Lebanon IL),Centralia HS (Centralia IL),Brian Adam,dinkebr01
69,Andy Dirks,25.112,May 16,Sep 29 2013,798H/D,DET,3.7,6-0,195,L,L,Jan 24 1986,Hutchinson KS US,Drafted by the Detroit Tigers in the 8th round of the 2008 amateur draft. Player signed June 13 2008.,Wichita State University (Wichita KS),Haven HS (Haven KS),Andrew Lee,dirksan01
70,Rafael Dolis,23.259,Sep 26,Aug 17 2021,/1,CHC,0.0,6-4,235,R,R,Jan 10 1988,La Romana La Romana DO,Signed by the Chicago Cubs as an amateur free agent in 2004.,,,Rafael Jose,dolisra01
71,Matt Dominguez,22.009,Sep 6,Jun 6 2016,5/H,FLA,1.2,6-2,220,R,R,Aug 28 1989,Los Angeles CA US,Drafted by the Florida Marlins in the 1st round (12th pick) of the 2007 amateur draft. Player signed August 15 2007.,,Chatsworth Charter HS (Chatsworth CA),Matthew Scott,dominma01
72,Danny Duffy,22.148,May 18,Jul 16 2021,1,KCR,20.2,6-3,205,L,L,Dec 21 1988,Goleta CA US,Drafted by the Kansas City Royals in the 3rd round of the 2007 amateur draft. Player signed June 18 2007.,,Cabrillo HS (Lompoc CA),Daniel Richard,duffyda01
73,Steve Edlefsen,26.055,Aug 21,Jun 8 2012,1,SFG,-0.7,6-2,195,R,R,Jun 27 1985,Minneapolis MN US,Drafted by the San Francisco Giants in the 16th round of the 2007 amateur draft. Player signed June 14 2007.,Barton Community College (Great Bend KS) University of Nebraska-Lincoln (Lincoln NE),Thomas Jefferson HS (Bloomington MN),Steven Bradley,edlefst01
74,Brad Emaus,25.004,Apr 1,Apr 17 2011,4/H,NYM,-0.7,6-0,205,R,R,Mar 28 1986,Kalamazoo MI US,Drafted by the Toronto Blue Jays in the 11th round of the 2007 amateur draft. Player signed June 15 2007.,Tulane University (New Orleans LA),East Coweta HS (Sharpsburg GA),Bradley Mark,emausbr01
75,Nathan Eovaldi,21.174,Aug 6,,1,LAD,23.2,6-2,217,R,R,Feb 13 1990,Houston TX US,Drafted by the Los Angeles Dodgers in the 11th round of the 2008 amateur draft. Player signed July 11 2008.,,Alvin HS (Alvin TX),Nathan Edward,eovalna01
76,Cody Eppley,25.197,Apr 23,Apr 3 2013,1,TEX,0.0,6-5,205,R,R,Oct 8 1985,Harrisburg PA US,Drafted by the Texas Rangers in the 43rd round of the 2008 amateur draft. Player signed June 8 2008.,Virginia Commonwealth University (Richmond VA),Northern York HS (Dillsburg PA),Cody Allen,eppleco01
77,Eduardo Escobar,22.240,Sep 2,Oct 1 2023,/H64D,CHW,12.4,5-10,199,B,R,Jan 5 1989,La Pica Maracay VE,Signed by the Chicago White Sox as an amateur free agent in 2006.,,,Eduardo Jose,escobed01
78,Danny Farquhar,24.208,Sep 13,Apr 20 2018,/1,TOR,1.1,5-9,185,R,R,Feb 17 1987,Pembroke Pines FL US,Drafted by the Toronto Blue Jays in the 10th round of the 2008 amateur draft. Player signed June 30 2008.,University of Louisiana at Lafayette (Lafayette LA),Archbishop McCarthy HS (Southwest Ranches FL),Daniel Andres,farquda01
79,Eric Farris,25.147,Jul 28,Oct 2 2012,/H,MIL,-0.1,5-9,180,R,R,Mar 3 1986,Sacramento CA US,Drafted by the Milwaukee Brewers in the 4th round of the 2007 amateur draft. Player signed June 11 2007.,Loyola Marymount University (Los Angeles CA),Hamilton HS (Chandler AZ),Eric Michael-Jay,farrier01
80,Tim Federowicz,24.037,Sep 11,Sep 25 2019,/2H,LAD,-1.0,5-10,215,R,R,Aug 5 1987,Erie PA US,Drafted by the Boston Red Sox in the 7th round of the 2008 amateur draft. Player signed July 7 2008.,University of North Carolina at Chapel Hill (Chapel Hill NC),Apex HS (Apex NC),Timothy Joseph,federti01
81,Thomas Field,24.201,Sep 11,May 27 2015,6/H9,COL,-0.2,5-10,185,R,R,Feb 22 1987,Austin TX US,Drafted by the Colorado Rockies in the 24th round of the 2008 amateur draft. Player signed June 11 2008.,Texas State University (San Marcos TX),Midway HS (Waco TX),Thomas Samuel,fieldth01
82,Mike Fiers,26.091,Sep 14,May 6 2021,/1,MIL,12.4,6-2,211,R,R,Jun 15 1985,Hollywood FL US,Drafted by the Milwaukee Brewers in the 22nd round of the 2009 amateur draft. Player signed June 11 2009.,Nova Southeastern University (Fort Lauderdale FL),Deerfield Beach HS (Deerfield Beach FL),Michael Bruce,fiersmi01
83,Pedro Florimón,24.274,Sep 10,Sep 27 2018,/6H,BAL,2.0,6-2,185,B,R,Dec 10 1986,La Romana La Romana DO,Signed by the Baltimore Orioles as an amateur free agent in 2004.,,,Pedro Alexander,floripe01
84,Logan Forsythe,24.110,May 4,Aug 25 2020,54H/6,SDP,11.7,6-1,195,R,R,Jan 14 1987,Memphis TN US,Drafted by the San Diego Padres in the 1st round (46th pick) of the 2008 amateur draft. Player signed June 9 2008.,University of Arkansas (Fayetteville AR),Christian Brothers HS (Memphis TN),John Logan,forsylo01
85,Todd Frazier,25.100,May 23,May 9 2021,5H/7463,CIN,25.8,6-3,215,R,R,Feb 12 1986,Point Pleasant NJ US,Drafted by the Cincinnati Reds in the 1st round (34th pick) of the 2007 amateur draft. Player signed July 5 2007.,Rutgers the State University of New Jersey (New Brunswick NJ),Toms River South HS (Toms River NJ),Todd Brian,frazito01
86,Eric Fryer,25.304,Jun 26,Jul 20 2017,/2H,PIT,0.9,6-2,215,R,R,Aug 26 1985,Columbus OH US,Drafted by the Milwaukee Brewers in the 10th round of the 2007 amateur draft. Player signed June 11 2007.,The Ohio State University (Columbus OH),Reynoldsburg HS (Reynoldsburg OH),Eric Joseph,fryerer01
87,Charlie Furbush,25.042,May 23,Jul 7 2015,1,DET,1.3,6-5,215,L,L,Apr 11 1986,South Portland ME US,Drafted by the Detroit Tigers in the 4th round of the 2007 amateur draft. Player signed June 21 2007.,Louisiana State University (Baton Rouge LA) St. Joseph's College of Maine (Standish ME),South Portland HS (South Portland ME),Charles Roderick,furbuch01
88,Cole Garner,26.201,Jul 4,Jul 14 2011,/7H9,COL,-0.1,6-2,215,R,R,Dec 15 1984,Long Beach CA US,Drafted by the Colorado Rockies in the 26th round of the 2003 amateur draft. Player signed August 21 2003.,,La Quinta HS (Westminster CA),Robert Cole,garneco01
89,Steve Garrison,24.316,Jul 25,Jul 25 2011,/1,NYY,0.0,6-1,195,B,L,Sep 12 1986,Trenton NJ US,Drafted by the Milwaukee Brewers in the 10th round of the 2005 amateur draft. Player signed June 8 2005.,,The Hun School of Princeton (Princeton NJ),Stevenson Nathaniel,garrist01
90,John Gaub,26.137,Sep 12,Sep 26 2011,/1,CHC,-0.1,6-2,210,R,L,Apr 28 1985,St. Paul MN US,Drafted by the Cleveland Indians in the 21st round of the 2006 amateur draft. Player signed July 26 2006.,University of Minnesota (Minneapolis MN),South St. Paul HS (South St. Paul MN),John David,gaubjo01
