Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
11,Nevin Ashley,31.026,Sep 9,Oct 2 2015,/2H,MIL,-0.2,6-1,245,R,R,Aug 14 1984,Vincennes IN US,Drafted by the Tampa Bay Devil Rays in the 6th round of the 2006 amateur draft. Player signed June 16 2006.,Indiana State University (Terre Haute IN),North Knox HS (Bicknell IN),Nevin Robert,ashlene01
12,Jett Bandy,25.172,Sep 14,May 23 2018,/2H,LAA,-0.1,6-4,235,R,R,Mar 26 1990,West Hills CA US,Drafted by the Los Angeles Angels of Anaheim in the 31st round of the 2011 amateur draft. Player signed June 11 2011.,University of Arizona (Tucson AZ),Thousand Oaks HS (Thousand Oaks CA),Jett Adam,bandyje01
13,Manny Banuelos,24.111,Jul 2,Oct 5 2022,/1,ATL,-0.9,5-10,215,R,L,Mar 13 1991,Gomez Palacio Durango MX,Signed by the New York Yankees as an amateur free agent in 2008.,,,Manuel,banuema01
14,Austin Barnes,25.147,May 24,,2/H45,LAD,4.4,5-9,187,R,R,Dec 28 1989,Fullerton CA US,Drafted by the Florida Marlins in the 9th round of the 2011 amateur draft. Player signed June 22 2011.,Arizona State University (Tempe AZ),Riverside Polytechnic HS (Riverside CA),Austin Scott,barneau01
15,Steven Baron,24.276,Sep 9,Sep 28 2019,/2,SEA,-0.4,6-0,205,R,R,Dec 7 1990,Miami FL US,Drafted by the Seattle Mariners in the 1st round (33rd pick) of the 2009 amateur draft. Player signed July 8 2009.,,John A. Ferguson HS (Miami FL),Steven Phillip,baronst01
16,Kyle Barraclough,25.076,Aug 7,Aug 28 2023,1,MIA,1.7,6-3,229,R,R,May 23 1990,Santa Clara CA US,Drafted by the St. Louis Cardinals in the 7th round of the 2012 amateur draft. Player signed June 13 2012.,Saint Mary's College of California (Moraga CA),Wilcox HS (Santa Clara CA),Kyle David,barraky01
17,Yhonathan Barrios,23.297,Sep 24,Oct 4 2015,/1,MIL,0.3,5-10,205,B,R,Dec 1 1991,Cartagena Bolivar CO,Signed by the Pittsburgh Pirates as an amateur free agent in 2009.,,,Yhonathan,barriyh01
18,Chris Beck,24.266,May 28,Jul 8 2018,/1,CHW,-1.1,6-3,230,R,R,Sep 4 1990,Commerce GA US,Drafted by the Chicago White Sox in the 2nd round of the 2012 amateur draft. Player signed June 11 2012.,Georgia Southern University (Statesboro GA),Jefferson HS (Jefferson GA),Christopher Michael,beckch02
19,Andrew Bellatti,23.277,May 9,Sep 11 2023,1,TBR,1.1,6-1,190,R,R,Aug 5 1991,San Diego CA US,Drafted by the Tampa Bay Rays in the 12th round of the 2009 amateur draft. Player signed June 12 2009.,,Steele Canyon HS (Spring Valley CA),Andrew James,bellaan01
20,Greg Bird,22.277,Aug 13,Apr 13 2019,3/H,NYY,0.6,6-3,220,L,R,Nov 9 1992,Memphis TN US,Drafted by the New York Yankees in the 5th round of the 2011 amateur draft. Player signed August 15 2011.,,Grandview HS (Aurora CO),Gregory Paul,birdgr01
21,Carson Blair,25.323,Sep 6,Sep 24 2015,2,OAK,-0.4,6-2,210,R,R,Oct 18 1989,Carrollton TX US,Drafted by the Boston Red Sox in the 35th round of the 2008 amateur draft. Player signed August 15 2008.,,Liberty Christian School (Argyle TX),Carson Reynolds,blairca01
22,Matthew Boyd,24.145,Jun 27,,/1,TOR,10.7,6-3,223,L,L,Feb 2 1991,Mercer Island WA US,Drafted by the Toronto Blue Jays in the 6th round of the 2013 amateur draft. Player signed July 11 2013.,Oregon State University (Corvallis OR),Eastside Catholic HS (Sammamish WA),Matthew Robert,boydma01
23,Silvino Bracho,23.044,Aug 30,Jun 24 2023,1,ARI,0.2,5-10,190,R,R,Jul 17 1992,Maracaibo Zulia VE,Signed by the Arizona Diamondbacks as an amateur free agent in 2011.,,,Silvino,brachsi01
24,Archie Bradley,22.244,Apr 11,Jun 30 2023,/1,ARI,5.6,6-4,215,R,R,Aug 10 1992,Muskogee OK US,Drafted by the Arizona Diamondbacks in the 1st round (7th pick) of the 2011 amateur draft. Player signed August 15 2011.,,Broken Arrow HS (Broken Arrow OK),Archie Newell,bradlar01
25,Ryan Brett,23.191,Apr 18,Apr 21 2015,/4H,TBR,0.1,5-9,180,B,R,Oct 9 1991,Seattle WA US,Drafted by the Tampa Bay Rays in the 3rd round of the 2010 amateur draft. Player signed July 9 2010.,,Highline HS (Burien WA),Ryan Duane,brettry01
26,Jake Brigham,27.140,Jun 30,Aug 30 2015,1,ATL,-0.5,6-3,210,R,R,Feb 10 1988,Winter Garden FL US,Drafted by the Texas Rangers in the 6th round of the 2006 amateur draft. Player signed June 15 2006.,,Central Florida Christian Academy (Orlando FL),Jacob Daniel,brighja01
27,Sócrates Brito,23.002,Sep 8,May 8 2019,H/987,ARI,-0.8,6-2,205,L,L,Sep 6 1992,Azua Azua DO,Signed by the Arizona Diamondbacks as an amateur free agent in 2010.,,,Sócrates Orel,britoso01
28,Mike Broadway,28.075,Jun 13,Apr 29 2016,1,SFG,-0.4,6-5,215,R,R,Mar 30 1987,Paducah KY US,Drafted by the Atlanta Braves in the 4th round of the 2005 amateur draft. Player signed June 25 2005.,,Pope County HS (Golconda IL),Michael Allen,broadmi01
29,Trevor Brown,23.308,Sep 19,Sep 27 2016,2,SFG,-0.1,6-2,193,R,R,Nov 15 1991,Newhall CA US,Drafted by the San Francisco Giants in the 10th round of the 2012 amateur draft. Player signed June 28 2012.,University of California Los Angeles (Los Angeles CA),William S. Hart HS (Santa Clarita CA),Trevor Michael,browntr01
30,Keon Broxton,25.137,Sep 21,Sep 28 2019,/H879,PIT,3.5,6-3,200,R,R,May 7 1990,Lakeland FL US,Drafted by the Arizona Diamondbacks in the 3rd round of the 2009 amateur draft. Player signed June 19 2009.,Santa Fe College (Gainesville FL),Lakeland HS (Lakeland FL),Keon Darell,broxtke01
31,Kris Bryant,23.103,Apr 17,,*5/789H3D,CHC,27.4,6-5,230,R,R,Jan 4 1992,Las Vegas NV US,Drafted by the Chicago Cubs in the 1st round (2nd pick) of the 2013 amateur draft. Player signed July 12 2013.,University of San Diego (San Diego CA),Bonanza HS (Las Vegas NV),Kristopher Lee,bryankr01
32,Danny Burawa,26.173,Jun 21,Oct 2 2015,/1,NYY,0.0,6-3,220,R,R,Dec 30 1988,Riverhead NY US,Drafted by the New York Yankees in the 12th round of the 2010 amateur draft. Player signed August 11 2010.,St. John's University (Queens NY),Rocky Point HS (Rocky Point NY),Daniel James,burawda01
33,Enrique Burgos,24.157,Apr 29,Sep 27 2016,1,ARI,-0.5,6-3,255,R,R,Nov 23 1990,Panama Panama PA,Signed by the Arizona Diamondbacks as an amateur free agent in 2007.,,,Enrique,burgoen02
34,Byron Buxton,21.178,Jun 14,,8/H,MIN,26.7,6-2,190,R,R,Dec 18 1993,Baxley GA US,Drafted by the Minnesota Twins in the 1st round (2nd pick) of the 2012 amateur draft. Player signed June 13 2012.,,Appling County HS (Baxley GA),Byron Keiron,buxtoby01
35,Ramón Cabrera,25.304,Sep 5,Oct 2 2016,/2H,CIN,0.6,5-8,195,B,R,Nov 5 1989,Caracas Distrito Federal VE,Signed by the Pittsburgh Pirates as an amateur free agent in 2008.,,,Ramón Salvador,cabrera01
36,Orlando Calixte,23.075,Apr 19,Oct 1 2017,/H6,KCR,-0.7,6-0,183,R,R,Feb 3 1992,Santo Domingo Distrito Nacional DO,Signed by the Kansas City Royals as an amateur free agent in 2010.,,,Orlando,calixor01
37,Mark Canha,26.052,Apr 8,,37H/9D5,OAK,15.2,6-2,200,R,R,Feb 15 1989,San Jose CA US,Drafted by the Florida Marlins in the 7th round of the 2010 amateur draft. Player signed August 6 2010.,University of California Berkeley (Berkeley CA),Bellarmine College Preparatory (San Jose CA),Mark David,canhama01
38,Ángel Castro,32.176,May 9,Jul 24 2015,/1,OAK,0.1,5-11,240,R,R,Nov 14 1982,Pimentel Duarte DO,Drafted by the Detroit Tigers in the 13th round of the 2006 amateur draft. Player signed June 12 2006.,Western Oklahoma State College (Altus OK),,Ángel M.,castran01
39,Daniel Castro,22.215,Jun 17,Jun 2 2018,46/H5,ATL,-0.8,5-11,201,R,R,Nov 14 1992,Guaymas Sonora MX,Signed by the Atlanta Braves as an amateur free agent in 2009.,,,Daniel Alejandro,castrda01
40,Miguel Castro,20.103,Apr 6,,1,TOR,3.1,6-7,201,R,R,Dec 24 1994,La Romana La Romana DO,Signed by the Toronto Blue Jays as an amateur free agent in 2012.,,,Miguel Ángel,castrmi01
41,Darrell Ceciliani,24.331,May 19,May 18 2017,H7/8,NYM,0.2,6-1,220,L,L,Jun 22 1990,Tracy CA US,Drafted by the New York Mets in the 4th round of the 2009 amateur draft. Player signed June 23 2009.,Columbia Basin College (Pasco WA),Madras HS (Madras OR),Darrell Albert,cecilda01
42,A.J. Cole,23.113,Apr 28,May 27 2021,/1,WSN,0.9,6-5,240,R,R,Jan 5 1992,Winter Springs FL US,Drafted by the Washington Nationals in the 4th round of the 2010 amateur draft. Player signed August 15 2010.,,Oviedo HS (Oviedo FL),Andrew Jordan,coleaj01
43,Dusty Coleman,28.074,Jul 3,Aug 27 2017,/H5,KCR,0.3,6-2,205,R,R,Apr 20 1987,Sioux Falls SD US,Drafted by the Oakland Athletics in the 28th round of the 2008 amateur draft. Player signed August 1 2008.,Wichita State University (Wichita KS),O'Gorman Catholic HS (Sioux Falls SD),Dustin Michael,colemdu01
44,Michael Conforto,22.145,Jul 24,,7/H,NYM,16.9,5-11,215,L,R,Mar 1 1993,Seattle WA US,Drafted by the New York Mets in the 1st round (10th pick) of the 2014 amateur draft. Player signed July 11 2014.,Oregon State University (Corvallis OR),Redmond HS (Redmond WA),Michael Thomas,confomi01
45,Adam Conley,25.017,Jun 10,Sep 22 2021,1,MIA,0.2,6-3,209,L,L,May 24 1990,Redmond WA US,Drafted by the Florida Marlins in the 2nd round of the 2011 amateur draft. Player signed August 11 2011.,Washington State University (Pullman WA),Olympia HS (Olympia WA),Adam Michael,conlead01
46,Tim Cooney,24.132,Apr 30,Jul 24 2015,/1,STL,0.7,6-3,195,L,L,Dec 19 1990,Collegeville PA US,Drafted by the St. Louis Cardinals in the 3rd round of the 2012 amateur draft. Player signed June 13 2012.,Wake Forest University (Winston-Salem NC),Malvern Preparatory School (Malvern PA),Timothy Manus,cooneti01
47,Scott Copeland,27.138,May 2,May 31 2018,/1,TOR,-0.2,6-3,220,R,R,Dec 15 1987,Longview TX US,Drafted by the Baltimore Orioles in the 21st round of the 2010 amateur draft. Player signed June 15 2010.,University of Southern Mississippi (Hattiesburg MS),White Oak HS (White Oak TX),Scott Reast,copelsc01
48,John Cornely,25.347,Apr 29,Apr 29 2015,/1,ATL,-0.1,6-1,205,R,R,May 17 1989,Mount Pleasant SC US,Drafted by the Atlanta Braves in the 15th round of the 2011 amateur draft. Player signed June 8 2011.,Wofford College (Spartanburg SC),Bishop England HS (Charleston SC),John Francis,cornejo01
49,Carlos Correa,20.259,Jun 8,,6,HOU,44.9,6-3,220,R,R,Sep 22 1994,Ponce PR,Drafted by the Houston Astros in the 1st round (1st pick) of the 2012 amateur draft. Player signed June 7 2012.,,Puerto Rico Baseball Academy (Gurabo Puerto Rico),Carlos Javier,correca01
50,Caleb Cotham,27.265,Jul 29,May 28 2016,1,NYY,-0.8,6-3,215,R,R,Nov 6 1987,Mount Juliet TN US,Drafted by the New York Yankees in the 5th round of the 2009 amateur draft. Player signed August 17 2009.,Vanderbilt University (Nashville TN),Mount Juliet HS (Mount Juliet TN),Caleb Kent,cothaca01
51,Kaleb Cowart,23.077,Aug 18,Sep 29 2019,5/H,LAA,-1.3,6-3,225,B,R,Jun 2 1992,Adel GA US,Drafted by the Los Angeles Angels of Anaheim in the 1st round (18th pick) of the 2010 amateur draft. Player signed August 16 2010.,,Cook HS (Adel GA),Kaleb Bryant,cowarka01
52,Tyler Cravy,25.324,Jun 2,Oct 2 2016,1,MIL,0.0,6-2,220,R,R,Jul 13 1989,Martinez CA US,Drafted by the Milwaukee Brewers in the 17th round of the 2009 amateur draft. Player signed June 16 2009.,Napa Valley College (Napa CA),Hogan HS (Vallejo CA),Tyler Jay,cravyty01
53,Brandon Cunniff,26.182,Apr 7,Sep 30 2016,1,ATL,-0.2,6-0,185,R,R,Oct 7 1988,Arcadia CA US,Drafted by the Florida Marlins in the 27th round of the 2010 amateur draft. Player signed June 11 2010.,California State University San Bernardino (San Bernardino CA),Norco HS (Norco CA),Brandon Michael,cunnibr02
54,Cheslor Cuthbert,22.233,Jul 7,Jul 26 2020,5/H34D,KCR,-1.6,6-1,190,R,R,Nov 16 1992,Corn Island Atlantico Sur NI,Signed by the Kansas City Royals as an amateur free agent in 2009.,,,Cheslor Jesly,cuthbch01
55,Zach Davies,22.207,Sep 2,Sep 26 2023,/1,MIL,8.2,6-0,180,R,R,Feb 7 1993,Puyallup WA US,Drafted by the Baltimore Orioles in the 26th round of the 2011 amateur draft. Player signed August 15 2011.,,Mesquite HS (Gilbert AZ),Zachary Ryan,davieza02
56,Abel De Los Santos,22.242,Jul 21,Sep 30 2016,/1,WSN,-0.2,6-2,195,R,R,Nov 21 1992,Puerto Plata Puerto Plata DO,Signed by the Texas Rangers as an amateur free agent in 2010.,,,Abel,delosab01
57,José De Paula,27.109,Jun 21,Jun 21 2015,/1,NYY,0.1,6-1,170,R,L,Mar 4 1988,Villa Mella Santo Domingo DO,Signed by the San Diego Padres as an amateur free agent in 2006.,,,José Alberto,depaujo02
58,Cody Decker,28.240,Sep 14,Oct 4 2015,/H3,SDP,-0.3,5-11,218,R,R,Jan 17 1987,Santa Monica CA US,Drafted by the San Diego Padres in the 22nd round of the 2009 amateur draft. Player signed June 20 2009.,University of California Los Angeles (Los Angeles CA),Santa Monica HS (Santa Monica CA),Cody Marshall,deckeco01
59,Delino DeShields,22.235,Apr 8,Oct 3 2021,*87/HD4,TEX,5.1,5-7,190,R,R,Aug 16 1992,Easton MD US,Drafted by the Houston Astros in the 1st round (8th pick) of the 2010 amateur draft. Player signed August 5 2010.,,Woodward Academy (College Park GA),Delino Diaab,deshide02
60,Elias Díaz,24.299,Sep 12,,/H,PIT,5.9,6-1,223,R,R,Nov 17 1990,Maracaibo Zulia VE,Signed by the Pittsburgh Pirates as an amateur free agent in 2008.,,,Elias David,diazel01
61,Alex Dickerson,25.072,Aug 6,Apr 27 2022,H/7,SDP,1.7,6-2,226,L,L,May 26 1990,Poway CA US,Drafted by the Pittsburgh Pirates in the 3rd round of the 2011 amateur draft. Player signed July 14 2011.,Indiana University Bloomington (Bloomington IN),Poway HS (Poway CA),Alexander Ross,dickeal01
62,Wilmer Difo,23.047,May 19,Sep 10 2022,H/4,WSN,0.0,5-10,200,B,R,Apr 2 1992,Santiago Santiago DO,Signed by the Washington Nationals as an amateur free agent in 2010.,,,Wilmer Francisco,difowi01
63,Danny Dorn,30.275,Apr 21,Jul 19 2015,H/93,ARI,-0.3,6-2,200,L,L,Jul 20 1984,San Dimas CA US,Drafted by the Cincinnati Reds in the 32nd round of the 2006 amateur draft. Player signed June 26 2006.,California State University Fullerton (Fullerton CA),Diamond Bar HS (Diamond Bar CA),Daniel Casey,dornda01
64,Oliver Drake,28.130,May 23,Sep 27 2020,1,BAL,1.1,6-4,220,R,R,Jan 13 1987,Worcester MA US,Drafted by the Baltimore Orioles in the 43rd round of the 2008 amateur draft. Player signed July 21 2008.,United States Naval Academy (Annapolis MD),Northfield Mount Hermon School (Gill MA),Oliver Gardner,drakeol01
65,Brandon Drury,23.011,Sep 1,Sep 29 2024,5/4H6,ARI,2.2,6-2,225,R,R,Aug 21 1992,Grants Pass OR US,Drafted by the Atlanta Braves in the 13th round of the 2010 amateur draft. Player signed June 9 2010.,,Grants Pass HS (Grants Pass OR),Brandon Shane,drurybr01
66,Tyler Duffey,24.221,Aug 5,May 20 2024,1,MIN,1.8,6-3,220,R,R,Dec 27 1990,Houston TX US,Drafted by the Minnesota Twins in the 5th round of the 2012 amateur draft. Player signed June 12 2012.,Rice University (Houston TX),Bellaire HS (Bellaire TX),Tyler Blinn,duffety01
67,Matt Duffy,26.222,Sep 16,Apr 9 2016,/H35,HOU,0.2,6-3,215,R,R,Feb 6 1989,Boston MA US,Drafted by the Houston Astros in the 20th round of the 2011 amateur draft. Player signed June 9 2011.,University of Tennessee (Knoxville TN),St. Sebastian's School (Needham MA),Matthew Edward,duffyma02
68,Ryan Dull,25.334,Sep 1,Sep 27 2019,1,OAK,1.0,5-9,185,R,R,Oct 2 1989,Winston-Salem NC US,Drafted by the Oakland Athletics in the 32nd round of the 2012 amateur draft. Player signed June 11 2012.,University of North Carolina at Asheville (Asheville NC),East Forsyth HS (Kernersville NC),Ryan Christopher,dullry01
69,Allan Dykstra,27.322,Apr 8,Apr 23 2015,3,TBR,-0.5,6-5,215,L,R,May 21 1987,San Diego CA US,Drafted by the San Diego Padres in the 1st round (23rd pick) of the 2008 amateur draft. Player signed August 15 2008.,Wake Forest University (Winston-Salem NC),Rancho Bernardo HS (San Diego CA),Allan Christopher,dykstal01
70,Ed Easley,29.159,May 29,Oct 4 2015,/2H,STL,-0.1,6-0,215,R,R,Dec 21 1985,Memphis TN US,Drafted by the Arizona Diamondbacks in the 1st round (61st pick) of the 2007 amateur draft. Player signed June 28 2007.,Mississippi State University (Mississippi State MS),Olive Branch HS (Olive Branch MS),Edward Michael,easleed01
71,Carl Edwards Jr.,24.004,Sep 7,,/1,CHC,4.2,6-3,165,R,R,Sep 3 1991,Newberry SC US,Drafted by the Texas Rangers in the 48th round of the 2011 amateur draft. Player signed August 15 2011.,,Mid-Carolina HS (Prosperity SC),Carl Fleming,edwarca01
72,Jerad Eickhoff,25.050,Aug 21,Jun 22 2022,/1,PHI,4.4,6-4,246,R,R,Jul 2 1990,Evansville IN US,Drafted by the Texas Rangers in the 15th round of the 2011 amateur draft. Player signed July 3 2011.,Olney Central College (Olney IL),Mater Dei HS (Evansville IN),Jerad Joseph,eickhje01
73,Brian Ellington,24.364,Aug 3,Oct 1 2017,1,MIA,-0.4,6-3,215,R,R,Aug 4 1990,Gainesville FL US,Drafted by the Miami Marlins in the 16th round of the 2012 amateur draft. Player signed June 11 2012.,University of West Florida (Pensacola FL),Oak Hall School (Gainesville FL),Brian Michael,ellinbr02
74,Andrew Faulkner,22.353,Aug 31,Sep 25 2016,1,TEX,-0.1,6-3,205,R,L,Sep 12 1992,Bamberg SC US,Drafted by the Texas Rangers in the 14th round of the 2011 amateur draft. Player signed June 19 2011.,,South Aiken HS (Aiken SC),Andrew Michael,faulkan01
75,Taylor Featherston,25.186,Apr 12,Jul 31 2017,54H6/D,LAA,-0.6,6-1,185,R,R,Oct 8 1989,Houston TX US,Drafted by the Colorado Rockies in the 5th round of the 2011 amateur draft. Player signed June 28 2011.,Texas Christian University (Fort Worth TX),James E. Taylor HS (Katy TX),Taylor Joseph,feathta01
76,Michael Feliz,21.337,May 31,Jul 8 2022,/1,HOU,-1.6,6-4,250,R,R,Jun 28 1993,Azua Azua DO,Signed by the Oakland Athletics as an amateur free agent in 2010.,,,Michael,felizmi01
77,Jeff Ferrell,24.223,Jul 4,Sep 18 2017,/1,DET,-0.1,6-4,205,R,R,Nov 23 1990,Charlotte NC US,Drafted by the Detroit Tigers in the 26th round of the 2010 amateur draft. Player signed June 15 2010.,Pitt Community College (Winterville NC),Emsley A. Laney HS (Wilmington NC),Jeffrey Alan,ferreje01
78,Daniel Fields,24.132,Jun 4,Jun 4 2015,/7,DET,-0.1,6-2,225,L,R,Jan 23 1991,Detroit MI US,Drafted by the Detroit Tigers in the 6th round of the 2009 amateur draft. Player signed August 17 2009.,,University of Detroit Jesuit HS (Detroit MI),Daniel Leigh,fieldda01
79,Kendry Flores,23.194,Jun 6,May 14 2016,/1,MIA,0.1,6-2,195,R,R,Nov 24 1991,Azua Azua DO,Signed by the San Francisco Giants as an amateur free agent in 2009.,,,Kendry,floreke01
80,Ramón Flores,23.065,May 30,Aug 3 2017,7/9,NYY,-1.6,5-10,190,L,L,Mar 26 1992,Barinas Barinas VE,Signed by the New York Yankees as an amateur free agent in 2008.,,,Ramón,florera02
81,Rocky Gale,27.196,Sep 6,May 12 2019,/2H,SDP,-0.5,6-1,185,R,R,Feb 22 1988,Portland OR US,Drafted by the San Diego Padres in the 24th round of the 2010 amateur draft. Player signed June 10 2010.,University of Portland (Portland OR),North Salem HS (Salem OR),Rocky Michael,galero01
82,Joey Gallo,21.195,Jun 2,Sep 29 2024,75/HD8,TEX,15.6,6-5,250,L,R,Nov 19 1993,Henderson NV US,Drafted by the Texas Rangers in the 1st round (39th pick) of the 2012 amateur draft. Player signed June 12 2012.,,Bishop Gorman HS (Las Vegas NV),Joseph Nicholas,gallojo01
83,Adonis García,30.037,May 19,Oct 1 2017,57/H,ATL,-0.2,5-9,205,R,R,Apr 12 1985,Ciego de Avila CU,Signed by the New York Yankees as an amateur free agent in 2012.,,,Adonis,garciad01
84,Jason García,22.138,Apr 8,Sep 30 2015,1,BAL,-0.1,6-0,185,R,R,Nov 21 1992,Bronx NY US,Drafted by the Boston Red Sox in the 17th round of the 2010 amateur draft. Player signed June 23 2010.,,Land O'Lakes HS (Land O'Lakes FL),Jason Emilio,garcija03
85,Dustin Garneau,28.007,Aug 20,Apr 30 2022,2,COL,1.4,6-2,205,R,R,Aug 13 1987,Torrance CA US,Drafted by the Colorado Rockies in the 19th round of the 2009 amateur draft. Player signed June 18 2009.,California State University Fullerton (Fullerton CA),San Pedro HS (San Pedro CA),Dustin Thomas,garnedu01
86,Sean Gilmartin,24.337,Apr 10,Aug 22 2020,1,NYM,1.2,6-2,205,L,L,May 8 1990,Thousand Oaks CA US,Drafted by the Atlanta Braves in the 1st round (28th pick) of the 2011 amateur draft. Player signed July 14 2011.,Florida State University (Tallahassee FL),Crespi Carmelite HS (Encino CA),Sean Patrick,gilmase01
87,Mychal Givens,25.042,Jun 24,May 31 2023,1,BAL,8.5,6-0,250,R,R,May 13 1990,Tampa FL US,Drafted by the Baltimore Orioles in the 2nd round of the 2009 amateur draft. Player signed August 17 2009.,,H. B. Plant HS (Tampa FL),Mychal Antonio,givenmy01
88,Zack Godley,25.093,Jul 23,Jun 20 2021,/1,ARI,1.4,6-3,250,R,R,Apr 21 1990,Bamberg SC US,Drafted by the Chicago Cubs in the 10th round of the 2013 amateur draft. Player signed June 13 2013.,University of Tennessee (Knoxville TN),Bamberg Ehrhardt HS (Bamberg SC),Zachary Thomas,godleza01
89,David Goforth,26.227,May 26,Apr 9 2017,1,MIL,-0.4,5-11,205,R,R,Oct 11 1988,Meridian MS US,Drafted by the Milwaukee Brewers in the 7th round of the 2011 amateur draft. Player signed June 22 2011.,University of Mississippi (Oxford MS),Neshoba Central HS (Philadelphia MS),David Paul,goforda01
90,Chi Chi González,23.135,May 30,Sep 17 2023,1,TEX,-0.3,6-3,210,R,R,Jan 15 1992,Delray Beach FL US,Drafted by the Texas Rangers in the 1st round (23rd pick) of the 2013 amateur draft. Player signed June 10 2013.,Oral Roberts University (Tulsa OK),Boca Raton Community HS (Boca Raton FL),Alexander,gonzach01
91,Severino González,22.212,Apr 28,Sep 27 2016,/1,PHI,-0.9,6-2,155,R,R,Sep 28 1992,Santiago Veraguas PA,Signed by the Philadelphia Phillies as an amateur free agent in 2011.,,,Severino Yunier,gonzase01
92,Nick Goody,24.024,Jul 30,Sep 23 2020,/1,NYY,0.7,5-11,200,R,R,Jul 6 1991,Orlando FL US,Drafted by the New York Yankees in the 6th round of the 2012 amateur draft. Player signed June 14 2012.,Florida State College at Jacksonville (Jacksonville FL) Louisiana State University (Baton Rouge LA) State College of Florida Manatee-Sarasota (Bradenton FL),University HS (Orlando FL),Nicholas Gunnar,goodyni01
93,Trevor Gott,22.292,Jun 14,Sep 27 2023,1,LAA,-0.9,5-11,185,R,R,Aug 26 1992,Lexington KY US,Drafted by the San Diego Padres in the 6th round of the 2013 amateur draft. Player signed June 14 2013.,University of Kentucky (Lexington KY),Tates Creek HS (Lexington KY),Trevor Vaughan,gotttr01
94,Matt Grace,26.129,Apr 22,Aug 26 2020,1,WSN,0.3,6-4,215,L,L,Dec 14 1988,Palos Verdes Estates CA US,Drafted by the Washington Nationals in the 8th round of the 2010 amateur draft. Player signed July 9 2010.,University of California Los Angeles (Los Angeles CA),Palos Verdes HS (Palos Verdes Estates CA),Matthew Aaron,gracema02
95,J.R. Graham,25.082,Apr 6,May 4 2016,1,MIN,-0.5,5-11,195,R,R,Jan 14 1990,Livermore CA US,Drafted by the Atlanta Braves in the 4th round of the 2011 amateur draft. Player signed June 16 2011.,Santa Clara University (Santa Clara CA),Livermore HS (Livermore CA),Johnathan Ryan,grahajr01
