Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
11,Mike Bell,25.226,Jul 20,Oct 1 2000,5H,CIN,0.2,6-2,195,R,R,Dec 7 1974,Cincinnati OH US,Drafted by the Texas Rangers in the 1st round (30th pick) of the 1993 amateur draft. Player signed June 8 1993.,,Archbishop Moeller HS (Cincinnati OH),Michael John,bellmi02
12,Rob Bell,23.082,Apr 8,Sep 30 2007,1,CIN,-0.6,6-5,225,R,R,Jan 17 1977,Newburgh NY US,Drafted by the Atlanta Braves in the 3rd round of the 1995 amateur draft. Player signed June 12 1995.,,Marlboro Central HS (Marlboro NY),Robert Allen,bellro01
13,Adam Bernero,23.247,Aug 1,Sep 30 2006,1,DET,-1.4,6-4,205,R,R,Nov 28 1976,San Jose CA US,Signed by the Detroit Tigers as an amateur free agent in 1999.,Culver-Stockton College (Canton MO) Sacramento City College (Sacramento CA) Armstrong State University (Savannah GA),John F. Kennedy HS (Sacramento CA),Adam Gino,bernead01
14,Rocky Biddle,24.081,Aug 10,Sep 6 2004,/1,CHW,-3.2,6-3,230,R,R,May 21 1976,Las Vegas NV US,Drafted by the Chicago White Sox in the 1st round (51st pick) of the 1997 amateur draft. Player signed June 12 1997.,California State University Long Beach (Long Beach CA),Temple City HS (Temple City CA),Lee Francis,biddlro01
15,Matt Blank,23.364,Apr 3,Jun 21 2001,1,MON,0.3,6-2,200,L,L,Apr 5 1976,Texarkana TX US,Drafted by the Montreal Expos in the 11th round of the 1997 amateur draft. Player signed June 4 1997.,Galveston College (Galveston TX) Texas A&M University (College Station TX),James W. Martin HS (Arlington TX),Clarence Matthew,blankma01
16,Hiram Bocachica,24.193,Sep 13,Jul 17 2007,/H4,LAD,0.2,5-11,195,R,R,Mar 4 1976,Ponce PR,Drafted by the Montreal Expos in the 1st round (21st pick) of the 1994 amateur draft. Player signed June 6 1994.,,Bayamon (Bayamon Puerto Rico) Rexville HS (Bayamon Puerto Rico),Hiram Colon,bocachi01
17,Milton Bradley,22.095,Jul 19,May 8 2011,8/H,MON,16.9,6-0,215,B,R,Apr 15 1978,Harbor City CA US,Drafted by the Montreal Expos in the 2nd round of the 1996 amateur draft. Player signed July 1 1996.,,Long Beach Polytechnic HS (Long Beach CA),Milton Obelle,bradlmi01
18,Leslie Brea,26.306,Aug 13,Jun 16 2001,/1,BAL,-0.6,5-10,170,R,R,Oct 12 1973,San Pedro de Macoris San Pedro de Macoris DO,Signed by the Seattle Mariners as an amateur free agent in 1996.,,Santo Domingo (Santo Domingo Dominican Republic),Lesli Guillermo,breale01
19,Tarrik Brock,26.095,Mar 29,Apr 22 2000,/7H8,CHC,-0.1,6-3,170,L,L,Dec 25 1973,Goleta CA US,Drafted by the Detroit Tigers in the 2nd round of the 1991 amateur draft. Player signed June 5 1991.,,Hawthorne HS (Hawthorne CA),Tarrik Jumaan,brockta01
20,Justin Brunette,24.189,Apr 13,May 12 2000,/1,STL,0.1,6-1,200,L,L,Oct 7 1975,Los Alamitos CA US,Drafted by the St. Louis Cardinals in the 20th round of the 1997 amateur draft. Player signed June 7 1997.,San Diego State University (San Diego CA),Ocean View HS (Huntington Beach CA),Justin Thomas,bruneju01
21,Brian Buchanan,26.303,May 19,Aug 29 2004,9/HD7,MIN,0.4,6-4,230,R,R,Jul 21 1973,Miami FL US,Drafted by the New York Yankees in the 1st round (24th pick) of the 1994 amateur draft. Player signed July 11 1994.,University of Virginia (Charlottesville VA),Fairfax HS (Fairfax VA),Brian James,buchabr01
22,Mark Buehrle,21.115,Jul 16,Oct 4 2015,1,CHW,59.0,6-2,240,L,L,Mar 23 1979,St. Charles MO US,Drafted by the Chicago White Sox in the 38th round of the 1998 amateur draft. Player signed May 21 1999.,Jefferson College (Hillsboro MO),Francis Howell North HS (St. Charles MO),Mark Alan,buehrma01
23,Morgan Burkhart,28.150,Jun 27,Jul 2 2003,D/3H7,BOS,-0.1,5-11,225,B,L,Jan 29 1972,St. Louis MO US,,Texas State University (San Marcos TX) University of Central Missouri (Warrensburg MO),Hazelwood West HS (Hazelwood MO),Morgan Boyd,burkhmo01
24,Pat Burrell,23.227,May 24,Sep 28 2011,37/DH,PHI,18.9,6-4,235,R,R,Oct 10 1976,Eureka Springs AR US,Drafted by the Philadelphia Phillies in the 1st round (1st pick) of the 1998 amateur draft. Player signed July 24 1998.,University of Miami (Coral Gables FL),Bellarmine College Preparatory (San Jose CA),Patrick Brian,burrepa01
25,Eric Byrnes,24.188,Aug 22,May 2 2010,/H9D7,OAK,10.5,6-2,200,R,R,Feb 16 1976,Redwood City CA US,Drafted by the Oakland Athletics in the 8th round of the 1998 amateur draft. Player signed June 12 1998.,University of California Los Angeles (Los Angeles CA),St. Francis HS (Mountain View CA),Eric James,byrneer01
26,Alex Cabrera,28.185,Jun 26,Sep 30 2000,39/H7,ARI,0.4,6-2,217,R,R,Dec 24 1971,Caripito Monagas VE,Signed by the Chicago Cubs as an amateur free agent in 1991.,,Caripito (Caripito Venezuela),Alexander Alberto,cabreal02
27,Cameron Cairncross,28.070,Jul 20,Oct 1 2000,1,CLE,0.2,6-0,195,L,L,May 11 1972,Cairns Queensland AU,Signed by the San Diego Padres as an amateur free agent in 1990.,,Cairns (Cairns Australia),Cameron,cairnca01
28,Eric Cammack,24.258,Apr 28,Sep 29 2000,/1,NYM,0.1,6-1,175,R,R,Aug 14 1975,Nederland TX US,Drafted by the New York Mets in the 13th round of the 1997 amateur draft. Player signed June 9 1997.,Lamar University (Beaumont TX),Nederland HS (Nederland TX),Eric Wade,cammaer01
29,Javier Cardona,24.259,May 31,May 14 2002,2/H,DET,-0.6,6-1,185,R,R,Sep 15 1975,Santurce PR,Drafted by the Detroit Tigers in the 23rd round of the 1994 amateur draft. Player signed June 4 1994.,Lake Land College (Mattoon IL),Dorado (Dorado Puerto Rico) Jose S. Alegria (Dorado Puerto Rico),Javier Peterson,cardoja01
30,Bubba Carpenter,31.295,May 13,Jun 6 2000,/H7D9,COL,-0.1,6-1,195,L,L,Jul 23 1968,Dallas TX US,Signed by the New York Yankees as an amateur free agent in 1991.,University of Arkansas (Fayetteville AR),West Fork HS (West Fork AR),Charles Sydney,carpebu01
31,Carlos Casimiro,23.266,Jul 31,Aug 1 2000,/DH,BAL,-0.1,5-11,179,R,R,Nov 8 1976,San Pedro de Macoris San Pedro de Macoris DO,Signed by the Baltimore Orioles as an amateur free agent in 1994.,,San Pedro de Macoris (San Pedro de Macoris Dominican Republic),Carlos Rafael,casimca01
32,Frank Charles,31.195,Sep 5,Oct 1 2000,/H2,HOU,0.0,6-4,210,R,R,Feb 23 1969,Fontana CA US,Drafted by the San Francisco Giants in the 17th round of the 1991 amateur draft. Player signed June 4 1991.,California State University Fullerton (Fullerton CA),Montclair Prep HS (Van Nuys CA),Franklin Scott,charlfr01
33,Randy Choate,24.300,Jul 1,Oct 2 2015,1,NYY,4.5,6-1,205,L,L,Sep 5 1975,San Antonio TX US,Drafted by the New York Yankees in the 5th round of the 1997 amateur draft. Player signed June 30 1997.,Florida State University (Tallahassee FL),Winston Churchill HS (San Antonio TX),Randol Doyle,choatra01
34,Brady Clark,27.138,Sep 3,Apr 22 2008,/H97,CIN,4.7,6-2,195,R,R,Apr 18 1973,Portland OR US,Signed by the Cincinnati Reds as an amateur free agent in 1996.,University of San Diego (San Diego CA),Sunset HS (Portland OR),Brady William,clarkbr02
35,Pasqual Coco,22.313,Jul 17,Apr 14 2002,/1,TOR,-0.2,6-1,185,R,R,Sep 8 1977,Santo Domingo Distrito Nacional DO,Signed by the Toronto Blue Jays as an amateur free agent in 1994.,,Santo Domingo (Santo Domingo Dominican Republic),Pasqual,cocopa01
36,Ivanon Coffie,23.060,Jul 15,Sep 20 2000,5/H6D,BAL,-0.2,6-1,190,L,R,May 16 1977,Willemstad CW,Signed by the Baltimore Orioles as an amateur free agent in 1995.,,,Ivanon Angelino,coffiiv01
37,Dave Coggin,23.237,Jun 23,Aug 28 2002,/1,PHI,0.2,6-4,195,R,R,Oct 30 1976,Covina CA US,Drafted by the Philadelphia Phillies in the 1st round (30th pick) of the 1995 amateur draft. Player signed June 15 1995.,,Upland HS (Upland CA),David Raymond,coggida01
38,Jason Conti,25.154,Jun 29,Jul 18 2004,9H/87,ARI,0.5,5-11,180,L,R,Jan 27 1975,Pittsburgh PA US,Drafted by the Arizona Diamondbacks in the 32nd round of the 1996 amateur draft. Player signed June 6 1996.,University of Pittsburgh (Pittsburgh PA),Seneca Valley HS (Harmony PA),Stanley Jason,contija01
39,Paxton Crawford,22.332,Jul 1,Jun 6 2001,/1,BOS,1.1,6-3,205,R,R,Aug 4 1977,Little Rock AR US,Drafted by the Boston Red Sox in the 9th round of the 1995 amateur draft. Player signed June 6 1995.,,Carlsbad HS (Carlsbad NM),Paxton Keith,crawfpa02
40,Joe Crede,22.139,Sep 12,Sep 13 2009,/5DH,CHW,14.7,6-3,195,R,R,Apr 26 1978,Jefferson City MO US,Drafted by the Chicago White Sox in the 5th round of the 1996 amateur draft. Player signed June 5 1996.,,Fatima HS (Westphalia MO),Joseph Taylor,credejo01
41,Jack Cressend,25.105,Aug 26,May 5 2004,1,MIN,1.4,6-1,185,R,R,May 13 1975,New Orleans LA US,Signed by the Boston Red Sox as an amateur free agent in 1996.,Tulane University (New Orleans LA),Mandeville HS (Mandeville LA),John Baptiste,cressja01
42,D.T. Cromer,29.017,Apr 5,Oct 7 2001,H3,CIN,0.4,6-2,190,L,L,Mar 19 1971,Lake City SC US,Drafted by the Oakland Athletics in the 11th round of the 1992 amateur draft. Player signed June 7 1992.,University of South Carolina (Columbia SC),Lexington HS (Lexington SC),David Thomas,cromed.01
43,Darwin Cubillán,27.187,May 20,Jun 1 2004,/1,TOR,-0.5,6-2,165,R,R,Nov 15 1972,Bobures Zulia VE,Signed by the New York Yankees as an amateur free agent in 1993.,,Bobure (Bobure Venezuela),Darwin Harrikson,cubilda01
44,Jeff D'Amico,25.207,Jun 3,Jul 7 2000,/1,KCR,-0.3,6-3,200,R,R,Nov 9 1974,Inglewood CA US,Drafted by the Oakland Athletics in the 2nd round of the 1993 amateur draft. Player signed July 26 1993.,,Redmond HS (Redmond WA),Jeffrey Michael,d'amije02
45,Kane Davis,24.353,Jun 12,Sep 23 2007,/1,CLE,-0.3,6-3,194,R,R,Jun 25 1975,Ripley WV US,Drafted by the Pittsburgh Pirates in the 13th round of the 1993 amateur draft. Player signed June 6 1993.,,Spencer HS (Spencer WV),Kane Thomas,daviska01
46,Tomás de la Rosa,22.171,Jul 17,Oct 1 2006,6/HD,MON,0.1,5-10,165,R,R,Jan 28 1978,La Victoria Santo Domingo DO,Signed by the Montreal Expos as an amateur free agent in 1995.,,La Victoria (La Victoria Dominican Republic),Tomás Agramonte,delarto01
47,Kory DeHaan,23.284,Apr 25,Sep 29 2002,9H7/8D,SDP,0.0,6-2,187,L,R,Jul 16 1976,Pella IA US,Drafted by the Pittsburgh Pirates in the 7th round of the 1997 amateur draft. Player signed June 5 1997.,Morningside University (Sioux City IA),Pella Christian HS (Pella IA),Korwin Jay,dehaako01
48,Matt DeWitt,22.290,Jun 20,May 2 2002,/1,TOR,0.2,6-4,220,R,R,Sep 4 1977,San Bernardino CA US,Drafted by the St. Louis Cardinals in the 10th round of the 1995 amateur draft. Player signed June 3 1995.,,Valley HS (Las Vegas NV),Matthew Brian,dewitma01
49,Craig Dingman,26.110,Jun 30,Sep 28 2005,1,NYY,-0.8,6-4,215,R,R,Mar 12 1974,Wichita KS US,Drafted by the New York Yankees in the 36th round of the 1993 amateur draft. Player signed May 22 1994.,Hutchinson Community College (Hutchinson KS),Wichita North HS (Wichita KS),Craig Allen,dingmcr01
50,Scott Downs,24.023,Apr 9,Sep 23 2014,1,CHC,10.8,6-2,215,L,L,Mar 17 1976,Louisville KY US,Drafted by the Chicago Cubs in the 3rd round of the 1997 amateur draft. Player signed June 18 1997.,University of Kentucky (Lexington KY),Pleasure Ridge Park HS (Louisville KY),Scott Jeremy,downssc01
51,Tim Drew,21.267,May 24,Oct 2 2004,/1,CLE,-2.3,6-1,195,R,R,Aug 31 1978,Valdosta GA US,Drafted by the Cleveland Indians in the 1st round (28th pick) of the 1997 amateur draft. Player signed July 27 1997.,,Lowndes HS (Valdosta GA),Timothy Andrew,drewti01
52,Adam Eaton,22.189,May 30,Aug 24 2009,1/H,SDP,4.6,6-2,190,R,R,Nov 23 1977,Seattle WA US,Drafted by the Philadelphia Phillies in the 1st round (11th pick) of the 1996 amateur draft. Player signed August 26 1996.,,Snohomish HS (Snohomish WA),Adam Thomas,eatonad01
53,Darrell Einertson,27.224,Apr 15,Jul 27 2000,1,NYY,0.0,6-2,190,R,R,Sep 4 1972,Rhinelander WI US,Drafted by the New York Yankees in the 11th round of the 1995 amateur draft. Player signed June 3 1995.,Indian Hills Community College (Centerville IA) Cameron University (Lawton OK) Iowa Wesleyan College (Mount Pleasant IA),Urbandale HS (Urbandale IA),Darrell Lee,einerda01
54,Trevor Enders,25.255,Sep 2,Sep 29 2000,/1,TBD,-0.5,6-1,205,R,L,Dec 22 1974,Milwaukee WI US,Signed by the Tampa Bay Devil Rays as an amateur free agent in 1996.,Houston Christian University (Houston TX),James E. Taylor HS (Katy TX),Trevor Hale,endertr01
55,Morgan Ensberg,25.025,Sep 20,May 25 2008,/H5,HOU,13.8,6-2,210,R,R,Aug 26 1975,Redondo Beach CA US,Drafted by the Houston Astros in the 9th round of the 1998 amateur draft. Player signed June 18 1998.,University of Southern California (Los Angeles CA),Redondo Union HS (Redondo Beach CA),Morgan Paul,ensbemo01
56,Leo Estrella,25.149,Jul 18,Apr 7 2004,/1,TOR,0.6,6-1,185,R,R,Feb 20 1975,Puerto Plata Puerto Plata DO,Signed by the New York Mets as an amateur free agent in 1993.,,Liceo Padre las Casas (Puerto Plata Dominican Republic),Leoncio,estrele01
57,Seth Etherton,23.222,May 26,Jun 3 2006,1,ANA,-0.7,6-1,195,R,R,Oct 17 1976,Laguna Beach CA US,Drafted by the Anaheim Angels in the 1st round (18th pick) of the 1998 amateur draft. Player signed July 2 1998.,University of Southern California (Los Angeles CA),Dana Hills HS (Dana Point CA),Seth Michael,etherse01
58,Pedro Feliz,25.131,Sep 5,Oct 3 2010,/5H,SFG,5.6,6-1,210,R,R,Apr 27 1975,Azua Azua DO,Signed by the San Francisco Giants as an amateur free agent in 1994.,,Los Toros (Azua Dominican Republic),Pedro Julio,felizpe01
59,Nelson Figueroa,26.016,Jun 3,May 9 2011,/1,ARI,2.7,6-1,185,B,R,May 18 1974,Brooklyn NY US,Drafted by the New York Mets in the 30th round of the 1995 amateur draft. Player signed June 6 1995.,Brandeis University (Waltham MA),Abraham Lincoln HS (Brooklyn NY),Nelson,figuene01
60,Tony Fiore,28.320,Aug 27,Jun 16 2003,1,TBD,1.3,6-4,210,R,R,Oct 12 1971,Oak Park IL US,Drafted by the Philadelphia Phillies in the 28th round of the 1992 amateur draft. Player signed June 3 1992.,Triton College (River Grove IL),Holy Cross HS (River Grove IL),Anthony James,fioreto01
61,Scott Forster,28.235,Jun 18,Sep 29 2000,1,MON,-0.9,6-1,194,R,L,Oct 27 1971,Philadelphia PA US,Drafted by the Montreal Expos in the 6th round of the 1994 amateur draft. Player signed June 29 1994.,James Madison University (Harrisonburg VA),Springfield HS (Springfield PA),Scott Christian,forstsc01
62,Wayne Franklin,26.137,Jul 24,Sep 30 2006,1,HOU,-0.3,6-2,195,L,L,Mar 9 1974,Wilmington DE US,Drafted by the Los Angeles Dodgers in the 36th round of the 1996 amateur draft. Player signed June 8 1996.,Cecil Community College (North East MD) University of Maryland Baltimore County (Baltimore MD),North East HS (North East MD),Gary Wayne,frankwa01
63,Aaron Fultz,26.214,Apr 5,Sep 30 2007,1,SFG,2.8,6-0,196,L,L,Sep 4 1973,Memphis TN US,Drafted by the San Francisco Giants in the 6th round of the 1992 amateur draft. Player signed June 6 1992.,North Florida Community College (Madison FL),Munford HS (Munford TN),Richard Aaron,fultzaa01
64,Rafael Furcal,22.163,Apr 4,Jun 21 2014,*64/H,ATL,39.5,5-8,195,B,R,Oct 24 1977,Loma de Cabrera Dajabon DO,Signed by the Atlanta Braves as an amateur free agent in 1996.,,Jose Cabrera (Loma de Cabrera Dominican Republic),Rafael,furcara02
65,Daniel Garibay,27.055,Apr 9,Sep 16 2000,1/H,CHC,-0.8,5-8,154,L,L,Feb 14 1973,Maneadero Baja California MX,Signed by the Los Angeles Dodgers as an amateur free agent in 1992.,,Cebatis (Ensenada Mexico),Daniel,garibda01
66,Jon Garland,20.281,Jul 4,Jun 5 2013,1,CHW,22.5,6-6,210,R,R,Sep 27 1979,Valencia CA US,Drafted by the Chicago Cubs in the 1st round (10th pick) of the 1997 amateur draft. Player signed June 7 1997.,,John F. Kennedy HS (Granada Hills CA),Jon Steven,garlajo01
67,Keith Ginter,24.138,Sep 20,Sep 18 2005,/H4,HOU,1.5,5-10,190,R,R,May 5 1976,Norwalk CA US,Drafted by the Houston Astros in the 10th round of the 1998 amateur draft. Player signed June 7 1998.,Cypress College (Cypress CA) Texas Tech University (Lubbock TX),Fullerton Union HS (Fullerton CA),Keith Michael,ginteke01
68,Matt Ginter,22.252,Sep 1,Aug 3 2008,/1,CHW,0.0,6-1,215,R,R,Dec 24 1977,Lexington KY US,Drafted by the Chicago White Sox in the 1st round (22nd pick) of the 1999 amateur draft. Player signed June 24 1999.,Mississippi State University (Mississippi State MS),George Rogers Clark HS (Winchester KY),Matthew Shane,gintema01
69,Ross Gload,24.148,Aug 31,Sep 24 2011,/H739,CHC,-0.2,6-1,190,L,L,Apr 5 1976,Brooklyn NY US,Drafted by the Florida Marlins in the 13th round of the 1997 amateur draft. Player signed June 12 1997.,University of South Florida (Tampa FL),East Hampton HS (East Hampton NY),Ross Peter,gloadro01
70,Raúl González,26.150,May 25,Jun 21 2004,/7H,CHC,-0.2,5-8,190,R,R,Dec 27 1973,Santurce PR,Drafted by the Kansas City Royals in the 17th round of the 1990 amateur draft. Player signed August 26 1990.,,Gilberto Concepcion de Gracia HS (Carolina Puerto Rico),Victor Raúl,gonzara01
71,Jason Green,25.048,Jul 23,Sep 29 2000,1,HOU,-0.4,6-1,205,R,R,Jun 5 1975,Port Hope ON CA,Drafted by the Houston Astros in the 30th round of the 1993 amateur draft. Player signed May 8 1994.,Chipola College (Marianna FL),Port Hope and District HS (Port Hope ON),David Jason,greenja01
72,Jason Grilli,23.182,May 11,Oct 1 2017,/1,FLA,4.6,6-5,235,R,R,Nov 11 1976,Royal Oak MI US,Drafted by the San Francisco Giants in the 1st round (4th pick) of the 1997 amateur draft. Player signed July 25 1997.,Seton Hall University (South Orange NJ),Charles W. Baker HS (Baldwinsville NY),Jason Michael,grillja01
73,Geraldo Guzmán,27.221,Jul 6,Jun 4 2001,1,ARI,0.5,6-2,180,R,R,Nov 28 1972,Tenares Hermanas Mirabal DO,Signed by the Montreal Expos as an amateur free agent in 1989.,,Teoares (Teoares Dominican Republic),Geraldo Moreno,guzmage01
74,Toby Hall,24.330,Sep 15,Sep 21 2008,/2,TBD,4.7,6-2,255,R,R,Oct 21 1975,Tacoma WA US,Drafted by the Tampa Bay Devil Rays in the 9th round of the 1997 amateur draft. Player signed June 9 1997.,American River College (Sacramento CA) University of Nevada Las Vegas (Paradise NV),El Dorado HS (Placerville CA),Toby Jason,hallto02
75,Travis Harper,24.075,Aug 4,Aug 1 2006,/1,TBD,0.2,6-4,190,L,R,May 21 1976,Harrisonburg VA US,Drafted by the Boston Red Sox in the 3rd round of the 1997 amateur draft. Player signed July 14 1997.,James Madison University (Harrisonburg VA),Circleville HS (Circleville WV),Travis Boyd,harpetr01
76,Alex Hernández,23.096,Sep 1,Aug 10 2001,3/H79,PIT,-1.0,6-4,190,L,L,May 28 1977,San Juan PR,Drafted by the Pittsburgh Pirates in the 4th round of the 1995 amateur draft. Player signed June 5 1995.,,Juan Rios Serpa HS (Levittown Puerto Rico) Pedro Albizo Campos (Puerto Rico),Alexander,hernaal01
77,Kevin Hodges,26.305,Apr 24,Sep 30 2000,1,SEA,0.1,6-4,200,R,R,Jun 24 1973,Houston TX US,Drafted by the Kansas City Royals in the 8th round of the 1991 amateur draft. Player signed June 17 1991.,,Klein Oak HS (Spring TX),Kevin Jon,hodgeke01
78,Craig House,23.029,Aug 6,Sep 28 2000,1,COL,-0.1,6-2,210,R,R,Jul 8 1977,Naha AFB Okinawa JP,Drafted by the Colorado Rockies in the 12th round of the 1999 amateur draft. Player signed June 18 1999.,University of Memphis (Memphis TN),Christian Brothers HS (Memphis TN),Craig Michael,housecr01
79,Aubrey Huff,23.226,Aug 2,Oct 3 2012,5/H,TBD,20.5,6-4,225,L,R,Dec 20 1976,Marion OH US,Drafted by the Tampa Bay Devil Rays in the 5th round of the 1998 amateur draft. Player signed June 17 1998.,Vernon College (Vernon TX) University of Miami (Coral Gables FL),Brewer HS (Fort Worth TX),Aubrey Lewis,huffau01
80,Adam Hyzdu,28.277,Sep 8,Apr 26 2006,/H97,PIT,-0.2,6-2,210,R,R,Dec 6 1971,San Jose CA US,Drafted by the San Francisco Giants in the 1st round (15th pick) of the 1990 amateur draft. Player signed June 15 1990.,Xavier University (Cincinnati OH),Archbishop Moeller HS (Cincinnati OH),Adam Davis,hyzduad01
81,Thomas Jacquez,24.255,Sep 9,Sep 30 2000,/1,PHI,-0.6,6-2,195,L,L,Dec 29 1975,Stockton CA US,Drafted by the Philadelphia Phillies in the 6th round of the 1997 amateur draft. Player signed June 16 1997.,University of California Los Angeles (Los Angeles CA),Lincoln HS (Stockton CA),Thomas Patrick,jacquth01
82,Keith Johnson,29.000,Apr 17,Aug 9 2000,/3H46,ANA,0.3,5-11,200,R,R,Apr 17 1971,Hanford CA US,Drafted by the Los Angeles Dodgers in the 4th round of the 1992 amateur draft. Player signed June 4 1992.,University of the Pacific (Stockton CA),Hanford HS (Hanford CA),Keith,johnske04
83,Mark Johnson,24.341,Apr 7,Jun 24 2000,/1,DET,-0.5,6-3,226,R,R,May 2 1975,Dayton OH US,Drafted by the Houston Astros in the 1st round (19th pick) of the 1996 amateur draft. Player signed August 30 1996.,University of Hawaii at Manoa (Honolulu HI),Springboro HS (Springboro OH),Mark Joseph,johnsma05
84,Marcus Jones,25.110,Jul 17,Jul 17 2000,/1,OAK,-0.2,6-5,235,R,R,Mar 29 1975,Bellflower CA US,Drafted by the Oakland Athletics in the 3rd round of the 1997 amateur draft. Player signed June 18 1997.,California State University Long Beach (Long Beach CA),Esperanza HS (Anaheim CA),Marcus Ray,jonesma02
85,Randy Keisler,24.199,Sep 10,Jul 27 2007,/1,NYY,-1.5,6-3,200,L,L,Feb 24 1976,Richardson TX US,Drafted by the New York Yankees in the 2nd round of the 1998 amateur draft. Player signed July 21 1998.,Navarro College (Corsicana TX) Louisiana State University (Baton Rouge LA),Palmer HS (Palmer TX),Randy Dean,keislra01
86,Kenny Kelly,21.225,Sep 7,Oct 1 2005,/HD,TBD,-0.1,6-3,180,R,R,Jan 26 1979,Plant City FL US,Drafted by the Tampa Bay Devil Rays in the 2nd round of the 1997 amateur draft. Player signed June 12 1997.,University of Miami (Coral Gables FL),Tampa Catholic HS (Tampa FL),Kenneth Alphonso,kellyke01
87,Matt Kinney,23.246,Aug 18,Sep 28 2005,/1,MIN,0.3,6-5,220,R,R,Dec 16 1976,Bangor ME US,Drafted by the Boston Red Sox in the 6th round of the 1995 amateur draft. Player signed June 30 1995.,,Bangor HS (Bangor ME),Matthew John,kinnema01
88,Ryan Kohlmeier,23.034,Jul 29,Oct 5 2001,1,BAL,0.0,6-2,195,R,R,Jun 25 1977,Salina KS US,Drafted by the Baltimore Orioles in the 14th round of the 1996 amateur draft. Player signed August 16 1996.,Butler Community College (El Dorado KS),Chase County HS (Cottonwood Falls KS),Ryan Lyle,kohlmry01
89,Brandon Kolb,26.174,May 12,Sep 19 2001,1,SDP,-0.6,6-1,190,R,R,Nov 20 1973,Oakland CA US,Drafted by the San Diego Padres in the 4th round of the 1995 amateur draft. Player signed June 2 1995.,Chabot College (Hayward CA) Texas Tech University (Lubbock TX),Danville HS (Danville CA),Brandon Charles,kolbbr01
90,Mike Lamb,24.258,Apr 23,Jul 17 2010,*5/HD,TEX,4.0,6-1,205,L,R,Aug 9 1975,West Covina CA US,Drafted by the Texas Rangers in the 7th round of the 1997 amateur draft. Player signed June 6 1997.,California State University Fullerton (Fullerton CA),Bishop Amat Memorial HS (La Puente CA),Michael Robert,lambmi01
