Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
11,Nick Anderson,28.266,Mar 28,Jul 13 2024,1,MIA,3.4,6-4,205,R,R,Jul 5 1990,Crosby MN US,Signed as a Free Agent with the Minnesota Twins in 2015.,Mayville State University (Mayville ND) St. Cloud State University (St. Cloud MN),Brainerd HS (Brainerd MN),Nick Paul,anderni01
12,Shaun Anderson,24.198,May 15,,1,SFG,-1.7,6-6,228,R,R,Oct 29 1994,Coral Springs FL US,Drafted by the Boston Red Sox in the 3rd round of the 2016 amateur draft. Player signed July 2 2016.,University of Florida (Gainesville FL),American Heritage HS (Plantation FL),Shaun,andersh01
13,Rogelio Armenteros,24.349,Jun 14,Aug 17 2019,/1,HOU,0.1,6-1,244,R,R,Jun 30 1994,La Habana La Habana CU,Signed by the Houston Astros as an amateur free agent in 2014.,,,Rogelio,armenro01
14,Randy Arozarena,24.167,Aug 14,,H/987,STL,14.8,5-10,185,R,R,Feb 28 1995,Mantua Pinar del Rio CU,Signed as a Free Agent with the St. Louis Cardinals in 2016.,,,Randy,arozara01
15,Luis Arráez,22.039,May 18,,475/6HD,MIN,15.0,5-10,175,L,R,Apr 9 1997,San Felipe Yaracuy VE,Signed by the Minnesota Twins as an amateur free agent in 2013.,,,Luis Sangel,arraelu01
16,Humberto Arteaga,25.148,Jun 20,Jul 2 2021,6/4H51,KCR,-0.8,6-1,160,R,R,Jan 23 1994,Caracas Distrito Federal VE,Signed by the Kansas City Royals as an amateur free agent in 2010.,,,Humberto Jose,arteahu01
17,Pedro Avila,22.087,Apr 11,Sep 27 2024,/1,SDP,1.2,5-11,210,R,R,Jan 14 1997,Caracas Distrito Federal VE,Signed by the Washington Nationals as an amateur free agent in 2014.,,,Pedro Manuel,avilape01
18,Michel Báez,23.183,Jul 23,Aug 2 2022,1,SDP,0.6,6-8,220,R,R,Jan 21 1996,La Habana La Habana CU,Signed by the San Diego Padres as an amateur free agent in 2016.,,,Michel,baezmi01
19,Tres Barrera,24.364,Sep 14,May 24 2023,/2H,WSN,0.0,6-0,215,R,R,Sep 15 1994,Eagle Pass TX US,Drafted by the Washington Nationals in the 6th round of the 2016 amateur draft. Player signed June 16 2016.,University of Texas at Austin (Austin TX),,Felipe Jesus,barretr01
20,Matt Beaty,26.002,Apr 30,Sep 6 2023,37H/5D9,LAD,-1.3,6-0,215,L,R,Apr 28 1993,Snellville GA US,Drafted by the Los Angeles Dodgers in the 12th round of the 2015 amateur draft. Player signed June 13 2015.,Belmont University (Nashville TN),Dresden HS (Dresden TN),Matthew Thomas,beatyma01
21,David Bednar,24.326,Sep 1,,1,SDP,4.6,6-1,250,L,R,Oct 10 1994,Pittsburgh PA US,Drafted by the San Diego Padres in the 35th round of the 2016 amateur draft. Player signed June 13 2016.,Lafayette College (Easton PA),,David Jeffrey,bednada01
22,Anthony Bemboom,29.114,May 12,Jul 2 2023,/2,TBR,-0.6,6-1,195,L,R,Jan 18 1990,St. Cloud MN US,Drafted by the Los Angeles Angels of Anaheim in the 22nd round of the 2012 amateur draft. Player signed June 12 2012.,Creighton University (Omaha NE),Sauk Rapids-Rice HS (Sauk Rapids MN),Anthony John,bemboan01
23,Travis Bergen,25.172,Mar 29,May 23 2021,1,SFG,0.7,6-1,223,L,L,Oct 8 1993,McDonough GA US,Drafted by the Toronto Blue Jays in the 7th round of the 2015 amateur draft. Player signed June 14 2015.,Kennesaw State University (Kennesaw GA),,Travis Michael,bergetr01
24,Bo Bichette,21.146,Jul 29,,6/D,TOR,18.1,5-11,190,R,R,Mar 5 1998,Orlando FL US,Drafted by the Toronto Blue Jays in the 2nd round of the 2016 amateur draft. Player signed June 15 2016.,,Lakewood HS (St. Petersburg FL),Bo Joseph,bichebo01
25,Cavan Biggio,24.043,May 24,,4/39DH7,TOR,6.9,6-1,200,L,R,Apr 11 1995,Houston TX US,Drafted by the Toronto Blue Jays in the 5th round of the 2016 amateur draft. Player signed June 14 2016.,University of Notre Dame (South Bend IN),St. Thomas HS (Houston TX),Cavan Thomas,biggica01
26,Kyle Bird,25.350,Mar 28,Jul 30 2019,1,TEX,-0.1,6-3,220,L,L,Apr 12 1993,Orange Park FL US,Drafted by the Tampa Bay Rays in the 35th round of the 2014 amateur draft. Player signed June 11 2014.,Flagler College (St. Augustine FL) Florida State University (Tallahassee FL),Clay HS (Green Cove Springs FL),Ronald Kyle,birdky01
27,Braden Bishop,25.211,Mar 21,Apr 19 2021,8/7HD9,SEA,-0.2,6-1,178,R,R,Aug 22 1993,Woodland Hills CA US,Drafted by the Seattle Mariners in the 3rd round of the 2015 amateur draft. Player signed June 16 2015.,University of Washington (Seattle WA),St. Francis HS (Mountain View CA),Braden Adam,bishobr01
28,Ronald Bolaños,23.011,Sep 3,Jun 3 2022,/1,SDP,-0.1,6-2,230,R,R,Aug 23 1996,Santa Cruz del Norte Mayabeque CU,Signed by the San Diego Padres as an amateur free agent in 2016.,,,Ronald,bolanro01
29,Skye Bolt,25.108,May 3,Aug 25 2022,/8H9,OAK,-0.9,6-2,194,B,R,Jan 15 1994,Atlanta GA US,Drafted by the Oakland Athletics in the 4th round of the 2015 amateur draft. Player signed June 17 2015.,University of North Carolina at Chapel Hill (Chapel Hill NC),Holy Innocents' Episcopal School (Atlanta GA),Skye Michael,boltsk01
30,James Bourque,25.321,May 26,Sep 20 2020,/1,WSN,-0.1,6-4,215,R,R,Jul 9 1993,Ann Arbor MI US,Drafted by the Washington Nationals in the 14th round of the 2014 amateur draft. Player signed June 11 2014.,University of Michigan (Ann Arbor MI),Huron HS (Ann Arbor MI),James Buchanan,bourqja01
31,Bobby Bradley,23.025,Jun 23,Apr 27 2022,/D3H,CLE,-0.3,6-1,225,L,R,May 29 1996,Chicago IL US,Drafted by the Cleveland Indians in the 3rd round of the 2014 amateur draft. Player signed June 17 2014.,,Harrison Central HS (Gulfport MS),Bobby,bradlbo01
32,Brandon Brennan,27.238,Mar 21,Jun 12 2021,1,SEA,0.6,6-4,207,R,R,Jul 26 1991,Mission Viejo CA US,Drafted by the Chicago White Sox in the 4th round of the 2012 amateur draft. Player signed June 11 2012.,Orange Coast College (Costa Mesa CA),Capistrano Valley HS (Mission Viejo CA),Brandon Sean Michael,brennbr01
33,Mike Brosseau,25.100,Jun 23,Jun 4 2023,45H/9713D,TBR,2.7,5-10,203,R,R,Mar 15 1994,Munster IN US,Signed by the Tampa Bay Rays as an amateur free agent in 2016.,Oakland University (Rochester MI),,Michael Dillon,brossmi01
34,Seth Brown,27.044,Aug 26,,7/H3,OAK,3.4,6-1,223,L,L,Jul 13 1992,Klamath Falls OR US,Drafted by the Oakland Athletics in the 19th round of the 2015 amateur draft. Player signed June 15 2015.,Lewis-Clark State College (Lewiston ID) Linn-Benton Community College (Albany OR),North Medford HS (Medford OR),Seth William,brownse01
35,Brock Burke,23.016,Aug 20,,/1,TEX,1.6,6-4,210,L,L,Aug 4 1996,Chicago IL US,Drafted by the Tampa Bay Rays in the 3rd round of the 2014 amateur draft. Player signed June 18 2014.,,Evergreen HS (Evergreen CO),Brock Christopher,burkebr01
36,Génesis Cabrera,22.231,May 29,,1,STL,-0.2,6-2,180,L,L,Oct 10 1996,Santo Domingo Distrito Nacional DO,Signed by the Tampa Bay Rays as an amateur free agent in 2013.,,,Génesis,cabrege01
37,Griffin Canning,22.354,Apr 30,,1,LAA,6.0,6-2,180,R,R,May 11 1996,Mission Viejo CA US,Drafted by the Los Angeles Angels in the 2nd round of the 2017 amateur draft. Player signed June 16 2017.,University of California Los Angeles (Los Angeles CA),Santa Margarita Catholic HS (Rancho Santa Margarita CA),Griffin Alexander,cannigr01
38,Willi Castro,22.122,Aug 24,,6/H,DET,4.1,6-0,206,B,R,Apr 24 1997,Rio Piedras PR,Signed by the Cleveland Indians as an amateur free agent in 2013.,,,Willi Rafael,castrwi01
39,Dylan Cease,23.187,Jul 3,,1,CHW,15.9,6-2,200,R,R,Dec 28 1995,Milton GA US,Drafted by the Chicago Cubs in the 6th round of the 2014 amateur draft. Player signed July 4 2014.,,Milton HS (Milton GA),Dylan Edward,ceasedy01
40,Yu Chang,23.314,Jun 28,Aug 6 2023,5/6H,CLE,0.3,6-1,209,R,R,Aug 18 1995,Taitung TW,Signed by the Cleveland Indians as an amateur free agent in 2013.,,,Yu-Cheng,changyu01
41,Michael Chavis,23.252,Apr 20,Oct 1 2023,34/5HD,BOS,0.1,5-10,190,R,R,Aug 11 1995,Atlanta GA US,Drafted by the Boston Red Sox in the 1st round (26th pick) of the 2014 amateur draft. Player signed June 20 2014.,,Sprayberry HS (Marietta GA),Michael Scott,chavimi01
42,Aaron Civale,24.010,Jun 22,,1,CLE,6.5,6-1,245,R,R,Jun 12 1995,East Windsor CT US,Drafted by the Cleveland Indians in the 3rd round of the 2016 amateur draft. Player signed June 17 2016.,Northeastern University (Boston MA),The Loomis Chaffee School (Windsor CT),Aaron James,civalaa01
43,Taylor Clarke,25.342,Apr 20,,1,ARI,0.7,6-4,210,R,R,May 13 1993,Ashburn VA US,Drafted by the Arizona Diamondbacks in the 3rd round of the 2015 amateur draft. Player signed June 12 2015.,College of Charleston (Charleston SC) Towson University (Towson MD),Broad Run HS (Ashburn VA),Taylor James,clarkta01
44,Emmanuel Clase,21.139,Aug 4,,1,TEX,11.3,6-2,206,R,R,Mar 18 1998,Rio San Juan Maria Trinidad Sanchez DO,Signed by the San Diego Padres as an amateur free agent in 2015.,,,Emmanuel,claseem01
45,Zack Collins,24.133,Jun 19,Aug 20 2023,D2/H3,CHW,-1.1,6-3,220,L,R,Feb 6 1995,Pembroke Pines FL US,Drafted by the Chicago White Sox in the 1st round (10th pick) of the 2016 amateur draft. Player signed June 24 2016.,University of Miami (Coral Gables FL),American Heritage HS (Plantation FL),Zachary Allen,colliza01
46,Sam Coonrod,26.246,May 26,Sep 12 2023,1,SFG,-0.4,6-1,225,R,R,Sep 22 1992,St. Louis MO US,Drafted by the San Francisco Giants in the 5th round of the 2014 amateur draft. Player signed June 17 2014.,Southern Illinois University Carbondale (Carbondale IL),Carrollton HS (Carrollton IL),Samuel Timothy,coonrsa01
47,Ryan Court,31.059,Jul 26,Sep 8 2019,/37H9,SEA,-0.2,6-2,210,R,R,May 28 1988,Elgin IL US,Drafted by the Arizona Diamondbacks in the 23rd round of the 2011 amateur draft. Player signed June 9 2011.,Illinois State University (Normal IL),Dundee-Crown HS (Carpentersville IL),Ryan Arthur,courtry01
48,Kevin Cron,26.096,May 24,Aug 23 2020,H3/D5,ARI,-0.3,6-4,255,R,R,Feb 17 1993,Placentia CA US,Drafted by the Arizona Diamondbacks in the 14th round of the 2014 amateur draft. Player signed June 23 2014.,Texas Christian University (Fort Worth TX),Mountain Pointe HS (Phoenix AZ),Kevin Scott,cronke01
49,Jaylin Davis,25.065,Sep 4,Aug 13 2022,9/DH,SFG,-0.7,5-11,205,R,R,Jul 1 1994,Greensboro NC US,Drafted by the Minnesota Twins in the 24th round of the 2015 amateur draft. Player signed June 15 2015.,Appalachian State University (Boone NC),,Jaylin Malik,davisja03
50,Johnny Davis,29.138,Sep 11,Sep 29 2019,/H87,TBR,-0.1,5-10,180,B,R,Apr 26 1990,Compton CA US,Drafted by the Milwaukee Brewers in the 22nd round of the 2013 amateur draft. Player signed June 24 2013.,West Los Angeles College (Culver City CA),Leuzinger HS (Lawndale CA),Johnathan Lewis,davisjo06
51,Yonathan Daza,25.040,Apr 9,May 2 2023,8H/79,COL,0.7,6-2,207,R,R,Feb 28 1994,Maracay Aragua VE,Signed by the Colorado Rockies as an amateur free agent in 2010.,,,Yonathan,dazayo01
52,Miguel Del Pozo,26.310,Aug 20,Sep 7 2021,1,LAA,-1.0,6-1,217,L,L,Oct 14 1992,Santo Domingo Distrito Nacional DO,Signed by the Miami Marlins as an amateur free agent in 2010.,,,Miguel Eduardo,delpomi01
53,Travis Demeritte,24.306,Aug 2,May 27 2022,9/H,DET,-1.7,6-0,180,R,R,Sep 30 1994,New York NY US,Drafted by the Texas Rangers in the 1st round (30th pick) of the 2013 amateur draft. Player signed June 10 2013.,,Winder-Barrow HS (Winder GA),Travis Timothy,demertr01
54,Isan Díaz,23.070,Aug 5,Aug 15 2023,4/H,MIA,-2.9,5-10,201,L,R,May 27 1996,Bayamon PR,Drafted by the Arizona Diamondbacks in the 2nd round of the 2014 amateur draft. Player signed June 8 2014.,,Springfield HS (Springfield MA),Isan Xavier,diazis01
55,Yennsy Díaz,22.262,Aug 4,Sep 13 2021,/1,TOR,-0.3,6-0,216,R,R,Nov 15 1996,Azua Azua DO,Signed by the Toronto Blue Jays as an amateur free agent in 2014.,,,Yennsy Manuel,diazye01
56,Phillip Diehl,24.330,Jun 11,May 7 2022,1,COL,-0.5,6-2,169,L,L,Jul 16 1994,Cincinnati OH US,Drafted by the New York Yankees in the 27th round of the 2016 amateur draft. Player signed June 15 2016.,Louisiana Tech University (Ruston LA) University of Evansville (Evansville IN),Archbishop Moeller HS (Cincinnati OH),Phillip Stewart,diehlph01
57,Nick Dini,26.012,Aug 8,Sep 29 2019,2/H,KCR,0.0,5-7,191,R,R,Jul 27 1993,Staten Island NY US,Drafted by the Kansas City Royals in the 14th round of the 2015 amateur draft. Player signed June 13 2015.,Wagner College (Staten Island NY),Monroe Township HS (Monroe Township NJ),Nicholas Carl,dinini01
58,Randy Dobnak,24.204,Aug 9,,/1,MIN,-0.1,6-1,230,R,R,Jan 17 1995,South Park PA US,Signed as a Free Agent with the Minnesota Twins in 2017.,Alderson Broaddus University (Phillippi WV),,Randy Travis William,dobnara01
59,Kyle Dowdy,26.053,Mar 28,Sep 17 2022,1,TEX,-0.1,6-1,210,R,R,Feb 3 1993,Escondido CA US,Drafted by the Detroit Tigers in the 12th round of the 2015 amateur draft. Player signed June 16 2015.,Orange Coast College (Costa Mesa CA) University of Hawaii at Manoa (Honolulu HI) University of Houston (Houston TX),Francis Parker School (San Diego CA),Kyle Alexander,dowdyky01
60,Mauricio Dubón,24.353,Jul 7,,/H6,MIL,6.0,6-0,173,R,R,Jul 19 1994,San Pedro Sula Cortes HN,Drafted by the Boston Red Sox in the 26th round of the 2013 amateur draft. Player signed July 10 2013.,,Capital Christian HS (Sacramento CA),Mauricio Andre,dubonma01
61,Robert Dugger,24.033,Aug 5,Aug 5 2022,/1,MIA,-1.9,6-0,198,R,R,Jul 3 1995,Tucson AZ US,Drafted by the Seattle Mariners in the 18th round of the 2016 amateur draft. Player signed June 30 2016.,Texas Tech University (Lubbock TX),Tomball HS (Tomball TX),Robert Lee,duggero01
62,Justin Dunn,23.355,Sep 12,Sep 11 2022,/1,SEA,1.5,6-2,210,R,R,Sep 22 1995,Freeport NY US,Drafted by the New York Mets in the 1st round (19th pick) of the 2016 amateur draft. Player signed June 21 2016.,Boston College (Chestnut Hill MA),The Frederick Gunn School (Washington CT),Justin Warren,dunnju01
63,Jon Duplantier,24.264,Apr 1,Jun 13 2021,1,ARI,-0.5,6-4,229,L,R,Jul 11 1994,Newark DE US,Drafted by the Arizona Diamondbacks in the 3rd round of the 2016 amateur draft. Player signed June 14 2016.,Rice University (Houston TX),Seven Lakes HS (Katy TX),Jon Christopher,duplajo01
64,Montana DuRapau,27.043,May 9,Aug 29 2019,1,PIT,-0.8,5-10,190,R,R,Mar 27 1992,Deltona FL US,Drafted by the Pittsburgh Pirates in the 32nd round of the 2014 amateur draft. Player signed June 11 2014.,Bethune-Cookman University (Daytona Beach FL),Deltona HS (Deltona FL),Montana Robert,durapmo01
65,Ryan Eades,27.175,Jun 8,Sep 23 2019,/1,MIN,0.3,6-2,210,R,R,Dec 15 1991,Slidell LA US,Drafted by the Minnesota Twins in the 2nd round of the 2013 amateur draft. Player signed June 27 2013.,Louisiana State University (Baton Rouge LA),Northshore HS (Slidell LA),Ryan Nelson,eadesry01
66,Tommy Edman,24.030,Jun 8,,54H9/87,STL,19.0,5-9,193,B,R,May 9 1995,Pontiac MI US,Drafted by the St. Louis Cardinals in the 6th round of the 2016 amateur draft. Player signed June 15 2016.,Stanford University (Palo Alto CA),La Jolla Country Day School (La Jolla CA),Thomas Hyunsu,edmanto01
67,Chris Ellis,26.190,Mar 31,Apr 24 2022,/1,KCR,1.0,6-5,205,L,R,Sep 22 1992,Birmingham AL US,Drafted by the Los Angeles Angels of Anaheim in the 3rd round of the 2014 amateur draft. Player signed June 28 2014.,University of Mississippi (Oxford MS),Spain Park HS (Hoover AL),Christopher John,ellisch01
68,Luis Escobar,23.044,Jul 13,Jul 24 2019,/1,PIT,-0.1,6-1,205,R,R,May 30 1996,Cartagena Bolivar CO,Signed by the Pittsburgh Pirates as an amateur free agent in 2013.,,,Luis Alberto,escoblu01
69,Thomas Eshelman,25.011,Jul 1,Oct 1 2021,1,BAL,0.0,6-2,225,R,R,Jun 20 1994,Carlsbad CA US,Drafted by the Houston Astros in the 2nd round of the 2015 amateur draft. Player signed July 1 2015.,California State University Fullerton (Fullerton CA),Carlsbad HS (Carlsbad CA),Thomas Darwin,eshelto01
70,Thairo Estrada,23.058,Apr 21,Aug 29 2024,4H/679D,NYY,4.7,5-10,185,R,R,Feb 22 1996,Bejuma Carabobo VE,Signed by the New York Yankees as an amateur free agent in 2012.,,,Thairo Jose,estrath01
71,Pete Fairbanks,25.175,Jun 9,,/1,TEX,4.2,6-6,235,R,R,Dec 16 1993,Milwaukee WI US,Drafted by the Texas Rangers in the 9th round of the 2015 amateur draft. Player signed June 11 2015.,University of Missouri (Columbia MO),,Peter Anderson,fairbpe01
72,Junior Fernández,22.162,Aug 11,Oct 5 2022,1,STL,-0.2,6-3,215,R,R,Mar 2 1997,Santo Domingo Centro Distrito Nacional DO,Signed by the St. Louis Cardinals as an amateur free agent in 2014.,,,Junior Fabio,fernaju01
73,Mike Ford,26.288,Apr 18,May 28 2024,3DH/1,NYY,0.0,6-0,225,L,R,Jul 4 1992,Belle Mead NJ US,Signed by the New York Yankees as an amateur free agent in 2013.,Princeton University (Princeton NJ),The Hun School of Princeton (Princeton NJ),Michael Harrison,fordmi01
74,Jake Fraley,24.088,Aug 21,,8/H9,SEA,2.4,5-11,206,L,L,May 25 1995,Frederick MD US,Drafted by the Tampa Bay Rays in the 2nd round of the 2016 amateur draft. Player signed June 22 2016.,Louisiana State University (Baton Rouge LA),Caravel Academy (Bear DE),Jake Arnold,fraleja01
75,Ty France,24.287,Apr 26,,54H/13,SDP,8.3,5-11,215,R,R,Jul 13 1994,Downey CA US,Drafted by the San Diego Padres in the 34th round of the 2015 amateur draft. Player signed June 13 2015.,San Diego State University (San Diego CA),South Hills HS (West Covina CA),Tyler Lawrence,francty01
76,Enderson Franco,26.263,Sep 18,Sep 29 2019,/1,SFG,0.1,6-1,241,R,R,Dec 29 1992,Anaco Anzoategui VE,Signed by the Houston Astros as an amateur free agent in 2009.,,,Enderson Daniel,francen01
77,Joshua Fuentes,26.046,Apr 6,Sep 7 2021,H3/5,COL,1.3,6-0,209,R,R,Feb 19 1993,Rancho Santa Margarita CA US,Signed by the Colorado Rockies as an amateur free agent in 2014.,Missouri Baptist University (St. Louis MO) Saddleback College (Mission Viejo CA),Trabuco Hills HS (Mission Viejo CA),Joshua,fuentjo01
78,Zac Gallen,23.321,Jun 20,,/1,MIA,20.3,6-2,189,R,R,Aug 3 1995,Somerdale NJ US,Drafted by the St. Louis Cardinals in the 3rd round of the 2016 amateur draft. Player signed June 21 2016.,University of North Carolina at Chapel Hill (Chapel Hill NC),Bishop Eustace Preparatory School (Pennsauken NJ),Zachary Peter,galleza01
79,Bryan Garcia,24.136,Sep 2,Oct 3 2022,/1,DET,-0.4,6-1,205,R,R,Apr 19 1995,Miami FL US,Drafted by the Detroit Tigers in the 6th round of the 2016 amateur draft. Player signed June 30 2016.,University of Miami (Coral Gables FL),Christopher Columbus HS (Miami FL),Bryan,garcibr01
80,Edgar García,22.214,May 6,Aug 26 2021,1,PHI,-1.5,6-1,205,R,R,Oct 4 1996,Sabana Grande de Palenque San Cristobal DO,Signed by the Philadelphia Phillies as an amateur free agent in 2014.,,,Edgar Ernesto,garcied01
81,Rico Garcia,25.229,Aug 27,Jul 28 2023,/1,COL,-0.5,5-9,201,R,R,Jan 10 1994,Honolulu HI US,Drafted by the Colorado Rockies in the 30th round of the 2016 amateur draft. Player signed June 14 2016.,Hawaii Pacific University (Honolulu HI),St. Louis School (Honolulu HI),Joshua Rico,garciri01
82,Robel García,26.097,Jul 3,Sep 1 2021,4H/7D9,CHC,-1.0,6-0,195,B,R,Mar 28 1993,Las Matas de Farfan San Juan DO,Signed by the Cleveland Indians as an amateur free agent in 2010.,,,Robel Estiwal,garciro02
83,Kyle Garlick,27.113,May 19,Jun 9 2023,H7/9,LAD,0.0,6-0,210,R,R,Jan 26 1992,La Habra CA US,Drafted by the Los Angeles Dodgers in the 28th round of the 2015 amateur draft. Player signed June 15 2015.,California State Polytechnic University Pomona (Pomona CA) University of Oregon (Eugene OR),Chino Hills HS (Chino Hills CA),Kyle Bruce,garliky01
84,Reed Garrett,26.086,Mar 29,,1,DET,1.1,6-2,195,R,R,Jan 2 1993,Henrico VA US,Drafted by the Texas Rangers in the 16th round of the 2014 amateur draft. Player signed June 13 2014.,Virginia Military Institute (Lexington VA),,Reed,garrere01
85,Ian Gibaut,25.235,Jul 12,,/1,TBR,1.9,6-3,250,R,R,Nov 19 1993,Houston TX US,Drafted by the Tampa Bay Rays in the 11th round of the 2015 amateur draft. Player signed June 12 2015.,Tulane University (New Orleans LA),,Ian Philip,gibauia01
86,Kevin Ginkel,25.134,Aug 5,,1,ARI,1.5,6-4,235,L,R,Mar 24 1994,San Diego CA US,Drafted by the Arizona Diamondbacks in the 22nd round of the 2016 amateur draft. Player signed July 7 2016.,Southwestern College (Chula Vista CA) University of Arizona (Tucson AZ),,Kevin Andrew,ginkeke01
87,Tony Gonsolin,25.043,Jun 26,,1,LAD,7.7,6-3,205,R,R,May 14 1994,Vacaville CA US,Drafted by the Los Angeles Dodgers in the 9th round of the 2016 amateur draft. Player signed June 15 2016.,Saint Mary's College of California (Moraga CA),Vacaville HS (Vacaville CA),Anthony D.,gonsoto01
88,Brusdar Graterol,21.006,Sep 1,Sep 24 2024,1,MIN,3.5,6-1,265,R,R,Aug 26 1998,Calabozo Guarico VE,Signed by the Minnesota Twins as an amateur free agent in 2014.,,,Brusdar Javier,gratebr01
89,Zach Green,25.136,Jul 21,Aug 3 2019,/5H,SFG,0.0,6-2,224,R,R,Mar 7 1994,Carmichael CA US,Drafted by the Philadelphia Phillies in the 3rd round of the 2012 amateur draft. Player signed June 21 2012.,,Jesuit HS (Carmichael CA),Zachary C.,greenza01
90,Trent Grisham,22.273,Aug 1,,879H,MIL,12.2,5-10,221,L,L,Nov 1 1996,Burleson TX US,Drafted by the Milwaukee Brewers in the 1st round (15th pick) of the 2015 amateur draft. Player signed June 15 2015.,,Richland HS (North Richland Hills TX),Trenton Marcus,grishtr01
91,Zac Grotz,26.166,Aug 2,Aug 29 2020,1,SEA,-0.5,6-2,195,R,R,Feb 17 1993,San Mateo CA US,Drafted by the Houston Astros in the 28th round of the 2015 amateur draft. Player signed June 12 2015.,California State University Monterey Bay (Seaside CA) Embry-Riddle Aeronautical University (Daytona Beach FL) University of Tennessee (Knoxville TN),Burlingame HS (Burlingame CA),Zac,grotzza01
92,Deivy Grullón,23.217,Sep 22,Sep 8 2020,/2HD,PHI,-0.2,5-11,240,R,R,Feb 17 1996,Bonao Monsenor Nouel DO,Signed by the Philadelphia Phillies as an amateur free agent in 2012.,,,Deivy Wilfin,grullde01
93,Vladimir Guerrero Jr.,20.041,Apr 26,,5D/H,TOR,22.6,6-0,245,R,R,Mar 16 1999,Montreal QC CA,Signed by the Toronto Blue Jays as an amateur free agent in 2015.,,,Vladimir,guerrvl02
94,Taylor Guilbeau,26.097,Aug 17,Aug 20 2020,1,SEA,0.4,6-4,187,L,L,May 12 1993,Baton Rouge LA US,Drafted by the Washington Nationals in the 10th round of the 2015 amateur draft. Player signed June 10 2015.,University of Alabama (Tuscaloosa AL),Zachary HS (Zachary LA),Taylor Michael,guilbta01
95,Kelvin Gutiérrez,24.242,Apr 27,May 1 2022,5/D,KCR,-0.1,6-2,215,R,R,Aug 28 1994,San Francisco de Macoris Duarte DO,Signed by the Washington Nationals as an amateur free agent in 2013.,,,Kelvin Manuel,gutieke01
96,Sam Haggerty,25.101,Sep 4,,H/49,NYM,2.1,5-11,175,B,R,May 26 1994,Phoenix AZ US,Drafted by the Cleveland Indians in the 24th round of the 2015 amateur draft. Player signed June 16 2015.,University of New Mexico (Albuquerque NM),,Samuel Onofrio,haggesa01
97,J.D. Hammer,24.318,May 26,Sep 16 2021,1,PHI,0.3,6-3,202,R,R,Jul 12 1994,Fort Collins CO US,Drafted by the Colorado Rockies in the 24th round of the 2016 amateur draft. Player signed June 14 2014.,Marshall University (Huntington WV),,John Dale,hammejd01
