Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
12,Jason Beverlin,28.244,Jul 29,Sep 28 2002,/1,CLE,-0.6,6-5,220,L,R,Nov 27 1973,Ashtabula OH US,Drafted by the Oakland Athletics in the 4th round of the 1994 amateur draft. Player signed June 16 1994.,Western Carolina University (Cullowhee NC),Dondero HS (Royal Oak MI),Jason Robert,beverja01
13,Hank Blalock,21.131,Apr 1,Jun 27 2010,5/H,TEX,13.5,6-1,192,L,R,Nov 21 1980,San Diego CA US,Drafted by the Texas Rangers in the 3rd round of the 1999 amateur draft. Player signed June 4 1999.,,Rancho Bernardo HS (San Diego CA),Hank Joe,blaloha01
14,Willie Bloomquist,24.278,Sep 1,Jun 28 2015,/74HD,SEA,1.8,5-11,200,R,R,Nov 27 1977,Bremerton WA US,Drafted by the Seattle Mariners in the 3rd round of the 1999 amateur draft. Player signed June 10 1999.,Arizona State University (Tempe AZ),South Kitsap HS (Port Orchard WA),William Paul,bloomwi01
15,Jung Bong,21.282,Apr 23,Jun 20 2004,/1H,ATL,-0.9,6-3,175,L,L,Jul 15 1980,Seoul Seoul KR,Signed by the Atlanta Braves as an amateur free agent in 1997.,,Shin-Il (Seoul South Korea),Jung Keun,bongju01
16,Joe Borchard,23.281,Sep 2,Aug 5 2007,7/8H9,CHW,-1.5,6-4,230,B,R,Nov 25 1978,Panorama City CA US,Drafted by the Chicago White Sox in the 1st round (12th pick) of the 2000 amateur draft. Player signed August 8 2000.,Stanford University (Palo Alto CA),Adolfo Camarillo HS (Camarillo CA),Joseph Edward,borchjo01
17,Dewon Brazelton,22.089,Sep 13,May 11 2006,/1,TBD,-3.1,6-4,215,R,R,Jun 16 1980,Tullahoma TN US,Drafted by the Tampa Bay Devil Rays in the 1st round (3rd pick) of the 2001 amateur draft. Player signed August 25 2001.,Middle Tennessee State University (Murfreesboro TN),Tullahoma HS (Tullahoma TN),Dewon Cortez,brazede01
18,Juan Brito,22.177,May 3,Oct 3 2004,/2,KCR,-0.4,5-11,205,R,R,Nov 7 1979,Moncion Santiago Rodriguez DO,Signed by the Kansas City Royals as an amateur free agent in 1996.,,Santiago Rodriguez (Santiago Rodriguez Dominican Republic),Juan Ramon,britoju01
19,Ben Broussard,25.271,Jun 22,May 2 2008,7/H3D,CLE,4.4,6-2,220,L,L,Sep 24 1976,Beaumont TX US,Drafted by the Cincinnati Reds in the 2nd round of the 1999 amateur draft. Player signed June 2 1999.,McNeese State University (Lake Charles LA),Hardin-Jefferson HS (Sour Lake TX),Benjamin Isaac,brousbe01
20,Ryan Bukvich,24.060,Jul 12,Jul 4 2008,1,KCR,-0.4,6-2,250,R,R,May 13 1978,Naperville IL US,Drafted by the Kansas City Royals in the 11th round of the 2000 amateur draft. Player signed June 9 2000.,Delta State University (Cleveland MS) University of Mississippi (Oxford MS),Northwest Rankin HS (Flowood MS),Ryan Adrien,bukviry01
21,Sean Burroughs,21.202,Apr 2,Apr 30 2012,54H,SDP,5.5,6-1,195,L,R,Sep 12 1980,Atlanta GA US,Drafted by the San Diego Padres in the 1st round (9th pick) of the 1998 amateur draft. Player signed September 2 1998.,,Woodrow Wilson HS (Long Beach CA),Sean Patrick,burrose01
22,Mike Bynum,24.150,Aug 17,Oct 2 2004,1,SDP,-1.5,6-4,200,L,L,Mar 20 1978,Tampa FL US,Drafted by the San Diego Padres in the 1st round (49th pick) of the 1999 amateur draft. Player signed July 1 1999.,University of North Carolina at Chapel Hill (Chapel Hill NC),Middleburg HS (Middleburg FL),Michael Alan,bynummi01
23,Marlon Byrd,25.009,Sep 8,May 31 2016,/89,PHI,26.0,6-0,245,R,R,Aug 30 1977,Boynton Beach FL US,Drafted by the Philadelphia Phillies in the 10th round of the 1999 amateur draft. Player signed June 4 1999.,Georgia Institute of Technology (Atlanta GA) Georgia Perimeter College (Covington GA),Sprayberry HS (Marietta GA),Marlon Jerrard,byrdma01
24,Jamey Carroll,28.205,Sep 11,Sep 27 2013,5/64,MON,17.0,5-10,175,R,R,Feb 18 1974,Evansville IN US,Drafted by the Montreal Expos in the 14th round of the 1996 amateur draft. Player signed June 20 1996.,John A. Logan College (Carterville IL) University of Evansville (Evansville IN),Castle HS (Newburgh IN),Jamey Blake,carroja01
25,Kevin Cash,24.274,Sep 6,Oct 3 2010,/2,TOR,-3.1,6-0,200,R,R,Dec 6 1977,Tampa FL US,Signed by the Toronto Blue Jays as an amateur free agent in 1999.,Florida State University (Tallahassee FL),Vivian Gaither HS (Tampa FL),Kevin Forrest,cashke01
26,Scott Cassidy,26.180,Apr 1,Sep 25 2006,1,TOR,-0.2,6-2,175,R,R,Oct 3 1975,Syracuse NY US,Signed by the Toronto Blue Jays as an amateur free agent in 1998.,University of South Carolina Aiken (Aiken SC) Le Moyne College (Syracuse NY),Liverpool HS (Liverpool NY),Scott Robert,cassisc01
27,Matthew Cepicky,24.263,Jul 31,May 2 2006,H7/9,MON,-0.9,6-2,215,L,R,Nov 10 1977,St. Louis MO US,Drafted by the Montreal Expos in the 4th round of the 1999 amateur draft. Player signed June 12 1999.,Missouri State University (Springfield MO),St. John Vianney HS (Kirkwood MO),Matthew William,cepicma01
28,Jaime Cerda,23.245,Jun 28,May 25 2005,1,NYM,1.1,6-0,175,L,L,Oct 26 1978,Fresno CA US,Drafted by the New York Mets in the 23rd round of the 1998 amateur draft. Player signed May 25 1999.,Fresno City College (Fresno CA),Selma HS (Selma CA),Jaime Magana,cerdaja01
29,Chin-Feng Chen,24.321,Sep 14,Jul 20 2005,/H7,LAD,0.0,6-1,189,R,R,Oct 28 1977,Tainan City TW,Signed by the Los Angeles Dodgers as an amateur free agent in 1999.,,Tainan City (Tainan City Taiwan),Chin-Feng,chench01
30,Matt Childers,23.243,Aug 3,May 28 2005,/1,MIL,-0.4,6-5,215,R,R,Dec 3 1978,Douglas GA US,Drafted by the Milwaukee Brewers in the 9th round of the 1997 amateur draft. Player signed June 6 1997.,,Westside HS (Augusta GA),Matthew Wilkie,childma01
31,Hee-Seop Choi,23.171,Sep 3,Oct 2 2005,3/H,CHC,2.6,6-5,235,L,L,Mar 16 1979,Hwasun South Jeolla KR,Signed by the Chicago Cubs as an amateur free agent in 1999.,,Gwangju Jeil (Gwangju South Korea),Hee-Seop,choihe01
32,Howie Clark,28.153,Jul 16,May 24 2008,/D73H,BAL,0.9,5-10,195,L,R,Feb 13 1974,San Diego CA US,Drafted by the Baltimore Orioles in the 27th round of the 1992 amateur draft. Player signed June 9 1992.,,Huntington Beach HS (Huntington Beach CA),Howard Roddy,clarkho02
33,Clay Condrey,26.282,Aug 28,Oct 4 2009,/1,SDP,1.6,6-3,195,R,R,Nov 19 1975,Beaumont TX US,Signed by the San Diego Padres as an amateur free agent in 1998.,Angelina College (Lufkin TX) McNeese State University (Lake Charles LA),Navasota HS (Navasota TX),Clayton Lee,condrcl01
34,Aaron Cook,23.183,Aug 10,Sep 28 2012,/1,COL,15.6,6-3,215,R,R,Feb 8 1979,Fort Campbell KY US,Drafted by the Colorado Rockies in the 2nd round of the 1997 amateur draft. Player signed July 13 1997.,,Hamilton HS (Hamilton OH),Aaron Lane,cookaa01
35,Carl Crawford,20.349,Jul 20,Jun 3 2016,7,TBD,39.2,6-2,230,L,L,Aug 5 1981,Houston TX US,Drafted by the Tampa Bay Devil Rays in the 2nd round of the 1999 amateur draft. Player signed June 14 1999.,,Jefferson Davis HS (Houston TX),Carl Demonte,crawfca02
36,Coco Crisp,22.287,Aug 15,Oct 2 2016,8/7,CLE,28.9,5-10,185,B,R,Nov 1 1979,Los Angeles CA US,Drafted by the St. Louis Cardinals in the 7th round of the 1999 amateur draft. Player signed June 7 1999.,Los Angeles Pierce College (Woodland Hills CA) Southern University and A&M College (Baton Rouge LA),Inglewood HS (Inglewood CA) Palos Verdes Peninsula HS (Rolling Hills Estates CA) St. Bernard HS (Playa del Rey CA) Westchester HS (Los Angeles CA),Covelli Loyce,crispco01
37,Mike Crudale,25.097,Apr 10,Sep 23 2003,1,STL,1.7,6-0,205,R,R,Jan 3 1977,San Diego CA US,Drafted by the St. Louis Cardinals in the 24th round of the 1999 amateur draft. Player signed June 8 1999.,Santa Clara University (Santa Clara CA),Monte Vista HS (Danville CA),Michael Christopher,crudami01
38,Éric Cyr,23.132,Jun 23,Jul 2 2002,/1,SDP,-0.4,6-4,200,R,L,Feb 11 1979,Montreal QC CA,Drafted by the San Diego Padres in the 30th round of the 1998 amateur draft. Player signed May 31 1999.,Seminole State College (Seminole OK) Seminole State College of Florida (Sanford FL),Polyvalente Edouard Montpetit (Montreal QC),Éric,cyrer01
39,J.J. Davis,23.314,Sep 4,May 8 2005,/H9,PIT,-1.3,6-4,250,R,R,Oct 25 1978,Glendora CA US,Drafted by the Pittsburgh Pirates in the 1st round (8th pick) of the 1997 amateur draft. Player signed June 3 1997.,,Baldwin Park HS (Baldwin Park CA),Jerry C.,davisjj01
40,Jason Davis,22.124,Sep 9,Sep 20 2008,/1,CLE,0.3,6-6,195,R,R,May 8 1980,Chattanooga TN US,Drafted by the Cleveland Indians in the 21st round of the 1999 amateur draft. Player signed May 18 2000.,Cleveland State Community College (Cleveland TN),Charleston HS (Charleston TN),Jason Thomas,davisja02
41,Joey Dawley,31.010,Sep 29,Jun 5 2004,/1,ATL,-0.4,6-4,205,R,R,Sep 19 1971,Riverside CA US,Drafted by the Baltimore Orioles in the 28th round of the 1992 amateur draft.,Riverside City College (Riverside CA),Canyon Springs HS (Moreno Valley CA),Joseph Thomas,dawlejo01
42,Zach Day,24.000,Jun 15,May 22 2006,1,MON,1.9,6-4,185,R,R,Jun 15 1978,Cincinnati OH US,Drafted by the New York Yankees in the 5th round of the 1996 amateur draft. Player signed July 14 1996.,University of Cincinnati (Cincinnati OH),LaSalle HS (Cincinnati OH),Stephen Zachary,dayza01
43,Luis de los Santos,24.261,Jul 20,Jul 31 2002,/1,TBD,-0.7,6-2,216,R,R,Nov 1 1977,Santo Domingo Distrito Nacional DO,Signed by the New York Yankees as an amateur free agent in 1995.,,San Pedro de Macoris (San Pedro de Macoris Dominican Republic),Luis,deloslu02
44,Juan Díaz,28.113,Jun 12,Jun 23 2002,/H3D,BOS,0.1,6-2,269,R,R,Feb 19 1974,San Jose de las Lajas Mayabeque CU,Signed by the Los Angeles Dodgers as an amateur free agent in 1996.,,Santo Domingo (Santo Domingo Dominican Republic),Juan Carlos,diazju01
45,Ben Diggins,23.081,Sep 2,Sep 26 2002,/1,MIL,-0.7,6-7,230,R,R,Jun 13 1979,Leoti KS US,Drafted by the Los Angeles Dodgers in the 1st round (17th pick) of the 2000 amateur draft. Player signed August 23 2000.,University of Arizona (Tucson AZ),Bradshaw Mountain HS (Prescott Valley AZ),Benjamin Howard,diggibe01
46,Brendan Donnelly,30.279,Apr 9,Jul 23 2010,1,ANA,7.6,6-3,205,R,R,Jul 4 1971,Washington DC US,Drafted by the Chicago White Sox in the 27th round of the 1992 amateur draft. Player signed June 9 1992.,New Mexico Junior College (Hobbs NM) Colorado Mesa University (Grand Junction CO),Sandia HS (Albuquerque NM),Brendan Kevin,donnebr01
47,Travis Driskill,30.268,Apr 26,Aug 28 2007,1,BAL,-0.4,6-0,185,R,R,Aug 1 1971,Omaha NE US,Drafted by the Cleveland Indians in the 4th round of the 1993 amateur draft. Player signed June 10 1993.,Blinn College (Brenham TX) Texas Tech University (Lubbock TX),L. C. Anderson HS (Austin TX),Travis Corey,drisktr01
48,Eric DuBose,26.127,Sep 19,Apr 7 2006,/1,BAL,1.0,6-3,230,L,L,May 15 1976,Bradenton FL US,Drafted by the Oakland Athletics in the 1st round (21st pick) of the 1997 amateur draft. Player signed June 23 1997.,Mississippi State University (Mississippi State MS),Patrician Academy (Butler AL),Eric Ladell,duboser01
49,Matt Duff,27.297,Jul 30,Aug 13 2002,/1,STL,0.0,6-1,192,R,R,Oct 6 1974,Clarksdale MS US,,Mississippi Delta Community College (Moorhead MS) University of Mississippi (Oxford MS),Lee Academy (Clarksdale MS),Matthew Clark,duffma01
50,Jayson Durocher,27.297,Jun 11,Jun 13 2003,1,MIL,0.5,6-3,195,R,R,Aug 18 1974,Hartford CT US,Drafted by the Montreal Expos in the 9th round of the 1993 amateur draft. Player signed July 8 1993.,,Horizon HS (Scottsdale AZ),Jayson Paul,durocja01
51,Eric Eckenstahler,25.266,Sep 9,Sep 21 2003,/1,DET,0.3,6-7,210,L,L,Dec 17 1976,Waukegan IL US,Drafted by the Detroit Tigers in the 32nd round of the 1999 amateur draft. Player signed May 25 2000.,Illinois State University (Normal IL),Antioch Community HS (Antioch IL),Eric Ryan,eckener01
52,Dave Elder,26.304,Jul 24,May 11 2003,1,CLE,0.1,6-0,180,R,R,Sep 23 1975,Atlanta GA US,Drafted by the Texas Rangers in the 4th round of the 1997 amateur draft. Player signed June 21 1997.,Georgia Institute of Technology (Atlanta GA),Booker T. Washington HS (Pensacola FL),David Matthew,elderda01
53,Mark Ellis,24.307,Apr 9,Sep 27 2014,4/65HD,OAK,33.5,5-10,190,R,R,Jun 6 1977,Rapid City SD US,Drafted by the Kansas City Royals in the 9th round of the 1999 amateur draft. Player signed June 3 1999.,University of Florida (Gainesville FL),Stevens HS (Rapid City SD),Mark William,ellisma01
54,John Ennis,22.175,Apr 10,Sep 12 2007,/1,ATL,-0.7,6-5,220,R,R,Oct 17 1979,Montrose CO US,Drafted by the Atlanta Braves in the 14th round of the 1998 amateur draft. Player signed June 18 1998.,,James Monroe HS (North Hills CA),John Wayne,ennisjo01
55,Félix Escalona,23.023,Apr 4,Oct 2 2005,64/H5D,TBD,-0.1,6-0,185,R,R,Mar 12 1979,Puerto Cabello Carabobo VE,Signed by the Houston Astros as an amateur free agent in 1995.,,Puerto Cabello (Puerto Cabello Venezuela),Félix Eduardo,escalfe01
56,Jeff Farnsworth,26.179,Apr 3,Sep 28 2002,1,DET,-0.2,6-2,190,R,R,Oct 6 1975,Wichita KS US,Drafted by the Seattle Mariners in the 2nd round of the 1996 amateur draft. Player signed June 5 1996.,Northwest Florida State College (Niceville FL) Okaloosa-Walton College (Niceville FL) University of West Florida (Pensacola FL),Pensacola Catholic HS (Pensacola FL),Jeffrey Ellis,farnsje01
57,Pedro Feliciano,26.010,Sep 4,Sep 28 2013,/1,NYM,5.7,5-10,195,L,L,Aug 25 1976,Rio Piedras PR,Drafted by the Los Angeles Dodgers in the 31st round of the 1995 amateur draft. Player signed June 11 1995.,,Jose S. Alegria (Dorado Puerto Rico),Pedro Juan,felicpe01
58,Nate Field,26.122,Apr 12,Apr 29 2007,/1,KCR,0.4,6-2,185,R,R,Dec 11 1975,Denver CO US,Signed by the Montreal Expos as an amateur free agent in 1998.,Barton Community College (Great Bend KS) Fort Hays State University (Hays KS),Heritage HS (Littleton CO),Nathan Patrick,fieldna01
59,Chone Figgins,24.215,Aug 25,Jun 13 2014,H/4,ANA,22.0,5-8,180,B,R,Jan 22 1978,Leary GA US,Drafted by the Colorado Rockies in the 4th round of the 1997 amateur draft. Player signed June 9 1997.,,Brandon HS (Brandon FL),Desmond DeChone,figgich01
60,Brian Fitzgerald,27.112,Apr 17,May 1 2002,/1,SEA,-0.3,5-11,175,L,L,Dec 26 1974,Woodbridge VA US,Drafted by the Seattle Mariners in the 20th round of the 1996 amateur draft. Player signed June 7 1996.,Virginia Polytechnic Institute and State University (Blacksburg VA),Potomac HS (Dumfries VA),Brian Michael,fitzgbr01
61,Jose Flores,29.071,Sep 7,Oct 3 2004,/H4D6,OAK,-0.1,5-11,180,R,R,Jun 28 1973,New York NY US,Drafted by the Philadelphia Phillies in the 34th round of the 1994 amateur draft. Player signed June 4 1994.,New Mexico Junior College (Hobbs NM) University of Texas at Austin (Austin TX),Louis D. Brandeis HS (New York NY),Jose Carlos,florejo01
62,Randy Flores,26.266,Apr 23,Sep 27 2010,1,TEX,-0.6,6-0,190,L,L,Jul 31 1975,Bellflower CA US,Drafted by the New York Yankees in the 9th round of the 1997 amateur draft. Player signed June 5 1997.,University of Southern California (Los Angeles CA),El Rancho HS (Pico Rivera CA),Randy Alan,florera01
63,John Foster,23.342,Apr 24,Oct 2 2005,/1,ATL,0.2,6-0,200,L,L,May 17 1978,Stockton CA US,Drafted by the Atlanta Braves in the 25th round of the 1999 amateur draft. Player signed June 7 1999.,San Joaquin Delta College (Stockton CA) Lewis-Clark State College (Lewiston ID),Amos Alonzo Stagg HS (Stockton CA),John Norman,fostejo01
64,Kevin Frederick,25.253,Jul 15,Sep 17 2004,/1,MIN,-0.6,6-1,215,L,R,Nov 4 1976,Evanston IL US,Drafted by the Minnesota Twins in the 34th round of the 1998 amateur draft. Player signed June 3 1998.,Creighton University (Omaha NE),Adlai E. Stevenson HS (Lincolnshire IL),Kevin Albert Francis,fredeke01
65,Luis García,26.200,Apr 10,May 30 2002,/H89,BAL,0.1,6-3,215,R,R,Sep 22 1975,Hermosillo Sonora MX,Drafted by the Chicago White Sox in the 19th round of the 1994 amateur draft. Player signed March 29 1995.,,Hermosillo (Hermosillo Mexico) Miami Senior HS (Miami FL),Luis Carlos,garcilu02
66,Reynaldo Garcia,28.095,Jul 19,Sep 26 2003,/1,TEX,-0.7,6-3,170,R,R,Apr 15 1974,Nagua Maria Trinidad Sanchez DO,Signed by the Texas Rangers as an amateur free agent in 1996.,,Santo Domingo (Santo Domingo Dominican Republic),Reynaldo,garcire01
67,Lee Gardner,27.128,May 24,Apr 17 2008,1,TBD,1.8,6-0,219,R,R,Jan 16 1975,Hartland MI US,Signed by the Tampa Bay Devil Rays as an amateur free agent in 1998.,Central Michigan University (Mount Pleasant MI),Hartland HS (Hartland MI),Terrence Lee,gardnle01
68,Esteban Germán,24.115,May 21,Sep 27 2011,/4H,OAK,1.6,5-9,195,R,R,Jan 26 1978,Bajos de Haina San Cristobal DO,Signed by the Oakland Athletics as an amateur free agent in 1996.,,San Pedro de Macoris (San Pedro de Macoris Dominican Republic),Esteban,germaes01
69,Franklyn Germán,22.230,Sep 7,May 20 2008,/1,DET,0.9,6-7,260,R,R,Jan 20 1980,San Cristobal San Cristobal DO,Signed by the Oakland Athletics as an amateur free agent in 1996.,,San Cristobal (San Cristobal Dominican Republic),Franklyn Miguel,germafr01
70,Alexis Gómez,23.312,Jun 16,Sep 28 2006,/H9,KCR,-0.6,6-2,180,L,L,Aug 8 1978,Loma de Cabrera Dajabon DO,Signed by the Kansas City Royals as an amateur free agent in 1997.,,Loma de Cabrera (Loma de Cabrera Dominican Republic),Alexis de Jesús,gomezal01
71,Jason Grabowski,26.121,Sep 22,Oct 2 2005,/7,OAK,-1.9,6-3,200,L,R,May 24 1976,New Haven CT US,Drafted by the Texas Rangers in the 2nd round of the 1997 amateur draft. Player signed June 12 1997.,University of Connecticut (Storrs CT),The Morgan School (Clinton CT),Jason William,graboja01
72,Kevin Gryboski,28.149,Apr 13,Aug 29 2006,1,ATL,-0.5,6-5,220,R,R,Nov 15 1973,Wilkes-Barre PA US,Drafted by the Seattle Mariners in the 16th round of the 1995 amateur draft. Player signed June 6 1995.,Wilkes University (Wilkes-Barre PA),Bishop Hoban HS (Wilkes-Barre PA),Kevin John,gryboke01
73,Aaron Guiel,29.260,Jun 22,Oct 1 2006,9H/D8,KCR,1.9,5-10,200,L,R,Oct 5 1972,Vancouver BC CA,Drafted by the California Angels in the 21st round of the 1992 amateur draft. Player signed May 19 1993.,Kwantlen Polytechnic University (Langley BC),Woodlands HS (Vancouver BC),Aaron Colin,guielaa01
74,Travis Hafner,25.064,Aug 6,Sep 29 2013,D/H3,TEX,24.8,6-3,240,L,R,Jun 3 1977,Jamestown ND US,Drafted by the Texas Rangers in the 31st round of the 1996 amateur draft. Player signed June 2 1997.,Cowley Community College (Arkansas City KS),Sykes HS (Sykeston ND),Travis Lee,hafnetr01
75,Bill Hall,22.247,Sep 1,Jun 1 2012,6/H5,MIL,9.6,6-0,210,R,R,Dec 28 1979,Tupelo MS US,Drafted by the Milwaukee Brewers in the 6th round of the 1998 amateur draft. Player signed June 7 1998.,,Nettleton HS (Nettleton MS),William,hallbi03
76,Josh Hancock,24.152,Sep 10,Apr 28 2007,/1,BOS,0.7,6-3,217,R,R,Apr 11 1978,Cleveland MS US,Drafted by the Boston Red Sox in the 5th round of the 1998 amateur draft. Player signed June 15 1998.,Auburn University (Auburn AL),Vestavia Hills HS (Vestavia Hills AL),Joshua Morgan,hancojo01
77,Aaron Harang,24.016,May 25,Oct 3 2015,1,OAK,20.0,6-7,260,R,R,May 9 1978,San Diego CA US,Drafted by the Texas Rangers in the 6th round of the 1999 amateur draft. Player signed June 7 1999.,San Diego State University (San Diego CA),Patrick Henry HS (San Diego CA),Aaron Michael,haranaa01
78,Jason Hart,24.347,Aug 18,Sep 29 2002,/7H3,TEX,0.1,6-4,237,R,R,Sep 5 1977,Walnut Creek CA US,Drafted by the Oakland Athletics in the 5th round of the 1998 amateur draft. Player signed June 5 1998.,Missouri State University (Springfield MO),Fair Grove HS (Fair Grove MO),Jason Wyatt,hartja01
79,Mark Hendrickson,28.044,Aug 6,Aug 28 2011,1,TOR,4.2,6-9,240,L,L,Jun 23 1974,Mount Vernon WA US,Drafted by the Toronto Blue Jays in the 20th round of the 1997 amateur draft. Player signed May 22 1998.,Washington State University (Pullman WA),Mount Vernon HS (Mount Vernon WA),Mark Allan,hendrma01
80,Drew Henson,22.204,Sep 5,Sep 28 2003,/HD,NYY,-0.1,6-5,222,R,R,Feb 13 1980,San Diego CA US,Drafted by the New York Yankees in the 3rd round of the 1998 amateur draft. Player signed July 24 1998.,,Brighton HS (Brighton MI),Drew Daniel,hensodr01
81,Runelvys Hernández,24.079,Jul 15,Jul 21 2008,1,KCR,3.3,6-3,185,R,R,Apr 27 1978,Santo Domingo Distrito Nacional DO,Signed by the Kansas City Royals as an amateur free agent in 1997.,,Cesar Nicolas Pension (Dominican Republic),Runelvys Antonio,hernaru03
82,Alex Herrera,22.312,Sep 13,Jul 20 2003,/1,CLE,0.0,5-11,190,L,L,Nov 5 1979,Maracaibo Zulia VE,Signed by the Cleveland Indians as an amateur free agent in 1997.,,Maracaibo (Maracaibo Venezuela),Alexander Jose,herreal01
83,Bobby Hill,24.037,May 10,Jul 20 2005,4/H6,CHC,0.3,5-10,175,B,R,Apr 3 1978,San Jose CA US,Drafted by the Chicago Cubs in the 2nd round of the 2000 amateur draft. Player signed December 19 2000.,University of Miami (Coral Gables FL),Leland HS (San Jose CA),William Robert,hillbo01
84,Jeremy Hill,25.030,Sep 7,Apr 29 2003,1,KCR,0.3,5-11,200,R,R,Aug 8 1977,Dallas TX US,Drafted by the Kansas City Royals in the 5th round of the 1996 amateur draft. Player signed June 4 1996.,,Warren T. White HS (Dallas TX),Jeremy Dee,hillje02
85,Eric Hinske,24.239,Apr 1,Jun 27 2013,*5H,TOR,7.8,6-2,235,L,R,Aug 5 1977,Menasha WI US,Drafted by the Chicago Cubs in the 17th round of the 1998 amateur draft. Player signed June 17 1998.,University of Arkansas (Fayetteville AR),Menasha HS (Menasha WI),Eric Scott,hinsker01
86,Trey Hodges,24.073,Sep 10,Sep 27 2003,/1,ATL,-0.7,6-3,187,R,R,Jun 29 1978,Houston TX US,Drafted by the Atlanta Braves in the 17th round of the 2000 amateur draft. Player signed June 21 2000.,Blinn College (Brenham TX) Louisiana State University (Baton Rouge LA),Klein Oak HS (Spring TX),Trey Alan,hodgetr01
87,Ben Howard,23.103,Apr 28,Oct 1 2004,/1,SDP,-0.7,6-2,190,R,R,Jan 15 1979,Danville IL US,Drafted by the San Diego Padres in the 2nd round of the 1997 amateur draft. Player signed June 25 1997.,,Central Merry HS (Jackson TN),Benjamin Richard,howarbe01
88,Luke Hudson,25.060,Jul 1,May 10 2007,/1,CIN,1.3,6-3,195,R,R,May 2 1977,Fountain Valley CA US,Drafted by the Colorado Rockies in the 4th round of the 1998 amateur draft. Player signed June 5 1998.,University of Tennessee (Knoxville TN),Fountain Valley HS (Fountain Valley CA),Luke Stephen,hudsolu01
