Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
24,Brian Bowles,24.313,Jun 27,Sep 8 2003,/1,TOR,0.4,6-5,220,R,R,Aug 18 1976,Harbor City CA US,Drafted by the Toronto Blue Jays in the 50th round of the 1994 amateur draft. Player signed August 23 1994.,University of California Santa Barbara (Santa Barbara CA),Palos Verdes Peninsula HS (Rolling Hills Estates CA),Brian Christopher,bowlebr01
25,Troy Brohawn,28.090,Apr 14,May 12 2003,1,ARI,0.2,6-1,190,L,L,Jan 14 1973,Cambridge MD US,Drafted by the San Francisco Giants in the 4th round of the 1994 amateur draft. Player signed June 6 1994.,University of Nebraska-Lincoln (Lincoln NE),Cambridge-South Dorchester HS (Cambridge MD),Michael Troy,brohatr01
26,Cliff Brumbaugh,27.039,May 30,Jul 24 2001,/97H,TEX,-0.8,6-2,205,R,R,Apr 21 1974,Wilmington DE US,Drafted by the Texas Rangers in the 13th round of the 1995 amateur draft. Player signed June 4 1995.,University of Delaware (Newark DE),William Penn HS (New Castle DE),Clifford Michael,brumbcl01
27,Jamie Burke,29.227,May 9,Jun 6 2010,/2H3D,ANA,1.1,6-0,195,R,R,Sep 24 1971,Roseburg OR US,Drafted by the California Angels in the 9th round of the 1993 amateur draft. Player signed June 4 1993.,Oregon State University (Corvallis OR),Roseburg HS (Roseburg OR),James Eugene,burkeja02
28,Brent Butler,23.143,Jul 4,Jun 19 2003,4H6/5,COL,-0.3,6-0,180,R,R,Feb 11 1978,Laurinburg NC US,Drafted by the St. Louis Cardinals in the 3rd round of the 1996 amateur draft. Player signed June 9 1996.,,Scotland HS (Laurinburg NC),Justin Brent,butlebr02
29,Shawn Chacón,23.127,Apr 29,Jun 19 2008,1,COL,6.5,6-3,212,R,R,Dec 23 1977,Anchorage AK US,Drafted by the Colorado Rockies in the 3rd round of the 1996 amateur draft. Player signed June 18 1996.,,Greeley Central HS (Greeley CO),Shawn Anthony,chacosh01
30,Endy Chávez,23.111,May 29,Sep 27 2014,7/8H9,KCR,5.0,5-11,170,L,L,Feb 7 1978,Valencia Carabobo VE,Signed by the New York Mets as an amateur free agent in 1996.,,Liceo Batalla de Carabobo (Carabobo Venezuela),Endy de Jesus,chaveen01
31,Scott Chiasson,24.036,Sep 19,May 21 2002,/1,CHC,-0.3,6-3,210,R,R,Aug 14 1977,Norwich CT US,Drafted by the Kansas City Royals in the 5th round of the 1998 amateur draft. Player signed June 2 1998.,Eastern Connecticut State University (Willimantic CT),Norwich Free Academy (Norwich CT),Scott Christopher,chiassc01
32,Tim Christman,26.021,Apr 21,Apr 21 2001,/1,COL,0.0,6-0,195,L,L,Mar 31 1975,Oneonta NY US,Drafted by the Colorado Rockies in the 11th round of the 1996 amateur draft. Player signed June 13 1996.,Siena College (Loudonville NY),Oneonta HS (Oneonta NY),Timothy Arthur,christi01
33,Alex Cintrón,22.219,Jul 24,May 19 2009,/6H,ARI,-2.2,6-2,210,B,R,Dec 17 1978,Humacao PR,Drafted by the Arizona Diamondbacks in the 36th round of the 1997 amateur draft. Player signed June 15 1997.,,Mech Tech HS (Yabucoa Puerto Rico) Yabucoa (Yabucoa Puerto Rico),Alexander,cintral01
34,Stubby Clapp,28.114,Jun 18,Oct 4 2001,H/47,STL,-0.1,5-8,175,L,R,Feb 24 1973,Windsor ON CA,Drafted by the St. Louis Cardinals in the 36th round of the 1996 amateur draft. Player signed June 10 1996.,Paris Junior College (Paris TX) Texas Tech University (Lubbock TX),Riverside SS (Windsor ON),Richard Keith,clappst01
35,Jermaine Clark,24.186,Apr 3,May 24 2005,/HD,DET,-1.0,5-10,175,L,R,Sep 29 1976,Berkeley CA US,Drafted by the Seattle Mariners in the 5th round of the 1997 amateur draft. Player signed June 10 1997.,University of San Francisco (San Francisco CA),Will C. Wood HS (Vacaville CA) Wood HS (Berkeley CA),Jermaine Marcel,clarkje02
36,Tony Cogan,24.102,Apr 2,Aug 12 2001,1,KCR,-0.2,6-2,205,L,L,Dec 21 1976,Chicago IL US,Drafted by the Kansas City Royals in the 12th round of the 1999 amateur draft. Player signed June 21 1999.,Stanford University (Palo Alto CA),Highland Park HS (Highland Park IL),Anthony Michael,coganto01
37,Jesús Colomé,23.180,Jun 21,May 30 2010,1,TBD,0.3,6-2,240,R,R,Dec 23 1977,San Pedro de Macoris San Pedro de Macoris DO,Signed by the Oakland Athletics as an amateur free agent in 1996.,,San Pedro de Macoris (San Pedro de Macoris Dominican Republic),Jesús,colomje01
38,Mike Coolbaugh,29.041,Jul 16,Jul 7 2002,5H/6,MIL,-0.3,6-1,185,R,R,Jun 5 1972,Binghamton NY US,Drafted by the Toronto Blue Jays in the 16th round of the 1990 amateur draft. Player signed June 12 1990.,,Theodore Roosevelt HS (San Antonio TX),Michael Robert,coolbmi01
39,Mark Corey,26.320,Oct 2,Oct 1 2004,/1,NYM,-1.0,6-2,220,R,R,Nov 16 1974,Coudersport PA US,Drafted by the Cincinnati Reds in the 4th round of the 1995 amateur draft. Player signed June 3 1995.,Pennsylvania Western University Edinboro (Edinboro PA),Austin HS (Austin PA),Mark Franklin,coreyma02
40,Nate Cornejo,21.318,Aug 8,May 2 2004,1,DET,0.0,6-5,200,R,R,Sep 24 1979,Wellington KS US,Drafted by the Detroit Tigers in the 1st round (34th pick) of the 1998 amateur draft. Player signed August 6 1998.,,Wellington HS (Wellington KS),Nathan John,cornena01
41,Humberto Cota,22.214,Sep 9,May 28 2007,/H2,PIT,-0.2,5-11,225,R,R,Feb 7 1979,San Luis Rio Colorado Sonora MX,Signed by the Atlanta Braves as an amateur free agent in 1995.,,Preparatoria Abierta (Mexico Mexico),Humberto Figueroa,cotahu01
42,César Crespo,22.006,May 29,Jul 1 2004,48/7H596,SDP,-1.1,5-11,170,B,R,May 23 1979,Rio Piedras PR,Drafted by the New York Mets in the 3rd round of the 1997 amateur draft. Player signed September 2 1997.,,Notre Dame HS (Caguas Puerto Rico),César Antonio,crespce01
43,Juan Cruz,22.310,Aug 21,Aug 19 2012,/1H,CHC,5.0,6-2,170,R,R,Oct 15 1978,Bonao Monsenor Nouel DO,Signed by the Chicago Cubs as an amateur free agent in 1997.,,Jallaco Bonaco (Bonao Dominican Republic),Juan Carlos,cruzju02
44,Michael Cuddyer,22.180,Sep 23,Oct 3 2015,/35D,MIN,17.8,6-2,220,R,R,Mar 27 1979,Norfolk VA US,Drafted by the Minnesota Twins in the 1st round (9th pick) of the 1997 amateur draft. Player signed August 19 1997.,,Great Bridge HS (Chesapeake VA),Michael Brent,cuddymi01
45,Jack Cust,22.253,Sep 26,Jul 27 2011,/H7,ARI,9.4,6-1,250,L,R,Jan 16 1979,Flemington NJ US,Drafted by the Arizona Diamondbacks in the 1st round (30th pick) of the 1997 amateur draft. Player signed July 14 1997.,,Immaculata HS (Somerville NJ),John Joseph,custja01
46,Lance Davis,24.288,Jun 16,Oct 7 2001,1/H,CIN,1.1,6-0,170,R,L,Sep 1 1976,Winter Haven FL US,Drafted by the Cincinnati Reds in the 16th round of the 1995 amateur draft. Player signed June 1 1995.,,Lake Gibson HS (Lakeland FL),Johnny Lance,davisla01
47,R.A. Dickey,26.175,Apr 22,Sep 26 2017,/1,TEX,23.6,6-3,215,R,R,Oct 29 1974,Nashville TN US,Drafted by the Texas Rangers in the 1st round (18th pick) of the 1996 amateur draft. Player signed September 12 1996.,University of Tennessee (Knoxville TN),Montgomery Bell Academy (Nashville TN),Robert Allen,dicker.01
48,Sean Douglass,22.081,Jul 18,Sep 28 2005,/1,BAL,-1.3,6-6,200,R,R,Apr 28 1979,Lancaster CA US,Drafted by the Baltimore Orioles in the 2nd round of the 1997 amateur draft. Player signed July 9 1997.,,Antelope Valley HS (Lancaster CA),Sean Reed,douglse01
49,Ryan Drese,25.115,Jul 29,Apr 14 2006,/1,CLE,3.4,6-3,245,R,R,Apr 5 1976,San Francisco CA US,Drafted by the Cleveland Indians in the 5th round of the 1998 amateur draft. Player signed June 25 1998.,University of California Berkeley (Berkeley CA),Bishop O'Dowd HS (Oakland CA),Ryan Thomas,dresery01
50,Justin Duchscherer,23.248,Jul 25,Apr 29 2010,/1,TEX,9.9,6-3,165,R,R,Nov 19 1977,Aberdeen SD US,Drafted by the Boston Red Sox in the 8th round of the 1996 amateur draft. Player signed June 14 1996.,,Coronado HS (Lubbock TX),Justin Craig,duchsju01
51,Brandon Duckworth,25.196,Aug 7,Sep 28 2008,1,PHI,-1.5,6-2,215,R,R,Jan 23 1976,Salt Lake City UT US,Signed by the Philadelphia Phillies as an amateur free agent in 1997.,College of Southern Idaho (Twin Falls ID) California State University Fullerton (Fullerton CA),Kearns HS (Kearns UT),Brandon J.,duckwbr01
52,Courtney Duncan,26.175,Apr 2,Jun 1 2002,1,CHC,0.1,6-0,185,L,R,Oct 9 1974,Mobile AL US,Drafted by the Chicago Cubs in the 20th round of the 1996 amateur draft. Player signed June 20 1996.,Grambling State University (Grambling LA),Daphne HS (Daphne AL),Courtney Demond,duncaco01
53,Adam Dunn,21.253,Jul 20,Sep 28 2014,97/H,CIN,17.9,6-6,285,L,R,Nov 9 1979,Houston TX US,Drafted by the Cincinnati Reds in the 2nd round of the 1998 amateur draft. Player signed June 11 1998.,University of Texas at Austin (Austin TX),New Caney HS (New Caney TX),Adam Troy,dunnad01
54,David Eckstein,26.073,Apr 3,Oct 3 2010,*64D/H,ANA,20.9,5-6,170,R,R,Jan 20 1975,Sanford FL US,Drafted by the Boston Red Sox in the 19th round of the 1997 amateur draft. Player signed June 6 1997.,University of Florida (Gainesville FL),Seminole HS (Sanford FL),David Mark,eckstda01
55,Mario Encarnación,25.336,Aug 26,Apr 14 2002,7/9,COL,-0.5,6-2,210,R,R,Sep 24 1975,Bani Peravia DO,Signed by the Oakland Athletics as an amateur free agent in 1994.,,Bani (Bani Dominican Republic),Mario,encarma01
56,Alex Escobar,22.244,May 8,Aug 25 2006,/89H,NYM,1.5,6-1,185,R,R,Sep 6 1978,Valencia Carabobo VE,Signed by the New York Mets as an amateur free agent in 1995.,,El Santuario (Valencia Venezuela),Alexander Jose,escobal01
57,Johnny Estrada,24.322,May 15,Jul 24 2008,2/H,PHI,0.4,5-11,209,B,R,Jun 27 1976,Hayward CA US,Drafted by the Philadelphia Phillies in the 17th round of the 1997 amateur draft. Player signed June 5 1997.,College of the Sequoias (Visalia CA) Fresno City College (Fresno CA),Theodore Roosevelt HS (Fresno CA),Johnny Pulado,estrajo01
58,Adam Everett,24.206,Aug 30,Jun 26 2011,/H6,HOU,12.6,6-0,180,R,R,Feb 5 1977,Austell GA US,Drafted by the Boston Red Sox in the 1st round (12th pick) of the 1998 amateur draft. Player signed August 4 1998.,North Carolina State University (Raleigh NC) University of South Carolina (Columbia SC),Harrison HS (Kennesaw GA),Jeffrey Adam,everead01
59,Jared Fernández,29.229,Sep 19,May 11 2006,/1,CIN,-0.4,6-2,223,R,R,Feb 2 1972,Salt Lake City UT US,Signed by the Boston Red Sox as an amateur free agent in 1994.,Utah State University Eastern (Price UT) California State University Fresno (Fresno CA),Kearns HS (Kearns UT),Jared Wade,fernaja01
60,Luis Figueroa,27.131,Jun 27,Jun 25 2007,/4H,PIT,-0.2,5-9,165,B,R,Feb 16 1974,Bayamon PR,Signed by the Pittsburgh Pirates as an amateur free agent in 1997.,,Carolina (Carolina Puerto Rico),Luis R.,figuelu01
61,Jeremy Fikac,26.130,Aug 16,Jun 19 2004,1,SDP,-0.4,6-2,185,R,R,Apr 8 1975,Shiner TX US,Drafted by the San Diego Padres in the 19th round of the 1998 amateur draft. Player signed June 5 1998.,Texas State University (San Marcos TX),Somerville HS (Somerville TX),Jeremy Joseph,fikacje01
62,Bob File,24.076,Apr 14,Sep 30 2004,1,TOR,1.4,6-4,215,R,R,Jan 28 1977,Philadelphia PA US,Drafted by the Toronto Blue Jays in the 19th round of the 1998 amateur draft. Player signed June 11 1998.,Thomas Jefferson University (Philadelphia PA),Father Judge HS (Philadelphia PA),Robert Michael,filebo01
63,Josh Fogg,24.263,Sep 2,Oct 4 2009,1,CHW,1.8,6-2,205,R,R,Dec 13 1976,Lynn MA US,Drafted by the Chicago White Sox in the 3rd round of the 1998 amateur draft. Player signed July 3 1998.,University of Florida (Gainesville FL),Cardinal Gibbons HS (Fort Lauderdale FL),Joshua Smith,foggjo01
64,Casey Fossum,23.203,Jul 28,Apr 26 2009,1,BOS,-1.0,6-1,160,L,L,Jan 6 1978,Cherry Hill NJ US,Drafted by the Boston Red Sox in the 1st round (48th pick) of the 1999 amateur draft. Player signed July 19 1999.,Texas A&M University (College Station TX),Midway HS (Waco TX),Casey Paul,fossuca01
65,Kris Foster,26.338,Aug 3,Oct 5 2001,/1,BAL,0.1,6-1,200,R,R,Aug 30 1974,Riverdale NJ US,Drafted by the Montreal Expos in the 39th round of the 1992 amateur draft. Player signed May 26 1993.,Florida SouthWestern State College (Fort Myers FL),Lehigh HS (Lehigh Acres FL) Riverdale HS (Fort Myers FL),John Kristian,fostekr01
66,Ryan Freel,25.027,Apr 4,Aug 4 2009,/4H7,TOR,8.8,5-10,185,R,R,Mar 8 1976,Jacksonville FL US,Drafted by the Toronto Blue Jays in the 10th round of the 1995 amateur draft. Player signed June 12 1995.,Lincoln Memorial University (Harrogate TN) Tallahassee State College (Tallahassee FL),Englewood HS (Jacksonville FL) Sandalwood HS (Jacksonville FL),Ryan Paul,freelry01
67,Brian Fuentes,25.297,Jun 2,Aug 8 2012,1,SEA,10.5,6-4,230,L,L,Aug 9 1975,Merced CA US,Drafted by the Seattle Mariners in the 25th round of the 1995 amateur draft. Player signed May 26 1996.,Merced College (Merced CA),Merced HS (Merced CA),Brian Christopher,fuentbr01
68,Gus Gandarillas,29.363,Jul 17,Oct 5 2001,1,MIL,-0.1,6-0,190,R,R,Jul 19 1971,Coral Gables FL US,Drafted by the Minnesota Twins in the 3rd round of the 1992 amateur draft. Player signed June 22 1992.,University of Miami (Coral Gables FL),Hialeah-Miami Lakes HS (Hialeah FL),Gustavo,gandagu01
69,Chris George,21.313,Jul 26,Sep 30 2004,1,KCR,-0.5,6-2,200,L,L,Sep 16 1979,Houston TX US,Drafted by the Kansas City Royals in the 1st round (31st pick) of the 1998 amateur draft. Player signed July 9 1998.,,Klein HS (Klein TX),Christopher Coleman,georgch02
70,Jay Gibbons,24.035,Apr 6,Jun 3 2011,D7H/3,BAL,5.5,6-0,195,L,L,Mar 2 1977,Rochester MI US,Drafted by the Toronto Blue Jays in the 14th round of the 1998 amateur draft. Player signed June 4 1998.,California State University Los Angeles (Los Angeles CA),Mayfair HS (Lakewood CA),Jay Jonathan,gibboja01
71,Gerónimo Gil,26.032,Sep 8,Aug 22 2007,2,BAL,1.1,6-3,240,R,R,Aug 7 1975,Estacion Lagunas Oaxaca MX,,,Oaxaca (Oaxaca Mexico),Gerónimo,gilge01
72,Marcus Giles,22.334,Apr 17,Sep 28 2007,4/H,ATL,16.7,5-8,180,R,R,May 18 1978,San Diego CA US,Drafted by the Atlanta Braves in the 53rd round of the 1996 amateur draft. Player signed May 26 1997.,Grossmont College (El Cajon CA),Granite Hills HS (El Cajon CA),Marcus William,gilesma01
73,Dicky Gonzalez,22.131,May 1,May 12 2004,1,NYM,0.1,5-10,200,R,R,Dec 21 1978,Bayamon PR,Drafted by the New York Mets in the 16th round of the 1996 amateur draft. Player signed June 12 1996.,,Adolfina Irizarry De Puig HS (Toa Baja Puerto Rico) Bayamon (Bayamon Puerto Rico),Dicky Angel,gonzadi01
74,Steve Green,23.071,Apr 7,Apr 7 2001,/1,ANA,0.2,6-2,200,R,R,Jan 26 1978,Greenfield Park QC CA,Drafted by the Anaheim Angels in the 10th round of the 1997 amateur draft. Player signed July 15 1997.,Fort Scott Community College (Fort Scott KS),Polyvalente Edouard Montpetit (Montreal QC),Steve,greenst01
75,Willie Harris,23.072,Sep 2,Jun 24 2012,/8H,BAL,3.3,5-9,195,L,R,Jun 22 1978,Cairo GA US,Drafted by the Baltimore Orioles in the 24th round of the 1999 amateur draft. Player signed June 7 1999.,Kennesaw State University (Kennesaw GA) Middle Georgia State University (Macon GA),Cairo HS (Cairo GA),William Charles,harriwi02
76,Ken Harvey,23.201,Sep 18,May 18 2005,/3D,KCR,-0.4,6-2,240,R,R,Mar 1 1978,Los Angeles CA US,Drafted by the Kansas City Royals in the 5th round of the 1999 amateur draft. Player signed June 4 1999.,University of Nebraska-Lincoln (Lincoln NE),Beverly Hills HS (Beverly Hills CA),Kenneth Eugene,harveke01
77,Adrián Hernández,26.027,Apr 21,May 8 2004,/1,NYY,-0.8,6-1,185,R,R,Mar 25 1975,La Habana La Habana CU,Signed by the New York Yankees as an amateur free agent in 2000.,,Havana (La Habana Cuba),Adrián R.,hernaad01
78,Carlos Hernández,21.118,Aug 18,Sep 26 2004,/1,HOU,2.2,5-11,205,L,L,Apr 22 1980,Guacara Carabobo VE,Signed by the Houston Astros as an amateur free agent in 1997.,,Yagua (Yagua Venezuela),Carlos Enrique,hernaca03
79,Junior Herndon,22.325,Aug 2,Oct 6 2001,1,SDP,-0.9,6-1,190,R,R,Sep 11 1978,Liberal KS US,Drafted by the San Diego Padres in the 9th round of the 1997 amateur draft. Player signed June 5 1997.,,Moffat County HS (Craig CO),Harry Francis,herndju01
80,Shea Hillenbrand,25.249,Apr 2,Sep 20 2007,*5/H3D,BOS,6.3,6-1,200,R,R,Jul 27 1975,Mesa AZ US,Drafted by the Boston Red Sox in the 10th round of the 1996 amateur draft. Player signed June 6 1996.,Mesa Community College (Mesa AZ),Mountain View HS (Mesa AZ),Shea Matthew,hillesh02
81,Paul Hoover,25.147,Sep 8,Sep 29 2010,/2H,TBD,-0.4,6-1,210,R,R,Apr 14 1976,Columbus OH US,Drafted by the Tampa Bay Devil Rays in the 23rd round of the 1997 amateur draft. Player signed June 6 1997.,Kent State University (Kent OH),Steubenville HS (Steubenville OH),Paul Chester,hoovepa01
82,Ken Huckaby,30.252,Oct 6,Sep 27 2006,/2,ARI,-1.4,6-1,205,R,R,Jan 27 1971,San Leandro CA US,Drafted by the Los Angeles Dodgers in the 22nd round of the 1991 amateur draft. Player signed June 4 1991.,San Joaquin Delta College (Stockton CA),Manteca HS (Manteca CA),Kenneth Paul,huckake01
83,Chad Hutchinson,24.042,Apr 4,Apr 17 2001,/1,STL,-0.5,6-5,230,R,R,Feb 21 1977,Boulder CO US,Drafted by the St. Louis Cardinals in the 2nd round of the 1998 amateur draft. Player signed June 30 1998.,Stanford University (Palo Alto CA),Torrey Pines HS (San Diego CA),Chad Martin,hutchch01
84,Brandon Inge,23.319,Apr 3,Jul 21 2013,2/H,DET,19.2,5-11,190,R,R,May 19 1977,Lynchburg VA US,Drafted by the Detroit Tigers in the 2nd round of the 1998 amateur draft. Player signed June 27 1998.,Virginia Commonwealth University (Richmond VA),Brookville HS (Lynchburg VA),Charles Brandon,ingebr01
85,César Izturis,21.133,Jun 23,Sep 29 2013,4/6H,TOR,6.1,5-9,180,B,R,Feb 10 1980,Barquisimeto Lara VE,Signed by the Toronto Blue Jays as an amateur free agent in 1996.,,Lara (Lara Venezuela),César David,izturce01
86,Jason Jennings,23.037,Aug 23,Aug 26 2009,/1,COL,11.2,6-2,235,L,R,Jul 17 1978,Dallas TX US,Drafted by the Colorado Rockies in the 1st round (16th pick) of the 1999 amateur draft. Player signed June 9 1999.,Baylor University (Waco TX),Dr. Ralph H. Poteet HS (Mesquite TX),Jason Ryan,jennija01
87,Ryan Jensen,25.244,May 19,Jul 9 2005,1,SFG,-0.3,6-0,205,R,R,Sep 17 1975,Salt Lake City UT US,Drafted by the San Francisco Giants in the 8th round of the 1996 amateur draft. Player signed June 6 1996.,Snow College (Ephraim UT) Southern Utah University (Cedar City UT),Cottonwood HS (Salt Lake City UT),Larry Ryan,jensery01
88,Brett Jodie,24.117,Jul 20,Oct 7 2001,/1,NYY,-0.2,6-4,208,R,R,Mar 25 1977,Columbia SC US,Drafted by the New York Yankees in the 6th round of the 1998 amateur draft. Player signed June 8 1998.,University of South Carolina (Columbia SC),Lexington HS (Lexington SC),Brett Paul,jodiebr01
89,Adam Johnson,22.004,Jul 16,Sep 28 2003,/1,MIN,-1.1,6-2,210,R,R,Jul 12 1979,San Jose CA US,Drafted by the Minnesota Twins in the 1st round (2nd pick) of the 2000 amateur draft. Player signed June 19 2000.,California State University Fullerton (Fullerton CA),Torrey Pines HS (San Diego CA),Adam Bryant,johnsad01
90,Nick Johnson,22.336,Aug 21,Jun 27 2012,3/DH,NYY,14.5,6-3,235,L,L,Sep 19 1978,Sacramento CA US,Drafted by the New York Yankees in the 3rd round of the 1996 amateur draft. Player signed June 14 1996.,,McClatchy HS (Sacramento CA),Nicholas Robert,johnsni01
