Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
54,Reid Detmers,22.024,Aug 1,,/1,LAA,2.7,6-2,210,L,L,Jul 8 1999,Nokomis IL US,Drafted by the Los Angeles Angels in the 1st round (10th pick) of the 2020 amateur draft. Player signed June 27 2020.,University of Louisville (Louisville KY),Glenwood HS (Chatham IL),Reid Kristien,detmere01
55,José Devers,21.138,Apr 24,Sep 10 2024,4/H6,MIA,-0.2,6-0,174,L,R,Dec 7 1999,Samana Samana DO,Signed by the New York Yankees as an amateur free agent in 2016.,,,José Rodolfo,deverjo01
56,Jhonathan Díaz,25.004,Sep 17,,/1,LAA,0.1,6-0,170,L,L,Sep 13 1996,Valencia Carabobo VE,Signed by the Boston Red Sox as an amateur free agent in 2013.,,,Jhonathan Alexander,diazjh01
57,Marcos Diplán,24.322,Aug 6,May 31 2022,1,BAL,0.4,6-0,200,R,R,Sep 18 1996,Santiago Santiago DO,Signed by the Texas Rangers as an amateur free agent in 2013.,,,Marcos Antonio,diplama01
58,Kyle Dohy,25.015,Oct 2,Oct 2 2021,/1,PHI,0.0,6-2,202,L,L,Sep 17 1996,Arcadia CA US,Drafted by the Philadelphia Phillies in the 16th round of the 2017 amateur draft. Player signed June 20 2017.,California State Polytechnic University Pomona (Pomona CA) California State University Northridge (Los Angeles CA) Citrus College (Glendora CA),,Kyle Kent,dohyky01
59,Ryan Dorow,26.005,Aug 26,Aug 31 2021,/5,TEX,-0.1,6-0,195,R,R,Aug 21 1995,South Haven MI US,Drafted by the Texas Rangers in the 30th round of the 2017 amateur draft. Player signed June 20 2017.,Adrian College (Adrian MI),,Ryan,dorowry01
60,Camilo Doval,23.288,Apr 18,,1,SFG,4.0,6-2,205,R,R,Jul 4 1997,Yamasa Monte Plata DO,Signed by the San Francisco Giants as an amateur free agent in 2015.,,,Camilo,dovalca01
61,Jarren Duran,24.315,Jul 17,,8/H7,BOS,11.3,6-1,205,L,R,Sep 5 1996,Corona CA US,Drafted by the Boston Red Sox in the 7th round of the 2018 amateur draft. Player signed June 13 2018.,California State University Long Beach (Long Beach CA),,Jarren William,duranja01
62,Scott Effross,27.244,Aug 29,Sep 27 2024,1,CHC,1.4,6-2,202,R,R,Dec 28 1993,Twinsburg OH US,Drafted by the Chicago Cubs in the 15th round of the 2015 amateur draft. Player signed June 27 2015.,Indiana University Bloomington (Bloomington IN),Twinsburg HS (Twinsburg OH),Scott Benjamin-Morton,effrosc01
63,Drew Ellis,25.241,Jul 30,Jul 16 2023,5/H4,ARI,-0.9,6-1,205,R,R,Dec 1 1995,Louisville KY US,Drafted by the Arizona Diamondbacks in the 2nd round of the 2017 amateur draft. Player signed June 27 2017.,University of Louisville (Louisville KY),Jeffersonville HS (Jeffersonville IN),Drew Mitchell,ellisdr01
64,Kent Emanuel,28.324,Apr 24,Sep 1 2024,1,HOU,0.1,6-4,225,L,L,Jun 4 1992,Woodstock GA US,Drafted by the Houston Astros in the 3rd round of the 2013 amateur draft. Player signed July 4 2013.,University of North Carolina at Chapel Hill (Chapel Hill NC),Woodstock HS (Woodstock GA),Kent Jeffrey,emanuke01
65,Raynel Espinal,29.328,Aug 30,Sep 16 2022,/1,BOS,-0.2,6-3,215,R,R,Oct 6 1991,Villa Gonzalez Santiago DO,Signed by the New York Yankees as an amateur free agent in 2012.,,,Raynel Joseph,espinra01
66,Stuart Fairchild,25.111,Jul 6,,/H879,ARI,2.2,5-11,205,R,R,Mar 17 1996,Seattle WA US,Drafted by the Cincinnati Reds in the 2nd round of the 2017 amateur draft. Player signed June 19 2017.,Wake Forest University (Winston-Salem NC),Seattle Preparatory School (Seattle WA),Stuart Alexander,faircst01
67,Bailey Falter,24.001,Apr 25,,1,PHI,3.1,6-4,205,R,L,Apr 24 1997,Chino Hills CA US,Drafted by the Philadelphia Phillies in the 5th round of the 2015 amateur draft. Player signed June 18 2015.,,Chino Hills HS (Chino Hills CA),Bailey,falteba01
68,Johneshwy Fargas,26.153,May 17,Oct 2 2021,/8,NYM,0.1,6-1,180,R,R,Dec 15 1994,Trujillo Alto PR,Drafted by the San Francisco Giants in the 11th round of the 2013 amateur draft. Player signed June 18 2013.,,Puerto Rico Baseball Academy (Gurabo Puerto Rico),Johneshwy Ali,fargajo01
69,Mario Feliciano,22.162,May 1,Aug 17 2022,/H,MIL,0.0,5-10,200,R,R,Nov 20 1998,Bayamon PR,Drafted by the Milwaukee Brewers in the 2nd round of the 2016 amateur draft. Player signed June 17 2016.,,Carlos Beltran Baseball Academy (Florida Puerto Rico),Mario Javier,felicma01
70,Ryan Feltner,25.003,Sep 5,,/1,COL,1.1,6-4,190,R,R,Sep 2 1996,Orlando FL US,Drafted by the Colorado Rockies in the 4th round of the 2018 amateur draft. Player signed June 13 2018.,The Ohio State University (Columbus OH),Walsh Jesuit HS (Cuyahoga Falls OH),Ryan Donald,feltnry01
71,Julian Fernández,25.274,Sep 5,Oct 2 2021,/1,COL,-0.2,6-6,230,R,R,Dec 5 1995,Boca Chica Santo Domingo DO,Signed by the Colorado Rockies as an amateur free agent in 2012.,,,Julian Antonio,fernaju02
72,Jay Flaa,28.321,Apr 27,May 29 2021,/1,BAL,-0.1,6-3,225,R,R,Jun 10 1992,Bismarck ND US,Drafted by the Baltimore Orioles in the 6th round of the 2015 amateur draft. Player signed June 16 2015.,North Dakota State University (Fargo ND) University of Mary (Bismarck ND),,Jay Thomas,flaaja01
73,Jason Foley,25.217,Jun 6,Sep 27 2024,1,DET,3.4,6-4,215,R,R,Nov 1 1995,Manhasset NY US,Signed by the Detroit Tigers as an amateur free agent in 2016.,Sacred Heart University (Fairfield CT),Wellington C. Mepham HS (North Bellmore NY),Jason Joseph,foleyja01
74,Nick Fortes,24.311,Sep 18,,/2HD,MIA,1.1,5-11,198,R,R,Nov 11 1996,Miami FL US,Drafted by the Miami Marlins in the 4th round of the 2018 amateur draft. Player signed June 13 2018.,University of Mississippi (Oxford MS),DeLand HS (DeLand FL),Nicholas,forteni01
75,Wander Franco,20.113,Jun 22,Aug 12 2023,6/54,TBR,11.3,5-10,189,B,R,Mar 1 2001,Bani Peravia DO,Signed by the Tampa Bay Rays as an amateur free agent in 2017.,,,Wander Samuel,francwa01
76,Luis Frías,23.119,Sep 19,Sep 17 2024,/1,ARI,-1.4,6-3,245,R,R,May 23 1998,Rio San Juan Maria Trinidad Sanchez DO,Signed by the Arizona Diamondbacks as an amateur free agent in 2015.,,,Luis David,friaslu01
77,TJ Friedl,26.035,Sep 18,,/87H,CIN,5.6,5-8,180,L,L,Aug 14 1995,Sewickley PA US,Signed by the Cincinnati Reds as an amateur free agent in 2016.,University of Nevada Reno (Reno NV),Foothill HS (Pleasanton CA),Terry Lee,friedtj01
78,Justin Garza,27.099,Jun 27,Jul 22 2023,1,CLE,-0.2,5-10,170,R,R,Mar 20 1994,Glendora CA US,Drafted by the Cleveland Indians in the 8th round of the 2015 amateur draft. Player signed June 23 2015.,California State University Fullerton (Fullerton CA),Bonita HS (La Verne CA),Justin Charles,garzaju01
79,Ralph Garza,27.053,May 29,Aug 4 2022,/1,HOU,0.6,6-2,220,R,R,Apr 6 1994,Edinburg TX US,Drafted by the Houston Astros in the 26th round of the 2015 amateur draft. Player signed June 14 2015.,University of Oklahoma (Norman OK),New Braunfels HS (New Braunfels TX),Ralph Albert,garzara01
80,Trent Giambrone,27.283,Sep 29,Oct 3 2021,/4H,CHC,-0.1,5-8,175,R,R,Dec 20 1993,Metairie LA US,Drafted by the Chicago Cubs in the 25th round of the 2016 amateur draft. Player signed June 22 2016.,Delta State University (Cleveland MS) Jones County Junior College (Ellisville MS),Grace King HS (Metairie LA),Trent Joseph,giambtr01
81,Luis Gil,23.061,Aug 3,Sep 28 2024,/1,NYY,3.7,6-2,185,R,R,Jun 3 1998,Azua Azua DO,Signed by the Minnesota Twins as an amateur free agent in 2015.,,,Luis Angel,gillu01
82,Logan Gilbert,24.008,May 13,,1,SEA,10.4,6-6,215,R,R,May 5 1997,Winter Park FL US,Drafted by the Seattle Mariners in the 1st round (14th pick) of the 2018 amateur draft. Player signed June 16 2018.,Stetson University (DeLand FL),Wekiva HS (Apopka FL),Logan Keith,gilbelo01
83,Tyler Gilbert,27.224,Aug 3,,/1,ARI,0.9,6-3,225,L,L,Dec 22 1993,Santa Cruz CA US,Drafted by the Philadelphia Phillies in the 6th round of the 2015 amateur draft. Player signed June 18 2015.,Santa Barbara City College (Santa Barbara CA) University of Southern California (Los Angeles CA),San Lorenzo Valley HS (Felton CA),Tyler Gregory,gilbety01
84,Lucas Gilbreath,25.057,May 1,Aug 25 2024,1,COL,1.1,6-1,185,L,L,Mar 5 1996,Westminster CO US,Drafted by the Colorado Rockies in the 7th round of the 2017 amateur draft. Player signed June 18 2017.,University of Minnesota (Minneapolis MN),Legacy HS (Broomfield CO),Lucas Grant,gilbrlu01
85,Chris Gittens,27.121,Jun 5,Jul 24 2021,3/H,NYY,-0.2,6-3,250,R,R,Feb 4 1994,Sherman TX US,Drafted by the New York Yankees in the 12th round of the 2014 amateur draft. Player signed June 24 2014.,Grayson College (Denison TX),Sherman HS (Sherman TX),Christopher Ryan,gittech01
86,José Godoy,26.220,May 21,Sep 30 2022,2/DH,SEA,-0.4,5-11,200,L,R,Oct 13 1994,Maracaibo Zulia VE,Signed by the St. Louis Cardinals as an amateur free agent in 2011.,,,José Alberto,godoyjo01
87,Romy Gonzalez,24.362,Sep 3,,/5H94D716,CHW,0.6,6-0,215,R,R,Sep 6 1996,Miami FL US,Drafted by the Chicago White Sox in the 18th round of the 2018 amateur draft. Player signed June 10 2018.,University of Miami (Coral Gables FL),American Senior HS (Hialeah FL),Roman Alexander,gonzaro01
88,Nick Gordon,25.194,May 6,Aug 3 2024,846H7/59,MIN,-0.6,6-0,160,L,R,Oct 24 1995,Avon Park FL US,Drafted by the Minnesota Twins in the 1st round (5th pick) of the 2014 amateur draft. Player signed June 9 2014.,,Olympia HS (Orlando FL),Nicholas Chad,gordoni01
89,Josiah Gray,23.211,Jul 20,Apr 4 2024,/1,LAD,2.8,6-1,209,R,R,Dec 21 1997,New Rochelle NY US,Drafted by the Cincinnati Reds in the 2nd round of the 2018 amateur draft. Player signed June 11 2018.,Le Moyne College (Syracuse NY),New Rochelle HS (New Rochelle NY),Josiah E.,grayjo03
90,Conner Greene,26.114,Jul 27,Oct 3 2021,1,BAL,-0.4,6-4,220,R,R,Apr 4 1995,Santa Monica CA US,Drafted by the Toronto Blue Jays in the 7th round of the 2013 amateur draft. Player signed June 12 2013.,,Santa Monica HS (Santa Monica CA),James Conner,greenco01
91,Sean Guenther,25.218,Aug 4,,1,MIA,0.1,5-11,194,L,L,Dec 29 1995,Atlanta GA US,Drafted by the Miami Marlins in the 7th round of the 2017 amateur draft. Player signed June 21 2017.,University of Notre Dame (South Bend IN),Marist School (Atlanta GA),Sean McManus,guentse01
92,Taylor Gushue,27.193,Jun 30,Jul 4 2021,/32H,CHC,-0.1,6-1,224,B,R,Dec 19 1993,Boca Raton FL US,Drafted by the Pittsburgh Pirates in the 4th round of the 2014 amateur draft. Player signed June 11 2014.,University of Florida (Gainesville FL),Calvary Christian Academy (Fort Lauderdale FL),Taylor Stone,gushuta01
93,Vladimir Gutierrez,25.252,May 28,Mar 31 2024,1,CIN,1.0,6-1,205,R,R,Sep 18 1995,La Habana La Habana CU,Signed by the Cincinnati Reds as an amateur free agent in 2016.,,,Vladimir,gutievl01
94,Jake Hager,28.072,May 15,Jul 6 2022,/H79,NYM,-0.2,6-1,170,R,R,Mar 4 1993,Henderson NV US,Drafted by the Tampa Bay Rays in the 1st round (32nd pick) of the 2011 amateur draft. Player signed June 23 2011.,,Sierra Vista HS (Las Vegas NV),Jake William,hagerja01
95,Ryan Hartman,27.070,Jun 30,Jun 30 2021,/1,HOU,0.0,6-3,234,L,L,Apr 21 1994,Anaheim CA US,Drafted by the Houston Astros in the 9th round of the 2016 amateur draft. Player signed June 16 2016.,Cypress College (Cypress CA) Lindsey Wilson College (Columbia KY) Tennessee Wesleyan University (Athens TN),,Ryan James,hartmry01
96,Louis Head,31.002,Apr 25,Aug 24 2022,1,TBR,0.2,6-1,180,R,R,Apr 23 1990,Houston TX US,Drafted by the Cleveland Indians in the 18th round of the 2012 amateur draft. Player signed June 8 2012.,Texas State University (San Marcos TX) Texas Tech University (Lubbock TX),Seven Lakes HS (Katy TX),Louis Gibson,headlo01
