Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
57,Rafael Devers,20.274,Jul 25,,5/HD,BOS,24.8,6-0,235,L,R,Oct 24 1996,Sanchez Samana DO,Signed by the Boston Red Sox as an amateur free agent in 2013.,,,Rafael Calcano,deverra01
58,Miguel Díaz,22.126,Apr 3,Apr 5 2024,1,SDP,-0.1,6-0,221,R,R,Nov 28 1994,San Cristobal San Cristobal DO,Signed by the Milwaukee Brewers as an amateur free agent in 2011.,,,Miguel Angel,diazmi02
59,Yandy Díaz,25.238,Apr 3,,5/D7H,CLE,14.9,6-1,235,R,R,Aug 8 1991,Sagua la Grande Villa Clara CU,Signed by the Cleveland Indians as an amateur free agent in 2013.,,,Yandy,diazya01
60,O'Koyea Dickson,27.205,Sep 2,Sep 26 2017,/7H,LAD,-0.1,5-11,220,R,R,Feb 9 1990,San Francisco CA US,Drafted by the Los Angeles Dodgers in the 12th round of the 2011 amateur draft. Player signed June 29 2011.,Sonoma State University (Rohnert Park CA),Washington HS (San Francisco CA),O'Koyea Rishaard,dicksok01
61,Adam Engel,25.169,May 27,May 19 2023,8/H7,CHW,3.3,6-2,215,R,R,Dec 9 1991,Cincinnati OH US,Drafted by the Chicago White Sox in the 19th round of the 2013 amateur draft. Player signed June 27 2013.,University of Louisville (Louisville KY),Loveland HS (Loveland OH),Adam Trevor,engelad01
62,Dietrich Enns,26.086,Aug 10,Sep 24 2021,/1,MIN,0.2,6-1,210,L,L,May 16 1991,Frankfort IL US,Drafted by the New York Yankees in the 19th round of the 2012 amateur draft. Player signed June 9 2012.,Central Michigan University (Mount Pleasant MI),Lincoln-Way East HS (Frankfort IL),Dietrich,ennsdi01
63,Phil Ervin,24.281,Apr 22,Sep 26 2020,H/879,CIN,0.4,5-10,207,R,R,Jul 15 1992,Mobile AL US,Drafted by the Cincinnati Reds in the 1st round (27th pick) of the 2013 amateur draft. Player signed June 10 2013.,Samford University (Homewood AL),Leroy HS (Leroy AL),Phillip S.,ervinph01
64,Paolo Espino,30.129,May 19,Jul 31 2024,/1,MIL,1.0,5-10,212,R,R,Jan 10 1987,Panama Panama PA,Drafted by the Cleveland Indians in the 10th round of the 2006 amateur draft. Player signed July 28 2006.,,IMG Academy (Bradenton FL),Paolo Alesandro,espinpa01
65,Phillip Evans,24.363,Sep 8,Sep 5 2021,H/54,NYM,-0.3,5-9,210,R,R,Sep 10 1992,Whittier CA US,Drafted by the New York Mets in the 15th round of the 2011 amateur draft. Player signed August 15 2011.,,La Costa Canyon HS (Carlsbad CA),Phillip Mathew,evansph01
66,Jake Faria,23.312,Jun 7,Jul 16 2023,1,TBR,0.8,6-4,238,R,R,Jul 30 1993,La Palma CA US,Drafted by the Tampa Bay Rays in the 10th round of the 2011 amateur draft. Player signed June 29 2011.,,Richard Gahr HS (Cerritos CA),Jacob Daniel,fariaja01
67,Kyle Farmer,26.347,Jul 30,,H/523,LAD,4.5,5-11,205,R,R,Aug 17 1990,Atlanta GA US,Drafted by the Los Angeles Dodgers in the 8th round of the 2013 amateur draft. Player signed June 10 2013.,University of Georgia (Athens GA),Marist School (Atlanta GA),James Kyle,farmeky01
68,Luke Farrell,26.024,Jul 1,Sep 14 2022,/1,KCR,-0.4,6-6,200,L,R,Jun 7 1991,Westlake OH US,Drafted by the Kansas City Royals in the 6th round of the 2013 amateur draft. Player signed June 9 2013.,Northwestern University (Evanston IL),St. Ignatius HS (Cleveland OH),Luke Thomas,farrelu01
69,Erick Fedde,24.155,Jul 30,,/1,WSN,5.8,6-4,205,R,R,Feb 25 1993,Las Vegas NV US,Drafted by the Washington Nationals in the 1st round (18th pick) of the 2014 amateur draft. Player signed July 18 2014.,University of Nevada Las Vegas (Paradise NV),Las Vegas HS (Las Vegas NV),Erick James,feddeer01
70,Derek Fisher,23.297,Jun 14,Jun 21 2021,79H/8D,HOU,0.3,6-3,215,L,R,Aug 21 1993,Lebanon PA US,Drafted by the Houston Astros in the 1st round (37th pick) of the 2014 amateur draft. Player signed July 1 2014.,University of Virginia (Charlottesville VA),Cedar Crest HS (Lebanon PA),Derek Joseph,fishede01
71,Jack Flaherty,21.321,Sep 1,,/1,STL,13.6,6-4,225,R,R,Oct 15 1995,Burbank CA US,Drafted by the St. Louis Cardinals in the 1st round (34th pick) of the 2014 amateur draft. Player signed June 17 2014.,,Harvard-Westlake HS (Los Angeles CA),Jack Rafe,flaheja01
72,Chris Flexen,23.026,Jul 27,,1,NYM,3.3,6-3,220,R,R,Jul 1 1994,Newark CA US,Drafted by the New York Mets in the 14th round of the 2012 amateur draft. Player signed June 22 2012.,,Newark Memorial HS (Newark CA),Christopher John,flexech01
73,Nolan Fontana,25.350,May 22,Jun 15 2018,/4HD,LAA,0.0,5-11,195,L,R,Jun 6 1991,Winter Garden FL US,Drafted by the Houston Astros in the 2nd round of the 2012 amateur draft. Player signed June 26 2012.,University of Florida (Gainesville FL),West Orange HS (Winter Garden FL),Nolan David,fontano01
74,Dustin Fowler,22.182,Jun 29,Apr 21 2021,/9,NYY,-1.4,6-0,195,L,L,Dec 29 1994,Cadwell GA US,Drafted by the New York Yankees in the 18th round of the 2013 amateur draft. Player signed July 10 2013.,,West Laurens HS (Dexter GA),Dustin Ryan,fowledu01
75,Seth Frankoff,28.286,Jun 9,Jun 3 2021,/1,CHC,-0.8,6-5,206,R,R,Aug 27 1988,Raleigh NC US,Drafted by the Oakland Athletics in the 27th round of the 2010 amateur draft. Player signed June 10 2010.,University of North Carolina at Wilmington (Wilmington NC),Apex HS (Apex NC),James Seth,frankse01
76,Clint Frazier,22.298,Jul 1,Jul 2 2023,7/9HD,NYY,-0.3,5-11,212,R,R,Sep 6 1994,Decatur GA US,Drafted by the Cleveland Indians in the 1st round (5th pick) of the 2013 amateur draft. Player signed June 15 2013.,,Loganville HS (Loganville GA),Clint Jackson,frazicl01
77,Kyle Freeland,23.328,Apr 7,,1/H,COL,17.2,6-4,204,L,L,May 14 1993,Denver CO US,Drafted by the Colorado Rockies in the 1st round (8th pick) of the 2014 amateur draft. Player signed June 10 2014.,University of Evansville (Evansville IN),Thomas Jefferson HS (Denver CO),Kyle Richard,freelky01
78,David Freitas,28.165,Aug 30,Sep 29 2019,/2,ATL,-0.3,6-1,250,R,R,Mar 18 1989,Wilton CA US,Drafted by the Washington Nationals in the 15th round of the 2010 amateur draft. Player signed June 10 2010.,University of Hawaii at Manoa (Honolulu HI),Elk Grove HS (Elk Grove CA),David Joseph,freitda01
79,Max Fried,23.202,Aug 8,,/1H,ATL,26.6,6-4,190,L,L,Jan 18 1994,Santa Monica CA US,Drafted by the San Diego Padres in the 1st round (7th pick) of the 2012 amateur draft. Player signed June 15 2012.,,Harvard-Westlake HS (Los Angeles CA),Max Dorian,friedma01
80,Jace Fry,24.058,Sep 5,Sep 21 2021,1,CHW,-0.2,6-1,209,L,L,Jul 9 1993,Portland OR US,Drafted by the Chicago White Sox in the 3rd round of the 2014 amateur draft. Player signed June 11 2014.,Oregon State University (Corvallis OR),Southridge HS (Beaverton OR),Jace Hayden,fryja01
81,Cam Gallagher,24.243,Aug 6,Sep 30 2023,2/H,KCR,0.0,6-3,230,R,R,Dec 6 1992,Lancaster PA US,Drafted by the Kansas City Royals in the 2nd round of the 2011 amateur draft. Player signed July 28 2011.,,Manheim Township HS (Lancaster PA),Cameron Joseph,gallaca01
82,Giovanny Gallegos,25.271,May 12,Jul 27 2024,1,NYY,4.4,6-2,205,R,R,Aug 14 1991,Ciudad Obregon Sonora MX,Signed by the New York Yankees as an amateur free agent in 2011.,,,Giovanny,gallegi01
83,Jarlín García,24.086,Apr 14,Oct 3 2022,1,MIA,3.4,6-3,240,L,L,Jan 18 1993,Santo Domingo Distrito Nacional DO,Signed by the Florida Marlins as an amateur free agent in 2010.,,Liceo Gregorio Luperon (San Cristobal Dominican Republic),Jarlín Emmanuel,garcija04
84,Willy García,24.222,Apr 14,Sep 27 2017,978/HD,CHW,-0.3,6-2,215,R,R,Sep 4 1992,Santo Domingo Distrito Nacional DO,Signed by the Pittsburgh Pirates as an amateur free agent in 2010.,,,Willy Camilo,garciwi01
85,Nick Gardewine,24.007,Aug 22,May 2 2018,1,TEX,-0.1,6-1,179,R,R,Aug 15 1993,Effingham IL US,Drafted by the Texas Rangers in the 7th round of the 2013 amateur draft. Player signed June 9 2013.,Kaskaskia College (Centralia IL),,Nick,gardeni01
86,Amir Garrett,24.339,Apr 7,May 14 2024,1,CIN,0.6,6-5,239,R,L,May 3 1992,Victorville CA US,Drafted by the Cincinnati Reds in the 22nd round of the 2011 amateur draft. Player signed August 15 2011.,St. John's University (Queens NY),Henderson International School (Henderson NV),Amir Jamal,garream01
87,Mitch Garver,26.216,Aug 19,,2/DH37,MIN,10.0,6-1,220,R,R,Jan 15 1991,Albuquerque NM US,Drafted by the Minnesota Twins in the 9th round of the 2013 amateur draft. Player signed June 19 2013.,University of New Mexico (Albuquerque NM),La Cueva HS (Albuquerque NM),Mitchell Lyn,garvemi01
88,Sam Gaviglio,26.354,May 11,Aug 25 2020,1,SEA,1.5,6-1,215,R,R,May 22 1990,Ashland OR US,Drafted by the St. Louis Cardinals in the 5th round of the 2011 amateur draft. Player signed August 12 2011.,Oregon State University (Corvallis OR),Ashland HS (Ashland OR),Samuel Joseph,gavigsa01
89,Domingo Germán,24.311,Jun 11,Sep 4 2024,/1,NYY,4.0,6-2,181,R,R,Aug 4 1992,San Pedro de Macoris San Pedro de Macoris DO,Signed by the Florida Marlins as an amateur free agent in 2009.,,,Domingo,germado01
90,Luiz Gohara,21.037,Sep 6,Jul 8 2018,/1,ATL,-0.3,6-3,265,L,L,Jul 31 1996,Tupa Sao Paulo BR,Signed by the Seattle Mariners as an amateur free agent in 2012.,,,Luiz Henrique,goharlu01
91,Brad Goldberg,27.102,Jun 3,Aug 21 2017,1,CHW,-0.3,6-4,220,R,R,Feb 21 1990,Cleveland OH US,Drafted by the Chicago White Sox in the 10th round of the 2013 amateur draft. Player signed June 9 2013.,The Ohio State University (Columbus OH),Beachwood HS (Beachwood OH),Bradley Andrew,goldbbr01
92,Miguel Gómez,24.202,Jul 7,May 27 2018,H/4,SFG,-0.1,5-9,206,B,R,Dec 17 1992,Santo Domingo Distrito Nacional DO,Signed by the San Francisco Giants as an amateur free agent in 2011.,,,Miguel Angel,gomezmi01
93,Roberto Gómez,28.033,Sep 5,Apr 28 2018,/1,SFG,-0.6,6-6,200,R,R,Aug 3 1989,Santiago Santiago DO,Signed by the Tampa Bay Rays as an amateur free agent in 2010.,,,Roberto Ezequiel,gomezro01
94,Niko Goodrum,25.186,Sep 2,May 13 2024,/4HD9,MIN,1.0,6-3,220,B,R,Feb 28 1992,Atlanta GA US,Drafted by the Minnesota Twins in the 2nd round of the 2010 amateur draft. Player signed June 22 2010.,,Fayette County HS (Fayetteville GA),Cartier Niko,goodrni01
95,Daniel Gossett,24.213,Jun 14,Jun 3 2018,1,OAK,-0.6,6-0,185,R,R,Nov 13 1992,Spartanburg SC US,Drafted by the Oakland Athletics in the 2nd round of the 2014 amateur draft. Player signed June 12 2014.,Clemson University (Clemson SC),James F. Byrnes HS (Duncan SC),Daniel James,gosseda01
96,Zack Granite,24.294,Jul 8,Oct 1 2017,8H/7D9,MIN,0.3,6-1,185,L,L,Sep 17 1992,Staten Island NY US,Drafted by the Minnesota Twins in the 14th round of the 2013 amateur draft. Player signed June 15 2013.,Seton Hall University (South Orange NJ),Tottenville HS (Staten Island NY),Zachary Thomas,graniza01
