Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
25,Mike Bertotti,25.192,Jul 29,May 10 1997,/1,CHW,-0.7,6-1,185,L,L,Jan 18 1970,Jersey City NJ US,Drafted by the Chicago White Sox in the 31st round of the 1991 amateur draft. Player signed June 6 1991.,Iona University (New Rochelle NY),Cornwall Central HS (New Windsor NY),Michael David,bertomi01
26,Andrés Berumen,24.022,Apr 27,Jun 17 1996,1,SDP,-0.2,6-2,210,R,R,Apr 5 1971,Tijuana Baja California MX,Drafted by the Kansas City Royals in the 27th round of the 1989 amateur draft. Player signed June 7 1989.,,Banning HS (Banning CA) Phineas Banning HS (Wilmington CA),Andrés,beruman01
27,Ben Blomdahl,24.119,Apr 28,Sep 30 1995,1,DET,-0.3,6-2,185,R,R,Dec 30 1970,Long Beach CA US,Drafted by the Detroit Tigers in the 14th round of the 1990 amateur draft. Player signed May 28 1991.,Riverside City College (Riverside CA),Riverside Polytechnic HS (Riverside CA),Benjamin Earl,blomdbe01
28,Doug Bochtler,24.304,May 5,Jul 22 2000,1,SDP,1.7,6-3,205,R,R,Jul 5 1970,West Palm Beach FL US,Drafted by the Montreal Expos in the 9th round of the 1989 amateur draft. Player signed June 26 1989.,Indian River State College (Fort Pierce FL),John I. Leonard HS (Greenacres FL),Douglas Eugene,bochtdo01
29,Brian Boehringer,26.112,Apr 30,Jun 1 2004,/1,NYY,3.9,6-2,180,B,R,Jan 8 1969,St. Louis MO US,Drafted by the Chicago White Sox in the 4th round of the 1991 amateur draft. Player signed June 10 1991.,St. Louis Community College Meramec Campus (Kirkwood MO) University of Nevada Las Vegas (Paradise NV),Northwest HS (House Springs MO),Brian Edward,boehrbr01
30,Joe Borowski,24.066,Jul 9,Jul 1 2008,/1,BAL,3.6,6-2,225,R,R,May 4 1971,Bayonne NJ US,Drafted by the Chicago White Sox in the 32nd round of the 1989 amateur draft. Player signed August 13 1989.,,Bayonne HS (Bayonne NJ) Marist HS (Bayonne NJ),Joseph Thomas,borowjo01
31,Terry Bradshaw,26.090,May 4,Sep 29 1996,H/789,STL,0.1,6-0,180,L,R,Feb 3 1969,Franklin VA US,Drafted by the St. Louis Cardinals in the 9th round of the 1990 amateur draft. Player signed June 15 1990.,Norfolk State University (Norfolk VA),Windsor HS (Windsor VA),Terry Leon,bradste01
32,Doug Brady,25.286,Sep 5,Oct 1 1995,/4HD,CHW,0.2,5-11,165,B,R,Nov 23 1969,Jacksonville IL US,Drafted by the Chicago White Sox in the 12th round of the 1991 amateur draft. Player signed June 10 1991.,Liberty University (Lynchburg VA),Basic HS (Henderson NV),Stephen Douglas,bradydo01
33,Mark Brandenburg,25.006,Jul 20,Sep 27 1997,1,TEX,1.4,6-0,180,R,R,Jul 14 1970,Houston TX US,Drafted by the Texas Rangers in the 26th round of the 1992 amateur draft. Player signed June 2 1992.,Panola College (Carthage TX) Texas Tech University (Lubbock TX),Humble HS (Humble TX),Mark Clay,brandma01
34,Jamie Brewington,23.299,Jul 24,Sep 24 2000,1/H,SFG,0.4,6-4,180,R,R,Sep 28 1971,Greenville NC US,Drafted by the San Francisco Giants in the 10th round of the 1992 amateur draft. Player signed June 4 1992.,Virginia Commonwealth University (Richmond VA),Rose HS (Greenville NC),Jamie Chancellor,brewija01
35,Jorge Brito,28.312,Apr 30,Apr 21 1996,2,COL,-0.5,6-1,190,R,R,Jun 22 1966,Moncion Santiago Rodriguez DO,Signed by the Oakland Athletics as an amateur free agent in 1986.,,Moncion (Moncion Dominican Republic),Jorge Manuel,britojo01
36,Jim Bruske,30.322,Aug 25,May 13 2000,/1,LAD,0.8,6-1,185,R,R,Oct 7 1964,East St. Louis IL US,Drafted by the Cleveland Indians in the 1st round (6th pick) of the 1986 amateur draft (June Secondary). Player signed June 22 1986.,Antelope Valley College (Lancaster CA) Loyola Marymount University (Los Angeles CA),Palmdale HS (Palmdale CA),James Scott,bruskji01
37,Melvin Bunch,23.183,May 6,Jun 25 1999,1,KCR,-0.3,6-1,165,R,R,Nov 4 1971,Texarkana TX US,Drafted by the Kansas City Royals in the 15th round of the 1992 amateur draft. Player signed June 8 1992.,Texarkana College (Texarkana TX),Liberty Eylau HS (Texarkana TX),Melvin Lynn,bunchme01
38,Mike Busch,27.054,Aug 30,Aug 10 1996,5/H3,LAD,-0.3,6-5,245,R,R,Jul 7 1968,Davenport IA US,Drafted by the Los Angeles Dodgers in the 4th round of the 1990 amateur draft. Player signed June 8 1990.,Iowa State University (Ames IA),North Scott HS (Eldridge IA),Michael Anthony,buschmi01
39,Paul Byrd,24.237,Jul 28,Oct 3 2009,1,NYM,16.2,6-1,185,R,R,Dec 3 1970,Louisville KY US,Drafted by the Cleveland Indians in the 4th round of the 1991 amateur draft. Player signed June 10 1991.,Louisiana State University (Baton Rouge LA),St. Xavier HS (Louisville KY),Paul Gregory,byrdpa01
40,Edgar Cáceres,31.002,Jun 8,Oct 1 1995,4H/635D,KCR,0.2,6-1,170,B,R,Jun 6 1964,Barquisimeto Lara VE,Signed by the Los Angeles Dodgers as an amateur free agent in 1983.,,Barquisimeto (Barquisimeto Venezuela),Edgar Fidel,cacered01
41,Mike Cameron,22.231,Aug 27,Sep 12 2011,9/8H,CHW,46.7,6-2,210,R,R,Jan 8 1973,La Grange GA US,Drafted by the Chicago White Sox in the 18th round of the 1991 amateur draft. Player signed June 12 1991.,,LaGrange HS (LaGrange GA),Michael Terrance,camermi01
42,Rafael Carmona,23.228,May 18,Jun 12 1999,1,SEA,0.4,6-2,185,L,R,Oct 2 1971,Rio Piedras PR,Drafted by the Seattle Mariners in the 13th round of the 1993 amateur draft. Player signed June 5 1993.,Indian Hills Community College (Centerville IA),Juano Colon HS (Comerio Puerto Rico),Rafael,carmora01
43,Giovanni Carrara,27.147,Jul 29,Sep 23 2006,1,TOR,1.7,6-2,225,R,R,Mar 4 1968,El Tigre Anzoategui VE,Signed by the Toronto Blue Jays as an amateur free agent in 1990.,,Anzoategui (Anzoategui Venezuela),Giovanni,carragi01
44,Alberto Castillo,25.107,May 28,Jun 21 2007,2/H,NYM,1.7,6-0,184,R,R,Feb 10 1970,San Juan de la Maguana San Juan DO,Signed by the New York Mets as an amateur free agent in 1987.,,Mercedes Maria Mateo (Las Matas Dominican Republic),Alberto Terrero,castial01
45,Juan Castro,23.074,Sep 2,Jun 4 2011,/56H,LAD,-5.4,5-11,190,R,R,Jun 20 1972,Los Mochis Sinaloa MX,Signed by the Los Angeles Dodgers as an amateur free agent in 1991.,,CBTIS (Mexico),Juan Gabriel,castrju01
46,Roger Cedeño,20.308,Jun 20,Jun 5 2005,7H8/9,LAD,1.7,6-1,165,B,R,Aug 16 1974,Valencia Carabobo VE,Signed by the Los Angeles Dodgers as an amateur free agent in 1991.,,Valencia (Valencia Venezuela),Roger Leandro,cedenro01
47,Jason Christiansen,25.217,Apr 26,Oct 1 2005,1,PIT,3.8,6-5,230,R,L,Sep 21 1969,Omaha NE US,Signed by the Pittsburgh Pirates as an amateur free agent in 1991.,Iowa Western Community College (Council Bluffs IA) Cameron University (Lawton OK),Elkhorn HS (Elkhorn NE),Jason Samuel,chrisja01
48,Tony Clark,23.080,Sep 3,Jul 12 2009,3,DET,12.3,6-8,205,B,R,Jun 15 1972,Newton KS US,Drafted by the Detroit Tigers in the 1st round (2nd pick) of the 1990 amateur draft. Player signed July 10 1990.,San Diego State University (San Diego CA) University of Arizona (Tucson AZ),Christian HS (El Cajon CA),Anthony Christopher,clarkto02
49,Brad Clontz,24.001,Apr 26,Apr 30 2000,1,ATL,0.6,6-1,180,R,R,Apr 25 1971,Stuart VA US,Drafted by the Atlanta Braves in the 10th round of the 1992 amateur draft. Player signed June 3 1992.,Virginia Polytechnic Institute and State University (Blacksburg VA),Patrick County HS (Stuart VA),John Bradley,clontbr01
50,Brent Cookson,25.339,Aug 12,Jun 13 1999,H7/D9,KCR,-0.5,5-11,200,R,R,Sep 7 1969,Van Nuys CA US,Drafted by the Oakland Athletics in the 15th round of the 1991 amateur draft. Player signed June 9 1991.,Ventura College (Ventura CA) California State University Long Beach (Long Beach CA),Santa Paula HS (Santa Paula CA),Brent Adam,cooksbr01
51,Ron Coomer,28.256,Aug 1,Sep 28 2003,35/HD9,MIN,1.4,5-11,195,R,R,Nov 18 1966,Crest Hill IL US,Drafted by the Oakland Athletics in the 14th round of the 1987 amateur draft. Player signed June 6 1987.,Taft College (Taft CA),Lockport Township HS (Lockport IL),Ronald Bryan,coomero01
52,Marty Cordova,25.290,Apr 26,Apr 21 2003,*78,MIN,7.6,6-0,200,R,R,Jul 10 1969,Las Vegas NV US,Drafted by the Minnesota Twins in the 10th round of the 1989 amateur draft. Player signed July 5 1989.,Orange Coast College (Costa Mesa CA),Bishop Gorman HS (Las Vegas NV),Martin Kevin,cordoma01
53,Reid Cornelius,24.331,Apr 29,Sep 30 2000,/1,MON,0.7,6-0,200,R,R,Jun 2 1970,Thomasville AL US,Drafted by the Montreal Expos in the 11th round of the 1988 amateur draft. Player signed August 6 1988.,,Thomasville HS (Thomasville AL),Jonathan Reid,cornere01
54,Craig Counsell,25.027,Sep 17,Sep 28 2011,/6H,COL,22.4,6-0,180,L,R,Aug 21 1970,South Bend IN US,Drafted by the Colorado Rockies in the 11th round of the 1992 amateur draft. Player signed June 10 1992.,University of Notre Dame (South Bend IN),Whitefish Bay HS (Whitefish Bay WI),Craig John,counscr01
55,John Courtright,24.341,May 6,May 6 1995,/1,CIN,0.0,6-2,185,L,L,May 30 1970,Marion OH US,Drafted by the Cincinnati Reds in the 8th round of the 1991 amateur draft. Player signed June 7 1991.,Duke University (Durham NC),Harding HS (Marion OH),John Charles,courtjo01
56,Tim Crabtree,25.253,Jun 23,Jun 25 2001,1,TOR,4.3,6-4,205,R,R,Oct 13 1969,Jackson MI US,Drafted by the Toronto Blue Jays in the 2nd round of the 1992 amateur draft. Player signed June 4 1992.,Michigan State University (East Lansing MI),Grass Lake HS (Grass Lake MI),Timothy Lyle,crabtti01
57,Doug Creek,26.200,Sep 17,Oct 1 2005,/1,STL,-1.1,5-10,205,L,L,Mar 1 1969,Winchester VA US,Drafted by the St. Louis Cardinals in the 7th round of the 1991 amateur draft. Player signed July 11 1991.,Georgia Institute of Technology (Atlanta GA),Martinsburg HS (Martinsburg WV),Paul Douglas,creekdo01
58,Johnny Damon,21.280,Aug 12,Aug 1 2012,8/9H,KCR,56.3,6-2,205,L,L,Nov 5 1973,Fort Riley KS US,Drafted by the Kansas City Royals in the 1st round (35th pick) of the 1992 amateur draft. Player signed June 23 1992.,,Dr. Phillips HS (Orlando FL),Johnny David,damonjo01
59,Scott Davison,24.323,Sep 4,May 30 1996,/1,SEA,-0.2,6-0,190,R,R,Oct 16 1970,Inglewood CA US,Drafted by the Montreal Expos in the 4th round of the 1988 amateur draft. Player signed July 11 1988.,,Redondo Union HS (Redondo Beach CA),Scotty Ray,davissc01
60,Jim Dedrick,27.130,Aug 12,Sep 19 1995,/1,BAL,0.3,6-0,185,B,R,Apr 4 1968,Los Angeles CA US,Drafted by the Baltimore Orioles in the 33rd round of the 1990 amateur draft. Player signed June 7 1990.,Vanguard University of Southern California (Costa Mesa CA),Huntington Beach HS (Huntington Beach CA),James Michael,dedriji01
61,César Devarez,25.254,Jun 3,Sep 29 1996,/2H,BAL,-0.4,5-10,175,R,R,Sep 22 1969,San Francisco de Macoris Duarte DO,Signed by the Baltimore Orioles as an amateur free agent in 1988.,,San Pedro de Macoris (San Pedro de Macoris Dominican Republic),César Salvatore,devarce01
62,Glenn Dishman,24.229,Jun 22,Sep 7 1997,1,SDP,0.5,6-1,195,R,L,Nov 5 1970,Baltimore MD US,Signed by the San Diego Padres as an amateur free agent in 1993.,University of California Berkeley (Berkeley CA) Texas Christian University (Fort Worth TX),Moreau HS (Hayward CA),Glenelg Edward,dishmgl01
63,Jim Dougherty,27.050,Apr 27,Apr 20 1999,1,HOU,-1.3,6-0,210,R,R,Mar 8 1968,Brentwood NY US,Drafted by the Houston Astros in the 26th round of the 1990 amateur draft. Player signed March 20 1991.,University of North Carolina at Chapel Hill (Chapel Hill NC),Ross HS (Brentwood NY),James Elliott,doughji01
64,Matt Dunbar,26.192,Apr 25,May 20 1995,/1,FLA,-0.5,6-0,170,L,L,Oct 15 1968,Tallahassee FL US,Drafted by the New York Yankees in the 25th round of the 1990 amateur draft. Player signed June 9 1990.,Florida State University (Tallahassee FL),Dunedin HS (Dunedin FL),Matthew Marshall,dunbama01
65,Ray Durham,23.147,Apr 26,Sep 28 2008,*4/HD,CHW,33.8,5-8,170,B,R,Nov 30 1971,Charlotte NC US,Drafted by the Chicago White Sox in the 5th round of the 1990 amateur draft. Player signed June 5 1990.,,Harding HS (Charlotte NC),Ray,durhara01
66,Chris Eddy,25.150,Apr 26,May 12 1995,/1,OAK,-0.1,6-3,200,L,L,Nov 27 1969,Dallas TX US,Drafted by the Kansas City Royals in the 3rd round of the 1992 amateur draft. Player signed June 8 1992.,Texas Christian University (Fort Worth TX),Duncanville HS (Duncanville TX),Christopher Mark,eddych01
67,Ken Edenfield,28.054,May 11,Apr 6 1996,/1,CAL,0.0,6-1,165,R,R,Mar 18 1967,Jesup GA US,Drafted by the California Angels in the 21st round of the 1990 amateur draft. Player signed June 12 1990.,Western Kentucky University (Bowling Green KY),,Kenneth Edward,edenfke01
68,Angelo Encarnación,26.014,May 2,Sep 27 1997,2/H,PIT,-0.3,5-8,180,R,R,Apr 18 1969,Santo Domingo Distrito Nacional DO,Signed by the Pittsburgh Pirates as an amateur free agent in 1990.,,Santo Domingo (Santo Domingo Dominican Republic),Angelo Benjamin,encaran01
69,John Ericks,27.281,Jun 24,Apr 28 1997,1,PIT,0.0,6-7,220,R,R,Sep 16 1967,Tinley Park IL US,Drafted by the St. Louis Cardinals in the 1st round (22nd pick) of the 1988 amateur draft. Player signed June 2 1988.,University of Illinois at Urbana-Champaign (Champaign IL),Chicago Christian HS (Chicago IL),John Edward,erickjo01
70,Vaughn Eshelman,25.345,May 2,Jul 11 1997,1,BOS,-1.1,6-3,205,L,L,May 22 1969,Philadelphia PA US,Drafted by the Baltimore Orioles in the 4th round of the 1991 amateur draft. Player signed June 5 1991.,Blinn College (Brenham TX) University of Houston (Houston TX),Westfield HS (Houston TX),Vaughn Michael,eshelva01
71,Shawn Estes,22.210,Sep 16,Sep 24 2008,/1,SFG,10.4,6-2,185,R,L,Feb 18 1973,San Bernardino CA US,Drafted by the Seattle Mariners in the 1st round (11th pick) of the 1991 amateur draft. Player signed July 9 1991.,,Douglas HS (Minden NV),Aaron Shawn,estessh01
72,Ramón Fermín,22.254,Aug 6,Aug 6 1995,/1,OAK,-0.1,6-3,180,R,R,Nov 25 1972,San Francisco de Macoris Duarte DO,Signed by the Oakland Athletics as an amateur free agent in 1989.,,San Francisco de Macoris (San Francisco de Macoris Dominican Republic),Ramón Antonio,fermira01
73,Don Florence,28.145,Aug 8,Sep 19 1995,1,NYM,0.4,6-0,195,R,L,Mar 16 1967,Manchester NH US,Signed by the Boston Red Sox as an amateur free agent in 1987.,Crowder College (Neosho MO),Memorial HS (Manchester NH),Donald Emery,floredo01
74,Chad Fonville,24.054,Apr 28,Jul 9 1999,H/4,MON,0.0,5-6,155,B,R,Mar 5 1971,Jacksonville NC US,Drafted by the San Francisco Giants in the 11th round of the 1992 amateur draft. Player signed June 3 1992.,Louisburg College (Louisburg NC),White Oak HS (Jacksonville NC),Chad Everette,fonvich01
75,Brook Fordyce,24.354,Apr 26,Oct 2 2004,/H,NYM,1.7,6-1,185,R,R,May 7 1970,New London CT US,Drafted by the New York Mets in the 3rd round of the 1989 amateur draft. Player signed June 6 1989.,,St. Bernard School (Montville CT),Brook Alexander,fordybr01
76,Matt Franco,26.018,Sep 6,Sep 27 2003,H/435,CHC,0.2,6-2,200,L,R,Aug 19 1969,Santa Monica CA US,Drafted by the Chicago Cubs in the 7th round of the 1987 amateur draft. Player signed June 8 1987.,,Westlake HS (Westlake Village CA),Matthew Neil,francma01
77,Freddy García,22.274,May 2,Oct 3 1999,H7/5,PIT,-1.4,6-2,190,R,R,Aug 1 1972,La Romana La Romana DO,Signed by the Toronto Blue Jays as an amateur free agent in 1991.,,La Romana (La Romana Dominican Republic),Freddy Adrian,garcifr01
78,Karim García,19.308,Sep 2,Aug 24 2004,/H97,LAD,-3.2,6-0,210,L,L,Oct 29 1975,Ciudad Obregon Sonora MX,Signed by the Los Angeles Dodgers as an amateur free agent in 1992.,,Preparatoria Abierta (Mexico Mexico),Gustavo Karim,garcika01
79,Jason Giambi,24.120,May 8,Sep 27 2014,53/HD,OAK,50.5,6-3,240,L,R,Jan 8 1971,West Covina CA US,Drafted by the Oakland Athletics in the 2nd round of the 1992 amateur draft. Player signed July 3 1992.,California State University Long Beach (Long Beach CA),South Hills HS (West Covina CA),Jason Gilbert,giambja01
80,Steve Gibralter,22.235,Jun 1,Apr 4 1996,/8H,CIN,-0.2,6-0,185,R,R,Oct 9 1972,Dallas TX US,Drafted by the Cincinnati Reds in the 6th round of the 1990 amateur draft. Player signed July 1 1990.,,Duncanville HS (Duncanville TX),Stephan Benson,gibrast01
81,Brian Giles,24.239,Sep 16,Jun 18 2009,/H9D,CLE,51.1,5-11,195,L,L,Jan 20 1971,El Cajon CA US,Drafted by the Cleveland Indians in the 17th round of the 1989 amateur draft. Player signed July 18 1989.,,Granite Hills HS (El Cajon CA),Brian Stephen,gilesbr02
82,Ed Giovanola,26.190,Sep 10,Aug 25 1999,/4H56,ATL,-0.2,5-10,170,L,R,Mar 4 1969,Los Gatos CA US,Drafted by the Atlanta Braves in the 7th round of the 1990 amateur draft. Player signed June 17 1990.,Santa Clara University (Santa Clara CA),Bellarmine College Preparatory (San Jose CA),Edward Thomas,giovaed01
83,Brian Givens,29.230,Jun 24,Jun 26 1996,1,MIL,-0.4,6-6,220,R,L,Nov 6 1965,Lompoc CA US,Drafted by the New York Mets in the 10th round of the 1984 amateur draft (January). Player signed May 22 1984.,Trinidad State College (Trinidad CO),Overland HS (Aurora CO),Brian Allen,givenbr01
84,Curtis Goodwin,22.245,Jun 2,Aug 8 1999,8/HD,BAL,-1.1,5-11,180,L,L,Sep 30 1972,Oakland CA US,Drafted by the Baltimore Orioles in the 12th round of the 1991 amateur draft. Player signed June 12 1991.,,San Leandro HS (San Leandro CA),Curtis LaMar,goodwcu01
85,Mike Grace,25.073,Sep 1,Oct 1 1999,/1,PHI,0.7,6-4,210,R,R,Jun 20 1970,Joliet IL US,Drafted by the Philadelphia Phillies in the 10th round of the 1991 amateur draft. Player signed June 5 1991.,Bradley University (Peoria IL),Joliet Catholic Academy (Joliet IL),Michael James,gracemi02
86,Matt Grott,27.150,May 4,May 6 1995,/1,CIN,-0.4,6-1,210,L,L,Dec 5 1967,La Porte IN US,Signed by the Oakland Athletics as an amateur free agent in 1989.,Phoenix College (Phoenix AZ),Apollo HS (Glendale AZ),Matthew Allen,grottma01
87,Mark Grudzielanek,24.302,Apr 28,Jun 6 2010,654/H,MON,26.5,6-1,185,R,R,Jun 30 1970,Milwaukee WI US,Drafted by the Montreal Expos in the 11th round of the 1991 amateur draft. Player signed June 18 1991.,Trinidad State College (Trinidad CO),J. M. Hanks HS (El Paso TX),Mark James,grudzma01
88,Dave Hajek,27.336,Sep 15,Sep 26 1996,/H,HOU,0.1,5-10,165,R,R,Oct 14 1967,Roseville CA US,Signed by the Houston Astros as an amateur free agent in 1989.,California State Polytechnic University Pomona (Pomona CA),San Juan HS (Citrus Heights CA),David Vincent,hajekda01
89,Lee Hancock,28.068,Sep 3,May 13 1996,1,PIT,-0.2,6-4,215,L,L,Jun 27 1967,North Hollywood CA US,Drafted by the Seattle Mariners in the 4th round of the 1988 amateur draft. Player signed June 2 1988.,California Polytechnic State University San Luis Obispo (San Luis Obispo CA),Saratoga HS (Saratoga CA),Leland David,hancole01
90,Greg Hansell,24.047,Apr 28,Oct 3 1999,1,LAD,-0.4,6-5,213,R,R,Mar 12 1971,Bellflower CA US,Drafted by the Boston Red Sox in the 10th round of the 1989 amateur draft. Player signed June 22 1989.,,John F. Kennedy HS (La Palma CA),Gregory Michael,hansegr01
