Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
17,Jorge Barrosa,23.044,Apr 1,,/8H7,ARI,-0.1,5-6,165,B,L,Feb 17 2001,Puerto Cabello Carabobo VE,Signed as a Free Agent with the Arizona Diamondbacks in 2017.,,,Jorge Luis,barrojo01
18,Brady Basso,26.236,May 31,Sep 25 2024,/1,OAK,0.3,6-2,210,R,L,Oct 8 1997,Pearland TX US,Drafted by the Oakland Athletics in the 16th round of the 2019 amateur draft. Player signed June 17 2019.,Oklahoma State University (Stillwater OK),Pearland HS (Pearland TX),Brady Marshall,bassobr01
19,Jordan Beck,23.011,Apr 30,,79/8H,COL,-0.2,6-2,225,R,R,Apr 19 2001,Hazel Green AL US,Drafted by the Colorado Rockies in the 1st round (38th pick) of the 2022 amateur draft. Player signed July 27 2022.,University of Tennessee (Knoxville TN),Hazel Green HS (Hazel Green AL),Jordan Alexander,beckjo01
20,Clayton Beeter,25.172,Mar 29,Sep 28 2024,/1,NYY,0.0,6-2,220,R,R,Oct 9 1998,Fort Worth TX US,Drafted by the Los Angeles Dodgers in the 2nd round of the 2020 amateur draft. Player signed July 4 2020.,Texas Tech University (Lubbock TX),,Clayton Howard,beetecl01
21,Valente Bellozo,24.174,Jun 26,,1,MIA,2.4,5-10,208,R,R,Jan 4 2000,Mexicali Baja California MX,Signed as a Free Agent with the Houston Astros in 2017.,,,Valente,bellova01
22,Jonathan Bermúdez,28.316,Aug 27,Sep 11 2024,/1,MIA,-0.1,6-2,226,L,L,Oct 16 1995,Coamo PR,Drafted by the Houston Astros in the 23rd round of the 2018 amateur draft. Player signed June 19 2018.,Saint Leo University (St. Leo FL) Southeastern University (Lakeland FL),Francisco Zayas Santana HS (Villalba Puerto Rico),Jonathan Alberto,bermujo01
23,Steward Berroa,25.018,Jun 23,Sep 29 2024,9H/78D,TOR,0.3,5-9,178,B,R,Jun 5 1999,Santo Domingo Distrito Nacional DO,Signed as a Free Agent with the Toronto Blue Jays in 2016.,,,Steward,berrost01
24,Hunter Bigge,26.027,Jul 9,,/1,CHC,0.6,6-0,215,R,R,Jun 12 1998,Orlando FL US,Drafted by the Chicago Cubs in the 12th round of the 2019 amateur draft. Player signed June 19 2019.,Harvard University (Cambridge MA),Los Gatos HS (Los Gatos CA),Hunter Bradford,biggehu01
25,Hayden Birdsong,22.301,Jun 26,,1,SFG,0.4,6-4,216,R,R,Aug 30 2001,Mattoon IL US,Drafted by the San Francisco Giants in the 6th round of the 2022 amateur draft. Player signed July 28 2022.,Eastern Illinois University (Charleston IL),,Hayden,birdsha01
26,Spencer Bivens,29.354,Jun 16,,1,SFG,0.9,6-5,217,R,R,Jun 28 1994,Virginia Beach VA US,Signed as a Free Agent with the San Francisco Giants in 2022.,Louisburg College (Louisburg NC) Pennsylvania State University (State College PA) Rogers State University (Claremore OK),,Spencer,bivensp01
27,Mason Black,24.148,May 6,Sep 25 2024,/1,SFG,-0.5,6-3,228,R,R,Dec 10 1999,Scranton PA US,Drafted by the San Francisco Giants in the 3rd round of the 2021 amateur draft. Player signed July 23 2021.,Lehigh University (Bethlehem PA),,Mason Peter,blackma01
28,Tyler Black,23.279,Apr 30,Aug 21 2024,D/3H,MIL,-0.1,6-1,199,L,R,Jul 26 2000,Toronto ON CA,Drafted by the Milwaukee Brewers in the 1st round (33rd pick) of the 2021 amateur draft. Player signed July 20 2021.,Wright State University (Dayton OH),St. Andrew's College (Aurora ON),Tyler Alexander,blackty01
29,Bradley Blalock,23.178,Jun 20,,/1,MIL,-1.0,6-2,213,R,R,Dec 25 2000,Conyers GA US,Drafted by the Boston Red Sox in the 32nd round of the 2019 amateur draft. Player signed July 12 2019.,,Grayson HS (Loganville GA),Bradley Christopher,blalobr01
30,Ryan Bliss,24.166,May 27,,4H/D,SEA,0.2,5-7,165,R,R,Dec 13 1999,Burbank CA US,Drafted by the Arizona Diamondbacks in the 2nd round of the 2021 amateur draft. Player signed July 17 2021.,Auburn University (Auburn AL),Troup County HS (LaGrange GA),Ryan Isiah,blissry01
31,Jake Bloss,22.364,Jun 21,Jul 23 2024,/1,HOU,-0.2,6-3,223,R,R,Jun 23 2001,Greensboro NC US,Drafted by the Houston Astros in the 3rd round of the 2023 amateur draft. Player signed July 15 2023.,Georgetown University (Washington DC) Lafayette College (Easton PA),,John,blossja01
32,Cam Booser,31.351,Apr 19,,1,BOS,0.5,6-3,230,L,L,May 4 1992,Seattle WA US,Signed as a Free Agent with the Minnesota Twins in 2013.,Central Arizona College (Coolidge AZ) Lewis-Clark State College (Lewiston ID) Oregon State University (Corvallis OR),Fife HS (Tacoma WA),Cameron Joseph,booseca01
33,Trenton Brooks,28.330,May 28,Jun 23 2024,/3HD,SFG,-0.2,5-11,195,L,L,Jul 3 1995,Alpine CA US,Drafted by the Cleveland Indians in the 17th round of the 2016 amateur draft. Player signed June 20 2016.,University of Nevada Reno (Reno NV),Granite Hills HS (El Cajon CA),Trenton Alan,brooktr01
34,Ben Brown,24.203,Mar 30,,1,CHC,0.1,6-6,210,R,R,Sep 9 1999,East Setauket NY US,Drafted by the Philadelphia Phillies in the 33rd round of the 2017 amateur draft. Player signed June 30 2017.,,Ward Melville HS (East Setauket NY),Benjamin,brownbe02
35,Zach Brzykcy,25.051,Sep 1,,/1,WSN,-0.5,6-2,208,R,R,Jul 12 1999,Hickory NC US,Signed as a Free Agent with the Washington Nationals in 2020.,Virginia Polytechnic Institute and State University (Blacksburg VA),,Zachary John-William,brzykza01
36,Raymond Burgos,25.208,Jun 24,Jun 24 2024,/1,SFG,-0.1,6-5,209,L,L,Nov 29 1998,Rio Grande PR,Drafted by the Cleveland Indians in the 18th round of the 2016 amateur draft. Player signed July 6 2016.,,Pedro Falu Orellano HS (Rio Grande Puerto Rico),Raymond,burgora01
37,Sean Burke,24.267,Sep 10,,/1,CHW,1.0,6-6,240,R,R,Dec 18 1999,Sutton MA US,Drafted by the Chicago White Sox in the 3rd round of the 2021 amateur draft. Player signed July 24 2021.,University of Maryland (College Park MD),St. John's HS (Shrewsbury MA),Sean Michael,burkese01
38,Mike Burrows,24.325,Sep 28,,/1,PIT,-0.1,6-1,200,R,R,Nov 8 1999,Waterford CT US,Drafted by the Pittsburgh Pirates in the 11th round of the 2018 amateur draft. Player signed July 3 2018.,,Waterford HS (Waterford CT),Michael Thomas,burromi01
39,Ky Bush,24.267,Aug 5,Aug 24 2024,/1,CHW,0.1,6-6,250,L,L,Nov 12 1999,Ogden UT US,Drafted by the Los Angeles Angels in the 2nd round of the 2021 amateur draft. Player signed July 20 2021.,Central Arizona College (Coolidge AZ) Saint Mary's College of California (Moraga CA) Washington State University (Pullman WA),Fremont HS (Plain City UT),Kyler Spencer,bushky01
40,Jair Camargo,24.290,Apr 16,Jul 22 2024,/2DH,MIN,-0.1,5-10,230,R,R,Jul 1 1999,Barranquilla Atlantico CO,Signed as a Free Agent with the Los Angeles Dodgers in 2015.,,,Jair David,camarja01
41,Gustavo Campero,26.361,Sep 15,,9/7H,LAA,0.0,5-6,183,B,R,Sep 20 1997,Lorica Cordoba CO,Signed as a Free Agent with the New York Yankees in 2016.,,,Gustavo Angel,campegu01
42,Jonathan Cannon,23.273,Apr 17,,1,CHW,2.8,6-6,225,R,R,Jul 19 2000,Columbia SC US,Drafted by the Chicago White Sox in the 3rd round of the 2022 amateur draft. Player signed July 28 2022.,University of Georgia (Athens GA),Centennial HS (Roswell GA),Jonathan Patrick,cannojo02
43,Joey Cantillo,24.223,Jul 28,,/1,CLE,-0.3,6-4,225,L,L,Dec 18 1999,Honolulu HI US,Drafted by the San Diego Padres in the 16th round of the 2017 amateur draft. Player signed June 29 2017.,,Kailua HS (Kailua HI),Joseph Lopaka,cantijo01
44,Ben Casparius,25.202,Aug 31,,/1,LAD,0.6,6-2,215,R,R,Feb 11 1999,Westport CT US,Drafted by the Los Angeles Dodgers in the 5th round of the 2021 amateur draft. Player signed July 23 2021.,University of Connecticut (Storrs CT) University of North Carolina at Chapel Hill (Chapel Hill NC),Staples HS (Westport CT),Benjamin Keith,caspabe01
45,Andrés Chaparro,25.101,Aug 13,Sep 22 2024,D3,WSN,-0.1,6-0,200,R,R,May 4 1999,El Vigia Merida VE,Signed as a Free Agent with the New York Yankees in 2015.,,,Andrés Alfonso,chapaan01
46,Angel Chivilli,21.311,Jun 3,,1,COL,-0.1,6-2,162,R,R,Jul 28 2002,La Victoria Santo Domingo DO,Signed as a Free Agent with the Colorado Rockies in 2018.,,,Angel,chivian01
47,Jackson Chourio,20.018,Mar 29,,*79/HD,MIL,4.1,6-0,204,R,R,Mar 11 2004,Maracaibo Zulia VE,Signed as a Free Agent with the Milwaukee Brewers in 2021.,,,Jackson Bryan,chourja01
48,Marc Church,23.182,Sep 28,,/1,TEX,0.0,6-3,189,R,R,Mar 30 2001,Atlanta GA US,Drafted by the Texas Rangers in the 18th round of the 2019 amateur draft. Player signed July 3 2019.,,North Atlanta HS (Atlanta GA),Marc Easton,churcma01
49,Jonatan Clase,21.328,Apr 15,,7/H8D,SEA,0.2,5-10,150,B,R,May 23 2002,Santo Domingo Distrito Nacional DO,Signed as a Free Agent with the Seattle Mariners in 2018.,,,Jonatan,clasejo01
50,Isaac Collins,27.048,Sep 8,,/H74D,MIL,0.0,5-8,188,B,R,Jul 22 1997,Maple Grove MN US,Drafted by the Colorado Rockies in the 9th round of the 2019 amateur draft. Player signed June 10 2019.,Creighton University (Omaha NE),,Isaac Michael,colliis01
51,Griffin Conine,27.046,Aug 26,,9/7HD,MIA,0.9,6-1,210,L,R,Jul 11 1997,Plantation FL US,Drafted by the Toronto Blue Jays in the 2nd round of the 2018 amateur draft. Player signed June 20 2018.,Duke University (Durham NC),Pine Crest HS (Fort Lauderdale FL),Griffin Riley,coningr01
52,Luis Contreras,28.055,Jun 23,,/1,HOU,-0.5,6-1,175,R,R,Apr 29 1996,Maracaibo Zulia VE,Signed as a Free Agent with the Chicago Cubs in 2015. (Date given is approximate. Exact date is uncertain.),,,Luis Eduardo,contrlu01
53,Billy Cook,25.245,Sep 8,Sep 29 2024,/3897,PIT,0.6,6-0,200,R,R,Jan 7 1999,Layton UT US,Drafted by the Baltimore Orioles in the 10th round of the 2021 amateur draft. Player signed July 23 2021.,Pepperdine University (Malibu CA),,William Monroe,cookbi01
54,Dylan Crews,22.182,Aug 26,,9/8,WSN,0.8,6-0,203,R,R,Feb 26 2002,Altamonte Springs FL US,Drafted by the Washington Nationals in the 1st round (2nd pick) of the 2023 amateur draft. Player signed August 3 2023.,Louisiana State University (Baton Rouge LA),Lake Mary HS (Lake Mary FL),Dylan Gray,crewsdy01
55,Jeff Criswell,25.164,Aug 21,Sep 28 2024,1,COL,0.6,6-4,203,R,R,Mar 10 1999,Portage MI US,Drafted by the Oakland Athletics in the 2nd round of the 2020 amateur draft. Player signed June 22 2020.,University of Michigan (Ann Arbor MI),Portage Central HS (Portage MI),Jeffrey Kelley,criswje01
56,Caden Dana,20.259,Sep 1,,/1,LAA,-0.6,6-4,215,L,R,Dec 17 2003,Warwick NY US,Drafted by the Los Angeles Angels in the 11th round of the 2022 amateur draft. Player signed August 2 2022.,,Don Bosco Preparatory HS (Ramsey NJ),Caden Lawrence,danaca01
57,Luis De Los Santos,26.052,Jul 31,Sep 29 2024,5/H37,TOR,-0.1,6-2,160,R,R,Jun 9 1998,Bajos de Haina San Cristobal DO,Signed as a Free Agent with the Toronto Blue Jays in 2015.,,,Luis Alberto,deloslu03
58,Adrian Del Castillo,24.315,Aug 7,Sep 15 2024,2/H,ARI,0.5,5-10,208,L,R,Sep 27 1999,Miami FL US,Drafted by the Arizona Diamondbacks in the 2nd round of the 2021 amateur draft. Player signed July 23 2021.,University of Miami (Coral Gables FL),Gulliver Preparatory School (Pinecrest FL),Adrian Jose,delcaad01
59,Zach DeLoach,25.278,May 22,Sep 29 2024,9/7H8D,CHW,-0.1,6-1,215,L,R,Aug 18 1998,Irving TX US,Drafted by the Seattle Mariners in the 2nd round of the 2020 amateur draft. Player signed June 25 2020.,Texas A&M University (College Station TX),Hebron HS (Carrollton TX),Zachary Dixon,deloaza01
60,Zach Dezenzo,24.087,Aug 6,,3/5DH,HOU,-0.2,6-5,220,R,R,May 11 2000,Canton OH US,Drafted by the Houston Astros in the 12th round of the 2022 amateur draft. Player signed July 28 2022.,The Ohio State University (Columbus OH),Marlington HS (Alliance OH),Zachary Jordan,dezenza01
61,Yilber Díaz,23.324,Jul 8,,/1,ARI,0.2,6-0,190,R,R,Aug 19 2000,Guatire Miranda VE,Signed as a Free Agent with the Arizona Diamondbacks in 2021.,,,Yilber Daniel,diazyi01
62,Dillon Dingler,25.316,Jul 29,,2,DET,0.9,6-1,210,R,R,Sep 17 1998,Massillon OH US,Drafted by the Detroit Tigers in the 2nd round of the 2020 amateur draft. Player signed June 18 2020.,The Ohio State University (Columbus OH),Jackson HS (Massillon OH),Francis Dillon,dingldi01
63,Logan Driscoll,26.305,Sep 3,Sep 29 2024,2,TBR,-0.1,5-11,225,L,R,Nov 3 1997,Colorado Springs CO US,Drafted by the San Diego Padres in the 2nd round of the 2019 amateur draft. Player signed June 12 2019.,George Mason University (Fairfax VA),,Logan Rylee,drisclo01
64,Blake Dunn,25.273,Jun 4,,7/H8D9,CIN,-0.3,5-10,210,R,R,Sep 5 1998,Holland MI US,Drafted by the Cincinnati Reds of the 2021 amateur draft. Player signed July 26 2021.,Western Michigan University (Kalamazoo MI),,Blake William,dunnbl01
65,Oliver Dunn,26.210,Mar 30,,5H/D34,MIL,-0.1,5-11,207,L,R,Sep 2 1997,Salt Lake City UT US,Drafted by the New York Yankees in the 11th round of the 2019 amateur draft. Player signed June 8 2019.,University of Utah (Salt Lake City UT),,Oliver Harris,dunnol01
66,Parker Dunshee,29.178,Aug 8,Aug 8 2024,/1,ATL,-0.1,6-0,215,R,R,Feb 12 1995,Zionsville IN US,Drafted by the Oakland Athletics in the 7th round of the 2017 amateur draft. Player signed June 20 2017.,Wake Forest University (Winston-Salem NC),Zionsville Community HS (Zionsville IN),Parker Edward,dunshpa01
67,Jake Eder,25.344,Sep 17,,/1,CHW,0.0,6-4,225,L,L,Oct 9 1998,Boynton Beach FL US,Drafted by the Miami Marlins in the 4th round of the 2020 amateur draft. Player signed July 24 2020.,Vanderbilt University (Nashville TN),Atlantic Community HS (Delray Beach FL) Calvary Christian Academy (Fort Lauderdale FL),Jacob Andrew,ederja01
68,Brandon Eisert,26.150,Jun 17,,/1,TOR,-0.1,6-2,210,L,L,Jan 19 1998,Portland OR US,Drafted by the Toronto Blue Jays in the 18th round of the 2019 amateur draft. Player signed July 14 2019.,Linn-Benton Community College (Albany OR) Oregon State University (Corvallis OR),,Brandon Michael,eiserbr01
69,Fraser Ellard,26.267,Jul 30,,1,CHW,0.1,6-3,220,L,L,Nov 6 1997,Roswell GA US,Drafted by the Chicago White Sox in the 8th round of the 2021 amateur draft. Player signed July 17 2021.,Lander University (Greenwood SC) Liberty University (Lynchburg VA) Truett McConnell University (Cleveland GA),King's Ridge Christian School (Alpharetta GA),Fraser,ellarfr01
70,Duke Ellis,26.140,Jun 4,Sep 8 2024,/H78D9,CHW,-0.1,6-2,180,L,L,Jan 16 1998,Shreveport LA US,Signed as a Free Agent with the Chicago White Sox in 2020.,Panola College (Carthage TX) University of Texas at Austin (Austin TX),Central Heights HS (Nacogdoches TX),Robert Duke,ellisdu01
71,Sandro Fabian,26.184,Sep 6,Sep 25 2024,/79,TEX,-0.1,5-11,180,R,R,Mar 6 1998,Santo Domingo Distrito Nacional DO,Signed as a Free Agent with the San Francisco Giants in 2014.,,,Sandro,fabiasa01
72,Hunter Feduccia,27.056,Jul 31,,/2H,LAD,0.1,6-1,215,L,R,Jun 5 1997,Lake Charles LA US,Drafted by the Los Angeles Dodgers in the 12th round of the 2018 amateur draft. Player signed June 14 2018.,Louisiana State University (Baton Rouge LA) Louisiana State University Eunice (Eunice LA),Alfred M. Barbe HS (Lake Charles LA),Hunter,feduchu01
73,Brady Feigl,33.243,Aug 26,Aug 26 2024,/1,PIT,-0.2,6-4,195,R,L,Dec 27 1990,Severn MD US,Signed as a Free Agent with the Atlanta Braves in 2013.,Mount St. Mary's University (Emmitsburg MD),Old Mill HS (Millersville MD),Brady Matthew,feiglbr01
74,Tyler Ferguson,30.215,May 7,,1,OAK,0.9,6-4,225,R,R,Oct 5 1993,Fresno CA US,Drafted by the Texas Rangers in the 6th round of the 2015 amateur draft. Player signed July 1 2015.,Vanderbilt University (Nashville TN),Clovis West HS (Fresno CA),Tyler Clark,ferguty01
75,Ryan Fernandez,25.297,Apr 3,,1,STL,-0.1,6-0,200,R,R,Jun 11 1998,Tampa FL US,Drafted by the Boston Red Sox in the 23rd round of the 2018 amateur draft. Player signed June 21 2018.,Hillsborough Community College (Tampa FL),,Ryan Austin,fernary01
76,David Festa,24.111,Jun 27,,1,MIN,1.1,6-6,185,R,R,Mar 8 2000,Verona NJ US,Drafted by the Minnesota Twins in the 13th round of the 2021 amateur draft. Player signed July 21 2021.,Seton Hall University (South Orange NJ),,David,festada01
77,Richard Fitts,24.266,Sep 8,,/1,BOS,0.9,6-3,230,R,R,Dec 17 1999,Helena AL US,Signed as a Free Agent with the New York Yankees in 2022.,Auburn University (Auburn AL),,Richard Logan,fittsri01
78,Justin Foscue,25.034,Apr 5,Sep 25 2024,D/4H3,TEX,-0.7,5-11,205,R,R,Mar 2 1999,Huntsville AL US,Drafted by the Texas Rangers in the 1st round (14th pick) of the 2020 amateur draft. Player signed June 19 2020.,Mississippi State University (Mississippi State MS),Grissom HS (Huntsville AL),Justin Connor,foscuju01
79,Gerson Garabito,28.281,May 26,,1,TEX,-0.6,6-0,160,R,R,Aug 19 1995,San Cristobal San Cristobal DO,Signed as a Free Agent with the Kansas City Royals in 2012.,,,Gerson Yeris,garabge01
80,Mickey Gasper,28.306,Aug 12,,/4HD3,BOS,-0.3,5-10,205,B,R,Oct 11 1995,Merrimack NH US,Drafted by the New York Yankees in the 27th round of the 2018 amateur draft. Player signed June 22 2018.,Bryant University (Smithfield RI),Merrimack HS (Merrimack NH),Michael,gaspemi01
81,Robert Gasser,24.345,May 10,Jun 1 2024,/1,MIL,0.6,6-0,192,L,L,May 31 1999,El Dorado Hills CA US,Drafted by the San Diego Padres in the 2nd round of the 2021 amateur draft. Player signed July 19 2021.,University of Houston (Houston TX) University of New Mexico (Albuquerque NM),,Robert Riordan,gassero01
82,Tyler Gentry,25.206,Aug 25,Aug 30 2024,/9H,KCR,-0.1,6-1,210,R,R,Feb 1 1999,Memphis TN US,Drafted by the Kansas City Royals in the 3rd round of the 2020 amateur draft. Player signed June 23 2020.,University of Alabama (Tuscaloosa AL),,Tyler Jackson,gentrty01
83,Connor Gillispie,26.268,Aug 4,,/1,CLE,-0.5,5-11,185,R,R,Nov 10 1997,Earlysville VA US,Drafted by the Baltimore Orioles in the 9th round of the 2019 amateur draft. Player signed June 25 2019.,Virginia Commonwealth University (Richmond VA),The Miller School of Albemarle (Charlottesville VA),Connor Brammer,gillico01
84,J.T. Ginn,25.093,Aug 21,,/1,OAK,0.7,6-2,200,R,R,May 20 1999,Flowood MS US,Drafted by the New York Mets in the 2nd round of the 2020 amateur draft. Player signed June 29 2020.,Mississippi State University (Mississippi State MS),Brandon HS (Brandon MS),John Thomas,ginnjt01
85,Tanner Gordon,26.255,Jul 7,,/1,COL,-1.0,6-5,215,L,R,Oct 26 1997,Champaign IL US,Drafted by the Atlanta Braves in the 6th round of the 2019 amateur draft. Player signed June 17 2019.,Indiana University Bloomington (Bloomington IN) John A. Logan College (Carterville IL),,Tanner Robert,gordota01
86,Gordon Graceffo,24.104,Jun 29,,/1,STL,-0.4,6-4,220,R,R,Mar 17 2000,Wayne NJ US,Drafted by the St. Louis Cardinals in the 5th round of the 2021 amateur draft. Player signed July 19 2021.,Villanova University (Villanova PA),,Gordon Joseph,gracego01
87,Luis Guerrero,24.034,Sep 8,,/1,BOS,0.7,6-0,215,R,R,Aug 5 2000,Bani Peravia DO,Drafted by the Boston Red Sox in the 17th round of the 2021 amateur draft. Player signed August 1 2021.,Chipola College (Marianna FL),,Luis Sadiel,guerrlu01
88,Seth Halvorsen,24.194,Aug 30,,1,COL,0.7,6-2,225,R,R,Feb 18 2000,Chicago IL US,Drafted by the Colorado Rockies in the 7th round of the 2023 amateur draft. Player signed July 18 2023.,University of Missouri (Columbia MO) University of Tennessee (Knoxville TN),Heritage Christian Academy (Maple Grove MN),Seth Michael,halvose01
89,Brett Harris,25.314,May 3,Jul 30 2024,5/H,OAK,-0.5,6-2,208,R,R,Jun 24 1998,Arlington Heights IL US,Drafted by the Oakland Athletics in the 7th round of the 2021 amateur draft. Player signed July 21 2021.,Gonzaga University (Spokane WA),,Brett Steven,harribr02
90,Dustin Harris,25.082,Sep 28,,/D,TEX,0.4,6-2,185,L,R,Jul 8 1999,Tampa FL US,Drafted by the Oakland Athletics in the 11th round of the 2019 amateur draft. Player signed June 10 2019.,St. Petersburg College (St. Petersburg FL),,Dustin Alexander,harridu01
91,Michael Helman,28.103,Sep 3,Sep 29 2024,/8H759,MIN,0.1,6-0,195,R,R,May 23 1996,Lincoln NE US,Drafted by the Minnesota Twins in the 11th round of the 2018 amateur draft. Player signed July 5 2018.,Texas A&M University (College Station TX),,Michael James,helmami01
92,Blair Henley,26.330,Apr 8,Apr 8 2024,/1,HOU,-0.3,6-3,190,R,R,May 14 1997,Fort Worth TX US,Drafted by the Houston Astros in the 7th round of the 2019 amateur draft. Player signed June 12 2019.,University of Texas at Austin (Austin TX),Arlington Heights HS (Fort Worth TX),Michael Blair,henlebl01
93,Edgardo Henriquez,22.092,Sep 24,Sep 29 2024,/1,LAD,0.1,6-4,200,R,R,Jun 24 2002,Cumana Sucre VE,Signed as a Free Agent with the Los Angeles Dodgers in 2018.,,,Edgardo Luis,henried01
94,Darell Hernaiz,22.238,Mar 28,Sep 29 2024,56/H4,OAK,-0.8,6-0,190,R,R,Aug 3 2001,San Juan PR,Drafted by the Baltimore Orioles in the 5th round of the 2019 amateur draft. Player signed June 19 2019.,,Americas HS (El Paso TX),Darell Giovan,hernada04
95,DJ Herz,23.152,Jun 4,Sep 25 2024,1,WSN,0.8,6-2,197,R,L,Jan 4 2001,Fayetteville NC US,Drafted by the Chicago Cubs in the 8th round of the 2019 amateur draft. Player signed June 19 2019.,,Terry Sanford HS (Fayetteville NC),Davidjohn Patrick,herzdj01
96,Jaden Hill,24.260,Sep 7,,/1,COL,0.0,6-4,234,R,R,Dec 22 1999,Ashdown AR US,Drafted by the Colorado Rockies in the 2nd round of the 2021 amateur draft. Player signed July 22 2021.,Louisiana State University (Baton Rouge LA),Ashdown HS (Ashdown AR),Kenneth Jaden,hillja01
