Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
14,Mike Bovee,24.023,Sep 13,Sep 28 1997,/1,ANA,0.0,5-10,200,R,R,Aug 21 1973,San Diego CA US,Drafted by the Kansas City Royals in the 6th round of the 1991 amateur draft. Player signed June 10 1991.,,Mira Mesa HS (San Diego CA),Michael Craig,boveemi01
15,Shane Bowers,25.364,Jul 26,Aug 16 1997,/1,MIN,-0.5,6-4,215,R,R,Jul 27 1971,Glendora CA US,Drafted by the Minnesota Twins in the 21st round of the 1993 amateur draft. Player signed June 11 1993.,Loyola Marymount University (Los Angeles CA),Charter Oak HS (Covina CA),Shane Patrick,bowersh01
16,Chris Brock,27.126,Jun 11,Sep 28 2002,/1,ATL,1.2,6-0,175,R,R,Feb 5 1970,Orlando FL US,Drafted by the Atlanta Braves in the 12th round of the 1992 amateur draft. Player signed June 4 1992.,Florida State University (Tallahassee FL),Lyman HS (Longwood FL),Terrence Christopher,brockch01
17,Adrian Brown,23.098,May 16,May 23 2006,8H/9,PIT,-0.4,6-0,175,B,R,Feb 7 1974,McComb MS US,Drafted by the Pittsburgh Pirates in the 48th round of the 1992 amateur draft. Player signed June 4 1992.,,McComb HS (McComb MS),Adrian Demond,brownad01
18,Emil Brown,22.095,Apr 3,Jun 6 2009,H7/89,PIT,0.9,6-2,195,R,R,Dec 29 1974,Chicago IL US,Drafted by the Oakland Athletics in the 6th round of the 1994 amateur draft. Player signed July 17 1994.,Indian River State College (Fort Pierce FL),Harlan Community Academy HS (Chicago IL),Emil Quincy,brownem01
19,Homer Bush,24.277,Aug 16,Jun 8 2004,/4HD,NYY,3.0,5-10,180,R,R,Nov 12 1972,East St. Louis IL US,Drafted by the San Diego Padres in the 7th round of the 1991 amateur draft. Player signed June 7 1991.,,East St. Louis HS (East St. Louis IL),Homer Giles,bushho01
20,Rich Butler,24.128,Sep 6,Aug 4 1999,/7HD,TOR,-0.2,6-1,180,L,R,May 1 1973,Toronto ON CA,Signed by the Toronto Blue Jays as an amateur free agent in 1990.,,East York HS (East York ON),Richard Dwight,butleri01
21,José Cabrera,25.113,Jul 15,Sep 25 2002,1,HOU,-0.4,6-0,205,R,R,Mar 24 1972,La Delgada Santiago DO,Signed by the Cleveland Indians as an amateur free agent in 1990.,,Santiago (Santiago Dominican Republic),José Alberto,cabrejo01
22,Orlando Cabrera,22.305,Sep 3,Sep 23 2011,/H64,MON,21.3,5-10,195,R,R,Nov 2 1974,Cartagena Bolivar CO,Signed by the Montreal Expos as an amateur free agent in 1993.,,Cartagena (Cartagena Colombia),Orlando Luis,cabreor01
23,Chris Carpenter,22.015,May 12,Oct 2 2012,1,TOR,34.2,6-6,230,R,R,Apr 27 1975,Exeter NH US,Drafted by the Toronto Blue Jays in the 1st round (15th pick) of the 1993 amateur draft. Player signed August 10 1993.,,Trinity HS (Manchester NH),Christopher John,carpech01
24,Sean Casey,23.072,Sep 12,Sep 28 2008,/DH3,CLE,16.5,6-4,215,L,R,Jul 2 1974,Willingboro NJ US,Drafted by the Cleveland Indians in the 2nd round of the 1995 amateur draft. Player signed June 24 1995.,University of Richmond (Richmond VA),Upper St. Clair HS (Upper St. Clair PA),Sean Thomas,caseyse01
25,Carlos Castillo,21.346,Apr 2,Jul 22 2001,1,CHW,0.7,6-2,240,R,R,Apr 21 1975,Boston MA US,Drafted by the Chicago White Sox in the 3rd round of the 1994 amateur draft. Player signed June 4 1994.,,Southwest Miami HS (Miami FL),Carlos,castica02
26,Frank Catalanotto,23.129,Sep 3,May 10 2010,/4HD,DET,14.5,6-0,170,L,R,Apr 27 1974,Smithtown NY US,Drafted by the Detroit Tigers in the 10th round of the 1992 amateur draft. Player signed June 2 1992.,,Smithtown East HS (St. James NY),Frank John,catalfr01
27,Mike Cather,26.208,Jul 13,Apr 12 1999,1,ATL,0.5,6-2,195,R,R,Dec 17 1970,San Diego CA US,Drafted by the Texas Rangers in the 41st round of the 1993 amateur draft. Player signed June 5 1993.,University of California Berkeley (Berkeley CA),Folsom HS (Folsom CA),Michael Peter,cathemi01
28,Anthony Chavez,26.315,Sep 2,Sep 27 1997,/1,ANA,0.4,5-11,180,R,R,Oct 22 1970,Turlock CA US,Drafted by the California Angels in the 50th round of the 1992 amateur draft. Player signed June 7 1992.,Merced College (Merced CA) San Jose State University (San Jose CA),Merced HS (Merced CA),Anthony Francisco,chavean01
29,Robinson Checo,26.007,Sep 16,Oct 3 1999,/1,BOS,-0.7,6-1,165,R,R,Sep 9 1971,Santiago Santiago DO,Signed by the California Angels as an amateur free agent in 1989.,,Santiago (Santiago Dominican Republic),Robinson,checoro01
30,Chris Clemons,24.265,Jul 23,Aug 14 1997,/1,CHW,-0.3,6-4,220,R,R,Oct 31 1972,Baytown TX US,Drafted by the Chicago White Sox in the 1st round (33rd pick) of the 1994 amateur draft. Player signed June 16 1994.,Texas A&M University (College Station TX),McGregor HS (McGregor TX),Christopher Hale,clemoch01
31,Ken Cloude,22.212,Aug 9,Oct 3 1999,1,SEA,-1.7,6-1,200,R,R,Jan 9 1975,Baltimore MD US,Drafted by the Seattle Mariners in the 6th round of the 1993 amateur draft. Player signed August 15 1993.,,McDonogh School (Owings Mills MD),Kenneth Brian,cloudke01
32,Danny Clyburn,23.162,Sep 15,Jun 2 1999,/7H,BAL,-0.4,6-3,220,R,R,Apr 6 1974,Lancaster SC US,Drafted by the Pittsburgh Pirates in the 2nd round of the 1992 amateur draft. Player signed June 3 1992.,,Lancaster HS (Lancaster SC),Danny,clybuda01
33,Michael Coleman,22.016,Sep 1,May 16 2001,/8H,BOS,-0.7,5-11,180,R,R,Aug 16 1975,Nashville TN US,Drafted by the Boston Red Sox in the 18th round of the 1994 amateur draft. Player signed June 8 1994.,,Stratford HS (Nashville TN),Michael Donnell,colemmi01
34,Lou Collier,23.311,Jun 28,Sep 30 2004,6/H,PIT,-0.5,5-10,170,R,R,Aug 21 1973,Chicago IL US,Drafted by the Pittsburgh Pirates in the 31st round of the 1992 amateur draft. Player signed May 31 1993.,Kishwaukee College (Malta IL) Triton College (River Grove IL),Vocational HS (Chicago IL),Louis Keith,collilo01
35,Bartolo Colón,23.315,Apr 4,Sep 22 2018,1,CLE,46.3,5-11,285,R,R,May 24 1973,Altamira Puerto Plata DO,Signed by the Cleveland Indians as an amateur free agent in 1993.,,Puerto Plata (Puerto Plata Dominican Republic),Bartolo,colonba01
36,Joe Crawford,26.340,Apr 7,Sep 27 1997,1/H,NYM,0.5,6-3,225,L,L,May 2 1970,Gainesville FL US,Drafted by the New York Mets in the 17th round of the 1991 amateur draft. Player signed June 10 1991.,Kent State University (Kent OH),Hillsboro HS (Hillsboro OH),Joseph Randal,crawfjo01
37,Jim Crowell,23.121,Sep 12,May 17 2005,/1,CIN,-0.6,6-4,220,L,L,May 14 1974,Minneapolis MN US,Signed by the Cleveland Indians as an amateur free agent in 1995.,University of Indianapolis (Indianapolis IN),Valparaiso HS (Valparaiso IN),James Everette,croweji01
38,Deivi Cruz,24.146,Apr 1,Oct 2 2005,*6,DET,7.4,5-11,160,R,R,Nov 6 1972,Bani Peravia DO,Signed by the San Francisco Giants as an amateur free agent in 1993.,,Liceo Aliro Paulino Nizao (Dominican Republic),Deivi,cruzde01
39,Iván Cruz,29.076,Jul 18,Sep 27 2002,/HD37,NYY,-0.1,6-3,210,L,L,May 3 1968,Fajardo PR,Drafted by the Detroit Tigers in the 28th round of the 1989 amateur draft. Player signed June 12 1989.,Jacksonville University (Jacksonville FL),Colegio Santiago Apostal (Fajardo Puerto Rico),Luis Iván,cruziv01
40,José Cruz,23.042,May 31,Jun 5 2008,7/H,SEA,19.6,6-0,190,B,R,Apr 19 1974,Arroyo PR,Drafted by the Seattle Mariners in the 1st round (3rd pick) of the 1995 amateur draft. Player signed July 20 1995.,Rice University (Houston TX),Bellaire HS (Bellaire TX),José Luis,cruzjo02
41,Nelson Cruz,24.322,Aug 1,Jul 9 2003,1,CHW,1.5,6-1,175,R,R,Sep 13 1972,Puerto Plata Puerto Plata DO,Signed by the Montreal Expos as an amateur free agent in 1989.,,Liceo Jose Castellanos (Dominican Republic),Nelson,cruzne01
42,Will Cunnane,22.344,Apr 3,May 7 2004,1/H,SDP,-0.8,6-1,200,R,R,Apr 24 1974,Suffern NY US,Signed by the Florida Marlins as an amateur free agent in 1992.,Rockland Community College (Suffern NY),North HS (Clarkstown NY),William Joseph,cunnawi01
43,Roland de la Maza,25.319,Sep 26,Sep 26 1997,/1,KCR,0.0,6-2,195,R,R,Nov 11 1971,Granada Hills CA US,Drafted by the Cleveland Indians in the 15th round of the 1993 amateur draft. Player signed June 5 1993.,College of the Canyons (Santa Clarita CA) California State University Sacramento (Sacramento CA),St. Genevieve HS (Reseda CA),Roland Robert,delamro01
44,Rick DeHart,27.117,Jul 16,Jun 8 2003,1,MON,-1.8,6-1,180,L,L,Mar 21 1970,Topeka KS US,Signed by the Montreal Expos as an amateur free agent in 1992.,Fort Scott Community College (Fort Scott KS) Washburn University (Topeka KS),Seaman HS (Topeka KS),Richard Allen,deharri01
45,Mike DeJean,26.216,May 2,Apr 7 2006,1,COL,6.6,6-2,205,R,R,Sep 28 1970,Baton Rouge LA US,Drafted by the New York Yankees in the 24th round of the 1992 amateur draft. Player signed June 7 1992.,Mississippi Delta Community College (Moorhead MS) University of West Alabama (Livingston AL),Walker HS (Walker LA),Michel Dwain,dejeami01
46,David Dellucci,23.215,Jun 3,Jul 22 2009,/H9D7,BAL,2.5,5-10,180,L,L,Oct 31 1973,Baton Rouge LA US,Drafted by the Baltimore Orioles in the 10th round of the 1995 amateur draft. Player signed July 8 1995.,University of Mississippi (Oxford MS),Catholic HS (Baton Rouge LA),David Michael,delluda01
47,Eddy Díaz,25.200,Apr 17,May 21 1997,4/H56,MIL,-0.4,5-10,160,R,R,Sep 29 1971,Barquisimeto Lara VE,Signed by the Seattle Mariners as an amateur free agent in 1990.,,Barquisimeto (Barquisimeto Venezuela),Eddy Javier,diazed02
48,Todd Dunwoody,22.029,May 10,Jun 21 2002,/87H,FLA,-1.5,6-1,190,L,L,Apr 11 1975,Lafayette IN US,Drafted by the Florida Marlins in the 7th round of the 1993 amateur draft. Player signed July 1 1993.,,Harrison HS (West Lafayette IN),Todd Franklin,dunwoto01
49,Roberto Durán,24.122,Jul 6,May 28 1998,1,DET,-0.1,6-0,167,L,L,Mar 6 1973,Moca Espaillat DO,Signed by the Los Angeles Dodgers as an amateur free agent in 1990.,,Liceo Domingo Fatino (Moca Dominican Republic),Roberto Alejandro,duranro01
50,Juan Encarnación,21.178,Sep 2,Aug 30 2007,9/8H,DET,8.6,6-2,160,R,R,Mar 8 1976,Las Matas de Farfan San Juan DO,Signed by the Detroit Tigers as an amateur free agent in 1992.,,Mercedes Maria Mateo (Las Matas Dominican Republic),Juan de Dios,encarju01
51,Todd Erdos,23.199,Jun 8,Oct 5 2001,1,SDP,-0.2,6-1,205,R,R,Nov 21 1973,Washington PA US,Drafted by the San Diego Padres in the 9th round of the 1992 amateur draft. Player signed June 15 1992.,,Meadville HS (Meadville PA),Todd Michael,erdosto01
52,Kelvim Escobar,21.079,Jun 29,Jun 6 2009,1,TOR,24.4,6-1,205,R,R,Apr 11 1976,La Guaira La Guaira VE,Signed by the Toronto Blue Jays as an amateur free agent in 1992.,,La Guaira (La Guaira Venezuela),Kelvim Jose,escobke01
53,Tom Evans,23.055,Sep 2,May 10 2000,5,TOR,-0.1,6-1,200,R,R,Jul 9 1974,Kirkland WA US,Drafted by the Toronto Blue Jays in the 4th round of the 1992 amateur draft. Player signed June 26 1992.,,Juanita HS (Kirkland WA),Thomas John,evansto01
54,Scott Eyre,25.063,Aug 1,Oct 4 2009,1,CHW,7.3,6-1,160,L,L,May 30 1972,Inglewood CA US,Drafted by the Texas Rangers in the 9th round of the 1991 amateur draft. Player signed August 19 1991.,College of Southern Idaho (Twin Falls ID),Cyprus HS (Magna UT),Scott Alan,eyresc01
55,Steve Falteisek,25.175,Jul 22,May 23 1999,/1,MON,-0.3,6-2,200,R,R,Jan 28 1972,Mineola NY US,Drafted by the Montreal Expos in the 10th round of the 1992 amateur draft. Player signed June 4 1992.,University of South Alabama (Mobile AL),Floral Park Memorial HS (Floral Park NY),Steven James,faltest01
56,Mike Figga,27.047,Sep 16,Oct 3 1999,/2DH,NYY,-0.8,6-0,200,R,R,Jul 31 1970,Tampa FL US,Drafted by the New York Yankees in the 44th round of the 1989 amateur draft. Player signed May 21 1990.,College of Central Florida (Ocala FL),A. P. Leto HS (Tampa FL),Michael Anthony,figgami01
57,Tom Fordham,23.180,Aug 19,Aug 30 1998,/1,CHW,-0.6,6-2,210,L,L,Feb 20 1974,San Diego CA US,Drafted by the Chicago White Sox in the 11th round of the 1993 amateur draft. Player signed June 4 1993.,Grossmont College (El Cajon CA),Granite Hills HS (El Cajon CA),Thomas James,fordhto01
58,Keith Foulke,24.214,May 21,Sep 18 2008,1,SFG,20.7,6-0,195,R,R,Oct 19 1972,Ellsworth Air Force Base SD US,Drafted by the San Francisco Giants in the 9th round of the 1994 amateur draft. Player signed June 3 1994.,Galveston College (Galveston TX) Lewis-Clark State College (Lewiston ID),Hargrave HS (Huffman TX),Keith Charles,foulkke01
59,Chad Fox,26.313,Jul 13,May 9 2009,1,ATL,2.8,6-2,180,R,R,Sep 3 1970,Coronado CA US,Drafted by the Cincinnati Reds in the 23rd round of the 1992 amateur draft. Player signed June 5 1992.,Blinn College (Brenham TX) Tarleton State University (Stephenville TX),Westfield HS (Houston TX),Chad Douglas,foxch02
60,Micah Franklin,25.018,May 13,Jun 28 1997,/9H7,STL,0.3,6-0,205,B,R,Apr 25 1972,San Francisco CA US,Drafted by the New York Mets in the 3rd round of the 1990 amateur draft. Player signed June 10 1990.,,Abraham Lincoln HS (San Francisco CA),Micah Ishanti,frankmi01
61,Hanley Frias,23.198,Jun 21,Oct 1 2000,6/H4,TEX,-0.4,6-0,160,B,R,Dec 5 1973,Villa Altagracia San Cristobal DO,Signed by the Texas Rangers as an amateur free agent in 1990.,,Villa Altagracia (Villa Altagracia Dominican Republic),Hanley,friasha01
62,Brad Fullmer,22.228,Sep 2,Jul 24 2004,H/37,MON,5.9,6-1,185,L,R,Jan 17 1975,Chatsworth CA US,Drafted by the Montreal Expos in the 2nd round of the 1993 amateur draft. Player signed September 8 1993.,,Montclair Prep HS (Van Nuys CA),Bradley Ryan,fullmbr01
63,Eddie Gaillard,26.363,Aug 11,Oct 3 1999,1,DET,-0.1,6-1,180,R,R,Aug 13 1970,Camden NJ US,Drafted by the Detroit Tigers in the 13th round of the 1993 amateur draft. Player signed June 5 1993.,Florida Southern College (Lakeland FL),Forest Hill HS (West Palm Beach FL),Julian Edward,gailled01
64,Shawn Gilbert,32.082,Jun 2,Jul 2 2000,H/4657,NYM,-0.5,5-9,170,R,R,Mar 12 1965,Camden NJ US,Drafted by the Minnesota Twins in the 12th round of the 1987 amateur draft. Player signed June 3 1987.,Golden West College (Huntington Beach CA) Arizona State University (Tempe AZ) California State University Fresno (Fresno CA),Agua Fria HS (Avondale AZ),Albert Shawn,gilbesh01
65,Wayne Gomes,24.149,Jun 13,Sep 28 2002,1,PHI,0.1,6-2,215,R,R,Jan 15 1973,Hampton VA US,Drafted by the Philadelphia Phillies in the 1st round (4th pick) of the 1993 amateur draft. Player signed July 27 1993.,Old Dominion University (Norfolk VA),Phoebus HS (Hampton VA),Wayne Maurice,gomeswa01
66,Geremi González,22.139,May 27,Sep 26 2006,1,CHC,2.1,6-2,200,R,R,Jan 8 1975,Maracaibo Zulia VE,Signed by the Chicago Cubs as an amateur free agent in 1991.,,La Chinita (Maracaibo Venezuela),Geremis Segundo,gonzaje01
67,Rick Gorecki,24.014,Sep 10,Apr 17 1998,/1,LAD,-0.2,6-3,167,R,R,Aug 27 1973,Evergreen Park IL US,Drafted by the Los Angeles Dodgers in the 19th round of the 1991 amateur draft. Player signed June 9 1991.,,Oak Forest HS (Oak Forest IL),Richard John,gorecri01
68,Scarborough Green,23.054,Aug 2,Oct 1 2000,8/7H,STL,-1.1,5-10,170,B,R,Jun 9 1974,Creve Coeur MO US,Drafted by the St. Louis Cardinals in the 10th round of the 1992 amateur draft. Player signed May 11 1993.,St. Louis Community College Meramec Campus (Kirkwood MO),Lafayette HS (Wildwood MO),Bertrum Scarborough,greensc01
69,Ben Grieve,21.122,Sep 3,Oct 2 2005,9/H,OAK,8.4,6-4,200,L,R,May 4 1976,Arlington TX US,Drafted by the Oakland Athletics in the 1st round (2nd pick) of the 1994 amateur draft. Player signed June 9 1994.,,James W. Martin HS (Arlington TX),Benjamin,grievbe01
70,Giomar Guevara,24.331,Sep 19,Apr 27 1999,/4DH6,SEA,-0.4,5-8,150,B,R,Oct 23 1972,Guarenas Miranda VE,Signed by the Seattle Mariners as an amateur free agent in 1990.,,Guarenas (Guarenas Venezuela),Giomar Antonio,guevagi01
71,José Guillén,20.319,Apr 1,Oct 3 2010,*9/H8,PIT,6.4,5-11,165,R,R,May 17 1976,San Cristobal San Cristobal DO,Signed by the Pittsburgh Pirates as an amateur free agent in 1992.,,San Cristobal (San Cristobal Dominican Republic),José Manuel,guilljo01
72,Mike Gulan,26.147,May 14,Oct 6 2001,/H5,STL,-0.3,6-1,192,R,R,Dec 18 1970,Steubenville OH US,Drafted by the St. Louis Cardinals in the 2nd round of the 1992 amateur draft. Player signed June 3 1992.,Kent State University (Kent OH),Catholic Central HS (Steubenville OH),Michael Watts,gulanmi01
73,Shane Halter,27.149,Apr 6,Oct 3 2004,H4958/76D,KCR,6.3,5-10,160,R,R,Nov 8 1969,La Plata MD US,Drafted by the Kansas City Royals in the 5th round of the 1991 amateur draft. Player signed June 4 1991.,Seminole State College (Seminole OK) University of Texas at Austin (Austin TX),Hooks HS (Hooks TX),Shane David,haltesh01
74,Jed Hansen,24.344,Jul 29,Sep 22 1999,4/H,KCR,-0.3,6-1,195,R,R,Aug 19 1972,Tacoma WA US,Drafted by the Kansas City Royals in the 2nd round of the 1994 amateur draft. Player signed June 24 1994.,Stanford University (Palo Alto CA),Capital HS (Olympia WA),Jed Ramon,hanseje01
75,Shigetoshi Hasegawa,28.247,Apr 5,Sep 28 2005,1,ANA,11.6,5-11,160,R,R,Aug 1 1968,Kobe Hyogo JP,,Ritsumeikan University (Japan),Toyodai Himeji HS (Japan),Shigetoshi,hasegsh01
76,Gary Haught,26.290,Jul 16,Aug 2 1997,/1,OAK,-0.1,6-1,190,B,R,Sep 29 1970,Tacoma WA US,Drafted by the Oakland Athletics in the 22nd round of the 1992 amateur draft. Player signed June 7 1992.,University of Louisiana at Lafayette (Lafayette LA),Choctaw HS (Choctaw OK),Gary Allen,haughga01
77,Todd Helton,23.347,Aug 2,Sep 29 2013,7H/39,COL,61.8,6-2,220,L,L,Aug 20 1973,Knoxville TN US,Drafted by the Colorado Rockies in the 1st round (8th pick) of the 1995 amateur draft. Player signed July 1 1995.,University of Tennessee (Knoxville TN),Central HS (Knoxville TN),Todd Lynn,heltoto01
78,Óscar Henríquez,23.222,Sep 7,Sep 8 2002,/1,HOU,-0.6,6-6,220,R,R,Jan 28 1974,La Guaira La Guaira VE,Signed by the Houston Astros as an amateur free agent in 1991.,,La Guaira (La Guaira Venezuela),Óscar Eduardo,henrios01
79,Fernando Hernández,25.291,Apr 3,Apr 5 1997,/1,DET,-0.4,6-2,185,R,R,Jun 16 1971,Santiago Santiago DO,Signed by the Cleveland Indians as an amateur free agent in 1990.,,Santiago (Santiago Dominican Republic),Fernando,hernafe01
80,Richard Hidalgo,22.065,Sep 1,Aug 4 2005,8/H79,HOU,19.2,6-3,220,R,R,Jun 28 1975,Caracas Distrito Federal VE,Signed by the Houston Astros as an amateur free agent in 1991.,,Guarenas (Guarenas Venezuela),Richard Jose,hidalri01
81,Torii Hunter,22.035,Aug 22,Oct 3 2015,/H,MIN,50.6,6-2,220,R,R,Jul 18 1975,Pine Bluff AR US,Drafted by the Minnesota Twins in the 1st round (20th pick) of the 1993 amateur draft. Player signed July 12 1993.,,Pine Bluff HS (Pine Bluff AR),Torii Kedar,hunteto01
82,Jimmy Hurst,25.193,Sep 10,Sep 28 1997,9/H8D7,DET,0.0,6-6,225,R,R,Mar 1 1972,Tuscaloosa AL US,Drafted by the Chicago White Sox in the 12th round of the 1990 amateur draft. Player signed May 21 1991.,Three Rivers Community College (Poplar Bluff MO),Central HS (Tuscaloosa AL),Jimmy O'Neal,hurstji01
83,Hideki Irabu,28.066,Jul 10,Jul 12 2002,1,NYY,3.4,6-4,240,R,R,May 5 1969,Hirara Hyogo JP,,,Jinsei Gakuen HS (Japan),Hideki,irabuhi01
84,Jason Johnson,23.304,Aug 27,Sep 26 2008,/1,PIT,4.5,6-6,225,R,R,Oct 27 1973,Santa Barbara CA US,Signed by the Pittsburgh Pirates as an amateur free agent in 1992.,,Conner HS (Hebron KY),Jason Michael,johnsja02
85,Mike Johnson,21.185,Apr 6,Apr 24 2001,1,BAL,-2.1,6-2,175,L,R,Oct 3 1975,Edmonton AB CA,Drafted by the Toronto Blue Jays in the 17th round of the 1993 amateur draft. Player signed June 6 1993.,,Salisbury Composite HS (Edmonton AB),Michael Keith,johnsmi02
86,Russ Johnson,24.045,Apr 8,Jul 15 2005,5/H4,HOU,2.7,5-10,185,R,R,Feb 22 1973,Baton Rouge LA US,Drafted by the Houston Astros in the 1st round (30th pick) of the 1994 amateur draft. Player signed August 30 1994.,Louisiana State University (Baton Rouge LA),Denham Springs HS (Denham Springs LA),William Russell,johnsru01
87,Bobby Jones,25.037,May 18,Apr 11 2004,/1,COL,1.9,6-0,185,R,L,Apr 11 1972,Orange NJ US,Drafted by the Milwaukee Brewers in the 44th round of the 1991 amateur draft. Player signed May 13 1992.,Chipola College (Marianna FL),Rutherford HS (Rutherford NJ),Robert Mitchell,jonesbo04
88,Mike Judd,22.090,Sep 28,Jun 12 2001,/1,LAD,-1.3,6-2,200,R,R,Jun 30 1975,San Diego CA US,Drafted by the New York Yankees in the 9th round of the 1995 amateur draft. Player signed June 4 1995.,Grossmont College (El Cajon CA),Helix HS (La Mesa CA),Michael Galen,juddmi01
89,Takashi Kashiwada,25.352,May 1,Sep 18 1997,1,NYM,0.1,5-11,165,L,L,May 14 1971,Tokyo Tokyo JP,,,Tokyo (Tokyo Japan) Yashiro Kogyo HS (Japan),Takashi,kashita01
90,Curtis King,26.280,Aug 1,Jun 20 1999,1,STL,0.8,6-5,200,R,R,Oct 25 1970,Norristown PA US,Drafted by the St. Louis Cardinals in the 5th round of the 1994 amateur draft. Player signed June 17 1994.,Thomas Jefferson University (Philadelphia PA),Plymouth-Whitemarsh HS (Plymouth Meeting PA),Curtis Albert,kingcu01
91,Steve Kline,24.223,Apr 2,Sep 25 2007,1,CLE,9.9,6-2,200,B,L,Aug 22 1972,Sunbury PA US,Drafted by the Cleveland Indians in the 8th round of the 1993 amateur draft. Player signed June 6 1993.,Allegany College of Maryland (Cumberland MD) West Virginia University (Morgantown WV),Lewisburg HS (Lewisburg PA),Steven James,klinest02
92,Paul Konerko,21.187,Sep 8,Sep 28 2014,/H35,LAD,28.1,6-2,220,R,R,Mar 5 1976,Providence RI US,Drafted by the Los Angeles Dodgers in the 1st round (13th pick) of the 1994 amateur draft. Player signed June 11 1994.,,Chaparral HS (Scottsdale AZ),Paul Henry,konerpa01
