Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
11,Kimera Bartee,23.257,Apr 3,Aug 3 2001,8H/7D9,DET,0.5,6-0,175,B,R,Jul 21 1972,Omaha NE US,Drafted by the Baltimore Orioles in the 14th round of the 1993 amateur draft. Player signed June 6 1993.,Creighton University (Omaha NE),Central HS (Omaha NE),Kimera Anotchi,barteki01
12,Tony Batista,22.177,Jun 3,Sep 30 2007,45H/D6,OAK,13.8,6-0,180,R,R,Dec 9 1973,Puerto Plata Puerto Plata DO,Signed by the Oakland Athletics as an amateur free agent in 1991.,,Liceo Juan de Jesus (Dominican Republic),Leocadio Francisco,batisto01
13,Trey Beamon,22.175,Aug 4,Sep 27 1998,H9/7,PIT,-0.8,6-3,195,L,R,Feb 11 1974,Dallas TX US,Drafted by the Pittsburgh Pirates in the 2nd round of the 1992 amateur draft. Player signed July 1 1992.,,Warren T. White HS (Dallas TX),Clifford,beamotr01
14,Robbie Beckett,24.058,Sep 12,Sep 26 1997,/1,COL,-0.3,6-5,240,R,L,Jul 16 1972,Austin TX US,Drafted by the San Diego Padres in the 1st round (25th pick) of the 1990 amateur draft. Player signed June 11 1990.,,A. N. McCallum HS (Austin TX),Robert Joseph,beckero01
15,Matt Beech,24.201,Aug 8,Aug 9 1998,/1,PHI,-1.0,6-2,190,L,L,Jan 20 1972,Oakland CA US,Drafted by the Philadelphia Phillies in the 7th round of the 1994 amateur draft. Player signed June 6 1994.,Navarro College (Corsicana TX) University of Houston (Houston TX),Tom C. Clark HS (San Antonio TX),Lucas Matthew,beechma01
16,Tim Belk,26.080,Jun 25,Jul 3 1996,/3H,CIN,-0.2,6-3,200,R,R,Apr 6 1970,Cincinnati OH US,Drafted by the Cincinnati Reds in the 15th round of the 1992 amateur draft. Player signed June 4 1992.,University of Texas at Austin (Austin TX) Lubbock Christian University (Lubbock TX),Spring Woods HS (Houston TX),Timothy William,belkti01
17,Brian Bevil,24.286,Jun 17,Sep 26 1998,/1,KCR,-0.6,6-3,190,R,R,Sep 5 1971,Houston TX US,Drafted by the Kansas City Royals in the 30th round of the 1990 amateur draft. Player signed May 14 1991.,Angelina College (Lufkin TX),MacArthur HS (Houston TX),Brian Scott,bevilbr01
18,Ron Blazier,24.306,May 31,Sep 28 1997,1,PHI,-0.6,6-6,215,R,R,Jul 30 1971,Altoona PA US,Signed by the Philadelphia Phillies as an amateur free agent in 1989.,,Bellwood-Antis HS (Tyrone PA),Ronald Patrick,blaziro01
19,Jaime Bluma,24.083,Aug 9,Sep 27 1996,1,KCR,0.3,5-11,195,R,R,May 18 1972,Beaufort SC US,Drafted by the Kansas City Royals in the 3rd round of the 1994 amateur draft. Player signed June 3 1994.,Wichita State University (Wichita KS),Owasso HS (Owasso OK),James Andrew,blumaja01
20,Josh Booty,21.148,Sep 24,Apr 11 1998,/H5,FLA,0.0,6-3,210,R,R,Apr 29 1975,Starkville MS US,Drafted by the Florida Marlins in the 1st round (5th pick) of the 1994 amateur draft. Player signed July 14 1994.,,Evangel Christian Academy (Shreveport LA),Joshua Gibson,bootyjo01
21,Steve Bourgeois,23.243,Apr 3,Sep 28 1996,1,SFG,-0.6,6-1,205,R,R,Aug 4 1972,Lutcher LA US,Drafted by the San Francisco Giants in the 21st round of the 1993 amateur draft. Player signed June 5 1993.,Delgado Community College (New Orleans LA) Hinds Community College (Raymond MS) University of Louisiana at Monroe (Monroe LA),,Steven James,bourgst01
22,Brent Bowers,25.106,Aug 16,Sep 29 1996,7/H,BAL,0.3,6-3,200,L,R,May 2 1971,Bridgeview IL US,Drafted by the Toronto Blue Jays in the 2nd round of the 1989 amateur draft. Player signed June 19 1989.,,St. Laurence HS (Burbank IL),Brent Raymond,bowerbr01
23,Marshall Boze,24.341,Apr 28,Jul 13 1996,1,MIL,-0.8,6-1,214,R,R,May 23 1971,San Manuel AZ US,Drafted by the Milwaukee Brewers in the 12th round of the 1990 amateur draft.,Southwestern College (Chula Vista CA),Soldotna HS (Soldotna AK),Marshall Wayne,bozema01
24,Brent Brede,24.361,Sep 8,Sep 27 1998,/9H,MIN,-1.7,6-4,190,L,L,Sep 13 1971,Belleville IL US,Drafted by the Minnesota Twins in the 5th round of the 1990 amateur draft. Player signed June 12 1990.,,Wesclin HS (Trenton IL),Brent David,bredebr01
25,Tilson Brito,23.309,Apr 1,Sep 28 1997,4/6HD,TOR,-0.4,6-0,170,R,R,May 28 1972,Santo Domingo Distrito Nacional DO,Signed by the Toronto Blue Jays as an amateur free agent in 1990.,,Santo Domingo (Santo Domingo Dominican Republic),Tilson Manuel,britoti01
26,Brant Brown,24.359,Jun 15,Aug 29 2000,3H,CHC,-0.9,6-3,220,L,L,Jun 22 1971,Porterville CA US,Drafted by the Chicago Cubs in the 3rd round of the 1992 amateur draft. Player signed June 12 1992.,California State University Fresno (Fresno CA),Monache HS (Porterville CA),Brant Michael,brownbr01
27,Kevin Brown,23.144,Sep 12,Sep 22 2002,/2HD,TEX,0.7,6-2,200,R,R,Apr 21 1973,Valparaiso IN US,Drafted by the Texas Rangers in the 2nd round of the 1994 amateur draft. Player signed June 4 1994.,University of Southern Indiana (Evansville IN),Pike Central HS (Petersburg IN),Kevin Lee,brownke04
28,John Burke,26.186,Aug 13,Jul 10 1997,1,COL,-0.5,6-4,220,B,R,Feb 9 1970,Durango CO US,Drafted by the Colorado Rockies in the 1st round (27th pick) of the 1992 amateur draft. Player signed June 28 1992.,University of Florida (Gainesville FL),Cherry Creek HS (Greenwood Village CO),John Chandler,burkejo04
29,Mike Busby,23.102,Apr 7,Jul 8 1999,/1,STL,-0.9,6-4,210,R,R,Dec 27 1972,Lomita CA US,Drafted by the St. Louis Cardinals in the 14th round of the 1991 amateur draft. Player signed June 25 1991.,,Phineas Banning HS (Wilmington CA),Michael James,busbymi01
30,Miguel Cairo,21.349,Apr 17,Oct 3 2012,/4,TOR,7.7,6-1,225,R,R,May 4 1974,Anaco Anzoategui VE,Signed by the Los Angeles Dodgers as an amateur free agent in 1990.,,Anaco (Anaco Venezuela),Miguel Jesus,cairomi01
31,Jay Canizaro,22.299,Apr 28,May 31 2002,4/6H,SFG,-0.8,5-9,170,R,R,Jul 4 1973,Beaumont TX US,Drafted by the San Francisco Giants in the 4th round of the 1993 amateur draft. Player signed June 4 1993.,Blinn College (Brenham TX) Oklahoma State University (Stillwater OK),West Orange-Stark HS (Orange TX),Jason Kyle,canizja01
32,Dan Carlson,26.231,Sep 13,Jun 23 1999,/1,SFG,-0.9,6-1,185,R,R,Jan 26 1970,Portland OR US,Drafted by the San Francisco Giants in the 33rd round of the 1989 amateur draft. Player signed May 26 1990.,Mount Hood Community College (Gresham OR),Reynolds HS (Troutdale OR),Daniel Steven,carlsda01
33,Raúl Casanova,23.275,May 24,Jun 8 2008,2/DH,DET,-0.9,6-0,200,B,R,Aug 23 1972,Humacao PR,Drafted by the New York Mets in the 8th round of the 1990 amateur draft. Player signed June 11 1990.,,Ponce HS (Ponce Puerto Rico),Raúl,casanra01
34,Luis Castillo,20.331,Aug 8,Oct 3 2010,4,FLA,29.1,5-11,145,B,R,Sep 12 1975,San Pedro de Macoris San Pedro de Macoris DO,Signed by the Florida Marlins as an amateur free agent in 1992.,,Colegio San Benito Abad (San Pedro de Macoris Dominican Republic),Luis Antonio,castilu01
35,Raúl Chávez,23.166,Aug 30,Sep 24 2009,/2H,MON,0.0,5-11,245,R,R,Mar 17 1973,Valencia Carabobo VE,Signed by the Houston Astros as an amateur free agent in 1990.,,Valencia (Valencia Venezuela),Raúl Alexander,chavera01
36,Bobby Chouinard,24.025,May 26,Sep 9 2001,1,OAK,1.4,6-1,195,R,R,May 1 1972,Manila PH,Drafted by the Baltimore Orioles in the 5th round of the 1990 amateur draft. Player signed June 4 1990.,,Forest Grove HS (Forest Grove OR),Robert William,chouibo01
37,Alan Cockrell,33.277,Sep 7,Sep 29 1996,/H9,COL,-0.1,6-2,210,R,R,Dec 5 1962,Kansas City KS US,Drafted by the San Francisco Giants in the 1st round (9th pick) of the 1984 amateur draft.,University of Tennessee (Knoxville TN),Parkwood HS (Joplin MO),Atlee Alan,cockral01
38,Rocky Coppinger,22.084,Jun 11,Oct 4 2001,1,BAL,1.2,6-5,245,R,R,Mar 19 1974,El Paso TX US,Drafted by the Baltimore Orioles in the 19th round of the 1993 amateur draft. Player signed May 25 1994.,Hill College (Hillsboro TX),Coronado HS (El Paso TX),John Thomas,coppiro01
39,Francisco Córdova,23.342,Apr 2,Aug 8 2000,1,PIT,13.4,5-10,190,R,R,Apr 26 1972,Cerro Azul Veracruz MX,Signed by the Pittsburgh Pirates as an amateur free agent in 1996.,,Veracruz (Veracruz Mexico),Francisco,cordofr01
40,Carlos Crawford,24.247,Jun 7,Jun 7 1996,/1,PHI,-0.4,6-1,190,R,R,Oct 4 1971,Charlotte NC US,Drafted by the Cleveland Indians in the 51st round of the 1990 amateur draft. Player signed June 18 1990.,Montreat College (Montreat NC),South Mecklenburg HS (Charlotte NC),Carlos Lamonte,crawfca01
41,Felipe Crespo,23.054,Apr 28,Sep 28 2001,4/5H3,TOR,0.5,5-11,195,B,R,Mar 5 1973,Rio Piedras PR,Drafted by the Toronto Blue Jays in the 3rd round of the 1990 amateur draft. Player signed September 22 1990.,,Notre Dame HS (Caguas Puerto Rico),Felipe Javier,crespfe01
42,Jacob Cruz,23.172,Jul 18,Oct 2 2005,9H/7,SFG,0.4,6-0,175,L,L,Jan 28 1973,Oxnard CA US,Drafted by the San Francisco Giants in the 1st round (32nd pick) of the 1994 amateur draft. Player signed July 6 1994.,Arizona State University (Tempe AZ),Channel Islands HS (Oxnard CA),Jacob,cruzja01
43,Jeff D'Amico,20.184,Jun 28,May 10 2004,1,MIL,5.6,6-7,250,R,R,Dec 27 1975,St. Petersburg FL US,Drafted by the Milwaukee Brewers in the 1st round (23rd pick) of the 1993 amateur draft. Player signed August 25 1993.,,Northeast HS (St. Petersburg FL),Jeffrey Charles,d'amije01
44,Alex Delgado,25.084,Apr 4,Jul 12 1996,2H/57934,BOS,-0.1,6-0,195,R,R,Jan 11 1971,Palmarejo Zulia VE,Signed by the Boston Red Sox as an amateur free agent in 1987.,,Palmerejo (Palmerejo Venezuela),Alexander,delgaal01
45,Wilson Delgado,24.071,Sep 24,Oct 3 2004,/6,SFG,0.7,5-11,145,B,R,Jul 15 1972,San Cristobal San Cristobal DO,Signed by the Seattle Mariners as an amateur free agent in 1992.,,Santo Domingo (Santo Domingo Dominican Republic),Wilson,delgawi01
46,Elmer Dessens,25.163,Jun 24,Oct 2 2010,1,PIT,11.8,5-11,200,R,R,Jan 13 1971,Hermosillo Sonora MX,Signed by the Pittsburgh Pirates as an amateur free agent in 1993.,,Carrera Tech (Hermosillo Mexico),Elmer,desseel01
47,Einar Díaz,23.256,Sep 9,Sep 16 2006,/2,CLE,3.3,5-10,165,R,R,Dec 28 1972,Chiriqui Chiriqui PA,Signed by the Cleveland Indians as an amateur free agent in 1990.,,Chiriqui (Chiriqui Panama),Einar Antonio,diazei01
48,Jason Dickson,23.144,Aug 21,May 14 2000,/1,CAL,3.0,6-0,190,L,R,Mar 30 1973,London ON CA,Drafted by the California Angels in the 6th round of the 1994 amateur draft. Player signed June 6 1994.,Northeastern Oklahoma A&M College (Miami OK),James M. Hill HS (Chatham NB),Jason Royce,dicksja01
49,Mike Difelice,27.096,Sep 1,Apr 18 2008,/2,STL,0.5,6-2,205,R,R,May 28 1969,Philadelphia PA US,Drafted by the St. Louis Cardinals in the 11th round of the 1991 amateur draft. Player signed June 6 1991.,University of Tennessee (Knoxville TN),Bearden HS (Knoxville TN),Michael William,difelmi01
50,David Doster,25.252,Jun 16,Oct 3 1999,4H/5,PHI,0.1,5-10,185,R,R,Oct 8 1970,Fort Wayne IN US,Drafted by the Philadelphia Phillies in the 27th round of the 1993 amateur draft. Player signed June 6 1993.,Indiana State University (Terre Haute IN),New Haven HS (New Haven IN),David Eric,dosteda01
51,Todd Dunn,26.041,Sep 8,Sep 25 1997,/987H,MIL,0.0,6-5,220,R,R,Jul 29 1970,Tulsa OK US,Drafted by the Milwaukee Brewers in the 1st round (35th pick) of the 1993 amateur draft. Player signed July 22 1993.,University of North Florida (Jacksonville FL),Bishop Kenny HS (Jacksonville FL),Todd Kent,dunnto01
52,Mike Durant,26.202,Apr 3,Sep 29 1996,2/H,MIN,0.0,6-2,200,R,R,Sep 14 1969,Columbus OH US,Drafted by the Minnesota Twins in the 2nd round of the 1991 amateur draft. Player signed June 13 1991.,The Ohio State University (Columbus OH),Bishop Watterson HS (Columbus OH),Michael Joseph,duranmi01
53,Jermaine Dye,22.110,May 17,Oct 4 2009,97/H8,ATL,20.3,6-4,210,R,R,Jan 28 1974,Oakland CA US,Drafted by the Atlanta Braves in the 17th round of the 1993 amateur draft. Player signed June 6 1993.,Cosumnes River College (Sacramento CA),Will C. Wood HS (Vacaville CA),Jermaine Terrell,dyeje01
54,Angel Echevarria,25.051,Jul 15,Sep 29 2002,H/97,COL,-0.9,6-4,215,R,R,May 25 1971,Bridgeport CT US,Drafted by the Colorado Rockies in the 17th round of the 1992 amateur draft. Player signed June 15 1992.,Rutgers the State University of New Jersey (New Brunswick NJ),Bassick HS (Bridgeport CT),Angel Santos,echevan01
55,Robert Ellis,25.272,Sep 12,Aug 16 2003,/1,CAL,-0.6,6-5,220,R,R,Dec 15 1970,Baton Rouge LA US,Drafted by the Chicago White Sox in the 3rd round of the 1990 amateur draft. Player signed June 5 1990.,Panola College (Carthage TX) Northwestern State University of Louisiana (Natchitoches LA),Belaire HS (Baton Rouge LA),Robert Randolph,ellisro02
56,Darin Erstad,22.010,Jun 14,Oct 4 2009,87H/9,CAL,32.3,6-2,195,L,L,Jun 4 1974,Jamestown ND US,Drafted by the California Angels in the 1st round (1st pick) of the 1995 amateur draft. Player signed July 26 1995.,University of Nebraska-Lincoln (Lincoln NE),Jamestown HS (Jamestown ND),Darin Charles,erstada01
57,Bobby Estalella,22.025,Sep 17,Jun 6 2004,/2H,PHI,2.5,6-1,200,R,R,Aug 23 1974,Hialeah FL US,Drafted by the Philadelphia Phillies in the 23rd round of the 1992 amateur draft. Player signed May 9 1993.,Miami Dade College Kendall Campus (Miami FL),Cooper City HS (Cooper City FL),Robert M.,estalbo02
58,Mike Farmer,27.306,May 4,Jun 8 1996,/1,COL,-0.3,6-1,193,B,L,Jul 3 1968,Gary IN US,Signed by the Philadelphia Phillies as an amateur free agent in 1989.,Jackson State University (Jackson MS),Horace Mann HS (Gary IN),Michael Anthony,farmemi01
59,Sal Fasano,24.237,Apr 3,Sep 14 2008,2,KCR,1.7,6-2,220,R,R,Aug 10 1971,Chicago IL US,Drafted by the Kansas City Royals in the 37th round of the 1993 amateur draft. Player signed June 11 1993.,University of Evansville (Evansville IN),Hoffman Estates HS (Hoffman Estates IL),Salvatore Frank,fasansa01
60,Osvaldo Fernández,29.153,Apr 5,Aug 8 2001,1/H,SFG,-0.3,6-2,190,R,R,Nov 4 1966,Holguin Holguin CU,Signed by the San Francisco Giants as an amateur free agent in 1996.,Universidad de Holguin (Cuba),,Osvaldo,fernaos01
61,Andy Fox,25.086,Apr 7,Oct 3 2004,45H/6D9,NYY,-0.5,6-4,205,L,R,Jan 12 1971,Sacramento CA US,Drafted by the New York Yankees in the 2nd round of the 1989 amateur draft. Player signed June 9 1989.,,Christian Brothers HS (Sacramento CA),Andrew Junipero,foxan01
62,Mike Fyhrie,26.280,Sep 14,Sep 28 2002,/1,NYM,2.4,6-2,190,R,R,Dec 9 1969,Long Beach CA US,Drafted by the Kansas City Royals in the 12th round of the 1991 amateur draft. Player signed June 13 1991.,University of California Los Angeles (Los Angeles CA),Ocean View HS (Huntington Beach CA),Michael Edwin,fyhrimi01
63,Nomar Garciaparra,23.039,Aug 31,Oct 4 2009,6/H4D,BOS,44.3,6-0,165,R,R,Jul 23 1973,Whittier CA US,Drafted by the Boston Red Sox in the 1st round (12th pick) of the 1994 amateur draft. Player signed July 20 1994.,Georgia Institute of Technology (Atlanta GA),St. John Bosco HS (Bellflower CA),Anthony Nomar,garcino01
64,Webster Garrison,30.344,Aug 2,Aug 7 1996,/43H,OAK,-0.2,5-11,170,R,R,Aug 24 1965,Marrero LA US,Drafted by the Toronto Blue Jays in the 2nd round of the 1983 amateur draft. Player signed August 21 1983.,,John Ehret HS (Marrero LA),Webster Leotis,garriwe01
65,Doug Glanville,25.289,Jun 9,Oct 3 2004,H7/89,CHC,10.9,6-2,170,R,R,Aug 25 1970,Hackensack NJ US,Drafted by the Chicago Cubs in the 1st round (12th pick) of the 1991 amateur draft. Player signed July 18 1991.,University of Pennsylvania (Philadelphia PA),Teaneck HS (Teaneck NJ),Douglas Metunwa,glanvdo01
66,Tony Graffanino,23.318,Apr 19,Apr 26 2009,4/H,ATL,15.1,6-1,175,R,R,Jun 6 1972,Amityville NY US,Drafted by the Atlanta Braves in the 10th round of the 1990 amateur draft. Player signed July 6 1990.,,East Islip HS (Islip Terrace NY),Anthony Joseph,graffto01
67,Danny Graves,22.341,Jul 13,May 9 2006,1,CLE,5.6,5-11,200,R,R,Aug 7 1973,Saigon VN,Drafted by the Cleveland Indians in the 4th round of the 1994 amateur draft. Player signed July 5 1994.,University of Miami (Coral Gables FL),Brandon HS (Brandon FL),Daniel Peter,graveda01
68,Charlie Greene,25.236,Sep 15,Jul 1 2000,/2H,NYM,-0.6,6-1,170,R,R,Jan 23 1971,Miami FL US,Drafted by the San Diego Padres in the 19th round of the 1991 amateur draft. Player signed June 9 1991.,Miami Dade College (Miami FL) Miami Dade College Kendall Campus (Miami FL),Miami Killian HS (Miami FL),Charles Patrick,greench02
69,Todd Greene,25.083,Jul 30,Oct 1 2006,2/HD,CAL,-2.9,5-10,195,R,R,May 8 1971,Augusta GA US,Drafted by the California Angels in the 12th round of the 1993 amateur draft. Player signed June 11 1993.,Georgia Southern University (Statesboro GA),Evans HS (Evans GA),Todd Anthony,greento02
70,Ken Grundt,26.348,Aug 8,May 20 1997,/1,BOS,-0.1,6-4,195,L,L,Aug 26 1969,Melrose Park IL US,Drafted by the San Francisco Giants in the 53rd round of the 1991 amateur draft. Player signed June 9 1991.,Missouri Southern State University (Joplin MO),Luther Institute (Chicago IL),Kenneth Allan,grundke01
71,Vladimir Guerrero,21.223,Sep 19,Sep 28 2011,/98H,MON,59.5,6-3,235,R,R,Feb 9 1975,Nizao Peravia DO,Signed by the Montreal Expos as an amateur free agent in 1993.,,Nizao (Nizao Dominican Republic),Vladimir,guerrvl01
72,Wilton Guerrero,21.315,Sep 3,Oct 1 2004,/H,LAD,-1.8,5-11,145,B,R,Oct 24 1974,Don Gregorio Peravia DO,Signed by the Los Angeles Dodgers as an amateur free agent in 1991.,,Don Gregorio (Don Gregorio Dominican Republic),Wilton,guerrwi01
73,Ryan Hancock,24.210,Jun 8,Jul 18 1996,1,CAL,-0.3,6-2,215,R,R,Nov 11 1971,Santa Clara CA US,Drafted by the California Angels in the 2nd round of the 1993 amateur draft. Player signed August 3 1993.,Brigham Young University (Provo UT),Monta Vista HS (Cupertino CA),Ryan Lee,hancory01
74,Jason Hardtke,24.359,Sep 8,Jul 13 1998,4/H,NYM,-0.2,5-10,175,B,R,Sep 15 1971,Milwaukee WI US,Drafted by the Cleveland Indians in the 3rd round of the 1990 amateur draft. Player signed June 29 1990.,,Leland HS (San Jose CA),Jason Robert,hardtja01
75,Pep Harris,23.326,Aug 14,Sep 27 1998,1,CAL,2.9,6-2,185,R,R,Sep 23 1972,Lancaster SC US,Drafted by the Cleveland Indians in the 7th round of the 1991 amateur draft. Player signed June 9 1991.,,Lancaster HS (Lancaster SC),Hernando Petrocelli,harripe01
76,Ryan Hawblitzel,25.040,Jun 9,Aug 5 1996,/1,COL,-0.1,6-2,170,R,R,Apr 30 1971,West Palm Beach FL US,Drafted by the Chicago Cubs in the 2nd round of the 1990 amateur draft. Player signed June 7 1990.,Indian River State College (Fort Pierce FL),John I. Leonard HS (Greenacres FL),Ryan Wade,hawblry01
77,Bronson Heflin,24.338,Aug 1,Aug 7 1996,/1,PHI,-0.2,6-3,195,R,R,Aug 29 1971,Clarksville TN US,Drafted by the Philadelphia Phillies in the 37th round of the 1994 amateur draft. Player signed June 6 1994.,College of Central Florida (Ocala FL) University of Tennessee (Knoxville TN),,Bronson Wayne,heflibr01
78,Félix Heredia,21.052,Aug 9,Apr 18 2005,1,FLA,0.6,6-0,180,L,L,Jun 18 1975,Barahona Barahona DO,Signed by the Florida Marlins as an amateur free agent in 1992.,,Escuela Dominical (Barahona Dominican Republic),Félix,heredfe01
79,Liván Hernández,21.217,Sep 24,Sep 29 2012,/1,FLA,30.0,6-2,245,R,R,Feb 20 1975,Villa Clara CU,Signed by the Florida Marlins as an amateur free agent in 1996.,,Villa Clara (Villa Clara Cuba),Eisler Liván,hernali01
80,Aaron Holbert,23.096,Apr 14,Oct 2 2005,/4,STL,-0.4,6-0,160,R,R,Jan 9 1973,Torrance CA US,Drafted by the St. Louis Cardinals in the 1st round (18th pick) of the 1990 amateur draft. Player signed June 14 1990.,,Jordan HS (Long Beach CA),Aaron Keith,holbeaa01
81,Chris Holt,24.349,Sep 1,Oct 2 2001,/1,HOU,3.5,6-4,205,R,R,Sep 18 1971,Dallas TX US,Drafted by the Houston Astros in the 3rd round of the 1992 amateur draft. Player signed June 6 1992.,Navarro College (Corsicana TX),Skyline HS (Dallas TX),Christopher Michael,holtch01
82,Mike Holtz,23.275,Jul 11,May 16 2006,1,CAL,0.9,5-9,172,L,L,Oct 10 1972,Arlington VA US,Drafted by the California Angels in the 17th round of the 1994 amateur draft. Player signed June 4 1994.,Clemson University (Clemson SC),Central Cambria HS (Ebensburg PA),Michael James,holtzmi01
83,Tyler Houston,25.077,Apr 3,Aug 29 2003,H3/7,ATL,1.4,6-2,210,L,R,Jan 17 1971,Las Vegas NV US,Drafted by the Atlanta Braves in the 1st round (2nd pick) of the 1989 amateur draft. Player signed June 19 1989.,,Valley HS (Las Vegas NV),Tyler Sam,houstty01
84,Matt Howard,28.238,May 17,Sep 19 1996,4/H5,NYY,-0.6,5-10,165,R,R,Sep 22 1967,Fall River MA US,Drafted by the Los Angeles Dodgers in the 34th round of the 1989 amateur draft. Player signed June 8 1989.,Pepperdine University (Malibu CA),Marist School (Atlanta GA),Matthew Christopher,howarma01
85,Rich Hunter,21.194,Apr 6,Sep 29 1996,1/H,PHI,-0.8,6-1,185,R,R,Sep 25 1974,Pasadena CA US,Drafted by the Philadelphia Phillies in the 14th round of the 1993 amateur draft. Player signed June 10 1993.,,Linfield Christian School (Temecula CA),Richard Thomas,hunteri01
86,Bill Hurst,26.143,Sep 18,Sep 28 1996,/1,FLA,0.1,6-7,220,R,R,Apr 28 1970,Miami Beach FL US,Drafted by the St. Louis Cardinals in the 20th round of the 1989 amateur draft. Player signed May 17 1990.,College of Central Florida (Ocala FL),Miami Palmetto HS (Pinecrest FL),William Hansel,hurstbi01
87,Raúl Ibañez,24.060,Aug 1,Sep 28 2014,/HD,SEA,20.9,6-2,225,L,R,Jun 2 1972,New York NY US,Drafted by the Seattle Mariners in the 36th round of the 1992 amateur draft. Player signed June 29 1992.,Miami Dade College (Miami FL) Miami Dade College Kendall Campus (Miami FL),Miami Sunset HS (Miami FL),Raúl Javier,ibanera01
88,Damian Jackson,23.027,Sep 12,Aug 23 2006,/6H,CLE,6.6,5-10,160,R,R,Aug 16 1973,Los Angeles CA US,Drafted by the Cleveland Indians in the 44th round of the 1991 amateur draft. Player signed May 21 1992.,Laney College (Oakland CA),Ygnacio Valley HS (Concord CA),Damian Jacques,jacksda04
89,Marty Janzen,22.347,May 12,Sep 27 1997,1,TOR,-0.5,6-3,197,R,R,May 31 1973,Homestead FL US,Signed by the New York Yankees as an amateur free agent in 1991.,,Gainesville HS (Gainesville FL),Martin Thomas,janzema01
90,Robin Jennings,24.007,Apr 18,Oct 7 2001,H9,CHC,-1.4,6-2,205,L,L,Apr 11 1972,Singapore SG,Drafted by the Chicago Cubs in the 33rd round of the 1991 amateur draft. Player signed May 11 1992.,State College of Florida Manatee-Sarasota (Bradenton FL),Annandale HS (Alexandria VA),Robin Christopher,jenniro01
