Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
24,Christian Bergman,26.036,Jun 9,Aug 17 2018,1,COL,-0.2,6-1,195,R,R,May 4 1988,Glendale CA US,Drafted by the Colorado Rockies in the 24th round of the 2010 amateur draft. Player signed June 12 2010.,University of California Irvine (Irvine CA),St. Francis HS (La Canada CA),Christian Stanford,bergmch01
25,Mookie Betts,21.265,Jun 29,,849/H,BOS,72.2,5-10,180,R,R,Oct 7 1992,Nashville TN US,Drafted by the Boston Red Sox in the 5th round of the 2011 amateur draft. Player signed August 15 2011.,,Overton HS (Nashville TN),Markus Lynn,bettsmo01
26,Brett Bochy,27.017,Sep 13,Oct 4 2015,/1,SFG,0.1,6-2,200,R,R,Aug 27 1987,San Diego CA US,Drafted by the San Francisco Giants in the 20th round of the 2010 amateur draft. Player signed June 21 2010.,University of Kansas (Lawrence KS),Poway HS (Poway CA),Brett,bochybr02
27,Mike Bolsinger,26.075,Apr 14,Aug 4 2017,1,ARI,-1.3,6-1,215,R,R,Jan 29 1988,Chicago IL US,Drafted by the Arizona Diamondbacks in the 15th round of the 2010 amateur draft. Player signed June 26 2010.,University of Arkansas (Fayetteville AR),McKinney HS North (McKinney TX),Michael Peter,bolsimi01
28,Lisalverto Bonilla,24.078,Sep 4,Aug 6 2017,/1,TEX,-0.4,6-0,225,B,R,Jun 18 1990,Samana Samana DO,Signed by the Philadelphia Phillies as an amateur free agent in 2008.,,,Lisalverto,bonilli01
29,Justin Bour,26.008,Jun 5,Sep 29 2019,H3/D,MIA,3.8,6-4,270,L,R,May 28 1988,Washington DC US,Drafted by the Chicago Cubs in the 25th round of the 2009 amateur draft. Player signed June 17 2009.,George Mason University (Fairfax VA),Westfield HS (Chantilly VA),Justin James,bourju01
30,Bryce Brentz,25.261,Sep 17,Aug 10 2016,/7H9,BOS,0.0,6-0,215,R,R,Dec 30 1988,Crossville TN US,Drafted by the Boston Red Sox in the 1st round (36th pick) of the 2010 amateur draft. Player signed June 16 2010.,Middle Tennessee State University (Murfreesboro TN),South Doyle HS (Knoxville TN),Bryce Everett,brentbr01
31,Aaron Brooks,24.006,May 3,Jun 24 2024,/1,KCR,-1.7,6-4,230,R,R,Apr 27 1990,Montclair CA US,Drafted by the Kansas City Royals in the 9th round of the 2011 amateur draft. Player signed June 8 2011.,California State University San Bernardino (San Bernardino CA),Cajon HS (San Bernardino CA),Aaron Lee,brookaa01
32,Brooks Brown,29.016,Jul 6,Oct 2 2015,1,COL,0.9,6-3,205,L,R,Jun 20 1985,Statesboro GA US,Drafted by the Arizona Diamondbacks in the 1st round (34th pick) of the 2006 amateur draft. Player signed June 29 2006.,University of Georgia (Athens GA),Portal HS (Portal GA),Brooks Steven,brownbr02
33,Gary Brown,25.340,Sep 3,Sep 28 2014,/8H,SFG,0.1,6-1,190,R,R,Sep 28 1988,Diamond Bar CA US,Drafted by the San Francisco Giants in the 1st round (24th pick) of the 2010 amateur draft. Player signed August 16 2010.,California State University Fullerton (Fullerton CA),Diamond Bar HS (Diamond Bar CA),Gary Allen,brownga02
34,David Buchanan,25.013,May 24,Aug 31 2024,1,PHI,0.1,6-3,200,R,R,May 11 1989,Atlanta GA US,Drafted by the Philadelphia Phillies in the 7th round of the 2010 amateur draft. Player signed June 27 2010.,Chipola College (Marianna FL) Georgia State University (Atlanta GA),Fayette County HS (Fayetteville GA),David Andrew,buchada01
35,Jake Buchanan,24.270,Jun 21,Jun 17 2017,1,HOU,0.1,6-0,232,R,R,Sep 24 1989,Charlotte NC US,Drafted by the Houston Astros in the 8th round of the 2010 amateur draft. Player signed June 9 2010.,North Carolina State University (Raleigh NC),North Gaston HS (Gastonia NC),Jake Thomas,buchaja01
36,Ryan Buchter,27.127,Jun 20,Aug 1 2021,/1,ATL,3.9,6-4,230,L,L,Feb 13 1987,Reading PA US,Drafted by the Washington Nationals in the 33rd round of the 2005 amateur draft. Player signed May 29 2006.,Rowan College of South Jersey-Gloucester (Sewell NJ),Highland Regional HS (Blackwood NJ),Ryan James,buchtry01
37,Billy Burns,24.332,Jul 28,Jul 21 2017,H/D8,OAK,1.8,5-9,170,B,R,Aug 30 1989,Atlanta GA US,Drafted by the Washington Nationals in the 32nd round of the 2011 amateur draft. Player signed July 19 2011.,Mercer University (Macon GA),Walton HS (Marietta GA),William John,burnsbi02
38,Dan Butler,27.297,Aug 10,Aug 11 2018,/2,BOS,-0.1,5-10,210,R,R,Oct 17 1986,Phoenix AZ US,Signed by the Boston Red Sox as an amateur free agent in 2009.,Arizona State University (Tempe AZ) University of Arizona (Tucson AZ),,Daniel John,butleda01
39,Eddie Butler,23.085,Jun 6,Sep 28 2018,/1,COL,-2.3,6-2,180,R,R,Mar 13 1991,Chesapeake VA US,Drafted by the Colorado Rockies in the 1st round (46th pick) of the 2012 amateur draft. Player signed June 12 2012.,Radford University (Radford VA),Greenbrier Christian Academy (Chesapeake VA),Timothy Edward,butleed01
40,Eric Campbell,27.031,May 10,May 29 2021,H753/9D64,NYM,-0.6,6-3,215,R,R,Apr 9 1987,Norwich CT US,Drafted by the New York Mets in the 8th round of the 2008 amateur draft. Player signed June 8 2008.,Boston College (Chestnut Hill MA),Norwich Free Academy (Norwich CT),Eric Singleton,campber01
41,Leonel Campos,27.048,Sep 3,Sep 20 2017,/1,SDP,-0.2,6-2,215,R,R,Jul 17 1987,Valera Trujillo VE,Signed by the San Diego Padres as an amateur free agent in 2010.,,,Leonel Enrique,campole01
42,Scott Carroll,29.215,Apr 27,May 11 2016,1,CHW,-0.7,6-4,215,R,R,Sep 24 1984,Kansas City MO US,Drafted by the Cincinnati Reds in the 3rd round of the 2007 amateur draft. Player signed July 2 2007.,Missouri State University (Springfield MO),Liberty HS (Liberty MO),Scott Alexander,carrosc02
43,Curt Casali,25.251,Jul 18,Sep 29 2024,2/DH,TBR,6.6,6-2,220,R,R,Nov 9 1988,Walnut Creek CA US,Drafted by the Detroit Tigers in the 10th round of the 2011 amateur draft. Player signed July 1 2011.,Vanderbilt University (Nashville TN),New Canaan HS (New Canaan CT),Curtis Michael,casalcu01
44,Rusney Castillo,27.070,Sep 17,Jun 16 2016,8,BOS,1.6,5-9,207,R,R,Jul 9 1987,Ciego de Avila Ciego de Avila CU,Signed by the Boston Red Sox as an amateur free agent in 2014.,,,Rusney,castiru02
45,Garin Cecchini,23.042,Jun 1,Aug 16 2015,/5DH,BOS,0.2,6-3,220,L,R,Apr 20 1991,Sulphur LA US,Drafted by the Boston Red Sox in the 4th round of the 2010 amateur draft. Player signed August 16 2010.,,Alfred M. Barbe HS (Lake Charles LA),Garin Glenn,cecchga01
46,Andrew Chafin,24.057,Aug 13,,/1,ARI,7.5,6-2,235,R,L,Jun 17 1990,Kettering OH US,Drafted by the Arizona Diamondbacks in the 1st round (43rd pick) of the 2011 amateur draft. Player signed August 15 2011.,Kent State University (Kent OH),Western Reserve HS (Collins OH),Andrew Gregory,chafian01
47,Matt Clark,27.266,Sep 2,Sep 28 2014,/3H,MIL,-0.1,6-5,230,L,R,Dec 10 1986,West Covina CA US,Drafted by the San Diego Padres in the 12th round of the 2008 amateur draft. Player signed July 24 2008.,Louisiana State University (Baton Rouge LA) Riverside City College (Riverside CA),Etiwanda HS (Rancho Cucamonga CA),Matthew Terry,clarkma02
48,Alex Claudio,22.194,Aug 13,Apr 24 2023,1,TEX,6.3,6-2,190,L,L,Jan 31 1992,San Juan PR,Drafted by the Texas Rangers in the 27th round of the 2010 amateur draft. Player signed June 11 2010.,,Isabel Flores HS (Juncos Puerto Rico),Alexander,claudal01
49,Tyler Collins,23.298,Mar 31,Sep 22 2017,/H798D,DET,-0.5,5-11,215,L,L,Jun 6 1990,Lubbock TX US,Drafted by the Detroit Tigers in the 6th round of the 2011 amateur draft. Player signed July 18 2011.,Howard College (Big Spring TX),Northwest HS (Justin TX),Tyler James,collity01
50,Christian Colón,25.048,Jul 1,Aug 12 2020,4/H5D6,KCR,1.3,5-10,215,R,R,May 14 1989,Cayey PR,Drafted by the Kansas City Royals in the 1st round (4th pick) of the 2010 amateur draft. Player signed June 25 2010.,California State University Fullerton (Fullerton CA),Canyon HS (Anaheim CA),Christian Anthony,colonch01
51,Carlos Contreras,23.164,Jun 21,Oct 4 2015,1,CIN,-0.6,5-11,215,R,R,Jan 8 1991,Santo Domingo Distrito Nacional DO,Signed by the Cincinnati Reds as an amateur free agent in 2008.,,,Carlos Manuel,contrca01
52,Daniel Corcino,24.000,Aug 26,Jun 12 2018,/1,CIN,0.1,5-11,215,R,R,Aug 26 1990,Azua Azua DO,Signed by the Cincinnati Reds as an amateur free agent in 2008.,,,Daniel,corcida01
53,Erik Cordier,28.190,Sep 3,Sep 7 2015,/1,SFG,-0.2,6-4,215,R,R,Feb 25 1986,Green Bay WI US,Drafted by the Kansas City Royals in the 2nd round of the 2004 amateur draft. Player signed June 30 2004.,,Southern Door HS (Brussels WI),Erik Michael,cordier01
54,Danny Coulombe,24.325,Sep 16,,/1,LAD,4.8,5-10,190,L,L,Oct 26 1989,St. Louis MO US,Drafted by the Los Angeles Dodgers in the 25th round of the 2012 amateur draft. Player signed June 15 2012.,Texas Tech University (Lubbock TX),Chaparral HS (Scottsdale AZ),Daniel Paul,couloda01
55,Kyle Crockett,22.152,May 16,Jul 26 2018,1,CLE,1.0,6-2,180,L,L,Dec 15 1991,Newport News VA US,Drafted by the Cleveland Indians in the 4th round of the 2013 amateur draft. Player signed June 22 2013.,University of Virginia (Charlottesville VA),Poquoson HS (Poquoson VA),Kyle Richard,crockky01
56,C.J. Cron,24.118,May 3,Sep 21 2023,D3H,LAA,12.5,6-4,235,R,R,Jan 5 1990,Fullerton CA US,Drafted by the Los Angeles Angels of Anaheim in the 1st round (17th pick) of the 2011 amateur draft. Player signed June 28 2011.,University of Utah (Salt Lake City UT),Mountain Pointe HS (Phoenix AZ),Christopher John,croncj01
57,Logan Darnell,25.093,May 6,Sep 21 2014,/1,MIN,-0.4,6-2,220,L,L,Feb 2 1989,Nashville TN US,Drafted by the Minnesota Twins in the 6th round of the 2010 amateur draft. Player signed July 10 2010.,University of Kentucky (Lexington KY),Goodpasture Christian School (Madison TN),Logan Reece,darnelo01
58,Jacob deGrom,25.330,May 15,,1/H,NYM,46.8,6-4,180,L,R,Jun 19 1988,DeLand FL US,Drafted by the New York Mets in the 9th round of the 2010 amateur draft. Player signed June 12 2010.,Stetson University (DeLand FL),Calvary Christian Academy (Ormond Beach FL),Jacob Anthony,degroja01
59,Ryan Dennick,27.235,Sep 2,Sep 24 2014,/1,CIN,-0.4,6-0,200,L,L,Jan 10 1987,North Olmsted OH US,Drafted by the Kansas City Royals in the 22nd round of the 2009 amateur draft. Player signed June 14 2009.,Tennessee Technological University (Cookeville TN),North Olmsted HS (North Olmsted OH),Ryan David,denniry01
60,Anthony DeSclafani,24.026,May 14,Jul 23 2023,1,MIA,10.1,6-2,195,R,R,Apr 18 1990,Freehold NJ US,Drafted by the Toronto Blue Jays in the 6th round of the 2011 amateur draft.,University of Florida (Gainesville FL),Colts Neck HS (Colts Neck NJ),Anthony James,desclan01
61,Odrisamer Despaigne,27.080,Jun 23,Jun 22 2019,1,SDP,-3.1,6-0,200,R,R,Apr 4 1987,La Habana La Habana CU,Signed by the San Diego Padres as an amateur free agent in 2014.,,,Odrisamer,despaod01
62,Jairo Díaz,23.104,Sep 8,Sep 26 2020,/1,LAA,0.2,6-0,254,R,R,May 27 1991,Puerto La Cruz Anzoategui VE,Signed by the Los Angeles Angels of Anaheim as an amateur free agent in 2007.,,,Jairo Jose,diazja01
63,Jumbo Díaz,30.113,Jun 20,Jul 16 2017,1,CIN,0.2,6-4,315,R,R,Feb 27 1984,La Romana La Romana DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2001.,,,Jose Rafael,diazju03
64,Chris Dominguez,27.285,Sep 3,Jun 27 2015,/7H5,SFG,-0.1,6-4,235,R,R,Nov 22 1986,Los Angeles CA US,Drafted by the San Francisco Giants in the 3rd round of the 2009 amateur draft. Player signed June 23 2009.,University of Louisville (Louisville KY),Gulliver Preparatory School (Pinecrest FL),Christopher Omar,dominch01
65,Matt Duffy,23.198,Aug 1,Sep 28 2024,H/465,SFG,9.8,6-2,190,R,R,Jan 15 1991,Long Beach CA US,Drafted by the San Francisco Giants in the 18th round of the 2012 amateur draft. Player signed June 12 2012.,California State University Long Beach (Long Beach CA),Lakewood HS (Lakewood CA),Matthew Michael,duffyma01
66,Adam Duvall,25.295,Jun 26,Sep 19 2024,3/H5D,SFG,10.6,6-1,233,R,R,Sep 4 1988,Louisville KY US,Drafted by the San Francisco Giants in the 11th round of the 2010 amateur draft. Player signed June 19 2010.,University of Louisville (Louisville KY),Suda E. Butler Traditional HS (Louisville KY),Adam Lynn,duvalad01
67,Jon Edwards,26.219,Aug 15,Jun 6 2019,/1,TEX,0.3,6-5,240,R,R,Jan 8 1988,Chicago IL US,Drafted by the St. Louis Cardinals in the 14th round of the 2006 amateur draft. Player signed June 15 2006.,,Keller HS (Keller TX),Jonathan Benjamin,edwarjo02
68,Roenis Elías,25.245,Apr 3,Jun 19 2022,1,SEA,2.1,6-1,205,L,L,Aug 1 1988,Guantanamo CU,Signed by the Seattle Mariners as an amateur free agent in 2011.,,,Roenis,eliasro01
69,Edwin Escobar,22.127,Aug 27,Sep 26 2016,/1,BOS,-0.7,6-2,225,L,L,Apr 22 1992,La Boyera Miranda VE,Signed by the Texas Rangers as an amateur free agent in 2008.,,,Edwin Jose,escobed02
70,Buck Farmer,23.174,Aug 13,Sep 29 2024,/1,DET,4.4,6-4,243,L,R,Feb 20 1991,Conyers GA US,Drafted by the Detroit Tigers in the 5th round of the 2013 amateur draft. Player signed June 13 2013.,Georgia Institute of Technology (Atlanta GA),Rockdale County HS (Conyers GA),George Runie,farmebu01
71,Cole Figueroa,26.320,May 16,Jun 10 2016,4H/D,TBR,-0.4,5-10,185,L,R,Jun 30 1987,Tallahassee FL US,Drafted by the San Diego Padres in the 6th round of the 2008 amateur draft. Player signed July 24 2008.,University of Florida (Gainesville FL),Lincoln HS (Tallahassee FL),Stephen Cole,figueco01
72,Brandon Finnegan,21.145,Sep 6,May 6 2018,/1,KCR,2.2,5-11,216,L,L,Apr 14 1993,Fort Worth TX US,Drafted by the Kansas City Royals in the 1st round (17th pick) of the 2014 amateur draft. Player signed June 28 2014.,Texas Christian University (Fort Worth TX),Southwest HS (Fort Worth TX),Brandon Kyle,finnebr01
73,Yohan Flande,28.149,Jun 25,Jun 28 2016,1,COL,0.6,6-2,180,L,L,Jan 27 1986,El Seibo El Seibo DO,Signed by the Philadelphia Phillies as an amateur free agent in 2004.,,,Yohan Carlos,flandyo01
74,Mike Foltynewicz,22.299,Aug 2,Oct 3 2021,1,HOU,4.4,6-4,195,R,R,Oct 7 1991,Sterling IL US,Drafted by the Houston Astros in the 1st round (19th pick) of the 2010 amateur draft. Player signed June 18 2010.,,Minooka Community HS (Minooka IL),Michael Gary,foltymi01
75,Eric Fornataro,26.109,Apr 21,Jun 28 2014,/1,STL,-0.1,6-2,230,R,R,Jan 2 1988,Houston TX US,Drafted by the St. Louis Cardinals in the 6th round of the 2008 amateur draft. Player signed June 9 2008.,Miami Dade College Kendall Campus (Miami FL),Mills E. Godwin HS (Richmond VA),Eric Anthony,fornaer01
76,Maikel Franco,22.007,Sep 2,Aug 20 2022,5/3,PHI,0.2,6-1,225,R,R,Aug 26 1992,Azua Azua DO,Signed by the Philadelphia Phillies as an amateur free agent in 2010.,,,Maikel Antonio,francma02
77,Carlos Frías,24.264,Aug 4,Jul 7 2016,1,LAD,-0.3,6-4,195,R,R,Nov 13 1989,Nagua Maria Trinidad Sanchez DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2007.,,,Carlos David,friasca01
78,Frank Garcés,24.214,Aug 19,Oct 4 2015,1,SDP,0.0,5-11,175,L,L,Jan 17 1990,San Cristobal San Cristobal DO,Signed by the Texas Rangers as an amateur free agent in 2009.,,,Frank Yeury,garcefr01
79,Greg Garcia,24.263,Apr 28,Sep 27 2020,H/46,STL,3.0,6-0,200,L,R,Aug 8 1989,El Cajon CA US,Drafted by the St. Louis Cardinals in the 7th round of the 2010 amateur draft. Player signed June 14 2010.,University of Hawaii at Manoa (Honolulu HI),Valhalla HS (El Cajon CA),Greg Joseph,garcigr01
80,Yimi García,24.014,Sep 1,,/1,LAD,2.9,6-1,230,R,R,Aug 18 1990,Moca Espaillat DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2009.,,,Yimi,garciyi01
81,Ken Giles,23.265,Jun 12,Jul 8 2022,1,PHI,7.6,6-3,197,R,R,Sep 20 1990,Albuquerque NM US,Drafted by the Philadelphia Phillies in the 7th round of the 2011 amateur draft. Player signed August 11 2011.,Yavapai College (Prescott AZ),Rio Grande HS (Albuquerque NM),Kenneth Robert,gileske01
82,Brad Glenn,27.086,Jun 27,Jul 5 2014,/9DH,TOR,-0.4,6-2,220,R,R,Apr 2 1987,Tulsa OK US,Drafted by the Toronto Blue Jays in the 23rd round of the 2009 amateur draft. Player signed June 14 2009.,University of Arizona (Tucson AZ),Tulsa Union HS (Tulsa OK),Bradley Edward,glennbr01
83,Jake Goebbert,26.269,Jun 20,Sep 27 2014,H3/7,SDP,-0.1,6-0,210,L,L,Sep 24 1987,Hoffman Estates IL US,Drafted by the Houston Astros in the 13th round of the 2009 amateur draft. Player signed June 19 2009.,Northwestern University (Evanston IL),Hampshire HS (Hampshire IL),Jacob Dwayne,goebbja01
84,Erik Goeddel,25.255,Sep 1,Aug 15 2018,/1,NYM,1.3,6-3,191,R,R,Dec 20 1988,San Mateo CA US,Drafted by the New York Mets in the 24th round of the 2010 amateur draft. Player signed July 3 2010.,University of California Los Angeles (Los Angeles CA),Bellarmine College Preparatory (San Jose CA),Erik Van Norman,goedder01
85,Marco Gonzales,22.129,Jun 25,Aug 7 2024,1,STL,8.9,6-1,205,L,L,Feb 16 1992,Fort Collins CO US,Drafted by the St. Louis Cardinals in the 1st round (19th pick) of the 2013 amateur draft. Player signed June 8 2013.,Gonzaga University (Spokane WA),Rocky Mountain HS (Fort Collins CO),Marco Elias,gonzama02
86,Miguel González,30.345,Sep 3,Sep 27 2014,/1,PHI,-0.2,6-3,210,R,R,Sep 23 1983,La Habana La Habana CU,Signed by the Philadelphia Phillies as an amateur free agent in 2013.,,,Miguel Alfredo,gonzami05
87,Terrance Gore,23.086,Sep 2,Oct 5 2022,/HD7,KCR,0.1,5-7,160,R,R,Jun 8 1991,Macon GA US,Drafted by the Kansas City Royals in the 20th round of the 2011 amateur draft. Player signed June 10 2011.,Gulf Coast State College (Panama City FL),Jones County HS (Gray GA),Terrance Jamar,gorete01
88,Kendall Graveman,23.258,Sep 5,,/1,TOR,9.8,6-2,215,R,R,Dec 21 1990,Alexander City AL US,Drafted by the Toronto Blue Jays in the 8th round of the 2013 amateur draft. Player signed July 5 2013.,Mississippi State University (Mississippi State MS),Benjamin Russell HS (Alexander City AL),Kendall Chase,graveke01
89,Shane Greene,25.158,Apr 24,Oct 1 2023,1,NYY,3.5,6-4,200,R,R,Nov 17 1988,Clermont FL US,Drafted by the New York Yankees in the 15th round of the 2009 amateur draft. Player signed June 16 2009.,Daytona State College (Daytona Beach FL),,Shane,greensh02
90,Nick Greenwood,26.261,Jun 16,Jul 11 2015,1,STL,-0.2,6-1,180,R,L,Sep 28 1987,Farmington CT US,Drafted by the San Diego Padres in the 14th round of the 2009 amateur draft. Player signed June 16 2009.,University of Rhode Island (Kingston RI),,Nicholas Richard,greenni02
91,Randal Grichuk,22.258,Apr 28,,9H/87,STL,14.8,6-0,216,R,R,Aug 13 1991,Rosenberg TX US,Drafted by the Los Angeles Angels of Anaheim in the 1st round (24th pick) of the 2009 amateur draft. Player signed June 20 2009.,,Lamar Consolidated HS (Rosenberg TX),Randal Alexander,grichra01
92,Jarrett Grube,32.207,May 31,May 31 2014,/1,LAA,0.0,6-4,220,R,R,Nov 5 1981,Fort Wayne IN US,Drafted by the Colorado Rockies in the 10th round of the 2004 amateur draft. Player signed June 16 2004.,University of Memphis (Memphis TN) Vincennes University (Vincennes IN),DeKalb HS (Waterloo IN),Jarrett George,grubeja01
93,Alex Guerrero,27.122,Mar 22,Oct 4 2015,/H7,LAD,-0.4,6-1,220,R,R,Nov 20 1986,Las Tunas Las Tunas CU,Signed by the Los Angeles Dodgers as an amateur free agent in 2013.,,,Alexander,guerral01
94,Bradin Hagens,25.094,Aug 14,Aug 17 2014,/1,ARI,0.0,6-3,210,R,R,May 12 1989,Modesto CA US,Drafted by the Arizona Diamondbacks in the 6th round of the 2009 amateur draft. Player signed June 15 2009.,Merced College (Merced CA),John H. Pitman HS (Turlock CA),Bradin Carl,hagenbr01
