Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name,Name-additional
11,Clayton Andrews,26.178,Jul 1,May 21 2024,/1,MIL,-0.9,5-6,160,L,L,Jan 4 1997,Petaluma CA US,Drafted by the Milwaukee Brewers in the 17th round of the 2018 amateur draft. Player signed June 16 2018.,Cabrillo College (Aptos CA) California State University Long Beach (Long Beach CA),,Clayton Davis,andrecl02
12,Sam Bachman,23.238,May 26,Jul 3 2023,1,LAA,0.4,6-1,235,R,R,Sep 30 1999,Indianapolis IN US,Drafted by the Los Angeles Angels in the 1st round (9th pick) of the 2021 amateur draft. Player signed July 19 2021.,Miami University of Ohio (Oxford OH),,Samuel Duane,bachmsa01
13,Patrick Bailey,23.355,May 19,,2/HD,SFG,2.7,6-0,225,B,R,May 29 1999,Greensboro NC US,Drafted by the San Francisco Giants in the 1st round (13th pick) of the 2020 amateur draft. Player signed July 1 2020.,North Carolina State University (Raleigh NC),Wesleyan Christian Academy (High Point NC),Patrick Lee,bailepa01
14,Luken Baker,26.086,Jun 4,,D3/H,STL,-0.7,6-4,285,R,R,Mar 10 1997,Houston TX US,Drafted by the St. Louis Cardinals in the 2nd round of the 2018 amateur draft. Player signed June 13 2018.,Texas Christian University (Fort Worth TX),Oak Ridge HS (Conroe TX),Luken Grosvenor,bakerlu01
15,Jordan Balazovic,24.274,Jun 18,Aug 19 2023,1,MIN,0.0,6-5,215,R,R,Sep 17 1998,Mississauga ON CA,Drafted by the Minnesota Twins in the 5th round of the 2016 amateur draft. Player signed July 5 2016.,,St. Martin SS (Mississauga ON),Jordan Blake,balazjo02
16,Osleivis Basabe,22.334,Aug 13,Oct 1 2023,6/5H497,TBR,0.4,5-11,200,R,R,Sep 13 2000,Bobures Zulia VE,Signed as a Free Agent with the Texas Rangers in 2017.,,,Osleivis Jose,basabos01
17,Peyton Battenfield,25.245,Apr 12,May 17 2023,/1,CLE,-0.3,6-4,224,R,R,Aug 10 1997,Tulsa OK US,Drafted by the Houston Astros in the 9th round of the 2019 amateur draft. Player signed June 14 2019.,Oklahoma State University (Stillwater OK),,Peyton Cole,battepe01
18,Tristan Beck,26.300,Apr 20,,1,SFG,1.6,6-4,203,R,R,Jun 24 1996,Corona CA US,Drafted by the Atlanta Braves in the 4th round of the 2018 amateur draft. Player signed June 29 2018.,Stanford University (Palo Alto CA),Corona HS (Corona CA),Tristan Robert,becktr01
19,Prelander Berroa,23.094,Jul 21,Sep 29 2024,/1,SEA,0.6,5-11,215,R,R,Apr 18 2000,Santo Domingo Distrito Nacional DO,Signed as a Free Agent with the Minnesota Twins in 2016.,,,Prelander,berropr01
20,Tanner Bibee,24.052,Apr 26,,1,CLE,7.4,6-2,205,R,R,Mar 5 1999,Mission Viejo CA US,Drafted by the Cleveland Indians in the 5th round of the 2021 amateur draft. Player signed July 23 2021.,California State University Fullerton (Fullerton CA),Mission Viejo HS (Mission Viejo CA),Tanner Hayes,bibeeta01
21,Osvaldo Bido,27.239,Jun 14,,1,PIT,1.3,6-3,175,R,R,Oct 18 1995,Los Hidalgos Puerto Plata DO,Signed as a Free Agent with the Pittsburgh Pirates in 2017.,,,Osvaldo,bidoos01
22,Cody Bolton,24.314,Apr 29,,1,PIT,-0.4,6-2,210,R,R,Jun 19 1998,Richmond VA US,Drafted by the Pittsburgh Pirates in the 6th round of the 2017 amateur draft. Player signed June 27 2017.,,Tracy HS (Tracy CA),Carl Donovan,boltoco01
23,Caleb Boushley,29.363,Sep 29,,/1,MIL,-0.1,6-3,190,R,R,Oct 1 1993,Hortonville WI US,Drafted by the San Diego Padres in the 33rd round of the 2017 amateur draft. Player signed June 24 2017.,University of Wisconsin-La Crosse (La Crosse WI),,Caleb J.,boushca01
24,Jonathan Bowlan,26.300,Sep 27,,/1,KCR,0.1,6-6,240,R,R,Dec 1 1996,Arlington TN US,Drafted by the Kansas City Royals in the 2nd round of the 2018 amateur draft. Player signed June 10 2018.,University of Memphis (Memphis TN),,Jonathan,bowlajo01
25,Joe Boyle,24.034,Sep 17,,/1,OAK,0.2,6-8,250,R,R,Aug 14 1999,O'Fallon MO US,Drafted by the Cincinnati Reds in the 5th round of the 2020 amateur draft. Player signed June 27 2020.,University of Notre Dame (South Bend IN),North Oldham HS (Goshen KY),Joseph Patrick,boylejo01
26,Cody Bradford,25.082,May 15,Sep 25 2024,1,TEX,1.1,6-4,197,L,L,Feb 22 1998,Aledo TX US,Drafted by the Texas Rangers in the 6th round of the 2019 amateur draft. Player signed July 4 2019.,Baylor University (Waco TX),Aledo HS (Aledo TX),Cody Daniel,bradfco01
27,Taj Bradley,22.023,Apr 12,,1,TBR,1.3,6-2,220,R,R,Mar 20 2001,Los Angeles CA US,Drafted by the Tampa Bay Rays in the 5th round of the 2018 amateur draft. Player signed June 11 2018.,,Redan HS (Stone Mountain GA),Taj Ali,bradlta01
28,Braden Bristo,28.163,Apr 13,Jun 14 2023,/1,TBR,0.1,6-0,180,R,R,Nov 1 1994,West Monroe LA US,Drafted by the New York Yankees in the 23rd round of the 2016 amateur draft. Player signed June 15 2016.,Louisiana Tech University (Ruston LA),,Braden James,bristbr01
29,Jhony Brito,25.044,Apr 2,Aug 10 2024,1,NYY,0.9,6-2,210,R,R,Feb 17 1998,Puerto Plata Puerto Plata DO,Signed as a Free Agent with the New York Yankees in 2015.,,,Jhony Rafael,britojh01
30,Michael Busch,25.167,Apr 25,,5/D3H47,LAD,3.6,6-0,210,L,R,Nov 9 1997,Inver Grove Heights MN US,Drafted by the Los Angeles Dodgers in the 1st round (31st pick) of the 2019 amateur draft. Player signed July 4 2019.,University of North Carolina at Chapel Hill (Chapel Hill NC),,Michael James,buschmi02
31,Lawrence Butler,23.032,Aug 11,,8/H9,OAK,3.2,6-3,210,L,R,Jul 10 2000,Burlington NJ US,Drafted by the Oakland Athletics in the 6th round of the 2018 amateur draft. Player signed June 10 2018.,,Westlake HS (Atlanta GA),Lawrence Evan,butlela01
32,José Caballero,26.228,Apr 15,,4H6/5D7,SEA,5.0,5-10,190,R,R,Aug 30 1996,Panama Panama PA,Drafted by the Arizona Diamondbacks in the 7th round of the 2017 amateur draft. Player signed June 23 2017.,Chipola College (Marianna FL),,José Manuel Ortega,cabaljo01
33,Trey Cabbage,26.072,Jul 14,Aug 21 2024,/39H78,LAA,-0.4,6-2,204,L,R,May 3 1997,Knoxville TN US,Drafted by the Minnesota Twins in the 4th round of the 2015 amateur draft. Player signed June 15 2015.,,Grainger HS (Rutledge TN),Trey Aaron,cabbatr01
34,Kelvin Cáceres,23.244,Sep 27,Sep 30 2023,/1,LAA,0.0,6-1,205,R,R,Jan 26 2000,Santiago Santiago DO,Signed as a Free Agent with the Los Angeles Angels in 2018.,,,Kelvin Jose,cacerke01
35,Blair Calvo,27.092,May 30,May 30 2023,/1,COL,0.0,6-3,195,R,R,Feb 27 1996,Jacksonville FL US,Drafted by the Colorado Rockies in the 23rd round of the 2019 amateur draft. Player signed June 10 2019.,Eastern Florida State College (Cocoa FL) Flagler College (St. Augustine FL) University of Pittsburgh (Pittsburgh PA),Allen D. Nease HS (Ponte Vedra Beach FL),Blair Matthew,calvobl01
36,Junior Caminero,20.080,Sep 23,,/5D64,TBR,0.7,6-1,220,R,R,Jul 5 2003,Santo Domingo Distrito Nacional DO,Signed as a Free Agent with the Cleveland Indians in 2019.,,,Junior Alberto,caminju01
37,Isaiah Campbell,25.326,Jul 7,Jun 24 2024,1,SEA,-0.7,6-4,230,R,R,Aug 15 1997,Angra do Heroismo Azores PT,Drafted by the Seattle Mariners in the 2nd round of the 2019 amateur draft. Player signed June 28 2019.,University of Arkansas (Fayetteville AR),Olathe South HS (Olathe KS),Isaiah Lyn,campbis01
38,Alexander Canario,23.122,Sep 6,,/DH879,CHC,0.4,6-1,215,R,R,May 7 2000,Monte Cristi Monte Cristi DO,Signed as a Free Agent with the San Francisco Giants in 2016.,,,Alexander,canaral01
39,Dominic Canzone,25.326,Jul 8,,/DH9,ARI,0.0,6-0,190,L,R,Aug 16 1997,Cleveland OH US,Drafted by the Arizona Diamondbacks in the 8th round of the 2019 amateur draft. Player signed June 22 2019.,The Ohio State University (Columbus OH),Walsh Jesuit HS (Cuyahoga Falls OH),Dominic Gene,canzodo01
40,Evan Carter,21.010,Sep 8,,7/89H,TEX,2.5,6-3,190,L,R,Aug 29 2002,Elizabethton TN US,Drafted by the Texas Rangers in the 2nd round of the 2020 amateur draft. Player signed June 19 2020.,,Elizabethton HS (Elizabethton TN),Evan Jason,carteev01
41,Slade Cecconi,24.039,Aug 2,,/1,ARI,-0.6,6-4,219,R,R,Jun 24 1999,Oviedo FL US,Drafted by the Arizona Diamondbacks in the 1st round (33rd pick) of the 2020 amateur draft. Player signed July 9 2020.,University of Miami (Coral Gables FL),Trinity Preparatory School (Winter Park FL),Slade Devin,ceccosl01
42,Oscar Colás,24.194,Mar 30,Jun 21 2024,9/8HD,CHW,-1.4,6-0,230,L,L,Sep 17 1998,La Habana La Habana CU,Signed as a Free Agent with the Chicago White Sox in 2022.,,,Oscar Luis,colasos01
43,Tom Cosgrove,26.319,Apr 29,,1,SDP,0.7,6-2,190,L,L,Jun 14 1996,Staten Island NY US,Drafted by the San Diego Padres in the 12th round of the 2017 amateur draft. Player signed June 19 2017.,Manhattan University (New York NY),,Thomas D.,cosgrto01
44,Colton Cowser,23.107,Jul 5,,98/7H,BAL,2.4,6-3,220,L,R,Mar 20 2000,Houston TX US,Drafted by the Baltimore Orioles in the 1st round (5th pick) of the 2021 amateur draft. Player signed July 17 2021.,Sam Houston State University (Huntsville TX),Cypress Ranch HS (Cypress TX),Colton Dale,cowseco01
45,Austin Cox,26.037,May 4,Sep 8 2023,1,KCR,0.2,6-4,235,L,L,Mar 28 1997,Macon GA US,Drafted by the Kansas City Royals in the 5th round of the 2018 amateur draft. Player signed June 10 2018.,Mercer University (Macon GA),First Presbyterian Day School (Macon GA),Austin,coxau01
46,Declan Cronin,25.309,Jul 30,Sep 25 2024,/1,CHW,0.0,6-4,225,R,R,Sep 24 1997,Glen Ridge NJ US,Drafted by the Chicago White Sox in the 36th round of the 2019 amateur draft. Player signed June 14 2019.,College of the Holy Cross (Worcester MA),,Declan Evans,cronide01
47,Tyler Cropley,27.283,Sep 19,Sep 23 2023,/2,KCR,-0.1,5-9,185,R,R,Dec 10 1995,Sioux City IA US,Drafted by the Washington Nationals in the 8th round of the 2018 amateur draft. Player signed June 13 2018.,Iowa Western Community College (Council Bluffs IA) University of Iowa (Iowa City IA),,Tyler Dean,croplty01
48,Pete Crow-Armstrong,21.170,Sep 11,,8/H,CHC,5.1,6-0,184,L,L,Mar 25 2002,Sherman Oaks CA US,Drafted by the New York Mets in the 1st round (19th pick) of the 2020 amateur draft. Player signed June 25 2020.,,Harvard-Westlake HS (Los Angeles CA),Peter Henry,crowape01
49,Steven Cruz,24.075,Aug 29,,1,KCR,0.7,6-7,225,R,R,Jun 15 1999,Tenares Hermanas Mirabal DO,Signed as a Free Agent with the Minnesota Twins in 2017.,,,Steven Adalberto,cruzst01
50,Davis Daniel,26.088,Sep 7,,/1,LAA,0.2,6-1,190,R,R,Jun 11 1997,Atlanta GA US,Drafted by the Los Angeles Angels in the 7th round of the 2019 amateur draft. Player signed June 27 2019.,Auburn University (Auburn AL),St. James School (Montgomery AL),Robert Davis,danieda01
51,Hagen Danner,24.315,Aug 11,Aug 11 2023,/1,TOR,0.0,6-1,215,R,R,Sep 30 1998,Newport Beach CA US,Drafted by the Toronto Blue Jays in the 2nd round of the 2017 amateur draft. Player signed June 25 2017.,,Huntington Beach HS (Huntington Beach CA),Hagen Jarrell,danneha01
52,Henry Davis,23.271,Jun 19,,9D/2H,PIT,-1.6,6-0,225,R,R,Sep 21 1999,Bedford NY US,Drafted by the Pittsburgh Pirates in the 1st round (1st pick) of the 2021 amateur draft. Player signed July 18 2021.,University of Louisville (Louisville KY),Fox Lane HS (Bedford NY),Henry Cummings,davishe01
53,Enmanuel De Jesus,26.273,Sep 9,Sep 27 2023,/1,MIA,-0.2,6-3,190,L,L,Dec 10 1996,Valencia Carabobo VE,Signed as a Free Agent with the Boston Red Sox in 2013.,,,Enmanuel Jose,dejesen01
54,Elly De La Cruz,21.146,Jun 6,,65/HD,CIN,7.0,6-5,200,B,R,Jan 11 2002,Sabana Grande de Boya Monte Plata DO,Signed as a Free Agent with the Cincinnati Reds in 2018.,,,Elly Antonio,delacel01
55,Jonny DeLuca,24.332,Jun 7,,H/789D,LAD,1.3,5-11,195,R,R,Jul 10 1998,Thousand Oaks CA US,Drafted by the Los Angeles Dodgers in the 25th round of the 2019 amateur draft. Player signed July 12 2019.,University of Oregon (Eugene OR),Agoura HS (Agoura Hills CA),Jonathan Davis,delucjo01
56,Dylan Dodd,24.302,Apr 4,Aug 7 2024,/1,ATL,-0.8,6-2,210,L,L,Jun 6 1998,Elk Grove IL US,Drafted by the Atlanta Braves in the 3rd round of the 2021 amateur draft. Player signed July 16 2021.,Kankakee Community College (Kankakee IL) Southeast Missouri State University (Cape Girardeau MO),,Dylan Martin,dodddy01
57,Jasson Domínguez,20.206,Sep 1,,/8,NYY,0.8,5-9,218,B,R,Feb 7 2003,Esperanza Valverde DO,Signed as a Free Agent with the New York Yankees in 2019.,,,Jasson,dominja01
58,Brenton Doyle,24.345,Apr 24,,*8/H,COL,4.5,6-3,220,R,R,May 14 1998,Warrenton VA US,Drafted by the Colorado Rockies in the 4th round of the 2019 amateur draft. Player signed June 11 2019.,Shepherd University (Shepherdstown WV),,Brenton Edward,doylebr02
59,Shawn Dubin,27.286,Jun 19,,/1,HOU,0.4,6-0,164,R,R,Sep 6 1995,Allegany NY US,Drafted by the Houston Astros in the 13th round of the 2018 amateur draft. Player signed June 14 2018.,Georgetown College (Georgetown KY) State University of New York Erie (Buffalo NY) University at Buffalo State University of New York (Buffalo NY),Allegany-Limestone HS (Allegany NY),Shawn Anthony,dubinsh01
60,Cam Eden,25.174,Sep 21,Oct 1 2023,/HD7,TOR,-0.1,6-1,205,R,R,Mar 31 1998,Yuba City CA US,Drafted by the Toronto Blue Jays in the 6th round of the 2019 amateur draft. Player signed June 11 2019.,University of California Berkeley (Berkeley CA),,Cameron Ray,edenca01
61,Xavier Edwards,23.266,May 2,,4/H8D,MIA,2.0,5-8,175,B,R,Aug 9 1999,Mineola NY US,Drafted by the San Diego Padres in the 1st round (38th pick) of the 2018 amateur draft. Player signed June 13 2018.,,North Broward Preparatory School (Coconut Creek FL),Xavier James,edwarxa01
62,Christian Encarnacion-Strand,23.228,Jul 17,,3D/5H9,CIN,-1.3,6-0,224,R,R,Dec 1 1999,Walnut Creek CA US,Drafted by the Minnesota Twins in the 4th round of the 2021 amateur draft. Player signed July 21 2021.,Oklahoma State University (Stillwater OK) Yavapai College (Prescott AZ),,Christian Lee,encarch01
63,Mason Englert,23.149,Mar 30,,1,DET,-1.3,6-4,205,B,R,Nov 1 1999,Forney TX US,Drafted by the Texas Rangers in the 4th round of the 2018 amateur draft. Player signed June 12 2018.,,Forney HS (Forney TX),Mason Alexander,englema01
64,Lucas Erceg,28.018,May 19,,1,OAK,2.1,6-2,214,L,R,May 1 1995,San Jose CA US,Drafted by the Milwaukee Brewers in the 2nd round of the 2016 amateur draft. Player signed June 15 2016.,Menlo College (Atherton CA) University of California Berkeley (Berkeley CA),Westmont HS (Campbell CA),Lucas Stijepan,erceglu01
65,Jose Espada,26.214,Sep 24,Sep 24 2023,/1,SDP,0.0,6-0,170,R,R,Feb 22 1997,Ponce PR,Drafted by the Toronto Blue Jays in the 5th round of the 2015 amateur draft. Player signed June 15 2015.,,Jose Collazo Colon HS (Juncos Puerto Rico),Jose Manuel,espadjo01
66,Joey Estes,21.347,Sep 20,,/1,OAK,0.0,6-2,190,R,R,Oct 8 2001,Lancaster CA US,Drafted by the Atlanta Braves in the 16th round of the 2019 amateur draft. Player signed July 3 2019.,,Paraclete HS (Lancaster CA),Joseph Lee,estesjo01
67,Angel Felipe,25.311,Jul 7,Aug 14 2023,1,OAK,0.2,6-5,190,R,R,Aug 30 1997,Villa Mella Distrito Nacional DO,Signed as a Free Agent with the Tampa Bay Rays in 2015.,,,Angel Alberto,felipan01
68,José Fermín,24.100,Jul 7,Sep 29 2024,4/5HD,STL,-0.5,5-10,198,R,R,Mar 29 1999,Puerto Plata Puerto Plata DO,Signed as a Free Agent with the Cleveland Indians in 2015.,,,José Miguel,fermijo01
69,Jose A. Ferrer,23.120,Jul 1,,1,WSN,-0.2,6-1,233,L,L,Mar 3 2000,Maimon Puerto Plata DO,Signed as a Free Agent with the Washington Nationals in 2017.,,,Jose Alexander,ferrejo01
70,Tyler Fitzgerald,26.006,Sep 21,,/85,SFG,3.8,6-2,208,R,R,Sep 15 1997,Springfield IL US,Drafted by the San Francisco Giants in the 4th round of the 2019 amateur draft. Player signed June 30 2019.,University of Louisville (Louisville KY),Rochester HS (Rochester IL),Tyler Joseph,fitzgty01
71,Dominic Fletcher,25.240,Apr 30,Sep 29 2024,89/7H,ARI,0.4,5-8,185,L,L,Sep 2 1997,Orange CA US,Drafted by the Arizona Diamondbacks in the 2nd round of the 2019 amateur draft. Player signed June 25 2019.,University of Arkansas (Fayetteville AR),Cypress HS (Cypress CA),Dominic Paul,fletcdo01
72,J.P. France,28.032,May 6,Apr 23 2024,1,HOU,1.1,6-0,198,R,R,Apr 4 1995,New Orleans LA US,Drafted by the Houston Astros in the 14th round of the 2018 amateur draft. Player signed July 2 2018.,Mississippi State University (Mississippi State MS) Tulane University (New Orleans LA),Archbishop Shaw HS (Marrero LA),Jonathan Patrick,francjp01
73,Sal Frelick,23.094,Jul 22,,98/HD7,MIL,3.8,5-8,188,L,R,Apr 19 2000,Boston MA US,Drafted by the Milwaukee Brewers in the 1st round (15th pick) of the 2021 amateur draft. Player signed July 20 2021.,Boston College (Chestnut Hill MA),,Salvatore Michael,frelisa01
74,David Fry,27.162,May 1,Sep 27 2024,23H/9D715,CLE,1.6,6-1,215,R,R,Nov 20 1995,Irving TX US,Drafted by the Milwaukee Brewers in the 7th round of the 2018 amateur draft. Player signed June 12 2018.,Northwestern State University of Louisiana (Natchitoches LA),,David James,fryda01
75,Shintaro Fujinami,28.354,Apr 1,Oct 1 2023,1,OAK,-2.0,6-6,180,R,R,Apr 12 1994,Sakai Osaka JP,Signed as a Free Agent with the Oakland Athletics in 2023.,,,Shintaro,fujinsh01
76,Kody Funderburk,26.274,Aug 28,,1,MIN,-0.1,6-4,230,L,L,Nov 27 1996,Mesa AZ US,Drafted by the Minnesota Twins in the 15th round of the 2018 amateur draft. Player signed June 13 2018.,Dallas Baptist University (Dallas TX) Mesa Community College (Mesa AZ),,Kody,fundeko01
77,Robert Garcia,27.030,Jul 14,,/1,MIA,0.6,6-4,236,R,L,Jun 14 1996,Manteca CA US,Drafted by the Kansas City Royals in the 15th round of the 2017 amateur draft. Player signed June 24 2017.,University of California Davis (Davis CA),Modesto Christian HS (Modesto CA),Robert Christopher,garciro04
78,Zack Gelof,23.268,Jul 14,Sep 29 2024,4,OAK,3.9,6-2,205,R,R,Oct 19 1999,Rehoboth Beach DE US,Drafted by the Oakland Athletics in the 2nd round of the 2021 amateur draft. Player signed July 26 2021.,University of Virginia (Charlottesville VA),Cape Henlopen HS (Lewes DE),Zachary Dunn,gelofza01
79,Sawyer Gipson-Long,25.272,Sep 10,Sep 28 2023,/1,DET,0.4,6-4,225,R,R,Dec 12 1997,Lithia Springs GA US,Drafted by the Minnesota Twins in the 6th round of the 2019 amateur draft. Player signed June 23 2019.,Mercer University (Macon GA),Etowah HS (Woodstock GA),Alec Sawyer,gipsosa01
80,Yoendrys Gómez,23.348,Sep 28,,/1,NYY,0.0,6-3,212,R,R,Oct 15 1999,Nirgua VE,Signed as a Free Agent with the New York Yankees in 2016.,,,Yoendrys Adrian,gomezyo01
81,Nick Gonzales,24.027,Jun 23,,4/6H,PIT,0.8,5-9,200,R,R,May 27 1999,Tucson AZ US,Drafted by the Pittsburgh Pirates in the 1st round (7th pick) of the 2020 amateur draft. Player signed June 24 2020.,New Mexico State University (Las Cruces NM),,Nicholas Joseph,gonzani01
82,Hunter Goodman,23.323,Aug 27,,9/3DH,COL,-0.8,6-0,210,R,R,Oct 8 1999,Arlington TN US,Drafted by the Colorado Rockies in the 4th round of the 2021 amateur draft. Player signed July 21 2021.,University of Memphis (Memphis TN),,Hunter Robert,goodmhu01
83,Tristan Gray,27.178,Sep 16,Sep 8 2024,/36,TBR,0.1,6-1,215,L,R,Mar 22 1996,Houston TX US,Drafted by the Pittsburgh Pirates in the 13th round of the 2017 amateur draft. Player signed June 20 2017.,Rice University (Houston TX),Lawrence E. Elkins HS (Missouri City TX),Tristan Colby,graytr01
84,David Hamilton,25.265,Jun 21,,6/4H,BOS,2.7,5-11,188,L,R,Sep 29 1997,San Marcos TX US,Drafted by the Milwaukee Brewers in the 8th round of the 2019 amateur draft. Player signed June 28 2019.,University of Texas at Austin (Austin TX),San Marcos HS (San Marcos TX),David Lewis,hamilda03
85,Emerson Hancock,24.070,Aug 9,,/1,SEA,-0.9,6-4,213,R,R,May 31 1999,Cairo GA US,Drafted by the Seattle Mariners in the 1st round (6th pick) of the 2020 amateur draft. Player signed June 25 2020.,University of Georgia (Athens GA),Cairo HS (Cairo GA),Emerson Christian,hancoem01
86,Brenan Hanifee,25.115,Sep 21,,/1,DET,0.4,6-5,215,R,R,May 29 1998,Harrisonburg VA US,Drafted by the Baltimore Orioles in the 4th round of the 2016 amateur draft. Player signed June 23 2016.,,Turner Ashby HS (Bridgewater VA),Brenan Reese,hanifbr01
87,Hobie Harris,29.282,Apr 1,Aug 1 2023,1,WSN,-0.1,6-3,212,R,R,Jun 23 1993,McKinney TX US,Drafted by the New York Yankees in the 31st round of the 2015 amateur draft. Player signed June 12 2015.,Paris Junior College (Paris TX) University of Pittsburgh (Pittsburgh PA),McKinney HS (McKinney TX),Robert William,harriho02
88,Hogan Harris,26.109,Apr 14,,1,OAK,1.6,6-3,230,R,L,Dec 26 1996,Lafayette LA US,Drafted by the Oakland Athletics in the 3rd round of the 2018 amateur draft. Player signed June 11 2018.,University of Louisiana at Lafayette (Lafayette LA),St. Thomas More Catholic HS (Lafayette LA),Hogan Anthony,harriho03
89,Kyle Harrison,22.010,Aug 22,,/1,SFG,1.0,6-2,209,R,L,Aug 12 2001,San Jose CA US,Drafted by the San Francisco Giants in the 3rd round of the 2020 amateur draft. Player signed July 16 2020.,,De La Salle HS (Concord CA),Kyle Christopher,harriky01
90,Grant Hartwig,25.183,Jun 19,May 17 2024,1,NYM,-0.5,6-5,235,R,R,Dec 18 1997,Detroit MI US,Signed as a Free Agent with the New York Mets in 2021.,Miami University of Ohio (Oxford OH),Detroit Catholic Central HS (Novi MI),Grant Alexander,hartwgr01
91,Brent Headrick,25.123,Apr 19,,1,MIN,0.0,6-6,235,L,L,Dec 17 1997,Braidwood IL US,Drafted by the Minnesota Twins in the 9th round of the 2019 amateur draft. Player signed June 14 2019.,Illinois State University (Normal IL),,Brent Wayne,headrbr01
92,Daysbel Hernández,26.311,Jul 23,,/1,ATL,1.2,5-10,220,R,R,Sep 15 1996,Sandino Pinar del Rio CU,Signed as a Free Agent with the Atlanta Braves in 2017.,,,Daysbel,hernada03
93,Jose Hernandez,25.091,Apr 1,May 23 2024,1,PIT,0.2,6-3,205,L,L,Dec 31 1997,Puerto Plata Puerto Plata DO,Signed as a Free Agent with the Los Angeles Dodgers in 2016.,,,Jose Ernesto,hernajo03
94,Nick Hernandez,28.256,Sep 12,Sep 8 2024,/1,SDP,-0.2,6-1,212,R,R,Dec 30 1994,Missouri City TX US,Drafted by the Houston Astros in the 8th round of the 2016 amateur draft. Player signed June 16 2016.,Alvin Community College (Alvin TX) University of Houston (Houston TX),John Foster Dulles HS (Sugar Land TX),Nicholas Cody,hernani01
95,Tim Herrin,26.176,Apr 2,,1,CLE,1.7,6-6,230,L,L,Oct 8 1996,Munster IN US,Drafted by the Cleveland Indians in the 29th round of the 2018 amateur draft. Player signed June 13 2018.,Indiana University Bloomington (Bloomington IN),,Timothy Edward,herriti01
96,TJ Hopkins,26.138,Jun 3,Aug 28 2023,H/9D7,CIN,-0.3,6-1,195,R,R,Jan 16 1997,Summerville SC US,Drafted by the Cincinnati Reds in the 9th round of the 2019 amateur draft. Player signed June 10 2019.,University of South Carolina (Columbia SC),,Mark Timothy,hopkitj01
97,Spencer Horwitz,25.216,Jun 18,,/D3H,TOR,1.4,5-11,200,L,R,Nov 14 1997,Timonium MD US,Drafted by the Toronto Blue Jays in the 24th round of the 2019 amateur draft. Player signed June 9 2019.,Radford University (Radford VA),,Spencer Elliott,horwisp01
